old_symbol	updated_symbol
Rpusd3	Rpusd3
Rpusd4	Rpusd4
Rqcd1	Cnot9
Rrad	Rrad
Rraga	Rraga
Rragb	Rragb
Rragc	Rragc
Rragd	Rragd
Rras	Rras
Rras2	Rras2
Rrbp1	Rrbp1
Rreb1	Rreb1
Rrh	Rrh
Rrm1	Rrm1
Rrm2	Rrm2
Rrm2b	Rrm2b
Rrn3	Rrn3
Rrnad1	Rrnad1
Rrp1	Rrp1
Rrp12	Rrp12
Rrp15	Rrp15
Rrp1b	Rrp1b
Rrp36	Rrp36
Rrp7a	Rrp7a
Rrp8	Rrp8
Rrp9	Rrp9
Rrs1	Rrs1
Rs1	Rs1
Rsad1	Rsad1
Rsad2	Rsad2
Rsbn1	Rsbn1
Rsbn1l	Rsbn1l
Rsc1a1	Rsc1a1
Rsf1	Rsf1
Rsf1os1	Rsf1os1
Rsg1	Cplane2
Rsl1	Rsl1
Rsl1d1	Rsl1d1
Rsl24d1	Rsl24d1
Rslcan18	Rslcan18
Rsph1	Rsph1
Rsph14	Rsph14
Rsph3a	Rsph3a
Rsph3b	Rsph3b
Rsph4a	Rsph4a
Rsph6a	Rsph6a
Rsph9	Rsph9
Rspo1	Rspo1
Rspo2	Rspo2
Rspo3	Rspo3
Rspo4	Rspo4
Rspry1	Rspry1
Rsrc1	Rsrc1
Rsrc2	Rsrc2
Rsrp1	Rsrp1
Rsu1	Rsu1
Rtbdn	Rtbdn
Rtca	Rtca
Rtcb	Rtcb
Rtel1	Rtel1
Rtf1	Rtf1
Rtfdc1	Rtf2
Rtkn	Rtkn
Rtkn2	Rtkn2
Rtl1	Rtl1
Rtn1	Rtn1
Rtn2	Rtn2
Rtn3	Rtn3
Rtn4	Rtn4
Rtn4ip1	Rtn4ip1
Rtn4r	Rtn4r
Rtn4rl1	Rtn4rl1
Rtn4rl2	Rtn4rl2
Rtp1	Rtp1
Rtp2	Rtp2
Rtp3	Rtp3
Rtp4	Rtp4
Rttn	Rttn
Rubie	Rubie
Rufy1	Rufy1
Rufy2	Rufy2
Rufy3	Rufy3
Rufy4	Rufy4
Rundc1	Rundc1
Rundc3a	Rundc3a
Rundc3b	Rundc3b
Runx1	Runx1
Runx1t1	Runx1t1
Runx2	Runx2
Runx3	Runx3
Rusc1	Rusc1
Rusc2	Rusc2
Ruvbl1	Ruvbl1
Ruvbl2	Ruvbl2
Rwdd1	Rwdd1
Rwdd2a	Rwdd2a
Rwdd2b	Rwdd2b
Rwdd3	Rwdd3
Rwdd4a	Rwdd4a
Rxfp1	Rxfp1
Rxfp2	Rxfp2
Rxfp3	Rxfp3
Rxfp4	Rxfp4
Rxra	Rxra
Rxrb	Rxrb
Rxrg	Rxrg
Rybp	Rybp
Ryk	Ryk
Ryr1	Ryr1
Ryr2	Ryr2
Ryr3	Ryr3
S100a1	S100a1
S100a10	S100a10
S100a11	S100a11
S100a13	S100a13
S100a14	S100a14
S100a16	S100a16
S100a2	S100a2
S100a3	S100a3
S100a4	S100a4
S100a5	S100a5
S100a6	S100a6
S100a7a	S100a7a
S100a8	S100a8
S100a9	S100a9
S100b	S100b
S100g	S100g
S100pbp	S100pbp
S100z	S100z
S1pr1	S1pr1
S1pr2	S1pr2
S1pr3	S1pr3
S1pr4	S1pr4
S1pr5	S1pr5
Saa1	Saa1
Saa2	Saa2
Saa3	Saa3
Saa4	Saa4
Saal1	Saal1
Sac3d1	Sac3d1
Sacm1l	Sacm1l
Sacs	Sacs
Sae1	Sae1
Safb	Safb
Safb2	Safb2
Sag	Sag
Sall1	Sall1
Sall2	Sall2
Sall3	Sall3
Sall4	Sall4
Samd1	Samd1
Samd10	Samd10
Samd11	Samd11
Samd12	Samd12
Samd14	Samd14
Samd15	Samd15
Samd3	Samd3
Samd4	Samd4
Samd4b	Samd4b
Samd5	Samd5
Samd7	Samd7
Samd8	Samd8
Samd9l	Samd9l
Samhd1	Samhd1
Samm50	Samm50
Samsn1	Samsn1
Samt1	Samt1
Samt2	Samt2
Samt3	Samt3
Samt4	Samt4
Sap130	Sap130
Sap18	Sap18
Sap25	Sap25
Sap30	Sap30
Sap30bp	Sap30bp
Sap30l	Sap30l
Sapcd1	Sapcd1
Sapcd2	Sapcd2
Sar1a	Sar1a
Sar1b	Sar1b
Saraf	Saraf
Sardh	Sardh
Sarm1	Sarm1
Sarnp	Sarnp
Sars	Sars
Sars2	Sars2
Sart1	Sart1
Sart3	Sart3
Sash1	Sash1
Sash3	Sash3
Sass6	Sass6
Sat1	Sat1
Sat2	Sat2
Satb1	Satb1
Satb2	Satb2
Satl1	Satl1
Sav1	Sav1
Saxo1	Saxo1
Saxo1os	Saxo1os
Saxo2	Saxo2
Saysd1	Saysd1
Sbds	Sbds
Sbf1	Sbf1
Sbf2	Sbf2
Sbk1	Sbk1
Sbk2	Sbk2
Sbk3	Sbk3
Sbno1	Sbno1
Sbno2	Sbno2
Sbp	Sbp
Sbpl	Sbpl
Sbsn	Sbsn
Sbspon	Sbspon
Sc5d	Sc5d
Scaf1	Scaf1
Scaf11	Scaf11
Scaf4	Scaf4
Scaf8	Scaf8
Scai	Scai
Scamp1	Scamp1
Scamp2	Scamp2
Scamp3	Scamp3
Scamp4	Scamp4
Scamp5	Scamp5
Scand1	Scand1
Scap	Scap
Scaper	Scaper
Scara3	Scara3
Scara5	Scara5
Scarb1	Scarb1
Scarb2	Scarb2
Scarf1	Scarf1
Scarf2	Scarf2
Scarletltr	Scarletltr
Scarna10	Scarna10
Scarna13	Scarna13
Scarna17	Scarna17
Scarna2	Scarna2
Scarna3a	Scarna3a
Scarna3b	Scarna3b
Scarna6	Scarna6
Scarna8	Scarna8
Scarna9	Scarna9
Sccpdh	Sccpdh
Scd1	Scd1
Scd2	Scd2
Scd3	Scd3
Scd4	Scd4
Scel	Scel
Scfd1	Scfd1
Scfd2	Scfd2
Scg2	Scg2
Scg3	Scg3
Scg5	Scg5
Scgb1a1	Scgb1a1
Scgb1b19	Scgb1b19
Scgb1b2	Scgb1b2
Scgb1b20	Scgb1b20
Scgb1b24	Scgb1b24
Scgb1b27	Scgb1b27
Scgb1b29	Scgb1b29
Scgb1b3	Scgb1b3
Scgb1b30	Scgb1b30
Scgb1b7	Scgb1b7
Scgb1c1	Scgb1c1
Scgb2b12	Scgb2b12
Scgb2b15	Scgb2b15
Scgb2b17	Scgb2b17
Scgb2b19	Scgb2b19
Scgb2b2	Scgb2b2
Scgb2b2	Scgb2b20
Scgb2b20	Scgb2b20
Scgb2b23-ps	Scgb2b23-ps
Scgb2b24	Scgb2b24
Scgb2b26	Scgb2b26
Scgb2b27	Scgb2b27
Scgb2b3	Scgb2b3
Scgb2b3	Scgb2b24
Scgb2b7	Scgb2b7
Scgb3a1	Scgb3a1
Scgb3a2	Scgb3a2
Scgn	Scgn
Schip1	Schip1
Scimp	Scimp
Scin	Scin
Sclt1	Sclt1
Scly	Scly
Scmh1	Scmh1
Scml2	Scml2
Scml4	Scml4
Scn10a	Scn10a
Scn11a	Scn11a
Scn1a	Scn1a
Scn1b	Scn1b
Scn2a1	Scn2a
Scn2b	Scn2b
Scn3a	Scn3a
Scn3b	Scn3b
Scn4a	Scn4a
Scn4b	Scn4b
Scn5a	Scn5a
Scn7a	Scn7a
Scn8a	Scn8a
Scn9a	Scn9a
Scnm1	Scnm1
Scnn1a	Scnn1a
Scnn1b	Scnn1b
Scnn1g	Scnn1g
Sco1	Sco1
Sco2	Sco2
Scoc	Scoc
Scp2	Scp2
Scp2d1	Scp2d1
Scpep1	Scpep1
Scpep1os	Scpep1os
Scrg1	Scrg1
Scrib	Scrib
Scrn1	Scrn1
Scrn2	Scrn2
Scrn3	Scrn3
Scrt1	Scrt1
Scrt2	Scrt2
Sct	Sct
Sctr	Sctr
Scube1	Scube1
Scube2	Scube2
Scube3	Scube3
Scx	Scx
Scyl1	Scyl1
Scyl2	Scyl2
Scyl3	Scyl3
Sdad1	Sdad1
Sdc1	Sdc1
Sdc2	Sdc2
Sdc3	Sdc3
Sdc4	Sdc4
Sdcbp	Sdcbp
Sdcbp2	Sdcbp2
Sdccag3	Entr1
Sdccag8	Sdccag8
Sde2	Sde2
Sdf2	Sdf2
Sdf2l1	Sdf2l1
Sdf4	Sdf4
Sdha	Sdha
Sdhaf1	Sdhaf1
Sdhaf2	Sdhaf2
Sdhaf3	Sdhaf3
Sdhaf4	Sdhaf4
Sdhb	Sdhb
Sdhc	Sdhc
Sdhd	Sdhd
Sdk1	Sdk1
Sdk2	Sdk2
Sdpr	Cavin2
Sdr16c5	Sdr16c5
Sdr16c6	Sdr16c6
Sdr39u1	Sdr39u1
Sdr42e1	Sdr42e1
Sdr9c7	Sdr9c7
Sds	Sds
Sdsl	Sdsl
Sebox	Sebox
Sec1	Sec1
Sec11a	Sec11a
Sec11c	Sec11c
Sec13	Sec13
Sec14l1	Sec14l1
Sec14l2	Sec14l2
Sec14l3	Sec14l3
Sec14l4	Sec14l4
Sec14l5	Sec14l5
Sec16a	Sec16a
Sec16b	Sec16b
Sec22a	Sec22a
Sec22b	Sec22b
Sec22c	Sec22c
Sec23a	Sec23a
Sec23b	Sec23b
Sec23ip	Sec23ip
Sec24a	Sec24a
Sec24b	Sec24b
Sec24c	Sec24c
Sec24d	Sec24d
Sec31a	Sec31a
Sec31b	Sec31b
Sec61a1	Sec61a1
Sec61a2	Sec61a2
Sec61b	Sec61b
Sec61g	Sec61g
Sec62	Sec62
Sec63	Sec63
Secisbp2	Secisbp2
Secisbp2l	Secisbp2l
Sectm1a	Sectm1a
Sectm1b	Sectm1b
Seh1l	Seh1l
Sel1l	Sel1l
Sel1l2	Sel1l2
Sel1l3	Sel1l3
Sele	Sele
Selenbp1	Selenbp1
Selenbp2	Selenbp2
Selk	Selenok
Sell	Sell
Selm	Selenom
Selo	Selenoo
Selp	Selp
Selplg	Selplg
Selt	Selenot
Sema3a	Sema3a
Sema3b	Sema3b
Sema3c	Sema3c
Sema3d	Sema3d
Sema3e	Sema3e
Sema3f	Sema3f
Sema3g	Sema3g
Sema4a	Sema4a
Sema4b	Sema4b
Sema4c	Sema4c
Sema4d	Sema4d
Sema4f	Sema4f
Sema4g	Sema4g
Sema5a	Sema5a
Sema5b	Sema5b
Sema6a	Sema6a
Sema6b	Sema6b
Sema6c	Sema6c
Sema6d	Sema6d
Sema7a	Sema7a
Senp1	Senp1
Senp2	Senp2
Senp3	Senp3
Senp5	Senp5
Senp6	Senp6
Senp7	Senp7
Senp8	Senp8
Sep15	Selenof
Sephs1	Sephs1
Sephs2	Sephs2
Sepn1	Selenon
Sepp1	Selenop
Sepsecs	Sepsecs
Sept1	Septin1
Sept10	Septin10
Sept11	Septin11
Sept12	Septin12
Sept14	Septin14
Sept2	Septin2
Sept3	Septin3
Sept4	Septin4
Sept5	Septin5
Sept6	Septin6
Sept7	Septin7
Sept8	Septin8
Sept9	Septin9
Sepw1	Selenow
Serac1	Serac1
Serbp1	Serbp1
Serf1	Serf1
Serf2	Serf2
Sergef	Sergef
Serhl	Serhl
Serinc1	Serinc1
Serinc2	Serinc2
Serinc3	Serinc3
Serinc4	Serinc4
Serinc5	Serinc5
Serp1	Serp1
Serp2	Serp2
Serpina10	Serpina10
Serpina11	Serpina11
Serpina12	Serpina12
Serpina1a	Serpina1a
Serpina1b	Serpina1b
Serpina1c	Serpina1c
Serpina1d	Serpina1d
Serpina1e	Serpina1e
Serpina1f	Serpina1f
Serpina3a	Serpina3a
Serpina3b	Serpina3b
Serpina3c	Serpina3c
Serpina3f	Serpina3f
Serpina3g	Serpina3g
Serpina3h	Serpina3h
Serpina3i	Serpina3i
Serpina3j	Serpina3j
Serpina3k	Serpina3k
Serpina3m	Serpina3m
Serpina3n	Serpina3n
Serpina4-ps1	Serpina4-ps1
Serpina5	Serpina5
Serpina6	Serpina6
Serpina7	Serpina7
Serpina9	Serpina9
Serpinb10	Serpinb10
Serpinb11	Serpinb11
Serpinb12	Serpinb12
Serpinb13	Serpinb13
Serpinb1a	Serpinb1a
Serpinb1b	Serpinb1b
Serpinb1c	Serpinb1c
Serpinb2	Serpinb2
Serpinb3a	Serpinb3a
Serpinb3b	Serpinb3b
Serpinb3c	Serpinb3c
Serpinb3d	Serpinb3d
Serpinb5	Serpinb5
Serpinb6a	Serpinb6a
Serpinb6b	Serpinb6b
Serpinb6c	Serpinb6c
Serpinb6d	Serpinb6d
Serpinb6e	Serpinb6e
Serpinb7	Serpinb7
Serpinb8	Serpinb8
Serpinb9	Serpinb9
Serpinb9b	Serpinb9b
Serpinb9c	Serpinb9c
Serpinb9d	Serpinb9d
Serpinb9e	Serpinb9e
Serpinb9f	Serpinb9f
Serpinb9g	Serpinb9g
Serpinc1	Serpinc1
Serpind1	Serpind1
Serpine1	Serpine1
Serpine2	Serpine2
Serpine3	Serpine3
Serpinf1	Serpinf1
Serpinf2	Serpinf2
Serping1	Serping1
Serpinh1	Serpinh1
Serpini1	Serpini1
Serpini2	Serpini2
Sertad1	Sertad1
Sertad2	Sertad2
Sertad3	Sertad3
Sertad4	Sertad4
Sertm1	Sertm1
Sesn1	Sesn1
Sesn2	Sesn2
Sesn3	Sesn3
Sestd1	Sestd1
Set	Set
Setbp1	Setbp1
Setd1a	Setd1a
Setd1b	Setd1b
Setd2	Setd2
Setd3	Setd3
Setd4	Setd4
Setd5	Setd5
Setd6	Setd6
Setd7	Setd7
Setd8	Kmt5a
Setdb1	Setdb1
Setdb2	Setdb2
Setmar	Setmar
Setx	Setx
Sez6	Sez6
Sez6l	Sez6l
Sez6l2	Sez6l2
Sf1	Sf1
Sf3a1	Sf3a1
Sf3a2	Sf3a2
Sf3a3	Sf3a3
Sf3b1	Sf3b1
Sf3b2	Sf3b2
Sf3b3	Sf3b3
Sf3b4	Sf3b4
Sf3b5	Sf3b5
Sf3b6	Sf3b6
Sfi1	Sfi1
Sfmbt1	Sfmbt1
Sfmbt2	Sfmbt2
Sfn	Sfn
Sfpq	Sfpq
Sfr1	Sfr1
Sfrp1	Sfrp1
Sfrp2	Sfrp2
Sfrp4	Sfrp4
Sfrp5	Sfrp5
Sfswap	Sfswap
Sft2d1	Sft2d1
Sft2d2	Sft2d2
Sft2d3	Sft2d3
Sfta2	Sfta2
Sftpa1	Sftpa1
Sftpb	Sftpb
Sftpc	Sftpc
Sftpd	Sftpd
Sfxn1	Sfxn1
Sfxn2	Sfxn2
Sfxn3	Sfxn3
Sfxn4	Sfxn4
Sfxn5	Sfxn5
Sgca	Sgca
Sgcb	Sgcb
Sgcd	Sgcd
Sgce	Sgce
Sgcg	Sgcg
Sgcz	Sgcz
Sgip1	Sgip1
Sgk1	Sgk1
Sgk2	Sgk2
Sgk3	Sgk3
Sgms1	Sgms1
Sgms2	Sgms2
Sgol1	Sgo1
Sgol2a	Sgo2a
Sgol2b	Sgo2b
Sgpl1	Sgpl1
Sgpp1	Sgpp1
Sgpp2	Sgpp2
Sgsh	Sgsh
Sgsm1	Sgsm1
Sgsm2	Sgsm2
Sgsm3	Sgsm3
Sgta	Sgta
Sgtb	Sgtb
Sh2b1	Sh2b1
Sh2b2	Sh2b2
Sh2b3	Sh2b3
Sh2d1a	Sh2d1a
Sh2d1b1	Sh2d1b1
Sh2d1b2	Sh2d1b2
Sh2d2a	Sh2d2a
Sh2d3c	Sh2d3c
Sh2d4a	Sh2d4a
Sh2d4b	Sh2d4b
Sh2d5	Sh2d5
Sh2d7	Sh2d7
Sh3bgr	Sh3bgr
Sh3bgrl	Sh3bgrl
Sh3bgrl2	Sh3bgrl2
Sh3bgrl3	Sh3bgrl3
Sh3bp1	Sh3bp1
Sh3bp2	Sh3bp2
Sh3bp4	Sh3bp4
Sh3bp5	Sh3bp5
Sh3bp5l	Sh3bp5l
Sh3d19	Sh3d19
Sh3d21	Sh3d21
Sh3gl1	Sh3gl1
Sh3gl2	Sh3gl2
Sh3gl3	Sh3gl3
Sh3glb1	Sh3glb1
Sh3glb2	Sh3glb2
Sh3kbp1	Sh3kbp1
Sh3pxd2a	Sh3pxd2a
Sh3pxd2b	Sh3pxd2b
Sh3rf1	Sh3rf1
Sh3rf2	Sh3rf2
Sh3rf3	Sh3rf3
Sh3tc1	Sh3tc1
Sh3tc2	Sh3tc2
Sh3yl1	Sh3yl1
Shank1	Shank1
Shank2	Shank2
Shank3	Shank3
Sharpin	Sharpin
Shb	Shb
Shbg	Shbg
Shc1	Shc1
Shc2	Shc2
Shc3	Shc3
Shc4	Shc4
Shcbp1	Shcbp1
Shcbp1l	Shcbp1l
Shd	Shd
She	She
Shf	Shf
Shfm1	Sem1
Shh	Shh
Shisa2	Shisa2
Shisa3	Shisa3
Shisa4	Shisa4
Shisa5	Shisa5
Shisa6	Shisa6
Shisa7	Shisa7
Shisa8	Shisa8
Shisa9	Shisa9
Shkbp1	Shkbp1
Shmt1	Shmt1
Shmt2	Shmt2
Shoc2	Shoc2
Shox2	Shox2
Shpk	Shpk
Shprh	Shprh
Shq1	Shq1
Shroom1	Shroom1
Shroom2	Shroom2
Shroom3	Shroom3
Shroom4	Shroom4
Shtn1	Shtn1
Siae	Siae
Siah1a	Siah1a
Siah1b	Siah1b
Siah2	Siah2
Siah3	Siah3
Sidt1	Sidt1
Sidt2	Sidt2
Sigirr	Sigirr
Siglec1	Siglec1
Siglec15	Siglec15
Siglece	Siglece
Siglecf	Siglecf
Siglecg	Siglecg
Siglech	Siglech
Sigmar1	Sigmar1
Sik1	Sik1
Sik2	Sik2
Sik3	Sik3
Sike1	Sike1
Sil1	Sil1
Sim1	Sim1
Sim2	Sim2
Simc1	Simc1
Sin3a	Sin3a
Sin3b	Sin3b
Sipa1	Sipa1
Sipa1l1	Sipa1l1
Sipa1l2	Sipa1l2
Sipa1l3	Sipa1l3
Sirpa	Sirpa
Sirpb1a	Sirpb1a
Sirpb1b	Sirpb1b
Sirt1	Sirt1
Sirt2	Sirt2
Sirt3	Sirt3
Sirt4	Sirt4
Sirt5	Sirt5
Sirt6	Sirt6
Sirt7	Sirt7
Sis	Pdgfb
Sis	Sis
Sit1	Sit1
Siva1	Siva1
Six1	Six1
Six2	Six2
Six3	Six3
Six3os1	Six3os1
Six4	Six4
Six5	Six5
Six6	Six6
Ska1	Ska1
Ska1	skax1
Ska2	Ska2
Ska2	skax2
Ska3	Ska3
Ska3	skax3
Skap1	Skap1
Skap2	Skap2
Ski	Ski
Skida1	Skida1
Skil	Skil
Skint1	Skint1
Skint10	Skint10
Skint11	Skint11
Skint2	Skint2
Skint3	Skint3
Skint4	Skint4
Skint5	Skint5
Skint6	Skint6
Skint7	Skint7
Skint8	Skint8
Skint9	Skint9
Skiv2l	Skic2
Skiv2l2	Mtrex
Skor1	Skor1
Skor2	Skor2
Skp1a	Skp1
Skp2	Skp2
Sla	Heph
Sla	Sla
Sla2	Sla2
Slain1	Slain1
Slain1os	Slain1os
Slain2	Slain2
Slamf1	Slamf1
Slamf6	Slamf6
Slamf7	Slamf7
Slamf8	Slamf8
Slamf9	Slamf9
Slbp	Slbp
Slc10a1	Slc10a1
Slc10a2	Slc10a2
Slc10a3	Slc10a3
Slc10a4	Slc10a4
Slc10a5	Slc10a5
Slc10a6	Slc10a6
Slc10a7	Slc10a7
Slc11a1	Slc11a1
Slc11a2	Slc11a2
Slc12a1	Slc12a1
Slc12a2	Slc12a2
Slc12a3	Slc12a3
Slc12a4	Slc12a4
Slc12a5	Slc12a5
Slc12a6	Slc12a6
Slc12a7	Slc12a7
Slc12a8	Slc12a8
Slc12a9	Slc12a9
Slc13a1	Slc13a1
Slc13a2	Slc13a2
Slc13a2os	Slc13a2os
Slc13a3	Slc13a3
Slc13a4	Slc13a4
Slc13a5	Slc13a5
Slc14a1	Slc14a1
Slc14a2	Slc14a2
Slc15a1	Slc15a1
Slc15a2	Slc15a2
Slc15a3	Slc15a3
Slc15a4	Slc15a4
Slc15a5	Slc15a5
Slc16a1	Slc16a1
Slc16a10	Slc16a10
Slc16a11	Slc16a11
Slc16a12	Slc16a12
Slc16a13	Slc16a13
Slc16a14	Slc16a14
Slc16a2	Slc16a2
Slc16a3	Slc16a3
Slc16a4	Slc16a4
Slc16a5	Slc16a5
Slc16a6	Slc16a6
Slc16a7	Slc16a7
Slc16a8	Slc16a8
Slc16a9	Slc16a9
Slc17a1	Slc17a1
Slc17a2	Slc17a2
Slc17a2	Slc34a1
Slc17a3	Slc17a3
Slc17a4	Slc17a4
Slc17a5	Slc17a5
Slc17a6	Slc17a6
Slc17a7	Slc17a7
Slc17a8	Slc17a8
Slc17a9	Slc17a9
Slc18a1	Slc18a1
Slc18a2	Slc18a2
Slc18a3	Slc18a3
Slc18b1	Slc18b1
Slc19a1	Slc19a1
Slc19a2	Slc19a2
Slc19a3	Slc19a3
Slc1a1	Slc1a1
Slc1a2	Slc1a2
Slc1a3	Slc1a3
Slc1a4	Slc1a4
Slc1a5	Slc1a5
Slc1a6	Slc1a6
Slc1a7	Slc1a5
Slc1a7	Slc1a7
Slc20a1	Slc20a1
Slc20a2	Slc20a2
Slc22a1	Slc22a1
Slc22a12	Slc22a12
Slc22a13	Slc22a13
Slc22a13b-ps	Slc22a13b
Slc22a14	Slc22a14
Slc22a15	Slc22a15
Slc22a16	Slc22a16
Slc22a17	Slc22a17
Slc22a18	Slc22a18
Slc22a19	Slc22a19
Slc22a2	Slc22a2
Slc22a20	Slc22a20
Slc22a21	Slc22a21
Slc22a22	Slc22a22
Slc22a23	Slc22a23
Slc22a26	Slc22a26
Slc22a27	Slc22a27
Slc22a28	Slc22a28
Slc22a29	Slc22a29
Slc22a3	Slc22a3
Slc22a30	Slc22a30
Slc22a4	Slc22a4
Slc22a5	Slc22a5
Slc22a6	Slc22a6
Slc22a7	Slc22a7
Slc22a8	Slc22a8
Slc23a1	Slc23a1
Slc23a1	Slc23a2
Slc23a2	Slc23a1
Slc23a2	Slc23a2
Slc23a3	Slc23a3
Slc24a1	Slc24a1
Slc24a2	Slc24a2
Slc24a3	Slc24a3
Slc24a4	Slc24a4
Slc24a5	Slc24a5
Slc25a1	Slc25a1
Slc25a10	Slc25a10
Slc25a11	Slc25a11
Slc25a12	Slc25a12
Slc25a13	Slc25a13
Slc25a14	Slc25a14
Slc25a15	Slc25a15
Slc25a16	Slc25a16
Slc25a17	Slc25a17
Slc25a18	Slc25a18
Slc25a19	Slc25a19
Slc25a2	Slc25a2
Slc25a20	Slc25a20
Slc25a21	Slc25a21
Slc25a22	Slc25a22
Slc25a23	Slc25a23
Slc25a24	Slc25a24
Slc25a25	Slc25a25
Slc25a26	Slc25a26
Slc25a27	Slc25a27
Slc25a28	Slc25a28
Slc25a29	Slc25a29
Slc25a3	Slc25a3
Slc25a30	Slc25a30
Slc25a31	Slc25a31
Slc25a32	Slc25a32
Slc25a33	Slc25a33
Slc25a34	Slc25a34
Slc25a35	Slc25a35
Slc25a36	Slc25a36
Slc25a37	Slc25a37
Slc25a38	Slc25a38
Slc25a39	Slc25a39
Slc25a4	Slc25a4
Slc25a40	Slc25a40
Slc25a41	Slc25a41
Slc25a42	Slc25a42
Slc25a43	Slc25a43
Slc25a44	Slc25a44
Slc25a45	Slc25a45
Slc25a46	Slc25a46
Slc25a47	Slc25a47
Slc25a48	Slc25a48
Slc25a5	Slc25a5
Slc25a51	Slc25a51
Slc25a53	Slc25a53
Slc25a54	Slc25a54
Slc26a1	Slc26a1
Slc26a10	Slc26a10
Slc26a11	Slc26a11
Slc26a2	Slc26a2
Slc26a3	Slc26a3
Slc26a4	Slc26a4
Slc26a5	Slc26a5
Slc26a6	Slc26a6
Slc26a7	Slc26a7
Slc26a8	Slc26a8
Slc26a9	Slc26a9
Slc27a1	Slc27a1
Slc27a2	Slc27a2
Slc27a3	Slc27a3
Slc27a4	Slc27a4
Slc27a5	Slc27a5
Slc27a6	Slc27a6
Slc28a1	Slc28a1
Slc28a2	Slc28a2
Slc28a3	Slc28a3
Slc29a1	Slc29a1
Slc29a2	Slc29a2
Slc29a3	Slc29a3
Slc29a4	Slc29a4
Slc2a1	Slc2a1
Slc2a10	Slc2a10
Slc2a12	Slc2a12
Slc2a13	Slc2a13
Slc2a2	Slc2a2
Slc2a3	Slc2a3
Slc2a4	Slc2a4
Slc2a4rg-ps	Slc2a4rg-ps
Slc2a5	Slc2a5
Slc2a6	Slc2a6
Slc2a7	Slc2a7
Slc2a8	Slc2a8
Slc2a9	Slc2a9
Slc30a1	Slc30a1
Slc30a10	Slc30a10
Slc30a2	Slc30a2
Slc30a3	Slc30a3
Slc30a4	Slc30a4
Slc30a5	Slc30a5
Slc30a6	Slc30a6
Slc30a7	Slc30a7
Slc30a8	Slc30a8
Slc30a9	Slc30a9
Slc31a1	Slc31a1
Slc31a2	Slc31a2
Slc32a1	Slc32a1
Slc33a1	Slc33a1
Slc34a1	Slc34a1
Slc34a2	Slc34a2
Slc34a3	Slc34a3
Slc35a1	Slc35a1
Slc35a2	Slc35a2
Slc35a3	Slc35a3
Slc35a4	Slc35a4
Slc35a5	Slc35a5
Slc35b1	Slc35b1
Slc35b1	Slc35b2
Slc35b2	Slc35b2
Slc35b3	Slc35b3
Slc35b4	Slc35b4
Slc35c1	Slc35c1
Slc35c2	Slc35c2
Slc35d1	Slc35d1
Slc35d2	Slc35d2
Slc35d3	Slc35d3
Slc35e1	Slc35e1
Slc35e2	Slc35e2
Slc35e3	Slc35e3
Slc35e4	Slc35e4
Slc35f1	Slc35f1
Slc35f2	Slc35f2
Slc35f3	Slc35f3
Slc35f4	Slc35f4
Slc35f5	Slc35f5
Slc35f6	Slc35f6
Slc35g1	Slc35g1
Slc35g2	Slc35g2
Slc35g3	Slc35g3
Slc36a1	Slc36a1
Slc36a1os	Slc36a1os
Slc36a2	Slc36a2
Slc36a3	Slc36a3
Slc36a4	Slc36a4
Slc37a1	Slc37a1
Slc37a1	Slc37a2
Slc37a2	Slc37a2
Slc37a3	Slc37a3
Slc37a4	Slc37a4
Slc38a1	Slc38a1
Slc38a10	Slc38a10
Slc38a11	Slc38a11
Slc38a2	Slc38a2
Slc38a3	Slc38a3
Slc38a4	Slc38a4
Slc38a5	Slc38a5
Slc38a6	Slc38a6
Slc38a7	Slc38a7
Slc38a8	Slc38a8
Slc38a9	Slc38a9
Slc39a1	Slc39a1
Slc39a10	Slc39a10
Slc39a11	Slc39a11
Slc39a12	Slc39a12
Slc39a13	Slc39a13
Slc39a14	Slc39a14
Slc39a2	Slc39a2
Slc39a3	Slc39a3
Slc39a4	Slc39a4
Slc39a5	Slc39a5
Slc39a6	Slc39a6
Slc39a7	Slc39a7
Slc39a8	Slc39a8
Slc39a9	Slc39a9
Slc3a1	Slc3a1
Slc3a2	Slc3a2
Slc40a1	Slc40a1
Slc41a1	Slc41a1
Slc41a2	Slc41a2
Slc41a3	Slc41a3
Slc43a1	Slc43a1
Slc43a2	Slc43a2
Slc43a3	Slc43a3
Slc44a1	Slc44a1
Slc44a2	Slc44a2
Slc44a3	Slc44a3
Slc44a4	Slc44a4
Slc44a5	Slc44a5
Slc45a1	Slc45a1
Slc45a2	Slc45a2
Slc45a3	Slc45a3
Slc45a4	Slc45a4
Slc46a1	Slc46a1
Slc46a2	Slc46a2
Slc46a3	Slc46a3
Slc47a1	Slc47a1
Slc47a2	Slc47a2
Slc48a1	Slc48a1
Slc4a1	Slc4a1
Slc4a10	Slc4a10
Slc4a11	Slc4a11
Slc4a1ap	Slc4a1ap
Slc4a2	Slc4a2
Slc4a3	Slc4a3
Slc4a4	Slc4a4
Slc4a5	Slc4a5
Slc4a7	Slc4a7
Slc4a8	Slc4a8
Slc4a9	Slc4a9
Slc50a1	Slc50a1
Slc51a	Slc51a
Slc51b	Slc51b
Slc52a2	Slc52a2
Slc52a3	Slc52a3
Slc5a1	Slc5a1
Slc5a10	Slc5a10
Slc5a11	Slc5a11
