gene_symbol	dmso_24h_n_1	dmso_24h_n_2	dmso_24h_n_3	thapsigargin_6h_n_1	thapsigargin_6h_n_2	thapsigargin_6h_n_3	thapsigargin_24h_n_1	thapsigargin_24h_n_2	thapsigargin_24h_n_3
Ncdn	55.9747969082637	58.0075498512636	54.5218638829453	77.8802146261562	76.6089909066376	73.3273108766071	77.5641156778265	85.911757150516	83.5746409573958
AU040320	54.1439485775153	55.9793878041037	57.5061435908013	73.9146679540824	74.0923059274128	59.0935655653823	83.8856640617626	80.4112084815805	81.3451072820376
Zmym4	62.8160102005221	55.7008248432282	59.1995137265725	83.0913275844941	73.2139724018286	70.639409008268	58.8099775456243	60.7503757710809	56.1195425537363
Sfpq	245.736735626484	173.988425626646	210.963329590003	282.498141213576	224.923255124403	225.453827593623	266.568945153205	241.698517025163	219.336481084899
Zmym1	17.8346403252036	15.3679503804423	18.5526116511826	28.5387063270648	22.450213186304	25.4252621598464	20.5353102386899	18.7539745262604	17.7125913186807
Zmym6	21.7400974217424	13.3835326777556	20.4472227326064	27.0428334811646	21.1368382963925	18.5092539933256	30.6323892987944	25.7820236214763	25.314671602266
Gm12942	3.86376875430689	2.83229327434093	2.88358342185234	3.87936689618972	8.51847520875557	7.865710360694	3.87183565438868	3.99429214945548	3.72083136317592
Dlgap3	52.2899947402794	58.3899288893673	54.4236632776241	35.1083782306086	46.438764071458	34.888574246323	25.0296943881015	23.8537929856406	26.2512253592161
Smim12	8.10559707361446	12.626152796377	11.9174712596459	15.2093930365484	22.7848374076851	8.64443535495438	13.8891922537279	17.1467663570304	17.0407454846332
Gja4	0	0.375175265679799	0.405842417641584	0.374394076831054	2.04614066435167	0	0.817397095631062	0.599643964443098	0.628414430999017
Gjb3	0.0336722823281168	0.0329107959384049	0.106802858919414	0.205264182341687	3.25325187444103	0.776885544643641	0	0.39451081843824	0
Gjb4	0.179150523556098	0.393972974493099	0.520882593604209	1.03748614681713	4.177950193889	0	0.381489689476532	0.524740341202974	0.91652831372348
Gjb5	0	0.0742424293352279	0.240933209909758	0	3.54292137920752	0	0.20219065481719	0	0
CK137956	0.263677292762229	0.0572698504242772	0.0309755688611911	0.285753016540134	4.09945995710929	0	0.623871210155713	0	0.0599539797795577
Csmd2	8.1261712675882	5.61847863899015	6.87531486969926	9.87240307413332	12.2479746093445	9.46429614733822	9.816200415879	9.83900506069614	6.23842721808542
Csmd2os	0	0	0	0.245423177891585	3.01789837100236	0	0	0	0
Hmgb4	0	0	0	0	0.31522232822523	0	0.201481213923095	0	0
Hmgb4os	1.24938468406642	0.366339091468808	0.528378622504796	0	3.32991617769973	0	1.59629131648722	0	0.639181184039782
Zscan20	4.04789474110931	4.33314860834885	5.10767641052919	5.62547660053823	7.38507470981284	6.41612687166491	6.81113019561838	7.13584131365156	5.85519472572556
Tlr12	0.407801680117457	0.478295272541506	0.388043657548419	0.273452762638182	3.6682583224093	2.70502539276282	0.325645440272677	0.743226010119455	0.333808043687569
Phc2	54.9443081068476	63.109370657067	61.0438599690293	61.210467000103	63.8374049880225	73.0822490437647	51.7787760108793	55.5929960723512	57.5865131180743
A3galt2	1.41272606813079	0.765025528477339	1.99825313564093	3.18872760525776	4.00695002002408	1.10116077935478	1.15860613103741	2.48525005912258	1.01575129045992
Zfp362	38.556913057487	40.3626360411022	40.2667777994356	42.8740325988544	39.1273816518626	40.3688904034452	45.3798333299458	43.9959109616253	42.9666374553765
Trim62	39.6241688400957	37.6402152148992	41.8723536176749	47.6924844968466	49.9588948489646	41.5159650805456	40.5294771354456	40.9921714254601	38.2861934216379
Azin2	5.88976527188912	5.86944430633108	6.59341846391157	5.4911465310379	8.38747890905077	5.9062617248119	6.12338944156421	3.18718685312315	5.29375240160628
Ak2	47.7918473609653	45.3486464674218	45.9575596952787	51.9202711574244	49.6618575794172	41.2947392925946	58.1844091804936	54.7347103350722	55.7114253431745
Rnf19b	34.8383912334182	35.7493130942582	38.7255411940734	51.9791169915076	50.0710500132551	47.0302637599546	43.8694309481272	40.2949139621458	41.7923517871648
Tmem54	0.0554093549954114	0	0.468664600098432	0	6.09177944580471	0	0	0	0
Hpca	80.201100799549	82.8686309012798	94.1170462096309	67.2507655839314	64.9773711694004	67.3352315480219	40.1423045492402	39.2095260826344	40.9945383526803
Fndc5	2.41914537013275	2.48148862994933	2.78562304869757	1.5477010509562	4.30904956155703	2.30257527881365	1.55562586412421	0.623611968943415	1.96059720700286
S100pbp	87.8676247128786	70.046435476499	82.0126672583633	77.5255465849726	71.8242026782792	71.8738894462556	70.7785519772168	63.0512441099116	70.7594242827254
Yars	78.2292177900978	72.5424481975478	73.0200319976605	234.679039618807	201.9581416793	201.843460518014	176.55811394946	200.804572887665	183.289318946478
C77080	20.2537201395915	20.7681487041059	22.7559479586935	14.570456179235	16.4214177858475	17.0848237476814	18.130745788261	16.1681348341794	17.4704403260499
Sync	2.09587652496873	2.51404245990321	3.15601225306717	3.29087433455951	6.77093848890465	4.51810914473241	4.26017098644456	5.33280031086798	3.4116844553409
Rbbp4	230.441761549984	236.885203039212	224.838412254983	239.288851455755	230.14277038087	216.025156995985	206.438282700228	209.506579984033	208.364247704255
