Geneid	KRS7_19_GLUTag_1_DMSO	KRS7_22_GLUTag_2_DMSO	KRS7_25_GLUTag_3_DMSO	KRS7_20_GLUTag_1_Tg6h	KRS7_23_GLUTag_2_Tg6h	KRS7_26_GLUTag_3_Tg6h	KRS7_21_GLUTag_1_Tg24h	KRS7_24_GLUTag_2_Tg24h	KRS7_27_GLUTag_3_Tg24h
Kcnq1ot1	13.8044886869931	11.0591286612449	12.6602870122471	25.8417747629491	10.8090993609886	14.0804728142356	9.79953548580503	11.4339433216176	9.06096384023678
4933417O13Rik	0	0	0	0	0	0	0	0	0
Cdkn1c	0.0268151647303259	0.0197207915258581	0.0163721881044195	0.0364920264392366	0.0346239065618845	0	0.0475709158406279	0.032828765833206	0.00873844680485531
Slc22a18	0.0566927855997696	0.0778284608184839	0.0403832104915416	0.0540061661480959	0.00610017295275541	0.01489840979141	0.0586685877115266	0.0269915247403008	0.0574773975539416
Phlda2	0	0	0	0	0.0086389037082414	0	0.020771225826862	0	0.00508737320558802
Nap1l4	53.5774128427997	45.9564977500131	51.0814343913414	48.1551787206131	48.7120845122786	48.767197026801	47.8544823117109	40.3809630814361	44.8320604863208
Cars	89.8267286570123	159.614055542912	103.575062740658	305.826573411675	319.989498705575	329.523555811312	209.873727803777	223.089803619742	229.537951549051
Mir7064	0	0	0	0	0	0.0521807718547923	0.0684943837022375	0	0.0503277700533293
Tnfrsf26	0.0497293920485153	0.0354473860874713	0.0735709913155743	0.0437287028974714	0.0296357993577337	0.0422212616924877	0.0593798223525177	0.0491737335415348	0.0349045148946123
Tnfrsf22	0.715338177928641	0.799535486195187	0.92372466873999	1.22804773970399	0.916240130143266	0.886646495542242	0.823400203288246	1.04357590071479	0.910426096834475
Tnfrsf23	4.42727182193131	3.67291872369672	2.8586762807111	7.2819581773395	3.47515111001525	2.96303490884372	3.55977853325714	4.6857540390709	4.62578365361059
Osbpl5	7.64803791315692	7.67462109770596	7.34211829546217	6.13913870372843	7.61943891698902	8.56988928316188	8.83861718160491	9.14931598278522	8.47220129066561
Mrgprg	0	0	0	0	0.0514528538041514	0	0	0	0
Mrgpre	20.8455371150287	19.9080872287454	27.3818140281582	11.9465757454977	13.1600813076853	17.2607863869593	27.127798800152	22.8844743111924	31.8286197069881
Nadsyn1	9.35756783003095	8.5335265068858	9.3793819231307	12.4797697039232	16.0525299998932	18.127034636453	19.2751518536773	15.4657447866641	15.2132006389448
Dhcr7	150.733025027399	129.444391675037	141.100798434889	72.9862502478073	103.584197659734	111.801511825655	174.147233598206	129.020815030975	159.084457662121
Mir6404	0	0	0	0	0	0	0	0	0
Mir3470b	0.263892512548685	0.135852921072135	0.0939875044827451	0.125693443417611	0.0851849111198392	0.208046513391879	0.0455149065120216	0.125639641902988	0.200658532141313
Mir3105	0	0	0	0	0	0	0	0	0
Shank2	55.8876711526293	42.6320923286226	56.3113851486107	38.1898251078249	25.0868896699326	33.8823878841791	38.8059808008154	43.6123903442327	38.6854367680662
Cttn	149.297620877057	134.969135934478	147.11121098539	166.000340959427	122.222106825428	119.786043226269	135.288739043027	130.235564679343	133.262333974598
Ppfia1	492.694175279369	506.677093637827	523.795414024692	896.166319691248	651.03496384057	715.174750249825	528.951584546573	600.693461934707	544.444073483842
Fadd	12.2475350213945	10.8935937537403	12.3051230290021	8.45409189907949	12.0717002921631	13.507816441957	12.42221393647	11.2652623625469	13.437704879362
Ano1	0.0108852574035659	0.0112075481082374	0.0232612475996204	0.0414776598949943	0	0.051490051649735	0.0112646198627827	0.0310949294240448	0.0082769296918833
Fgf3	0	0	0	0	0	0	0	0	0
Fgf4	0	0	0	0	0	0	0	0	0
Fgf15	0.00591218882507402	0	0.0126340501668527	0.0112640311675622	0.0267184917303256	0.00932205510259906	0.00611823470978591	0.0337776292174919	0.00899101774373204
Oraov1	7.95066883416581	7.75039892707139	7.40048431377946	6.72527832159951	8.29615511499461	7.07577261679715	7.88205374044131	7.57065197163982	7.69661740712979
Ccnd1	0	0.0356382875431579	0.0369836034858761	0.0329731524611674	0.0111732759695877	0	0.107459300961418	0	0.0394790543147928
Mir3962	0	0	0	0	0	0	0	0	0
1810010D01Rik	0	0	0	0.0169292413422104	0	0	0.00919538222590615	0	0
Tpcn2	3.56024082162985	2.44376828867368	3.5292924469379	2.88279561517635	2.96251431422212	2.83799504067391	3.88900327288943	3.98333525023115	3.86518741291495
Mrgprf	0	0	0	0	0.00850058065032196	0	0.0136257628907896	0	0.020023663970757
Mrgprd	0	0	0	0	0	0	0	0	0.00924479647036962
Insr	165.543881793093	173.423280623808	172.334781103541	145.826919364999	164.597276083949	166.860695152466	179.104224743896	193.191626796377	184.577491088846
A430078G23Rik	0.00645733413613082	0.00332426144364495	0	0.00307566347763893	0.00208443744441565	0	0.0167059472444482	0.0138345614016913	0.00491002634666627
Arhgef18	4.47692450006815	4.3017177336252	4.327740721573	4.93023716671343	5.3903423325123	5.26909551439666	5.8494034141157	5.53574792998032	5.7740527372694
Pex11g	0.06788152918841	0.0994607894027248	0.075319311005294	0.166635920000019	0.187097011348355	0.152315241300211	0.329621808041747	0.261034064546376	0.279916142657588
1700019B03Rik	0	0.00507131635063722	0	0	0.0127196273493519	0.00776626425645335	0.00509714081457797	0.00351754510636826	0.009363093620957
Zfp358	2.32649476323077	3.23681338577769	2.36608834600205	3.8360489094252	3.91028567965225	3.51242810619897	3.41016360873313	3.33706364720024	3.40022603819925
Mcoln1	5.2899870796099	5.55732903719771	4.59262673046581	3.74177229073914	4.61278090863952	4.6014423295265	7.03226597669367	6.97975576293777	6.96595057886187
Pnpla6	13.7902149414238	14.5790271512738	12.647298713623	6.77958806650593	10.2186869197471	10.2225583709926	13.0360536576947	13.6941343231834	13.0630916612741
C330021F23Rik	0.260237102145773	0.141413940128631	0.146752199660525	0.158383560250338	0.0606702337144582	0.0113980375388731	0.134653316921287	0.0206498825397293	0.153905913748594
Camsap3	5.99983236365521	6.70407986270361	7.21988572175454	7.69250859215834	7.38506969399227	8.91744615061059	8.01054106168938	8.0638427504673	8.48859289391694
Xab2	46.1507281489611	53.7284182641845	45.3115620932754	42.6360521191784	55.091284037611	49.7574095228713	54.1256389245554	44.2766357840432	50.806308497857
Pet100	9.25365316764473	7.80388551993842	9.13924372669933	3.63914124168164	4.39220663711731	2.32779506075725	6.52060386405933	3.49990608741368	6.52708555643964
Pcp2	0	0	0	0	0	0	0	0	0
Stxbp2	25.0345400286108	27.7948944263679	24.8988258009965	21.9127206324745	24.3747343042383	23.5390994910062	29.1431116697658	31.2652531146107	26.6393143792047
Retn	0	0	0	0	0.0109429710932627	0	0	0	0.0128884358037883
Mcemp1	0	0	0	0	0.00637543548774148	0.0155706815578347	0	0.0141047414581776	0
Trappc5	13.5943180646945	13.0521664298061	13.6691398483798	10.6358200578741	16.2849752371676	14.1201168639068	14.6163753183256	12.9753143607293	14.1198153725334
Fcer2a	0	0.013763752430461	0.0142833227255798	0.0127344588815543	0.0172607849461217	0	0.013833841043309	0	0.0101647220304754
Clec4g	0	0	0	0	0	0	0	0	0
Cd209a	0	0	0	0	0	0	0.00795543833368762	0	0
Rprl3	0	0	0.00745951765704318	0.0598555605263691	0	0	0	0	0
Cd209e	0	0	0	0	0	0	0	0	0
Cd209d	0	0	0	0	0	0	0	0	0
Cd209b	0	0	0	0	0	0	0	0	0
Cd209c	0.0635525684006785	0.0327171164330629	0.0339521605771978	0.484326960741081	0.164118938831977	0.300619903425736	0.26306976410227	0.0907724344896297	0.217458397537219
Cd209f	0	0	0	0	0	0	0	0	0
Cd209g	0	0	0	0.0060132476225995	0	0	0	0	0
Evi5l	5.07110557721109	5.36187004146039	4.14306997194776	4.0671409518053	5.48592691614195	4.6814259213271	5.05734352136674	4.9615974339906	5.08409591308973
Prr36	2.08386103190057	2.00114729836235	1.70559677252511	1.99147128445749	1.75498807904692	1.34799257048462	1.94221952900192	2.85237239197502	1.85369204737405
Lrrc8e	0.289375024127734	0.463466639897749	0.171772186806439	0.260347260664952	0.591601133328124	0.177439354529921	0.565646746924876	0.459239686339714	0.33005237825258
Map2k7	22.8207599720994	26.3840003375947	24.4471648799733	21.8972022851131	26.3073677114701	24.1173841555301	22.0380219362694	22.8127117837078	23.9062440979927
Tgfbr3l	1.31696733848488	1.29866601879756	1.34768958922695	1.7316426861903	1.85615378786644	2.51523447108677	2.1306762831776	3.3646605262735	2.35539467911925
Snapc2	2.72375695755856	3.01875114839422	2.47650645042772	1.41137403185272	3.18091923575569	2.68076130050576	2.94435645067028	2.15580179571363	2.72539578707155
Ctxn1	2.13315302473641	2.41872270322757	2.30807125436234	1.31826991630817	1.67352326880607	1.46884978683788	1.27489857226864	1.56678415376845	1.47828435022317
Timm44	5.74743795889522	7.12502654794867	5.73311613758188	6.47292000374301	7.69912398073649	6.19721536903405	5.96670408915462	6.04559123616045	5.89354838646112
Elavl1	208.618894141604	184.651010311672	222.625837150682	185.063048529811	223.759026342598	218.822125076439	175.591705511285	161.981377128062	181.221822576465
Ccl25	1.46541651512467	1.1453698908628	1.25718012007172	1.85450263239221	1.80928677206234	1.4673142546791	1.32831047621209	1.19166996575152	1.87067746000353
Cers4	3.13454085105999	3.3788933899496	2.74923834928516	4.05576399047462	4.40631986617769	4.19458771904654	4.69361272971219	4.43814841913037	4.05392310887586
Zfp958	11.7293730496005	12.5816036336098	13.536890046999	16.8965556684141	17.1239204389812	18.0754508047	13.3223639384699	14.8268022588498	12.7721875477207
Shcbp1	31.5905170736243	31.3849761594833	33.1844711670522	32.7831069652388	32.9276749902399	35.4132685501845	29.0309156019146	28.137779660603	28.5900067579355
Slc10a2	0.377856219972136	0.106102851014566	0.183513576790677	0.294504511096199	0.110884156457681	0.379136241071529	0.213286308743676	0.147189226052172	0.31343370716757
Efnb2	4.89456344716915	4.2739907946735	5.42831484223746	7.70216706531269	6.37988955910961	6.64292200598908	5.93070662535926	6.45997158784532	7.23145709658968
Arglu1	13.7912203363657	13.7867350564706	14.198373132634	18.1453794390147	15.4899757588138	12.9950191446069	11.1303373516136	17.7073517633058	11.2898738013863
Mir7654	0	0	0	0	0	0	0	0	0
4933430N04Rik	0	0	0	0	0	0	0	0	0
4930453L07Rik	0.0107430509529255	0	0.0229573595668463	0	0	0	0	0	0
Fam155a	4.14017217445198	4.27050485604536	4.16629269871183	5.04828568011286	3.56225733591951	3.94055293474304	3.73137642587584	4.7199903363064	3.88647653402118
Lig4	21.0369990322972	17.0903561969211	21.4747904874992	24.2864847222911	25.307631069329	26.4189593755308	22.1748099859059	19.7987890019409	19.3707525904828
