Geneid	KRS7_28_MGN3_2_DMSO	KRS7_31_MGN3_3_DMSO	KRS7_34_MGN3_4_DMSO	KRS7_29_MGN3_2_Tg6h	KRS7_32_MGN3_3_Tg6h	KRS7_35_MGN3_4_Tg6h	KRS7_30_MGN3_2_Tg24h	KRS7_33_MGN3_3_Tg24h	KRS7_36_MGN3_4_Tg24h
Lactb2	5.01994853902304	6.32579396069634	4.16046674175144	5.56002161916461	10.6297573910835	5.36617071873697	7.73922515355599	7.21021104517878	8.91267394287092
Xkr9	0	0.202511401745582	0.0851823569611276	0.0863289567965317	0.331625267637222	0.131396450685359	0.0882797574153	0.256358735694987	0
Gm5523	0.0600693478000132	0.0728867800966378	0.0919750838682022	0	0	0.0236457407435613	0.0953194814255025	0.0346002051613995	0.0289319853069649
Eya1	0	0	0	0	0.0502772928283974	0	0.0334599595351427	0	0
Msc	0.711984162036894	0.341543989502866	0.874657950797673	0.924971803897755	0.276359975435729	0.664816907889083	0.341565488897904	0.17167226603324	0.047849614911418
Trpa1	7.56558575807456	16.213866392232	10.1548352530196	3.58297527885815	13.4708470785051	7.46464483985983	3.11824750330505	5.26332925980671	4.68502968668663
Kcnb2	9.95885005855025	13.6152045850057	8.90665650658362	8.61705661335017	13.6510243748633	10.5141084271801	10.5413634282553	11.1025952444373	14.5224586500164
Terf1	6.91234481418009	15.3549957240242	7.18028216849155	12.9502168263917	24.1180667345744	10.5231707290479	6.12636826497299	5.80664740275868	13.598876692774
Sbspon	1.6340912211896	0.887028287698387	0.592587499016978	0.834116724953364	0.102534006634291	0.338549910121068	0.136474480623653	0.0495391388859407	0
4930444P10Rik	0.215932976770394	0.262008161731242	0.123984534390702	0.376960296522581	0.0643582479862682	0.255000031148851	0.0428309531446555	0.621891661138169	0.0520013113177904
Rpl7	69.5507544864868	67.6620158187688	82.2319420281455	76.0914134366359	55.6015181262105	61.2478441904283	90.1321349175412	81.7381494246293	73.7897027812774
Rdh10	8.24423050690466	7.17632473241363	8.66697480710551	10.498647796527	9.36573843826422	10.5118358328147	12.6555510395646	11.1491512500202	12.0849720212922
Stau2	40.4910369305053	48.6433858465381	28.4355883270346	37.5469802585983	66.4751433284105	35.533073141538	51.6071554907086	55.0289393722928	73.4075023441652
Ube2w	46.7861518879692	33.3280161313943	45.5106671092189	40.8549479778709	51.7042806983798	45.4905169204095	66.6990743908401	76.0527774243955	61.3572370858727
Tceb1	5.51692605346147	5.27683353670036	7.27755412475652	7.12871938929525	5.55768907315917	6.56842855537248	8.83713525805369	8.45804327723905	5.88700523181434
D030040B21Rik	0.016553588898665	0	0	0.00642179282055534	0	0.0130323329887474	0.0065669079461495	0	0.0239187643116182
Tmem70	6.26549701663063	4.45658607841432	7.48726707732324	9.75606386767167	9.44439608361127	9.411836314513	9.17657407152576	8.71126703794311	6.53495336343838
Ly96	0.686237261254603	1.34760205035934	0.608317983743341	0.658540785615426	1.14106872194336	0.554479263101565	1.45430500893844	1.75793640877753	1.70479471206948
Jph1	0.206519932089752	0.271468803075267	0.039526582129809	0.320469047603931	0.307763575585595	0.257433067160337	0.191164621755925	0.317217006983923	0.215515938870107
Gdap1	101.81628678761	123.874562293889	84.7342221409842	51.4652534221025	96.7148153230962	56.1754674984807	100.4008120977	118.083632335937	158.035469269727
Pi15	0	0	0	0	0	0	0	0	0
Gm16070	0	0	0	0	0	0	0	0	0
Crispld1	0	0	0	0	0	0	0	0	0
Crisp4	0	0	0	0	0	0	0	0	0
Defb44-ps	0	0	0	0	0	0	0	0	0
Defb18	0	0	0	0	0	0	0	0	0
Defb41	0	0	0	0	0	0	0	0	0
Gm15386	0	0	0	0	0	0	0	0	0
Tfap2d	0	0	0	0	0	0	0	0	0
Tfap2b	0	0	0	0	0	0	0.0117374214712442	0	0.0142504722211732
Pkhd1	0.0305812685253451	0.111319846596499	0.0117061148507009	0.0830457976836444	0.0729173243633501	0.0240760645368413	0.0485270901704263	0.0176149434582766	0.0736462808443742
4930486I03Rik	0	0	0	0	0	0	0	0	0
Linc-md1	0	0	0	0	0	0	0	0	0
Mir206	0	0	0	0	0	0	0	0	0
Mir133b	0	0	0	0	0	0	0	0	0
Il17a	0	0	0	0	0	0	0	0	0
Il17f	0.156037282023368	0	0.119458114881201	0.0302665211625935	0.0930129917325351	0.0307113132752683	0.0619009251400139	0.179756303957556	0.0751542761188065
Mcm3	54.1909188630914	44.7056963566045	58.3526922039256	81.6143322827848	57.921930914408	73.8406793096669	44.5133440179554	40.727394471543	35.4659201094957
6720483E21Rik	0.0686956587524261	0	0	0.106599068245612	0.655185853713455	0	0.163511877728339	0	0
Paqr8	8.27616244740684	4.84590058596979	4.97303606003236	5.30130784768598	2.75351235437285	4.01547038770909	5.49745661155366	5.6540088557575	4.72776679725356
Efhc1	2.30805146326232	0.67055114605771	1.02037139794359	1.68988076491147	0.465064958662676	1.4076018584498	1.65069133706704	1.68521534960209	1.03337129663359
Tram2	1.49761559528827	3.41628466454781	2.15548737454744	1.90562886442362	1.78544134038687	1.41485392054253	2.32892328954568	2.34636199315713	3.57772824521705
Tmem14a	3.35049378577784	4.30933771526369	4.15538350537673	3.53542676647718	3.67486912121182	3.27084907029851	3.61531783639836	4.24577773151283	3.42113330553095
Gsta3	0.0379257282695687	0	0	0.088277353390898	0	0.0298582212398442	0.0601814549972359	0.0436907683230172	0
Gm4956	0	0.065936548163708	0	0	0	0	0.0287433814912171	0	0
Khdc1a	0	0.279211647069634	0	0	0	0	0	0	0
Khdc1c	0	0	0	0	0	0	0	0	0
Khdc1b	0	0	0	0	0	0	0	0	0
Kcnq5	19.1114745762483	23.2794845148179	20.3985215875282	22.8901277829898	28.4031971582795	24.1322056658122	13.7499971200027	11.4144235140433	20.9836186119259
Rims1	0.314671855552887	0.1272718903416	0.256964959027422	0.0488294707616746	0.0500197906884312	0.066062748146544	0.0332885897039768	0	0
4933415F23Rik	0	0	0	0	0	0	0	0	0
Mir30a	0	0	0	0	0	0.029018563724663	0	0	0
Mir30c-2	0	0	0	0	0	0.0331587444103154	0	0	0
Ogfrl1	3.7043048434964	4.63971017030073	3.405137107736	2.55474946863512	7.48701820809783	3.66893176907622	4.18207465877064	4.78743187160866	9.88638058538563
B3gat2	0	0	0	0.0266497670614031	0	0	0.0545039592427796	0.0791379954530121	0
Smap1	111.330042735443	160.261077281808	106.102305971532	96.173111425336	178.43627582001	115.507263084892	149.437458826742	150.221753852399	236.477241938422
Sdhaf4	1.64848982607396	0.53648822621356	2.5784087864663	1.38914407974642	0.429505269169728	1.34939463426366	1.56778555027282	1.5469283129181	0.494268002860318
Fam135a	84.0400575862253	84.8413004965697	79.9206503099006	92.3724851296154	157.385390125835	105.330292180501	138.375272733069	153.626020878947	149.740738403662
Col9a1	0	0.0749712228963846	0	0.047939430125541	0.0245540267301476	0	0	0	0
Col19a1	0	0	0	0	0.0626048982815141	0.0413421524859381	0.0416640842288556	0.120989819971432	0
Lmbrd1	87.1651987562414	62.4715779077372	75.5062899899311	72.4347434537217	89.316086080881	69.5331855035144	98.0898298939431	100.042369504389	82.985584891243
Adgrb3	11.4652015862526	9.36028401977546	7.69382502323412	9.1152563950584	11.306201241268	7.72625004385153	5.259573207361	3.77760008100869	4.09047032007327
Gm20172	0	0	0	0	0	0	0	0	0
4931408C20Rik	0	0	0	0	0	0	0	0	0
Gm597	0	0	0	0	0	0	0	0	0
Mir6342	0	0	0	0	0	0	0	0	0
Phf3	311.347228974079	593.63854788697	268.341460898944	321.0789725655	683.582480433282	375.936195115035	394.46264705272	360.379497187424	796.451077666285
Ptp4a1	9.60958796291864	6.14516434543959	8.91438429278603	9.50456725333122	11.7660820189003	9.5760876955011	7.55567434998322	7.5298182278654	7.58889414335743
Gm13363	0	0	0	0	0	0	0	0	0
4931428L18Rik	0	0	0	0	0	0	0	0	0
Lgsn	0	0	0	0.0148157795900808	0	0.0150335099948866	0.0151505760832202	0.021998149085715	0
Pih1d3	0	0	0	0	0	0	0	0	0
Gm4850	0	0	0	0	0	0	0	0.22786010360817	0
Khdrbs2	3.75103239236206	4.45116588829196	3.04880241761854	3.7437076705804	4.98414548739243	3.04418342782993	5.36224958172042	4.644837627224	6.63768024177902
Gm9839	0	0	0	0	0	0	0	0	0
