genes	logFC_TgvDMSO_6h_MIN6	logFC_TgvDMSO_24h_MIN6	logFC_Tg_24hv6h_MIN6	FDR_TgvDMSO_6h_MIN6	FDR_TgvDMSO_24h_MIN6	FDR_Tg_24hv6h_MIN6	MIN6_DMSO_24h_n_1	MIN6_DMSO_24h_n_2	MIN6_DMSO_24h_n_3	MIN6_Tg_6h_n_1	MIN6_Tg_6h_n_2	MIN6_Tg_6h_n_3	MIN6_Tg_24h_n_1	MIN6_Tg_24h_n_2	MIN6_Tg_24h_n_3	avg_expression
1700061G19Rik	1.44061578626715	1.86631736423543	0.425701577968282	0.0365624215384742	0.00224875572874955	0.422065380401923	1.34444988120842	0.541077615342524	0.780407692546799	2.12123601290491	5.44519286980675	2.48355488199079	3.42427786954266	3.19154699038523	3.91111191309394	2.58253952520245
1700065D16Rik	2.52912210734178	1.05136734049831	-1.47775476684347	0.0483838074520449	0.538256797875093	0.183663736086966	0.597660800056046	0.166898548268111	0.451352451282132	1.45732153521111	7.39566475614445	2.29820099332356	1.18177503575472	1.44492044994105	0.262081150395204	1.69509730226404
1700110K17Rik	0.861785668303754	0.112426385467686	-0.749359282836068	0.00327596556698117	0.725720845617696	0.00935712510333505	39.8546655546656	23.2290719581069	28.3171387895632	71.6595815509166	54.2075549520879	63.9730864073739	43.9912033518188	37.4840999383339	26.5624921882657	43.2532105212369
2010016I18Rik	2.35694660795468	1.97674879936225	-0.380197808592429	0.010657274133556	0.0226960487352576	0.585490236171867	0.830784680804114	0.405998394054006	0.483103560820335	2.78542704946595	6.36595336025587	2.95504057668955	3.36129634935115	3.02824050849698	1.1900749542122	2.37843549268335
2200002J24Rik	-1.27916164681059	-2.2266778315499	-0.947516184739306	0.0176734536327514	0.000245890433231977	0.202734107281239	26.5238223912461	13.3767818416004	16.9379996291312	7.76100508447324	18.0265831111622	6.32355116406522	3.95365595190073	4.41967092481339	4.77646476938843	11.3443927630868
2300009A05Rik	-0.85998989737847	-0.384872559515061	0.475117337863409	0.00183806866839764	0.064523167783715	0.0748861864626845	53.4628002633986	51.8306511686805	52.8634859629422	35.6253494262191	32.8105327726609	33.5006990949857	51.7375455645529	34.7989035452359	43.9615564458345	43.39905824939
2310009B15Rik	-1.13182420304492	0.0456449106183198	1.17746911366324	0.0316580959230825	0.926626402543606	0.0300047285066687	18.4747016487678	22.4880448478173	18.933721532523	11.6075277445537	22.2786554778588	2.83293377385669	20.7564464585151	26.1160173901107	21.222606360724	18.3011839149697
2310015A10Rik	-0.651380203474489	-0.545866837436475	0.105513366038014	0.000858698970761623	0.00103583071151218	0.584754470434226	17.0177282420087	14.2698086531311	15.0690420500586	12.1816009629978	13.5286006278311	9.73362491174965	11.8897619886852	13.128737386628	9.79961720699605	12.9576135588985
2310030G06Rik	-0.71454694735225	-0.619218449651128	0.0953284977011219	0.00121093761132422	0.00106901213340812	0.67893981727437	49.8673487836964	50.9295892058085	42.6416863683762	35.4494217747316	31.0745257476524	35.6662607342061	30.7915855191165	38.9367848634803	32.896319083127	38.6948357866883
2310067B10Rik	-0.669304538164133	-0.342193993751387	0.327110544412745	5.74354369650377e-05	0.00590744075658462	0.0215741042249475	35.1571248371526	33.2478878618957	39.1704544469779	27.0382066647221	30.2098580372779	23.9597245157207	32.1775500104569	28.2632028541097	31.5853249996639	31.2010371364419
