genes	logFC_TgvDMSO_6h_QGP1	logFC_TgvDMSO_24h_QGP1	logFC_Tg_24hv6h_QGP1	FDR_TgvDMSO_6h_QGP1	FDR_TgvDMSO_24h_QGP1	FDR_Tg_24hv6h_QGP1	QGP1_DMSO_24h_1	QGP1_DMSO_24h_2	QGP1_DMSO_24h_3	QGP1_Tg_6h_1	QGP1_Tg_6h_2	QGP1_Tg_6h_3	QGP1_Tg_24h_1	QGP1_Tg_24h_2	QGP1_Tg_24h_3	avg_expression
Atcay	0.607708515925145	0.343327475449624	-0.264381040475521	0.0139131633221192	0.101894902094175	0.287014670714244	20.4803459834056	16.5133495958683	18.2986836769323	23.0522280665508	25.4959793117059	24.2795373207887	26.1917037328133	21.6358507781212	21.932158995782	21.9866486068853
Atf7ip	-1.06228055904394	-0.848249381459303	0.214031177584637	0.0291783596140473	0.0571025654697495	0.704413125866458	327.215601266915	416.050030702049	260.686824718786	181.437436875373	90.9775919881016	143.192651244168	202.411716550958	190.906280429954	168.312257311636	220.132265676438
Atg101	1.15405849682631	1.00408250538413	-0.149975991442187	0.00262783138683233	0.00397909872038359	0.678883492772524	8.01243596347231	5.96183487237554	9.24892440952183	12.5147235913524	18.7871615307194	13.5411975134603	14.4705974397031	15.3093797107238	16.5708952519032	12.7130166981369
Atl1	-1.1492592594347	-1.03526672695155	0.113992532483153	0.00161378898092292	0.00188247718403127	0.74600089980889	5.53749937090194	4.55649226079248	6.28335486777979	2.15697037682223	1.92592611626569	2.30899558658067	2.62459502899704	2.90239419344105	2.414204760077	3.41227028462865
Atp10d	0.767024213938732	0.45496755733713	-0.312056656601602	0.00850487930518242	0.062403135780973	0.268162962315011	21.3182384118669	17.1471285944066	17.8223956367171	26.8897430978124	29.715772294041	26.0809477614161	25.8104363278752	21.8554935203131	29.0124228551765	23.9613976110694
Atp6v0c	-0.974863188607317	-0.525445603318173	0.449417585289144	0.00380640448891825	0.0500987185626688	0.154016709121397	157.289642292632	118.010964052149	129.667956936333	55.8161889049597	59.4268523770771	62.7445659850814	117.893421736714	80.207141009784	81.4651788884649	95.835768020355
Atp6v1b1	-0.696318036532034	-1.89168911535251	-1.19537107882048	0.0447369001857021	0.000279069044978999	0.0157398557292873	3.82614222907677	3.38735080161096	3.24456415673607	1.61284033271375	1.96806189910138	1.98600516302769	0.934561777985317	0.792334727211621	1.07653083077539	2.09204354647099
Atp8a1	-1.00969274542278	-0.315035495126675	0.6946572502961	0.0235871739350738	0.415036585470277	0.143473487678401	11.6171788212928	6.23667417973635	7.3503727693871	3.78837020118627	2.57794105683531	4.37470942354412	6.9456503454571	5.35274553933159	7.67700075134612	6.21340478756853
Atp8b2	0.859762924739396	0.178845866778266	-0.68091705796113	0.012379677598291	0.54596444612482	0.0642271340913824	16.0687854030669	10.8924404423505	14.3616746297826	14.6214695405514	27.6357827452854	23.0519457842499	15.2997723414863	15.9144563417415	15.0922459916503	16.9931748022405
Azi2	0.867207214985806	0.675399613320954	-0.191807601664851	0.0185911518653971	0.0423329711429627	0.632284849802134	16.3109829010424	18.0834212352081	15.0760765550733	32.2536838275618	21.6103978281637	23.7795744076911	27.3676146025906	24.5637605343501	27.1399577479175	22.9094966266221
B3galt2	-1.10453750658052	-1.37245688512123	-0.267919378540712	0.0189021469654778	0.00515508357839139	0.597688414556503	93.8395224266528	106.66595919436	66.6599687779744	46.7739808395928	28.1454636160112	32.0390337889818	35.1299790163376	30.3972905366853	38.1709760466903	53.0913526936985
B4galnt2	-1.35868596870249	-2.67669307784645	-1.31800710914396	0.00568382853713405	0.000134906929086857	0.0273244432968751	120.805078366719	107.687239628307	162.515452953295	32.0090730076345	49.1076229776356	51.5801904313108	27.9131226252911	15.4337877145587	17.5559505413184	64.95639091623
Bag5	0.734426070122836	0.429914131942008	-0.304511938180829	0.0318468722650479	0.157309247921086	0.409598051186379	4.8791150192419	5.96539979376342	5.16503609870198	9.22514692396723	7.35782194798625	6.40018655704103	7.07365079308274	7.38587766623486	7.15754087360853	6.73441951929199
Baiap2-As1	-1.18292183798457	0.0963003077337964	1.27922214571837	0.00896341999417399	0.810184116429358	0.01482915130513	49.0464402183311	32.1773097621749	46.5378303711379	11.5674980102314	23.4810586608967	13.0360308387294	46.190670332978	43.1319865842089	46.1656477197632	34.5927191664946
Banp	1.03346381703998	0.374227147151712	-0.659236669888264	0.00431160153833484	0.180222661979488	0.0636032463933492	1.04585945601157	1.3058132415557	1.02132388707083	1.80977403990392	2.1311854456611	2.05409902729044	1.41439596593321	1.51614535565727	1.42646664302639	1.52500700690116
Barx1	-1.5644368069477	-1.79096901382973	-0.226532206882022	0.00118134565828843	0.00036959134426837	0.590437853504585	40.8861087713889	28.5330294060351	25.2565122732866	8.50674536786818	8.6148994049991	10.5603551018198	11.3437406876255	8.89253085108476	6.88340857789686	16.6085922713339
Barx2	2.37327564123501	4.41974076967097	2.04646512843596	0.00874204867247085	7.04662959213649e-05	0.00688040246697221	0.416064058405871	0.332295797888208	0.220333637134435	1.13917001681306	1.48835521884195	1.43662380671712	7.90400353645868	3.92941200228384	7.7058449577349	2.73023367025312
Bbs5	0.69413070351194	0.84572375596408	0.15159305245214	0.0469175718680998	0.0157549399657964	0.710538924507486	12.2983916903116	9.25389814046801	9.28985674709528	11.7749648498802	16.3226944803503	14.9453824417202	19.1826958448803	14.4544429512217	21.3120296107029	14.3149285285145
Bcas2	0.936339534582779	0.4036587618092	-0.532680772773579	0.0189465263493617	0.23452548564203	0.194924303219462	19.7244430813604	23.2568117607931	19.6234645572856	44.7868350902642	28.0553108878389	30.0991861197366	28.2253302517045	27.4859134660761	27.262721372455	27.6133351763905
Bcl10	0.854521494262581	0.972566906846604	0.118045412584022	0.00344144151053191	0.00121117767192194	0.679985507569648	14.1226378012387	11.6746704398118	11.8171924223792	18.0523382241535	18.5446085229422	22.342446925397	25.4092364929906	21.9194509429416	26.0662372423894	18.8832021126938
Bcl11a	0.805761105333818	-0.209854740865246	-1.01561584619906	0.026301885200527	0.53062121947185	0.0208932562858487	3.28873373298078	3.85995485743321	3.18031963057611	5.15471979614763	4.49889191149953	6.02754017269159	3.36947756695364	2.57015053612747	2.95245421463601	3.87802693544955
Bcl2	-0.761213932565263	-0.765166955810451	-0.00395302324518813	0.00706009198464768	0.00501490892524308	0.992281373593634	11.7088297517598	13.1265821133353	11.6248324700286	5.7471640487866	6.31636744900432	6.69291969413146	7.21527778154646	6.81851760117315	7.43706913835444	8.52084000534668
Bcl2l15	1.57989768555825	0.793613862994569	-0.786283822563684	0.0112965629092609	0.143669359256503	0.173431177884828	0.107784417156176	0.0774752766015165	0.0784836655453055	0.262320239338851	0.17525874216983	0.255865386300539	0.128673659680279	0.164184310888746	0.155114418224759	0.156128901767334
Bcl3	-1.97552240315737	-1.79586629991412	0.179656103243254	0.0013409666578563	0.0012292405075117	0.774567304980485	7.29096037483533	5.56281127599882	6.30779473336893	1.29995377293983	1.3896191232431	1.53692862205097	2.39536482894893	2.03950300380091	0.989263879709211	3.20135551276623
Bend3	-0.839251018899774	-1.83965418871059	-1.00040316981081	0.0342027420791707	0.000542783160140662	0.0395883730889304	5.58795641226765	4.64860994204703	5.64431726888802	1.60640568167667	2.48312294833361	3.69489506856636	1.71922073857789	1.30402199052992	1.38917450035071	3.11974717235976
Best1	2.54094109181006	5.58216783420668	3.04122674239661	0.000563064701623218	6.19726423997945e-06	0.000628430157474759	0.545247074569552	0.338698694803943	0.184475748848872	1.77854141799713	1.75838013182103	1.56889889117619	13.9680322283831	17.841577484112	16.6184201557457	6.06691909193972
Bex5	1.28760280575225	1.22029429159097	-0.067308514161277	0.013420412355895	0.0130850666865385	0.91872221003022	3.72936846633961	6.18020618508678	5.61750638600731	13.3660333976704	12.1699360129283	7.23641206246282	11.4335414736529	11.0713218942032	13.8798210593135	9.40934965974053
Bloc1s3	1.3934170113545	0.283414946820895	-1.11000206453361	0.010073767142713	0.545138967419552	0.0524127532468818	4.77868802668325	3.69026705169688	5.09767932833397	5.35487916010202	12.1192813918129	13.9283010551832	5.51032240375664	6.61936957416731	4.33663390608113	6.82615798864637
Bmp6	3.19340803353545	4.44961025488121	1.25620222134577	0.000177653376323783	2.02439216259979e-05	0.0274350339326169	0.458196158530264	0.542141083404461	1.13234515796702	6.50495145763589	5.18763296958974	6.23074483230979	20.9567759483605	14.669108214547	13.727371206171	7.71214078094618
Bmpr1a	-0.620670787075404	-0.713369621138396	-0.0926988340629914	0.048662676648491	0.0222193927462507	0.820742078569386	1.9367536371581	1.6630124808761	1.63354719158093	0.948690527451848	0.814495873221426	1.19405223137723	1.23116985665332	0.955032607251751	0.989439467902272	1.26291043038589
Bnip1	0.757932101426315	0.370507036545727	-0.387425064880588	0.0282922523002814	0.22115870937351	0.28247200704469	0.0839291920172086	0.0906436261054336	0.118714095455523	0.119921915997694	0.171159621507763	0.142094672140146	0.117817134966415	0.134609953836561	0.12793273494486	0.122980327441289
Bod1	0.794303059076082	0.458876422355666	-0.335426636720416	0.0130840518491868	0.0910226320690863	0.294344172262003	341.962399503695	357.982263064967	388.969773299664	629.185750813956	528.338618856726	469.21854482983	516.281520615393	511.724050547423	466.994380215229	467.850811305209
Bre-As1	4.88065606508637	4.36938203187992	-0.511274033206455	0.000307795882620759	0.000573191401359677	0.45433909189941	0.0362149998481551	0	0.0958912753235599	1.05765872416151	2.28477756762018	1.20878229112302	1.29325082897054	1.70643946324481	0.761370629933267	0.938265086691671
Brms1	0.604984856030644	0.330989154170257	-0.273995701860387	0.0292779808140902	0.175201666717567	0.354017183092543	8.2722624962178	7.12916194814176	8.58031338615227	10.6125397940433	11.4418666352414	9.44726656580357	10.6510007330342	10.3151177945834	9.07334732687557	9.5025418533437
Btbd11	-0.842347898344343	-1.04621136625726	-0.203863467912918	0.00568382853713405	0.00122324774168801	0.49610611912288	86.97307316141	81.3755487272901	76.2927077073729	41.4179715989439	37.5927816187659	38.9940747537505	42.2691766883824	35.3606840451298	40.5127112642819	53.420969951703
Bud31	1.12578688967731	0.808314836224087	-0.31747205345322	0.0106077060755925	0.0365290136742028	0.473602890087389	8.62861332191557	13.380864037606	11.2968961262844	24.9023227078691	22.0911265223991	16.0082296512446	19.7097259645773	20.5260780652088	18.5005522176151	17.2271565127467
Bzw1	0.885345390590203	0.878369683456761	-0.00697570713344218	0.00335696783390562	0.00259800163070378	0.986460986038144	81.2474278785972	67.882403296671	91.2574573727444	109.560315112752	148.910538733489	126.684877915901	134.147995056137	153.286248165334	151.29693133217	118.2526883182
C11orf71	-1.15953024120167	-1.15011531466126	0.00941492654040395	0.0110967250054051	0.0079918644952583	0.98973659853806	1.6932995419523	1.88722973304593	1.19674358978722	0.627455600094437	0.650033158573003	0.564162847589961	0.708406887211055	0.610251093613922	0.822110512955472	0.9732992183137
C11orf95	-0.830494966231502	-0.61764279418703	0.212852172044472	0.0436400442406216	0.0945289117415895	0.663995643326797	1.20506358379749	0.726836272063769	1.02871625581608	0.346073059308249	0.645833960814567	0.427191184802266	0.680525960889286	0.556074145405812	0.680420522141457	0.699637216115442
C12orf10	1.28028072839213	1.41006138172137	0.129780653329242	0.00208377844475961	0.000857788540243108	0.74600089980889	196.410486830796	135.314130833885	205.537621362977	271.74049108196	496.544366528466	367.10393986922	477.284930543669	444.702192261654	496.280712987453	343.435430255564
C12orf60	-0.964657173420265	-0.344849542213121	0.619807631207144	0.0421963751423941	0.390509619300659	0.238001934014546	56.7721370261125	64.2083257768517	46.9975805246187	21.4400394673778	28.0119685055631	23.28301869141	35.2253379589057	55.6646770256582	38.5439605962174	41.1274495080795
C12orf65	0.987262294659547	0.46196124221496	-0.525301052444587	0.0177841272744461	0.191483463970917	0.216067999516208	2.25882962401867	3.10910424756789	2.65963788059141	5.73866817233934	4.27851888404723	3.70614172359917	3.64702574402235	3.92397365925928	3.51234214022169	3.64824911951856
C14orf132	-0.866261330892201	-0.238265742549165	0.627995588343036	0.0125233307359959	0.411627917210619	0.0840676298773689	97.1240810165486	66.4413181925201	86.7646875861731	29.6579218583041	53.119706510179	36.2189091987086	66.669648049577	76.641540659397	66.7587134931282	64.377391840504
C14orf93	-1.12931149570939	-0.690613528887286	0.438697966822107	0.00951322814823719	0.0531838673378171	0.316584831693995	4.15254595257222	3.21822661845817	3.88906016128826	1.05273493771635	1.88808415407568	1.46038120429902	2.85785078219642	2.10847700637171	1.96313065623228	2.51005460813446
