genes	logFC_TgvDMSO_6h_MGN3	FDR_TgvDMSO_6h_MGN3	logFC_TgvDMSO_24h_MGN3	FDR_TgvDMSO_24h_MGN3	logFC_Tg_24hv6h_MGN3	FDR_Tg_24hv6h_MGN3
Pcdhb6	-1.86915214866562	0.006067818459666	-1.6745241982716	0.00272384292711062	0.194627950394027	0.724508488413356
Snhg17	2.15063362602892	0.006067818459666	1.14525934616401	0.0220904902885851	-1.00537427986491	0.0685477838939072
Slc7a1	1.31722548827976	0.00659201398038243	1.50328304946134	0.00113077558819257	0.186057561181581	0.619223711554334
2610307P16Rik	2.19165449527457	0.00659201398038243	0.390890597385362	0.494103052091875	-1.8007638978892	0.011250172661198
Sv2c	-1.19260443710324	0.00659201398038243	-1.8877164786105	0.000419295596699717	-0.695112041507256	0.0397656041875427
Socs2	2.16602030583177	0.00659201398038243	1.51856839051038	0.00841585497665553	-0.647451915321389	0.21780912893375
Nefl	-1.66848911031814	0.0066696510260046	-2.08836298415464	0.000950256104108284	-0.419873873836497	0.325732672632302
Nfil3	1.77029950024454	0.0066696510260046	0.968553853251109	0.0230790101617186	-0.801745646993427	0.085102820009954
Gm6484	2.81510839238695	0.0066696510260046	2.13944472911024	0.00658898171220866	-0.675663663276713	0.304273056772411
Gemin2	1.18489132897355	0.0066696510260046	0.581889777706547	0.037716731483306	-0.603001551267006	0.0621474259564411
Bhlha15	1.78215816439197	0.0066696510260046	2.23728110580217	0.000950256104108284	0.455122941410207	0.31251334948457
Hepacam2	-1.70103183370985	0.0066696510260046	-2.55415719335129	0.000587664738537275	-0.853125359641431	0.063955983177174
Cdkn2c	-1.66009510533627	0.00722019128010489	-1.52938602479175	0.00292626345051185	0.130709080544522	0.809862117157634
Lrp11	-1.07627231141459	0.00737493968290198	-0.51646269431184	0.0437757062714302	0.55980961710275	0.0621474259564411
Gm10516	1.35353798892175	0.00738482143680619	1.37286589651051	0.00209098015923209	0.0193279075887599	0.969765945698691
Dlc1	-1.12362834529636	0.00738482143680619	-1.20217091360119	0.00165909959455144	-0.0785425683048253	0.838609999927483
P4ha1	-1.42746561912293	0.00747930492617797	-1.38624347839339	0.00264977328874363	0.0412221407295375	0.940249913905252
Trmt13	1.53759731721881	0.00759210430255199	0.53778150035573	0.127197953368573	-0.999815816863082	0.031207910588595
Entpd5	-1.18819362513598	0.00785789724425614	-0.15677556169114	0.603327993060526	1.03141806344484	0.0126408971146848
Zfp623	1.2812014351526	0.00786593207376528	0.841953586838227	0.0136779455249242	-0.439247848314371	0.199375154217548
Ern1	1.09094756584209	0.00786593207376528	1.65768400835467	0.000616487233455697	0.566736442512577	0.067564214606858
Cplx1	-1.72671736522009	0.00786593207376528	-1.197801176444	0.0107059249722913	0.528916188776088	0.250496903376246
Lpcat3	-1.04694100128517	0.00786593207376528	-0.844419692494474	0.00622071227831741	0.202521308790692	0.500442416184838
Plp1	1.6069687870185	0.00786593207376528	0.826430955699802	0.0404456069757257	-0.780537831318693	0.0769347813407227
Pvt1	1.48465017750303	0.00786593207376528	0.283801694617615	0.432556009383923	-1.20084848288541	0.0166425417555279
Cd9	-1.15212124566124	0.00786593207376528	-1.12685788806063	0.00272384292711062	0.0252633576006044	0.955438086543594
Ppp1r15a	1.28249069550592	0.00786593207376528	2.6442289489189	0.000240066288587509	1.36173825341298	0.00786952892542015
Dcaf10	1.2776522306098	0.00786593207376528	0.786131949887539	0.0183348329916131	-0.491520280722257	0.158355716127278
Chrna4	-1.56377982659129	0.00786593207376528	-2.05139547514581	0.000981776701686937	-0.487615648554517	0.244890114314968
Ccdc137	1.0737927490696	0.00831282668876591	0.531730793264394	0.0461098613318311	-0.542061955805205	0.0788623591425247
Rundc3b	1.37001099820607	0.00833857418379649	1.24573851594442	0.00402274553991109	-0.124272482261657	0.792306119730977
Cars	1.02015691309453	0.0085944975265044	0.632735435630615	0.0192674371367824	-0.387421477463914	0.171114753262593
Serpina3n	-1.81767882090682	0.00866516619795685	-1.79489517428541	0.00292342071345332	0.0227836466214027	0.976033299024861
Nptn	-1.0054475996908	0.00866516619795685	-0.513245041890285	0.042903362024832	0.49220255780051	0.0886759722938971
Lrig3	1.71822182222754	0.00921237487508556	0.970793466500066	0.033349623144605	-0.747428355727472	0.107953602266378
Angptl2	-1.83323150889353	0.00960768504752481	-2.66556787414804	0.000912717744760233	-0.832336365254508	0.135551163216344
Gsr	-0.900249325273124	0.00960768504752481	-0.72389905570662	0.00759570770048385	0.176350269566504	0.520274959419743
Gm2a	-1.30983726786528	0.00960768504752481	-0.932374150733082	0.0119246796751453	0.377463117132196	0.311342273485757
Bace2	-1.26183597706542	0.00960768504752481	-1.70262867956819	0.000981776701686937	-0.440792702502771	0.218864265906126
Sik1	-1.00825901342766	0.00982550027668602	-1.04601513798784	0.00267878743314715	-0.0377561245601802	0.929523261214673
Oxtr	-1.76924786648594	0.00982550027668602	-1.59073751479066	0.00491740172127671	0.178510351695283	0.779861998197123
Lars	1.04742422468543	0.00982550027668602	1.3827910225325	0.00106190424043933	0.335366797847068	0.263111885087455
Fam102a	-2.09578045144383	0.00996420986468784	-2.6303662295031	0.00135546560521546	-0.534585778059272	0.383448755985247
Hspa8	-1.96606408857353	0.00996420986468784	-1.20594771709992	0.0219207666304412	0.760116371473602	0.170431196733738
Slc25a4	-1.17997652891071	0.00996420986468784	-0.675869961257127	0.0311921489208789	0.504106567653584	0.144412993019698
H3f3a	-1.2194065110675	0.0101048429569904	-1.11820293472978	0.00481953282255117	0.101203576337717	0.821496226619559
Cebpg	1.27674518013806	0.0101048429569904	1.55837662390297	0.00141185785899555	0.281631443764906	0.462822634525127
Tecr	-0.998684158769346	0.0101048429569904	-0.985488201912703	0.00354774594169288	0.013195956856643	0.974866171301722
Egln1	-0.959290656721617	0.0101048429569904	-0.81391965209229	0.006793875016201	0.145371004629327	0.645540100363136
Zfp202	1.52515681557144	0.0101048429569904	0.868230762533768	0.0344148914653582	-0.656926053037674	0.135893998148034
Creld2	1.02259143367891	0.0101048429569904	1.44466580383472	0.0009368405301362	0.422074370155807	0.158355716127278
Dag1	-0.957648499656855	0.0101048429569904	-0.578659732717655	0.0264486146603333	0.3789887669392	0.175251843115459
Pgam1	-1.73445390714119	0.0101048429569904	-1.734507519365	0.00340024455395701	-5.36122238082126e-05	0.999911463936133
Slmo1	1.33404761236554	0.0101048429569904	0.200434800041191	0.587710491925583	-1.13361281232435	0.0179799854149461
Ccdc130	1.28825465868689	0.0101142710645478	0.94628102422138	0.0119324189181809	-0.341973634465509	0.36318689442682
Lss	1.05028117641855	0.0103743547845699	1.38759561366376	0.00112917394755274	0.337314437245206	0.272858508789668
Dennd2d	1.89371899478126	0.0103743547845699	3.90702798760477	0.000296179334549869	2.01330899282351	0.00786952892542015
Prrt2	-1.5392209294114	0.0105639500193679	-1.2745376372876	0.00773421611510956	0.264683292123801	0.597071919163605
S100a4	-2.29411713625507	0.0105639500193679	-2.71760790793185	0.00193129562137028	-0.423490771676781	0.569789031053228
Kazn	-1.05770535095335	0.0105639500193679	-1.57038071059629	0.000912717744760233	-0.512675359642942	0.110562906659997
Pnmal2	-1.57967818123294	0.0105639500193679	-2.23858510384187	0.000981776701686937	-0.65890692260893	0.158872196419497
Gm1110	3.39321320679389	0.0105639500193679	3.62655598507906	0.00267878743314715	0.233342778285174	0.804075841223282
Gm16973	1.81846522996575	0.0105639500193679	0.259819456551825	0.612065017346644	-1.55864577341393	0.0181116062259024
Aco2	-1.04398009043093	0.0106590776206638	-0.702358872009748	0.0183084964316599	0.34162121842118	0.271670666113757
Stc1	-2.497321839709	0.0106631728568027	-3.89938466231954	0.000912717744760233	-1.40206282261054	0.0671018666507815
Rtn1	-1.05709250167109	0.0106631728568027	-1.24044424094971	0.00188164359234157	-0.183351739278622	0.597630806572083
Slc6a9	1.99089378149771	0.0106631728568027	2.70130050531881	0.00113222142712042	0.710406723821097	0.216517346586439
Plek	1.8098739239107	0.0106631728568027	0.947649575719801	0.0498535419909289	-0.862224348190901	0.109110953228019
E330009J07Rik	-0.9638248876674	0.0106631728568027	-0.957911080968396	0.00393170010413061	0.00591380669900418	0.987902482981625
Npc1l1	-1.35978274990179	0.0106631728568027	-1.37139723919503	0.00371373155977001	-0.0116144892932375	0.983017105403024
Ero1lb	1.03273523097796	0.0106631728568027	1.55042367259235	0.000912717744760233	0.517688441614385	0.101934176774248
Calm3	-1.25610022921506	0.010780269608353	-0.959534805130462	0.0113255542054943	0.296565424084595	0.447406877548997
Vdac1	-1.0526101951058	0.0108632352830993	-0.559195680990948	0.0489212042931074	0.493414514114854	0.127386811653497
Tmem67	1.33954608464303	0.0110085674212272	0.337496060620044	0.345691662706791	-1.00205002402299	0.0299084592498473
Dusp16	1.1483833735772	0.0111331314958029	1.05449231820696	0.00578507464985311	-0.093891055370237	0.833422606548763
Slc3a2	1.64379585192659	0.0111331314958029	1.9918835539995	0.00179955910724239	0.348087702072912	0.503796931071646
Cfl1	-1.08350743364686	0.0111331314958029	-0.924858086402029	0.00772131208773609	0.158649347244835	0.673830770126953
Myh15	4.15159931985132	0.0111331314958029	4.91406425984847	0.00120110802850317	0.762464939997159	0.31311709632753
Tspan7	-1.10104117906153	0.0111331314958029	-1.0220904432625	0.00558404972871732	0.0789507357990266	0.858688946288832
Pla2g2d	-1.52942437195942	0.0111401953291568	-2.36100213866815	0.000912717744760233	-0.831577766708732	0.0866907631828011
Tor3a	0.916663536022231	0.011224303709587	1.03690517568872	0.00248148732837455	0.120241639666491	0.71456290413648
Snhg1	2.30418165984199	0.0115899557903224	1.50725791219167	0.0216442123094648	-0.796923747650315	0.239094599043331
Det1	1.23406738426899	0.0115899557903224	0.863107739020182	0.0179796719289123	-0.370959645248813	0.322060558593698
Sigmar1	-1.0139357406857	0.0118574785361192	-0.363742605004857	0.17561365084282	0.650193135680841	0.0522982564089052
Alg12	0.978632606309446	0.0118574785361192	1.01943656708244	0.00366363799098224	0.0408039607729899	0.926125448568433
Errfi1	1.13901256515237	0.0118574785361192	1.67077901878119	0.000981776701686937	0.531766453628825	0.133118932468568
Sort1	-1.02531957138967	0.0118574785361192	-0.806813202647418	0.0114175271735372	0.218506368742252	0.519673739893991
Pxdn	-0.988025154339743	0.0118574785361192	-0.862000963586808	0.00770057096499242	0.126024190752935	0.73009101316027
Stbd1	0.990945338602509	0.0118574785361192	1.5441561507998	0.000912717744760233	0.553210812197288	0.0811979459164161
Mthfd2	1.31112394156858	0.0118574785361192	1.14798532662455	0.00759830417237828	-0.163138614944034	0.735373060709541
Uxs1	-0.966343963467657	0.0118891788327051	-0.662261892481537	0.0201967043024389	0.30408207098612	0.31251334948457
Gm10069	-1.43917023795573	0.0119225810183476	-0.683906914780462	0.0752302508330097	0.755263323175267	0.103903900564656
Cyb5r3	-1.06791326765612	0.0119225810183476	-1.22144959579879	0.00262129091648987	-0.153536328142674	0.688693588280249
Gpa33	3.51156892073988	0.0119452038804811	3.25309634150805	0.00721479104410743	-0.258472579231827	0.798688531403572
Plcxd2	1.23196967003675	0.0120135651197562	1.52931795642135	0.00179955910724239	0.297348286384597	0.451826715501698
Lmo7	-1.21317141792256	0.012042696378195	-2.43851717148291	0.000419295596699717	-1.22534575356036	0.0127220029987075
Snx18	1.09553686741346	0.0122461165536802	0.237920923093408	0.443064603273653	-0.857615944320051	0.0293487478733403
Dus4l	1.43649293424342	0.0122461165536802	1.93484820060629	0.00133921421719428	0.498355266362862	0.247650014077882
Ogfod3	-0.935615611838931	0.0122461165536802	-0.762476269506024	0.010555751095062	0.173139342332906	0.593256357183472
Slc5a3	-1.02042913871043	0.0122461165536802	-0.826515904677403	0.010827975083344	0.193913234033022	0.580321500172003
Lrrtm3	-1.41269465233024	0.0122461165536802	-0.935612410784795	0.023986536956004	0.477082241545443	0.279238174623246
Atrip	1.39982760889497	0.0131589785510768	0.587995357269158	0.125140162636874	-0.811832251625812	0.0782282901917988
Pcyox1	-1.04054690127996	0.013328025913227	-0.241288807224126	0.416840165763727	0.799258094055833	0.0336190148283921
Tprkb	0.848832300116352	0.013328025913227	0.808016464184576	0.00622071227831741	-0.0408158359317761	0.916228089606729
Bach2	1.62432221532551	0.013328025913227	1.20327863962987	0.0161688227881565	-0.421043575695641	0.416972486028227
Serpind1	-2.28504885744368	0.013328025913227	-2.2336946380119	0.00555359399406738	0.051354219431787	0.959878959413306
Nr1d1	1.91109849752725	0.0134402414888086	-0.170552849643124	0.784717069373358	-2.08165134717037	0.0110617031601203
Stk40	1.58425621734704	0.0135512816278605	1.30878870232064	0.0107467492140843	-0.275467515026406	0.621293933945879
Arhgap8	-1.59041046131931	0.0137901162036546	-1.16121326412922	0.0174993920313752	0.429197197190094	0.419429858254668
Zfp119b	1.64773494162245	0.0137901162036546	0.81333852762862	0.0793570027272192	-0.834396413993831	0.114465562187366
Tmcc3	0.828578831280146	0.0137901162036546	0.352950096822185	0.126898232918054	-0.47562873445796	0.0856589899287492
Scyl3	0.857184634104392	0.0139351142583748	0.73248804599696	0.0100100737403782	-0.124696588107432	0.698240463006203
Sncb	-1.37858489414639	0.0140344037753284	-1.50946385192938	0.003647760735872	-0.130878957782989	0.816718951723768
Fuca2	-1.13200196048585	0.0140448600359063	-0.482316591715648	0.126345470313006	0.649685368770201	0.0863428112119762
Atoh8	1.0195595692233	0.0140560483907125	0.019803128312883	0.958851674088394	-0.999756440910418	0.0156395058472482
Wdr75	1.03584950060747	0.0143497402395608	0.810978489480532	0.0142162535896804	-0.22487101112694	0.532458874584947
Pbx1	-1.12003528308402	0.0143620081053961	-1.3155174442593	0.00272384292711062	-0.195482161175286	0.634329736641696
1810026B05Rik	1.13459442726764	0.0143620081053961	0.17406678691986	0.624410048268354	-0.960527640347777	0.026379476938859
Lmo4	0.984324892105595	0.0144575199303905	1.68958861086638	0.000748060388405848	0.705263718760788	0.0435099024863861
Dlx2	1.84955029749818	0.0146003387829265	1.1152424799253	0.0472721381797452	-0.734307817572877	0.1859064328825
Klf11	1.42386295776146	0.0146003387829265	1.28748456414603	0.00832317601210673	-0.136378393615433	0.81532268912263
Tmem98	-1.32526887230514	0.0146003387829265	-1.02247244966783	0.0153232854404227	0.302796422637314	0.510838281758166
Zfp358	1.08057568342542	0.0146003387829265	0.8169592412518	0.0170685756395323	-0.263616442173618	0.472824895512963
Mir124a-1hg	-1.53196364007157	0.0146003387829265	-1.72905772431958	0.00354774594169288	-0.197094084248008	0.755203654797285
Fam46c	-1.64177981001182	0.0146003387829265	-2.75995279345662	0.000912717744760233	-1.1181729834448	0.0536382186275114
Atp5h	-1.02853441425169	0.0148554131738004	-0.699041103241326	0.0268198614702061	0.329493311010369	0.332705070182882
Txnip	1.83477283741302	0.0148554131738004	1.44473223248479	0.0142162535896804	-0.390040604928227	0.539635935594946
Pfkp	-1.01793309783032	0.0148860764123463	-1.09938967532275	0.00415041601872514	-0.081456577492429	0.853733847005736
Tfrc	-1.5195358666379	0.0148863286464163	-1.16099444941371	0.0162034956967674	0.358541417224186	0.49402647563973
Glipr2	1.50997028615956	0.014928876758022	1.2316632659495	0.0131510044381488	-0.278307020210069	0.598837334127211
Zfp110	0.945744800507188	0.0149745866580251	0.243422430062136	0.386544549894071	-0.702322370445052	0.0411647533494972
Mtbp	0.989040166762794	0.0151771890429871	0.747667999486862	0.0178379978158262	-0.241372167275932	0.484060612907912
G6pdx	-0.876182888369135	0.0152273421277424	-0.134523700626005	0.63038695360479	0.74165918774313	0.0286081891662931
Pcdhb5	-2.18630571745281	0.0153929968950086	-1.70801050057303	0.0147756927443576	0.47829521687978	0.530826016184602
Fam83d	-1.04538632644432	0.0156516296264384	-1.63812017483813	0.00104586267066825	-0.59273384839381	0.102509813041676
Zdhhc9	-0.905625151838732	0.0156516296264384	-0.373302603676599	0.153023765662939	0.532322548162134	0.0887298228382818
Pcyox1l	-1.10671134791543	0.0156516296264384	-0.80736384803306	0.0211444018577547	0.29934749988237	0.434138962891619
Il1r1	-1.57080069989328	0.0156516296264384	-0.0947616459194117	0.869153599854079	1.47603905397387	0.0208081383041154
Zfp746	1.07186212003549	0.0157899744580338	0.575280989090412	0.0695466917156923	-0.496581130945078	0.166596178927074
Ccdc149	1.221928385083	0.0158181669320012	1.95632372485461	0.000981776701686937	0.734395339771607	0.0787562503605363
Uqcrh	-1.91543394038351	0.0159378994095796	-1.29295333607247	0.0286208699155733	0.622480604311038	0.325779908264917
D430019H16Rik	-1.03531852561158	0.0159378994095796	-1.72580680554592	0.000912717744760233	-0.690488279934344	0.0619474152136775
Cd47	-0.90933675889199	0.0161240196945764	-0.720043245316903	0.0156188242775988	0.189293513575087	0.571710454025523
Tstd2	0.854487636499117	0.0165707156026921	0.568403856724409	0.0331105187615481	-0.286083779774708	0.325625316303262
Bpnt1	-0.939167090431533	0.0165878676407946	-0.448542170926295	0.104355979548331	0.490624919505238	0.131196065228105
Bace1	-1.14810622725815	0.0166452663574896	-0.995778459691136	0.0111963968739337	0.152327767567017	0.746017481960362
Anxa8	-1.7405109963543	0.0166452663574896	-1.90011312781776	0.00484794984358842	-0.159602131463461	0.84081943975652
Gdf11	-1.46003600105295	0.0166452663574896	-1.00600292445536	0.0282418539016912	0.454033076597584	0.365063425891211
Arl14ep	1.24583346037767	0.0166452663574896	0.99812524799413	0.0154718905413954	-0.247708212383538	0.59245107157832
Pkm	-1.22854657328005	0.0166452663574896	-1.99939871044874	0.000981776701686937	-0.770852137168691	0.0780728463135664
Sult1c2	-1.07556725426113	0.0166452663574896	-0.68861253676439	0.0387510856924857	0.386954717496738	0.293051463644215
Chac1	2.74288722043614	0.0166452663574896	2.00610981929212	0.0211138736941402	-0.736777401144019	0.41530417215155
Pdk1	-1.25093504681604	0.0166452663574896	-0.923174121792074	0.0219207666304412	0.327760925023966	0.459374530914886
Mcph1	0.879816719513688	0.0166452663574896	0.807665137679188	0.00931135242987381	-0.0721515818344998	0.85561093830774
Nt5dc2	-0.910395165195349	0.0166452663574896	-1.1849374954102	0.00220130026739569	-0.274542330214851	0.385629762680745
Srd5a1	-1.17866411595313	0.0166452663574896	-0.874856870237648	0.0214252595241054	0.303807245715486	0.475928979023669
Alkbh1	1.05751202411721	0.0166452663574896	0.191921646358322	0.575346540957046	-0.865590377758884	0.0338720487800333
Ncan	-0.993555692710453	0.0166452663574896	-1.0229683968639	0.00603535229573468	-0.0294127041534498	0.951855306635779
Atp6v0e	-1.15420637295871	0.0167221637141323	-0.574150670197037	0.0937907118262706	0.580055702761674	0.148295735835235
Gstm5	-1.05339601496091	0.0167282477121966	-0.56217749769011	0.0757679194881986	0.491218517270804	0.174277294816282
Fundc2	-0.924671305586608	0.0167282477121966	-0.630773184297399	0.0313804127350188	0.29389812128921	0.359954271347473
Col4a4	-1.06121332713115	0.016915865743191	-0.302271959138147	0.350343053793654	0.758941367992998	0.0522108788521294
Slc35b4	-0.804246254989967	0.0169491767619728	-0.0766461235183364	0.791644941377046	0.727600131471631	0.0257501313833436
Fam20b	-0.837028751632101	0.0169491767619728	-0.62630792893216	0.0216549095077329	0.210720822699941	0.489687052806945
Tfcp2	0.870898176528903	0.0169491767619728	0.70308839587335	0.0158393672804638	-0.167809780655554	0.614912875097367
Hk2	-1.23884040280609	0.0169491767619728	-0.591111592145516	0.108896660469326	0.647728810660571	0.134926981560764
A330050F15Rik	1.28301911042919	0.0172209907156094	0.662489248540275	0.0893208279469704	-0.62052986188891	0.157276351767149
Snhg12	2.76088320761088	0.0172209907156094	1.44263915114867	0.0762660802950286	-1.31824405646221	0.152342861815723
Pcsk2	-0.841861461317159	0.0174260822637167	-1.23077989100417	0.0013996753255604	-0.388918429687008	0.183665921043123
Abca2	-0.819759574251873	0.0174260822637167	-0.706441964472206	0.0126297329107972	0.113317609779667	0.741234001663817
Srpx2	-0.950890187250104	0.0175463814248715	-1.51174502453005	0.00108720972652751	-0.560854837279946	0.101349115313117
Pcdhb7	-1.7618184558729	0.0177606118476224	-1.69229148317355	0.00860962445157781	0.0695269726993574	0.941516200997832
Fkbp9	-0.922297020705906	0.0180450066712563	-0.286012618842545	0.313343962406196	0.636284401863361	0.0621474259564411
Atp2b2	-1.01327506771625	0.0180450066712563	-1.5741804671092	0.0011857371628455	-0.560905399392953	0.120034877431958
Cpeb3	1.34192375737179	0.0180450066712563	0.906185481392318	0.0349511220419824	-0.43573827597947	0.352675673739633
Zfat	1.02184101082523	0.0180450066712563	0.455013884599516	0.142051138708792	-0.566827126225714	0.116820368270053
Rad52	1.28080941876718	0.0180450066712563	0.768584435642065	0.0545547251925527	-0.512224983125113	0.244125670919025
Zfp592	0.779385166735333	0.0181504489819311	0.20698748987714	0.400162470046929	-0.572397676858194	0.0518650443744892
Hspbap1	1.22857802046744	0.0182346906580465	1.03734066351276	0.0143291321363065	-0.191237356954688	0.698724268476004
Cblb	1.04403992725368	0.0182776901531025	0.425572711429492	0.178052100064781	-0.618467215824193	0.0989090589209458
Ntrk2	-1.25805664197348	0.0183871964034653	-1.80595329220106	0.00168060329884097	-0.547896650227582	0.214974136761374
Arpc5	-0.782693817156818	0.0183871964034653	-0.169726137994698	0.506380473810221	0.61296767916212	0.0428005253637038
Tubb4a	-1.280243164171	0.0186961100665583	-1.29050409563428	0.00746491164059139	-0.0102609314632793	0.986576360696938
Zbtb2	1.24285304790853	0.0186961100665583	0.730609988166863	0.0606147409275087	-0.512243059741662	0.236101114472833
Mettl2	0.806249131563439	0.0186961100665583	0.80608855309585	0.00761819001227016	-0.000160578467588397	0.99965825803462
