genes	logFC_TgvDMSO_6h_MGN3	FDR_TgvDMSO_6h_MGN3	logFC_TgvDMSO_24h_MGN3	FDR_TgvDMSO_24h_MGN3	logFC_Tg_24hv6h_MGN3	FDR_Tg_24hv6h_MGN3
Pfn1	-0.667331440321429	0.128909778379569	-0.574949468474122	0.147769470337068	0.092381971847307	0.882793055087848
Spdya	0.652367655786888	0.129022340692521	0.337086205516592	0.409531776482533	-0.315281450270297	0.502088415769372
Pogz	0.508393311005602	0.129252913119247	0.240827594204356	0.447587921507623	-0.267565716801246	0.464748340840616
Rffl	0.621348846642392	0.129252913119247	0.880363681906664	0.0278644440663523	0.259014835264272	0.577461783830427
Diras1	-0.665057315855528	0.129252913119247	-0.49468676881901	0.21186272390491	0.170370547036518	0.762486836539576
Slc18a2	-1.0903536764202	0.129252913119247	-2.42516970304787	0.00525967638844809	-1.33481602662766	0.08951562511338
Gm14139	1.44836798214955	0.129252913119247	0.961610835464493	0.276881976782112	-0.48675714668506	0.649428315577507
Col26a1	2.10698102696026	0.129252913119247	3.76898159349551	0.00708058576746012	1.66200056653525	0.110562906659997
Clca4c-ps	6.25024700453374	0.129252913119247	7.08499267846251	0.0462539485967977	0.83474567392877	0.635360734869309
Itprip	1.01346520813199	0.129252913119247	-0.219838975990598	0.759935440755901	-1.23330418412258	0.0893872529774235
Arpc5l	0.407200394555785	0.129252913119247	1.01624078931736	0.00269361783635761	0.609040394761579	0.0467944143921643
2700099C18Rik	0.515286290728855	0.129252913119247	0.170940163663927	0.617432702049583	-0.344346127064928	0.335106391250011
Aldh5a1	-0.432036592854035	0.129252913119247	-0.469335913652027	0.0740735183490927	-0.0372993207979919	0.934077173092193
Kpna6	-0.406990696503144	0.129362343548625	-0.168588933350763	0.520323108737295	0.238401763152381	0.407310639799088
Coro2a	0.457499126010592	0.129376467075718	0.352606886418018	0.196997787028845	-0.104892239592574	0.792646878553058
C4b	2.83884359230229	0.129376467075718	3.61801553054244	0.0312551839841799	0.779171938240147	0.585283002235306
Pdk2	-0.693030942515428	0.129376467075718	-0.215757070751068	0.640935915447185	0.47727387176436	0.32119160797495
Mrps33	-0.720529471151314	0.129376467075718	-0.180731783368014	0.719697247370364	0.5397976877833	0.279223148581484
Paqr8	-0.764289411124042	0.129412996469064	-0.273076019851403	0.581615792801043	0.491213391272639	0.359954271347473
2310047M10Rik	1.12399812240229	0.129711431346593	0.65698543308116	0.346327449931075	-0.46701268932113	0.572489166970344
Xpnpep3	0.397536235849207	0.129768196248857	0.205104370863329	0.406811585533873	-0.192431864985878	0.511142483039272
Zfp280d	1.20215905280352	0.129862592176792	0.370880591624624	0.64424152358923	-0.831278461178892	0.314085926325214
Pcdhb19	-1.23854413069015	0.129862592176792	-0.597930475829962	0.431169210892201	0.640613654860192	0.476531371175131
Cnn3	-0.590732298511516	0.129969500924168	-0.686306774683765	0.0593752301193836	-0.0955744761722493	0.860418456008145
A930005H10Rik	0.834559625152529	0.129969500924168	1.09648445807834	0.037716731483306	0.261924832925816	0.684646297314253
Glrb	-0.774897064324718	0.129969500924168	0.310327524461745	0.534438454530525	1.08522458878646	0.0575566815575615
Zfp236	0.518652547433634	0.130112920370757	0.300260270987143	0.348123575881858	-0.218392276446491	0.578355231152122
Itgae	-1.03300994344381	0.130124626998577	-2.53266476636135	0.00491740172127671	-1.49965482291754	0.0827667308781988
Ldhd	-0.996046047534654	0.130124626998577	-1.14931388259839	0.0620594017791626	-0.153267835063737	0.868593587650992
C920006O11Rik	0.815677812084375	0.130248029975161	0.804012834872891	0.105417223843607	-0.0116649772114836	0.9869759659015
Zfand2a	0.549470603679582	0.130248029975161	1.38757022481127	0.00268691377446985	0.838099621131691	0.0443436765707169
Prkab2	0.486810198402352	0.130248029975161	0.460030093552726	0.116898263907081	-0.0267801048496262	0.955896167406696
Btbd19	0.881856913130318	0.130248029975161	1.33183573960393	0.0211876110198078	0.449978826473614	0.45375408235958
C1qtnf6	-0.685998228465906	0.130248029975161	-0.204252857093037	0.659830644888365	0.481745371372869	0.312694395693419
2610507B11Rik	-0.529707261343672	0.130456532028018	-0.377347277195923	0.234425505860024	0.152359984147749	0.727934250900054
Naa35	0.413414213132659	0.130456532028018	0.227321215547011	0.375571733322123	-0.186092997585649	0.5483300861632
Rsph1	-0.835836901796	0.130456532028018	-0.63102799966678	0.207279588362947	0.204808902129219	0.776238037798898
Zc3h12d	-1.502425922026	0.130595137274403	-1.00974391589416	0.248814294533252	0.492682006131843	0.704816351212906
Gsdma	-0.859498566291236	0.130800751976101	-0.853092652418715	0.102063225023087	0.00640591387252073	0.992936968059296
St13	-0.844414878862627	0.130924311584328	-0.31739386583561	0.5646261784731	0.527021013027016	0.372949137668004
Hist1h1b	1.74902958458487	0.130924311584328	2.21421627511757	0.0406336061452886	0.465186690532696	0.679914478486528
Zfp839	0.5395796187808	0.130929187050384	0.058437127407043	0.890338689759242	-0.481142491373757	0.197956737831424
Pomk	-0.450762065641288	0.130958398035764	-0.185771094950274	0.525703310243739	0.264990970691014	0.407900743223516
Adra1a	-0.70806787224036	0.131075166745811	0.0146144285747739	0.980783472239854	0.722682300815134	0.147251658398354
Atg4a	-0.630176209449976	0.131107893391955	0.115986413246428	0.800157110876861	0.746162622696404	0.0972791999721182
Col4a2	-0.600918683683358	0.131182891582611	-0.124027517775526	0.774481543557327	0.476891165907833	0.252594721668662
Adam10	-0.791218077462819	0.131182891582611	-0.36179451451344	0.46955178263921	0.42942356294938	0.451826715501698
Sumf2	-0.943480293935048	0.131182891582611	-0.570384118498837	0.323180892299524	0.373096175436211	0.607545347488801
Etnk1	-0.677693682912933	0.131182891582611	-0.0113427347284241	0.985564569894512	0.666350948184509	0.160463673319378
Isoc1	-0.74302852213159	0.131182891582611	-0.375659838814661	0.4175723042224	0.367368683316929	0.50274864812325
Fgf1	-0.870532022396917	0.131182891582611	-1.55224489569911	0.011763399384857	-0.681712873302192	0.260531137223387
Gins1	0.645410323169786	0.131402471315114	-0.467353213874546	0.233195405586842	-1.11276353704433	0.03152215315494
Dynlrb1	-0.802156447913336	0.131402471315114	-0.367089523430183	0.469556184736049	0.435066924483153	0.451834015345828
Adam23	-0.711467733209951	0.131636782803599	-0.981033018803893	0.032923669123336	-0.269565285593943	0.631076286522947
Tmem150c	-0.600713222593442	0.13167132952405	-1.1136748015204	0.0100982829360555	-0.512961578926955	0.221669607253428
Efcab14	-0.841563657134774	0.13167132952405	-0.0443215281771587	0.947205406076802	0.797242128957615	0.174427211196398
Zbed4	-0.547096144411102	0.13167132952405	-0.541275761265193	0.102792074886024	0.00582038314590861	0.990343943972224
Fam167a	-0.500114457267908	0.13167132952405	-0.817063748035509	0.0158471925207023	-0.3169492907676	0.368639108934905
Rsl24d1	0.473117815932503	0.13167132952405	0.205505109271646	0.500836826061707	-0.267612706660857	0.42920857840131
Mpp1	-0.574389213190219	0.13167132952405	-0.823875880272176	0.0278939329947322	-0.249486667081957	0.569299428758358
Fbxo38	0.545223721778828	0.131682051958556	0.310046559923256	0.360574836783992	-0.235177161855573	0.570761154522319
Cmtr2	0.458857341190688	0.131682051958556	0.156714409975922	0.607861091523669	-0.302142931214766	0.351793731746477
Katna1	0.429200806996252	0.131684704466267	0.233087498471134	0.385871170097982	-0.196113308525118	0.542283201071769
Tssk4	1.22246757803087	0.131711707899843	1.156203696044	0.123766958110213	-0.06626388198687	0.951550630721282
Ccdc84	0.666072295377128	0.131854349678803	0.0886736720887306	0.86467077187388	-0.577398623288398	0.211273129042283
Rrp8	0.48335640423082	0.132037723337456	0.245246249861894	0.42011012155265	-0.238110154368926	0.506567775429022
Zfp383	0.89760319848617	0.132157595275308	0.325222438427819	0.584863328607914	-0.572380760058351	0.363715871849813
3000002C10Rik	1.00878934496153	0.132202909526907	0.884024176268906	0.151584858435465	-0.124765168692626	0.892215224510985
Mpzl1	-0.726038151462368	0.132290516179329	-0.859249745538157	0.0575069202802208	-0.133211594075789	0.83968606032151
Glt1d1	-0.455809605535645	0.132308826566381	-0.84685552881964	0.00996572947600602	-0.391045923283995	0.219999046991701
Ptgr1	-1.16887633181464	0.132336042487978	-0.736126028697789	0.298038288242037	0.432750303116854	0.650489249753819
Sf3b6	-0.459014921773917	0.132552150793206	0.212159133595313	0.467377788893123	0.671174055369229	0.0520413486132119
Pcdhb18	-1.18348619755249	0.132649666605286	-0.438918569587632	0.569869799555887	0.74456762796486	0.37098242606867
Pspc1	0.713500112222612	0.13266456018337	-0.23400499952663	0.625928087600965	-0.947505111749241	0.0715320332461905
Znhit6	0.693769823406257	0.132682281164522	0.647868079983874	0.123403575358109	-0.0459017434223835	0.946754509222396
Sars	0.562040914918176	0.132682281164522	1.0095842517304	0.0111905094006005	0.447543336812224	0.253586747327452
Tuba1b	-1.06296992011264	0.132682281164522	-1.03497863323344	0.109200865460774	0.0279912868792053	0.979104320920013
Ywhaz	-0.694017332349002	0.132682281164522	-0.589393659225356	0.15939001996245	0.104623673123645	0.872438178905811
Bsg	-0.986287692339758	0.132682281164522	-1.92159358483125	0.00877015929647382	-0.93530589249149	0.175569472360508
Hist1h2bn	1.90671509180524	0.132682281164522	3.2783901276979	0.0103813797874985	1.37167503589266	0.180998618148457
Rin2	1.3900545773437	0.132682281164522	1.79037179955204	0.037995862930653	0.400317222208344	0.650698176546584
Sh3pxd2a	-0.53045442765816	0.133185431375237	-0.159439090703272	0.662203420156225	0.371015336954889	0.320449062536944
Cry2	0.768735340883808	0.13348334619058	0.000709019184825883	0.999271949379387	-0.768026321698982	0.157960437224608
Sfxn2	-0.484131613437415	0.133534599087728	-1.59251831576601	0.00103102950780406	-1.1083867023286	0.0126408971146848
Bola3	-0.85469696974043	0.133583498687958	-0.135999494428624	0.833410070744467	0.718697475311806	0.226820844200225
Trafd1	0.49076193065712	0.133683300817563	0.239852473715544	0.441790369292737	-0.250909456941577	0.490602895507506
Ankrd13a	-0.453006894221689	0.133758110277357	-0.220014822708554	0.44386209177733	0.232992071513135	0.488284356927891
Star	0.929712529477695	0.133758110277357	1.21827756076529	0.0392076028241131	0.288565031287599	0.68044639683979
Tefm	0.494640347696361	0.13383639975857	0.485485288126437	0.107909788089372	-0.00915505956992334	0.983901479138702
Arhgap10	0.580005477882942	0.13383639975857	-0.239723955686782	0.5311906333568	-0.819729433569724	0.0588027205934825
Dera	-0.805962709068371	0.133933684474565	-0.876223075110839	0.0790325526471727	-0.0702603660424686	0.934431904736798
Ccnb2	-0.481845534879043	0.134119682204642	-1.34866286089304	0.001842435372866	-0.866817326014001	0.0287079559778823
Trmt2b	-0.379363379600098	0.134119682204642	-0.865422507466245	0.00429361670462998	-0.486059127866147	0.080919905096057
Pex10	0.693642007660503	0.134119682204642	0.218334857222529	0.647719970396699	-0.475307150437974	0.328854385231027
Oxct1	-0.691862580303646	0.134119682204642	-0.908646685946135	0.0401893461656919	-0.216784105642489	0.70327061084614
Arhgef16	1.20469521808327	0.134129786982391	1.59120542658866	0.0364169827880014	0.386510208505387	0.63650917914369
Cmas	-0.508961593012963	0.134129786982391	-0.309381186555801	0.327522445737392	0.199580406457163	0.618328003047861
Qdpr	-0.967180657001911	0.134129786982391	-0.151770184232827	0.836316014704511	0.815410472769084	0.22672450631157
Caml	0.401021343079138	0.134129786982391	0.243893090997854	0.327980566460992	-0.157128252081284	0.61834330087913
Tctn1	0.790933091615432	0.134129786982391	0.271513213606365	0.610742283956291	-0.519419878009067	0.353861769091574
Glo1	-0.564450231778603	0.134507446666192	-0.407189639091624	0.234787135423288	0.157260592686979	0.743210557804742
Atp5b	-0.659765769691575	0.134513203322335	-0.66034441048389	0.101835815361352	-0.000578640792315778	0.998957230384916
Aplp1	-0.823227141420032	0.134530407251897	-0.874447122692303	0.0850462256154548	-0.0512199812722706	0.950590799155706
Trappc1	-1.01382691218571	0.134655401042545	-0.570733699869975	0.368020443166436	0.443093212315737	0.569106032233682
Ftx	0.735062228704343	0.134655401042545	0.733539752407762	0.103057070029365	-0.0015224762965807	0.9977669265666
Sh3bgrl	-1.27594775964171	0.134655401042545	-0.844232983026852	0.277064053556864	0.431714776614855	0.671715261723842
Tet2	-1.09037584734425	0.134715919401272	-0.820790841736234	0.213720839546146	0.269585005608015	0.776236198497003
Ing3	0.620938274344187	0.134715919401272	0.452771237719676	0.23054945443476	-0.168167036624511	0.749924385974922
E530011L22Rik	0.972661941986527	0.134979321561196	-0.0615638928431122	0.941201978833669	-1.03422583482964	0.136948352843872
Zfp277	0.645085912523438	0.134979321561196	0.636806026889241	0.107150797045891	-0.00827988563419727	0.989048870535681
Vopp1	-0.540255075904516	0.134979321561196	0.160732887699158	0.668066858065089	0.700987963603674	0.0788623591425247
Desi1	0.507907121830751	0.134979321561196	0.991584594406077	0.008329741346816	0.483677472575327	0.176469959725946
Mpv17l2	-0.585889810453325	0.135042347964341	-0.247753468423466	0.518639372837337	0.338136342029859	0.42633867814538
Cdyl2	0.476206375274338	0.135156804863159	0.336268711638217	0.248422441160549	-0.139937663636121	0.725948471785539
Tgtp1	-1.39373010930575	0.135172109261334	-1.26225718530579	0.143814861150688	0.131472923999957	0.937425996801722
Nefm	-1.56153698180291	0.135172109261334	-2.17286038059039	0.0349511220419824	-0.611323398787487	0.611906596499779
Arl4c	-0.499296368590223	0.135172109261334	-0.494314814203488	0.106734015612564	0.00498155438673475	0.990962242138281
Lrrn3	-1.05223793359988	0.135172109261334	-1.9009283216468	0.0121446578068141	-0.848690388046918	0.253069918692201
Acer3	0.59447870346449	0.135449816557711	0.825257844805898	0.0329811321038149	0.230779141341407	0.619106863932535
Aste1	0.670957028301624	0.135705411097171	0.0720384045522312	0.893572782593208	-0.598918623749393	0.203011172756394
Coq7	-0.609644073315247	0.136179793089158	-0.624415157694878	0.096225530443357	-0.0147710843796312	0.980399575102324
Mrps21	-0.836474075098881	0.136179793089158	-0.321588304196733	0.56290979607668	0.514885770902148	0.391991450796075
Sox12	0.75038043229327	0.136179793089158	0.706913656312992	0.125175811772837	-0.0434667759802785	0.952895628350877
Tmem214	0.554952598558855	0.136179793089158	0.604150673123631	0.0794268987981822	0.0491980745647762	0.933320338254019
Ift80	-0.676420435534155	0.136342477622579	-1.11640959610735	0.0165091374811516	-0.439989160573196	0.364081439029565
Atp1b2	-1.24672043232775	0.136342477622579	-1.70704024200483	0.0439725350482888	-0.460319809677078	0.688019135812789
Dtx3l	-0.537082625931975	0.136373688393357	-0.655059245015563	0.0541713426967625	-0.117976619083588	0.805766687982799
Ilkap	0.408430175289294	0.136380505459744	-0.110306933205118	0.704439105947442	-0.518737108494412	0.0835052382908554
Zfp410	0.583737646422869	0.136380505459744	0.160225731129243	0.698328184218894	-0.423511915293625	0.307444317051271
Zswim6	-0.886698051790378	0.136380505459744	-0.646864351548388	0.230529135490301	0.23983370024199	0.755376067824358
Clk3	0.456561524476741	0.13642765731171	0.450464153081949	0.109004764874508	-0.00609737139479233	0.98888600103369
Atp2a3	-0.58204092413797	0.136502974306523	-0.628637739413737	0.0821287785259717	-0.0465968152757674	0.939209801650306
Plekhm2	0.804968205242367	0.136529748097703	0.285834095797616	0.597557180246131	-0.519134109444751	0.365740296421422
Zfp959	1.17882656106364	0.136529748097703	0.568768851464901	0.449323893308598	-0.610057709598742	0.482497628526411
Klhdc7a	-0.581466608319885	0.136529748097703	-0.821219032514976	0.032000602804866	-0.239752424195091	0.599439164354852
Smarca4	-0.869670815493174	0.136529748097703	-1.01881259213508	0.0627473396147567	-0.149141776641909	0.853733847005736
Usp11	0.535540908432396	0.13657267890809	1.07896271921713	0.00758588725255162	0.543421810784731	0.156357695876526
Pms2	0.405164781512739	0.136626520551635	0.205887663226009	0.426924602144254	-0.19927711828673	0.515525574593285
Dhrs4	-0.528806546077009	0.136707091938197	-0.75614919939522	0.0302800473825872	-0.227342653318212	0.581813864126281
Pecam1	1.26526408340553	0.136707091938197	2.05569624006868	0.0137013050521612	0.790432156663158	0.267489791404977
Hist1h2bc	1.01381623262368	0.136824571152309	1.44718217452946	0.030666959725546	0.433365941905776	0.571710454025523
Dbp	1.0906650173183	0.136965994404365	-1.00919465239967	0.138460830709966	-2.09985966971797	0.0256982400526796
Zwint	-0.606175185620848	0.137183398072743	-0.0421572447918309	0.932041159810778	0.564017940829017	0.189524106719952
Snapc4	0.441877023421392	0.137202537224035	0.485523256340647	0.0782314728497031	0.0436462329192547	0.924463066682343
Tmem183a	0.400298446880009	0.137256050972696	-0.0627833901318906	0.839677724655218	-0.4630818370119	0.110378921466695
Med13l	0.484962657770942	0.137341035184529	-0.0057342272494328	0.990363567836069	-0.490696885020375	0.158067812176117
Cecr6	1.92001713815464	0.137341035184529	-0.46927584954722	0.776428524049218	-2.38929298770186	0.0987419177623301
Bcl9l	0.522404487147764	0.137341035184529	0.0879411395803278	0.826172145016257	-0.434463347567437	0.238497073225363
Mafg	0.504119691574621	0.137376151098264	0.503726806217629	0.105699958469182	-0.000392885356991988	0.999096432320878
Pak3	0.677824445269359	0.137466386407542	1.65377759646371	0.00358223866178578	0.975953151194352	0.0570977872710747
Pgbd1	0.536699613292671	0.137466386407542	0.265795893712472	0.443684724163477	-0.270903719580199	0.499760963574593
Mre11a	0.524665766602721	0.137466386407542	0.143047448374704	0.702400567994863	-0.381618318228017	0.307977063224743
Atp8b1	-0.723725592636441	0.137568182097695	-0.808617288521921	0.0743216374882716	-0.0848916958854794	0.906478659061
Kctd11	-1.1374677331062	0.137705111079784	-0.940470184096727	0.176499681517918	0.196997549009472	0.854038214425865
Smpd3	-0.63299096919909	0.137971716025664	-1.14347933479241	0.01186883610681	-0.510488365593323	0.258101446307244
Smad3	-0.449441580484616	0.138399142187818	-0.539488049464658	0.0582905388142855	-0.090046468980042	0.825949572617243
Brd2	0.663508955475832	0.138399142187818	0.219901181405579	0.62746497818875	-0.443607774070252	0.353861769091574
C1ql4	-0.931274906060672	0.138399142187818	-1.62096624172697	0.0158869904363891	-0.689691335666295	0.32988863410555
Serpine1	-1.73985066843907	0.138595081030981	-4.6158366745372	0.00406104139683755	-2.87598600609813	0.0446282115073304
Naip6	-0.692894467264632	0.138670840789304	-0.0798828122666044	0.883828793957556	0.613011654998027	0.212094998744395
Agtrap	-0.488719190414901	0.138769389089639	-0.385700454180981	0.200183269471645	0.103018736233919	0.816718951723768
Phf21b	-0.445624043743277	0.138849862649126	-1.14624435581655	0.00272384292711062	-0.700620312073274	0.0444351579696891
Efnb2	0.472500672803582	0.138863298263379	-0.945943123983453	0.00796261356022593	-1.41844379678704	0.00671510913267806
Mr1	-1.21936976915925	0.138863298263379	-0.148282187803207	0.87696544728691	1.07108758135605	0.216071524150779
Csnk2a1	-0.392040990037488	0.138976180437277	0.0259601174970602	0.936346906325837	0.418001107534548	0.14299606254159
Rnf141	-0.449238875643593	0.139167462138998	-0.116525907614509	0.720068365681335	0.332712968029084	0.302082239948058
Zfp280c	1.23659170214051	0.139572096156621	1.08552896144418	0.153768939963763	-0.151062740696324	0.901910157783265
Tekt2	1.50003276887479	0.139860910436306	0.957534203062628	0.356713367617672	-0.542498565812165	0.600087643169648
Satb2	0.807280392387981	0.139860910436306	1.37661364911691	0.0139170862849384	0.569333256728927	0.283314482798839
Gtf2ird2	0.641837457294312	0.140010445757587	0.0825551003047881	0.873211821616132	-0.559282356989524	0.219999046991701
Cars2	0.622670007563861	0.140272318343817	0.66158658090514	0.0897590002922786	0.0389165733412794	0.950923155242585
Nup98	0.434378551729334	0.140578899581409	0.404323770065942	0.132766140794028	-0.0300547816633919	0.946518559739965
Man2a1	-0.731255897670818	0.140578899581409	-0.402663951543269	0.390216187020163	0.328591946127549	0.563509705600097
Fgf11	-0.906315780124942	0.140578899581409	-0.753595844209354	0.180290647991498	0.152719935915588	0.863285170694424
Lrrc10b	-1.15537263319951	0.140578899581409	0.513743484215585	0.457024544735243	1.66911611741509	0.0522108788521294
Txndc12	-0.561794271029282	0.140598151583491	-0.225735969161718	0.551717473288825	0.336058301867564	0.414870013337802
C87436	0.640482887216088	0.140737998545661	0.595257778736269	0.133840417627629	-0.0452251084798193	0.945055295857578
6330416G13Rik	0.782903731822361	0.140737998545661	0.555528247580558	0.254174155944607	-0.227375484241803	0.73252726811404
Sfn	-1.00667938178953	0.140737998545661	0.305242654230745	0.643285000598118	1.31192203602027	0.0772155672521909
Fancb	0.590517788408172	0.140737998545661	0.00286982786998726	0.996541747317094	-0.587647960538185	0.166534364083013
Pcdh18	-0.731298055003789	0.140737998545661	-2.18587985715693	0.00229424396916213	-1.45458180215314	0.0315455872802724
Mb21d2	0.72835141659304	0.140763004918892	0.566674237776309	0.209922878147142	-0.161677178816731	0.803664021207094
Prcp	-0.733463637945332	0.140838038639895	-0.25929433437779	0.602431403393918	0.474169303567542	0.37256721817566
Rhoq	-0.677322242076485	0.140838038639895	0.67862236510045	0.106065122298317	1.35594460717694	0.0215572138567683
Dctn4	0.506614547421603	0.140913976607314	0.2710415290882	0.406399016828956	-0.235573018333403	0.548304287472444
Zfr2	0.825472495262161	0.140913976607314	0.706193886084689	0.168110423180732	-0.119278609177472	0.880295128815279
Hn1l	0.433605798589483	0.140913976607314	0.369794706914202	0.167523622744614	-0.0638110916752817	0.880776865768526
2810474O19Rik	1.31795661690099	0.140954258567291	0.950058246871331	0.241533765102922	-0.367898370029655	0.743855374006718
Brsk2	0.448333300653934	0.140954258567291	0.126663935991799	0.69446272759388	-0.321669364662134	0.318749288103077
Dbpht2	-0.803954501002128	0.140967972287226	-2.15551613179251	0.00269361783635761	-1.35156163079038	0.0386098374184484
Rhoa	-0.4237808428674	0.140967972287226	-0.194005514986784	0.486628492771797	0.229775327880616	0.470423606128881
Nrep	-0.792970920780107	0.14109961281208	-0.968649887834002	0.0578939709043683	-0.175678967053895	0.808482995330445
Enpp5	-0.785336564362424	0.141203393256335	-0.26477611617238	0.622842627783083	0.520560448190044	0.360517065271849
Plscr3	-0.850230343389779	0.141203393256335	-0.908258016708556	0.0898916929307602	-0.0580276733187765	0.946964880246148
Scfd2	0.740512421680544	0.14130863870706	0.890215150801902	0.0600363315445166	0.149702729121358	0.823631219729442
Parp14	-1.2282596352797	0.14130863870706	-0.683461526249671	0.371273892302634	0.544798109030029	0.58972769305723
Cryzl1	0.434612600409878	0.14130863870706	0.225649077395845	0.422813646011155	-0.208963523014033	0.532994314062918
Mrfap1	-0.585716213529003	0.141903685080534	-0.153423942504315	0.719697247370364	0.432292271024688	0.307444317051271
Zfp184	0.862900079941111	0.141978841708218	0.509840098180553	0.357343416966686	-0.353059981760559	0.603061540908238
Prkar1a	-0.469143466651175	0.142016434577307	-0.514502813093057	0.0821568166879764	-0.0453593464418816	0.926621049808645
Trdmt1	0.64812915153675	0.142016434577307	0.607540116071298	0.133568180421388	-0.0405890354654514	0.950536368872879
Gria4	-0.786255851500495	0.142016434577307	-1.39611591124035	0.0136627498980924	-0.609860059739855	0.284516970558998
Mgat2	0.399046408965521	0.142221683787563	0.975267253993744	0.00357691021185935	0.576220845028222	0.0589655241946882
Xpnpep2	-1.4130982161	0.142228253365789	-2.98453242230337	0.0143486094106847	-1.57143420620338	0.259403226854548
Khdrbs3	-0.899804943542539	0.142232009369429	-0.74689731986597	0.18008996151104	0.152907623676569	0.858634894815053
Cdkl2	-0.665674546758276	0.142384981541179	-0.290347705448286	0.513704954742198	0.375326841309991	0.451631066349869
4933430I17Rik	0.801828738268989	0.142384981541179	1.11047298339091	0.0350531126416753	0.308644245121922	0.611187545514871
Tbc1d2b	0.455419498587465	0.142384981541179	-0.80791696639936	0.0134807010273403	-1.26333646498683	0.00813509518840386
Rps6kc1	0.474641041278756	0.142384981541179	0.255024316730024	0.406811585533873	-0.219616724548732	0.552293997969833
Vkorc1	-0.56414019192438	0.142384981541179	-0.398945181366158	0.257821758854675	0.165195010558221	0.734318544513514
Gde1	-0.451639507656233	0.142472360419707	-0.704730439689925	0.022180950760878	-0.253090932033693	0.454452748413504
Rnmtl1	0.504356783077956	0.142591584321955	0.0816311964008882	0.837293640228979	-0.422725586677068	0.241676743955954
Slc39a4	-1.23249089460963	0.142591584321955	-2.27337899051653	0.0140700391348661	-1.0408880959069	0.26709420458862
Pknox2	-0.621973453207325	0.142615978069221	-0.466390714960629	0.22839943471591	0.155582738246696	0.7822462213707
Zcchc18	-0.754202314775196	0.142615978069221	-0.920374366300222	0.0580099480957171	-0.166172051525026	0.808366124901191
Trp53bp1	0.398798063529156	0.142866968963192	-0.439355235936863	0.0820432520159269	-0.838153299466019	0.0181116062259024
Dennd5a	-0.417317518074741	0.142866968963192	-0.171948136612499	0.543835135084252	0.245369381462242	0.428151037372183
Toe1	0.723519757968402	0.143262145631231	0.496687234269632	0.275841712011502	-0.22683252369877	0.7104877492397
Ssbp3	-0.395547078348032	0.143262145631231	-0.308500224873851	0.211394899305746	0.087046853474181	0.809270996240197
AA543186	0.965052123804667	0.143262145631231	1.10931172342673	0.0718110310703367	0.14425959962206	0.870931279710837
Gm11517	1.45507588435062	0.143262145631231	2.13102594095415	0.0251734963329801	0.675950056603527	0.443506566750314
Dusp11	0.562945749834714	0.143262145631231	0.46787075102739	0.181426958327887	-0.0950749988073244	0.860289242004943
Ulk1	-0.400897133609691	0.143262145631231	-0.4400005120735	0.0832751726497962	-0.0391033784638087	0.92653517342089
Efcab11	0.611690576281408	0.143262145631231	0.318333937900252	0.425990594017012	-0.293356638381156	0.534363779865436
Atp10d	0.578585124753387	0.143262145631231	-0.129982835781734	0.768574250852224	-0.708567960535121	0.0991307963439938
Rab4a	0.459086843328271	0.143302493021526	0.291737423092978	0.320902204823835	-0.167349420235292	0.655546233329869
Mapk11	0.672973901480601	0.143380680166504	-0.236796843280423	0.614977998421843	-0.909770744761024	0.0764366977662989
Kctd3	0.466982073871412	0.143390928836538	0.194362442855481	0.540541423920779	-0.272619631015931	0.432878456511161
C77080	0.804839601299392	0.143748454141925	0.450447093636617	0.391811235971847	-0.354392507662775	0.572489166970344
Rwdd2a	0.742602961533188	0.143858957834179	0.259646303812999	0.622412774769433	-0.482956657720189	0.365740296421422
Cited2	-0.728916751338824	0.143858957834179	-2.00207383434313	0.00249222981518822	-1.2731570830043	0.0344004324976309
Ska1	0.734056117787869	0.143858957834179	-0.560068996608911	0.224899154441995	-1.29412511439678	0.0336190148283921
Col9a2	-1.05807078529888	0.143858957834179	-0.549873404200476	0.413153261525874	0.508197381098401	0.548530586809497
Kcnc1	0.606310068935762	0.143858957834179	1.10778137536102	0.0116303442417797	0.501471306425262	0.236283887316066
Serpini1	-0.889543092368396	0.143858957834179	-0.240446034796252	0.707862033466453	0.649097057572144	0.314243738681936
Zfp870	0.565941249969062	0.143858957834179	0.552798821250815	0.119932164723623	-0.013142428718247	0.981300155260943
Tubb5	-0.793863800968395	0.144048393099505	-0.732910139653304	0.140281709402181	0.0609536613150908	0.942164427843173
Chd3	-0.485919739280685	0.144048393099505	-0.601286498985673	0.0557113532767234	-0.115366759704988	0.795230139650408
Zfp790	0.506826329094542	0.144048393099505	0.620881089725927	0.0576096565260574	0.114054760631385	0.804354709586641
Psmc3	-0.474404727755033	0.144048393099505	-0.115815465491487	0.740591754030802	0.358589262263546	0.299737695543579
Prr13	-0.587093480735897	0.144048393099505	-0.334581517832749	0.378718005667116	0.252511962903148	0.589645818465862
Arx	-0.526604926624833	0.144048393099505	-2.09231103321651	0.000743694322732323	-1.56570610659168	0.00776499545427429
Eefsec	0.587780880613536	0.144048393099505	0.225515367787453	0.575961101494736	-0.362265512826083	0.404909397805898
Sirt2	-0.377592269112133	0.144048393099505	-0.0828792300681117	0.770788726903971	0.294713039044021	0.282555830823154
Mmadhc	0.67277038424974	0.144048658867766	0.743120860450005	0.0825239450365635	0.0703504762002643	0.919970581921164
