genes	logFC_TgvDMSO_6h_MIN6	logFC_TgvDMSO_24h_MIN6	logFC_Tg_24hv6h_MIN6	FDR_TgvDMSO_6h_MIN6	FDR_TgvDMSO_24h_MIN6	FDR_Tg_24hv6h_MIN6	MIN6_DMSO_24h_n_1	MIN6_DMSO_24h_n_2	MIN6_DMSO_24h_n_3	MIN6_Tg_6h_n_1	MIN6_Tg_6h_n_2	MIN6_Tg_6h_n_3	MIN6_Tg_24h_n_1	MIN6_Tg_24h_n_2	MIN6_Tg_24h_n_3	avg_expression
0610039H22Rik	2.92106037384688	2.4515335717558	-0.469526802091084	0.000132991168601092	0.000412792791522838	0.285694590628623	2.92561394375772	1.21310095494602	1.03106212021655	15.7807103384289	17.7215402059773	14.1476533555732	12.0822487954759	11.3102708855028	7.98258495706012	9.35497617299317
1110002L01Rik	-0.0876565547464323	0.589820720220569	0.677477274967001	0.715480957013073	0.00315100674353931	0.00391658954026795	17.748455940712	14.9702434511554	15.2401206777463	21.9256233035444	16.9876178338106	12.7447681232353	29.6924696605865	22.8240846793346	25.7452108985294	19.7642882854061
1500004A13Rik	0.0700103413159308	-0.622450752670175	-0.692461093986105	0.814431197899548	0.0222929247045406	0.0255735429823058	6.45576242538987	4.61902884963013	5.78850501670211	6.78366165002731	5.4660541941464	8.16054505372482	4.68997631990618	3.76095240415799	3.43047784108736	5.46166263941913
1500012F01Rik	1.28068466501926	1.6419768951692	0.361292230149944	1.57848916976329e-05	7.37427694255904e-08	0.0560521838189222	29.8159390999699	22.4562222844538	21.9738922664037	74.6269364242777	66.6118597986194	69.8028503790992	75.3490598312882	92.2411672350112	85.7798470964695	59.8508638239547
1700011H14Rik	-0.652554661727651	-2.63259942188604	-1.98004476015839	0.336446023723715	0.00247726724243199	0.0589428855207827	4.15926263718769	6.12490499286924	4.98382835237493	1.69030744841784	4.80369655968937	6.61073900613502	0.35427545070282	0.433161835497457	1.75903538188703	3.43546796275127
1700018A04Rik	-0.245223863799148	-2.18814547165537	-1.94292160785622	0.70471484037256	0.00417892510451102	0.028238090832208	4.80400659892989	5.66987561175253	7.57083683128196	5.30444044989207	6.94548692946684	6.4481137513758	1.25460150854633	2.12394900010728	1.02018330158506	4.57127710921531
1700025G04Rik	-0.251344930861959	-0.765091038702599	-0.51374610784064	0.0597955080352946	5.88942129612583e-06	0.00169173662476289	12.3610692967332	10.5964665124837	13.7565600774843	12.4576040194692	13.2850989928379	11.034750910194	7.62253379121106	7.85146904827436	7.96340857000509	10.7698845798548
1700029J07Rik	0.0505994733043312	0.831413057450144	0.780813584145813	0.925786910784771	0.029317286387274	0.0722075186887037	3.73192117090263	1.68524895435541	3.17152518796538	4.11795908466302	3.54107418349365	2.49770592835399	6.73976720559679	5.68841085612673	4.20515901312946	3.93097462050967
1700057H21Rik	5.95652025309974	7.45131051809279	1.49479026499305	0.223050876024062	0.0301439485293858	0.373954590065894	0	0	0	0.155935872909377	6.8177730436698	0	2.58740104362109	5.32806178683038	2.87909437680528	1.97425179153733
1700061G19Rik	1.44061578626715	1.86631736423543	0.425701577968282	0.0365624215384742	0.00224875572874955	0.422065380401923	1.34444988120842	0.541077615342524	0.780407692546799	2.12123601290491	5.44519286980675	2.48355488199079	3.42427786954266	3.19154699038523	3.91111191309394	2.58253952520245
1700066M21Rik	0.471689611934136	0.619444498494068	0.147754886559933	0.00387789973641364	0.000116503136082191	0.309872742197761	21.5440122252328	19.3108336250541	23.1648427613667	36.6309804330674	30.9758614308669	35.7527533122599	36.5958764659902	38.9449511260109	31.821317463626	30.5268254270528
1810011O10Rik	-0.101057554023697	-1.89065357995122	-1.78959602592752	0.826903896341791	0.000586781724769204	0.00404085663725337	7.09905821837529	11.0255864403595	7.14581472156092	8.06227124728149	7.4516569010358	12.4337681088828	2.27790331113053	2.5952284426555	2.58707503730963	6.7420402698435
1810032O08Rik	1.3368176262186	1.54196762409254	0.205149997873947	3.14658123010544e-05	7.47483788793886e-07	0.325373969862616	8.26395708153897	5.22633986777483	7.64085230345757	22.6003162583409	24.4007653411963	16.6365157105223	23.4289256558805	22.4019718524084	20.9898522943956	16.8432773739462
1810058I24Rik	-0.325056821121127	0.864484171709239	1.18954099283037	0.132959318877063	3.29769848828081e-05	1.42062547725789e-05	22.7656697378382	25.7001972663763	29.3775673367385	24.2407224860659	27.8209125814268	22.8410515883521	46.4669531428351	54.8724888629866	53.046539942536	34.1257892161284
2200002J24Rik	-1.27916164681059	-2.2266778315499	-0.947516184739306	0.0176734536327514	0.000245890433231977	0.202734107281239	26.5238223912461	13.3767818416004	16.9379996291312	7.76100508447324	18.0265831111622	6.32355116406522	3.95365595190073	4.41967092481339	4.77646476938843	11.3443927630868
2310030G06Rik	-0.71454694735225	-0.619218449651128	0.0953284977011219	0.00121093761132422	0.00106901213340812	0.67893981727437	49.8673487836964	50.9295892058085	42.6416863683762	35.4494217747316	31.0745257476524	35.6662607342061	30.7915855191165	38.9367848634803	32.896319083127	38.6948357866883
2610015P09Rik	0.340672051114274	0.609918407258589	0.269246356144315	0.207520979872461	0.012298395579062	0.29593369266909	6.50201327155597	4.41028153927477	5.03373825765893	8.07878802667305	8.93698131990521	7.20696581448146	11.121895743914	7.77051668224809	7.48896467598321	7.39446059241052
2610037D02Rik	2.94435182107186	5.56405543009361	2.61970360902174	0.168060164729827	6.01563794698443e-05	0.00695980045971322	0	0.0522620901627217	0.0753787183854268	0.239035821705753	1.5439035761932	0	2.33420786144008	2.96997991091839	1.71429414559433	0.992118013822211
2700089I24Rik	1.96425489830232	4.65169755973566	2.68744266143334	0.531555271134645	0.00765534205774492	0.0705123539371482	0.0354231672877069	0	0.11235637375102	0	0.944114165324828	0.204320473016568	1.58405919911951	2.35180559781994	0.579916108738009	0.645777231673065
2700094K13Rik	-0.571632696579802	-0.68863488242253	-0.117002185842729	0.00377734132008491	0.000291019792970611	0.570508639528137	132.48629752894	147.283421537119	132.113720834228	111.557304307009	99.0735885447569	114.535316703875	79.8666784274768	92.8114621490176	105.521565038551	112.805483896775
2810004N23Rik	0.297407172863891	0.618858597541986	0.321451424678095	0.099104116170118	0.000504202963436816	0.0668379547060452	28.144424100882	29.7049224428767	25.6965205556141	37.3964011276083	47.8964589430967	40.6066981174078	45.3726363221025	51.0864549417988	44.1780574200671	38.898063774606
2900008C10Rik	-0.298050961506173	-0.734621819497841	-0.436570857991668	0.358945322800518	0.0184051791870522	0.229132666191944	12.2298224596343	10.6974606268612	10.9178175443519	8.41251102600071	14.2684459746656	12.5346103126407	7.65065650692388	8.17720365041302	6.47584536665247	10.151597052016
2900076A07Rik	0.743767587501971	0.900110767897	0.156343180395029	0.0313188050884046	0.00439283327189722	0.633175314223294	19.1729344713865	10.4436668862993	16.8258274461568	32.7070928559944	22.217637447931	32.4919794835609	40.5854886491035	28.0175567555135	25.1229640467833	25.2872386714144
3110045C21Rik	0.600363057082624	1.06518380353363	0.464820746451009	0.214085874543408	0.0106724905381228	0.272779446022716	5.53097646128645	3.17666020989957	4.28033237411485	7.92511444308765	10.258195520112	6.0297041794625	11.5350213927072	8.90748655551598	8.98480377325489	7.40314387882679
4632428C04Rik	0.00834978060617226	-1.3142053817194	-1.32255516232557	0.990097367816643	0.0364451528334515	0.062087926215375	1.59929472737991	2.16232604319192	2.81816439927393	2.95725832124595	3.37448877892512	1.58870107499167	1.07843898523251	0.659287299456693	1.06365224711464	1.92240131964582
4930426D05Rik	-0.550971281823258	-1.18540235039758	-0.634431068574319	0.271819307473132	0.0183518080871656	0.302645943180441	3.95255677780963	6.00937734004724	5.14981730842275	3.65068869642865	6.11854123089367	3.53105103706732	2.04041678455369	3.430289008193	1.96083910671994	3.98261969890399
4930550C14Rik	-0.535743008600462	-2.02065329524825	-1.48491028664779	0.113293926431239	2.20495867115355e-05	0.00399403191302394	15.015442477075	11.6588822578367	16.041438292779	10.5885121915085	8.36651534380822	14.9880711738047	3.34227527057551	2.92865724428697	4.92495044569117	9.76163829970731
4930556G01Rik	4.707677584942	7.12111209078491	2.4134345058429	0.367995129525839	0.0244051892187871	0.193002046727495	0	0	0	0	1.69392200622043	0	1.23737957641658	1.89113304162189	1.63504125102522	0.717497319476013
4930557F10Rik	-0.86204232738823	-2.1031677145669	-1.24112538717867	0.108625365473031	0.000981525116263476	0.105777201158385	12.2933961111326	9.63216849290514	10.9565984688632	7.67978054146462	8.80049275534929	5.27416253973536	4.21876990785909	1.71938728580113	2.1830495824128	6.97308952061369
4930564B18Rik	7.47269976419738	7.66906259696477	0.196362832767389	0.0439713296622902	0.021795826643232	0.890464481727939	0	0	0	0	7.69156990527938	2.57740048930681	2.458117180682	2.52071277573146	2.1336441641687	1.93127161279648
4930579G24Rik	-0.582788518793643	-0.816939902510165	-0.234151383716521	0.000749666480519272	7.4580294033803e-06	0.153465091826527	58.9332661533318	50.7899660861879	52.3699962635131	46.4444979234106	41.7207717749151	38.6122111168064	30.2363031689728	35.0007522546881	34.9760982697726	43.231540334622
4933400B14Rik	3.03038557417354	5.00619033271476	1.97580475854122	0.314794743107025	0.0101449825032387	0.154313771845817	0	0	0.209892735013408	0.403392391064134	2.86600914374105	0	4.36831049082342	2.23977443978593	1.35417526925402	1.27128382996466
4933432K03Rik	-1.01241598129515	-1.75916293462726	-0.746746953332107	0.0414029067541978	0.000966317993190857	0.254822775989392	17.453297132625	16.1050110027292	13.5245456122208	6.34400415615233	14.8075292675852	10.4213708598903	5.6556485476101	5.36264510244841	4.21495558681376	10.432111918675
5330417C22Rik	-0.361889082728689	-0.616773656846774	-0.254884574118085	0.00592111583734967	2.49527123518596e-05	0.0499403401110499	110.250422583245	123.599314223902	129.917039881165	109.316766746062	112.408699256014	116.125780421	84.5276087371407	86.3524268212587	87.701577506322	106.688848464012
5830444B04Rik	0.686090380434107	0.974465877352967	0.28837549691886	0.181267671198938	0.0304746588804967	0.544422453969027	1.23214910259459	1.18454213096656	1.64442179597584	2.41340451492827	4.03767926041306	1.94180973887468	2.62378344872885	3.4709728353813	2.66612765792174	2.3572100539761
6030419C18Rik	1.07573601150142	1.87424230381338	0.798506292311962	0.0508316032642875	0.000181016844881233	0.0627286751264446	2.29947528014618	1.30116885970969	1.8873664634165	2.9879325325216	8.26563344810506	4.77015230551724	6.47509191561543	8.54709911637373	7.05842492378069	4.84359387168735
