genes	logFC_TgvDMSO_6h_QGP1	logCPM_TgvDMSO_6h_QGP1	F_TgvDMSO_6h_QGP1	PValue_TgvDMSO_6h_QGP1	FDR_TgvDMSO_6h_QGP1	logFC_TgvDMSO_24h_QGP1	logCPM_TgvDMSO_24h_QGP1	F_TgvDMSO_24h_QGP1	PValue_TgvDMSO_24h_QGP1	FDR_TgvDMSO_24h_QGP1	logFC_Tg_24hv6h_QGP1	logCPM_Tg_24hv6h_QGP1	F_Tg_24hv6h_QGP1	PValue_Tg_24hv6h_QGP1	FDR_Tg_24hv6h_QGP1
ANKMY1	0.0334498699560408	3.0801038962027	0.0187310440195635	0.893696342712668	0.945422802607525	0.0492495648183715	3.0801038962027	0.0418283584518651	0.841807910284159	0.9129170709702	0.0157996948623308	3.0801038962027	0.00418507846353641	0.949618834864488	0.97997444017407
AKR1C1	-0.0280620255159789	6.10302806303257	0.0186585390875921	0.893900540556297	0.945569189723272	0.882042717263758	6.10302806303257	18.4307382629486	0.00137066486145387	0.0115290267329771	0.910104742779736	6.10302806303257	19.513363575983	0.00111928362650776	0.0285137216155372
STK16	-0.0287770761516847	4.60654022360405	0.0185826984557031	0.894114989429392	0.945638431850768	0.311921562721878	4.60654022360405	2.22424672809358	0.164904563076127	0.318159945360145	0.340698638873563	4.60654022360405	2.62421103671853	0.134480073276664	0.37003932882315
MEPCE	-0.0380756398768289	6.04314659284381	0.0185794204016397	0.894124206679346	0.945638431850768	-0.00240798557234906	6.04314659284381	7.46996912184679e-05	0.993263992513036	0.996663443210328	0.0356676543044799	6.04314659284381	0.0162923374656937	0.900813454733481	0.959310236985021
PHC3	0.0331962126156736	5.96201124995824	0.0185389011695814	0.894238941926119	0.945638431850768	-0.164657901147423	5.96201124995824	0.457699409866085	0.513141649127649	0.671995709331614	-0.197854113763096	5.96201124995824	0.658425592636661	0.434895644154623	0.6734624149968
GS1-124K5.4	0.0694931452663526	0.799977199087002	0.018538981630833	0.894249363744603	0.945638431850768	0.803202482177456	0.799977199087002	2.98730717472474	0.112910441468008	0.244545665932369	0.733709336911103	0.799977199087002	2.33605918997796	0.155701797968319	0.39947537828807
PAH	0.0588747776465389	0.0167006109242984	0.0185268816360119	0.894295122868198	0.945638431850768	-1.61235294895501	0.0167006109242984	10.0661114386733	0.00932879402323543	0.0436965943716336	-1.67122772660155	0.0167006109242984	10.0622078043649	0.00933881309683336	0.0902299461443692
NEDD1	-0.0397591304048762	5.25130782557996	0.0184460336842868	0.894502412974034	0.945782033008705	-0.60997994254253	5.25130782557996	4.31344222613233	0.0628813793224059	0.162942621815599	-0.570220812137653	5.25130782557996	3.74070987637614	0.0801326124496806	0.278198431718731
MYLK4	0.0862405044415514	-0.0850769450443233	0.0184212714596587	0.894601067657527	0.945782033008705	0.881733558637991	-0.0850769450443233	2.50892206366344	0.142780592214994	0.288087919629297	0.79549305419644	-0.0850769450443233	1.88071798064714	0.198796466868725	0.455121905607705
QSER1	0.0300853313096068	5.89419927919913	0.0183857937721642	0.894673643274206	0.945782033008705	-0.636781600664263	5.89419927919913	8.15669255431867	0.0161143048833374	0.0635809129233794	-0.66686693197387	5.89419927919913	8.90272423718283	0.0128666199464167	0.10727908424273
LINC02210	-0.0626270243560585	0.394665319127332	0.0183636836754001	0.894755218834914	0.945782033008705	0.416935960186634	0.394665319127332	0.981705816165044	0.343939249730245	0.521590970297128	0.479562984542693	0.394665319127332	1.16575493933176	0.304319495226071	0.566522101281041
LACC1	0.0467683589995606	5.01850397746482	0.0183554310939782	0.894760100976006	0.945782033008705	0.170613100822646	5.01850397746482	0.248162019984991	0.628509890279528	0.762341530205648	0.123844741823086	5.01850397746482	0.129697667101591	0.725793475194053	0.86687122128372
PHACTR4	-0.0340246525939705	5.68914509710882	0.0182989559960904	0.894921013940756	0.945882525476229	-0.723198326184093	5.68914509710882	8.16411841054533	0.0160774301684923	0.0635401270427952	-0.689173673590122	5.68914509710882	7.38477699418549	0.0205709807640565	0.137318448003122
LRRC41	0.0401207992396909	6.12459372071254	0.018124469673646	0.895419878144715	0.94628639379639	0.314538389293813	6.12459372071254	1.11863715371634	0.313637309634513	0.490391117785091	0.274417590054122	6.12459372071254	0.849568234079839	0.377103971137822	0.629320411279195
TSSK6	-0.0858150161123412	0.448739510564731	0.0181248430858736	0.895434862680505	0.94628639379639	0.386697552576179	0.448739510564731	0.434775266491049	0.523760932326267	0.680429266092022	0.47251256868852	0.448739510564731	0.590803288230798	0.458938615418911	0.692703051449701
ABI1	0.0270258499728904	6.63656086860583	0.0180824814278421	0.895540288932944	0.946328193513106	-0.0275876110149566	6.63656086860583	0.0189082549287815	0.893197754216762	0.943043696402519	-0.054613460987847	6.63656086860583	0.0739265822146126	0.790907296958768	0.904919897109721
FAAP100	-0.048821962961743	4.12015012145656	0.0180021923874596	0.895771058911674	0.946502429562012	-0.115977986790521	4.12015012145656	0.102672690387355	0.754851447150044	0.854748631651102	-0.0671560238287776	4.12015012145656	0.0339113652469965	0.857358775559322	0.938574675847878
KIAA0232	-0.0220648413557994	7.01029102814651	0.01790704204856	0.896044953629211	0.946692564918631	-0.133432707027866	7.01029102814651	0.656127356003926	0.435674981353234	0.604783726168766	-0.111367865672067	7.01029102814651	0.456086358471282	0.513869733826348	0.737119580244565
IL11RA	0.0510024991055838	2.19923891460355	0.0178942960858275	0.8960827995102	0.946692564918631	0.614720985194895	2.19923891460355	2.86743419974252	0.11943880814008	0.254050624480365	0.563718486089311	2.19923891460355	2.31509353845683	0.157288471505692	0.401351009174205
PLAGL1	-0.0350799222482834	2.04422973281961	0.0178174287169395	0.896304852313939	0.946857526902129	-0.2453835657829	2.04422973281961	0.892045774516514	0.365889663991577	0.542005662291502	-0.210303643534617	2.04422973281961	0.621989915453927	0.447535432725497	0.684493050421178
PHF12	0.0332673081307508	6.32130676148614	0.0177841837896872	0.896399867919349	0.946888272244806	-0.349372767777371	6.32130676148614	1.95916717344548	0.190081387610326	0.34901627073746	-0.382640075908121	6.32130676148614	2.34396313011575	0.154947200339932	0.398205989281478
ATG9A	-0.0272718841776165	6.34708662415029	0.0177217280816494	0.896580769421033	0.947003780773141	0.0985714523756622	6.34708662415029	0.232594105865967	0.639376558459778	0.770965556390228	0.125843336553279	6.34708662415029	0.377729915870257	0.551738613032086	0.762802128266669
EEA1	0.0564074630960334	6.21840384404858	0.0177009389003626	0.896641057084524	0.947003780773141	-0.428846551804318	6.21840384404858	1.02077349169849	0.334763155252043	0.512982132090757	-0.485254014900351	6.21840384404858	1.3024509132532	0.278804887998102	0.542464572280143
EID2	0.0265238011903458	3.91541453256646	0.0176558306634223	0.89677212347049	0.947072581472988	-0.0551574914991477	3.91541453256646	0.0777397982368834	0.785729530999034	0.875293923878111	-0.0816812926894935	3.91541453256646	0.167248941368042	0.690680846935809	0.84929564727209
NMB	-0.0577299535207938	2.03290762951498	0.0175648792960103	0.897038002548505	0.947283736004986	-1.30179110324839	2.03290762951498	7.72985838483255	0.0184258039092507	0.0694217411382891	-1.2440611497276	2.03290762951498	6.80324797472097	0.0249449449301371	0.152369703561163
MYO7A	-0.027126220477084	3.01267256589155	0.0175402992249851	0.897108498042059	0.947288547068888	-0.191049111403287	3.01267256589155	0.886238801491507	0.367387510499301	0.543219374425515	-0.163922890926203	3.01267256589155	0.635280104952879	0.442853169828285	0.680576448197812
NARFL	-0.049499987710268	3.66354035102177	0.0174386110612987	0.897405121001215	0.947510131489236	0.460022997460141	3.66354035102177	1.56952911763521	0.237115649005102	0.405717414674522	0.509522985170409	3.66354035102177	1.87698507260109	0.198898585074008	0.455121905607705
ITGA10	-0.0477564717859593	0.624876763058136	0.017426488950977	0.897450254710709	0.947510131489236	-0.287066022542515	0.624876763058136	0.640850886378946	0.440984026004949	0.609620527096526	-0.239309550756556	0.624876763058136	0.415228928091902	0.53302955694687	0.750664262643284
PRKACB	-0.0261520451622008	8.45832638593497	0.0172699557039315	0.897899108816089	0.947847360714073	0.516734407433325	8.45832638593497	6.72373330047928	0.0256135790748199	0.0869892853401566	0.542886452595526	8.45832638593497	7.40999608648711	0.0204035378563186	0.13652409168322
SNRPC	-0.0333210528334819	5.32918328669767	0.0172691041227435	0.897901624109552	0.947847360714073	-0.180907416686113	5.32918328669767	0.511868004117908	0.489736173003745	0.652648410145808	-0.147586363852631	5.32918328669767	0.338144286746194	0.573017063405829	0.776453794839477
NFYB	0.0263688265564418	4.71677614800874	0.017180536105048	0.898162179590986	0.947998668892076	-0.14243301199347	4.71677614800874	0.505876976313098	0.492230072843153	0.654597201295926	-0.168801838549912	4.71677614800874	0.703864848664215	0.419941003036611	0.662661736557991
KRIT1	0.0320854581844588	6.58600324011206	0.017175507160253	0.898176937372271	0.947998668892076	-0.0797921611479355	6.58600324011206	0.106542567913447	0.750446347419485	0.852059802540972	-0.111877619332394	6.58600324011206	0.209051768276502	0.656706905082171	0.829457657676321
SHARPIN	0.0465436178491828	3.18978429178683	0.0170917119785022	0.898424391285462	0.948190185513293	0.383373264494215	3.18978429178683	1.20950122905326	0.295697798976693	0.471894532337167	0.336829646645032	3.18978429178683	0.911674793022391	0.360866145303877	0.61624825337236
KLC1	-0.0227856092783295	6.54878110808971	0.0170671987758391	0.898496494618998	0.948196623940096	-0.307213323317421	6.54878110808971	3.10221037584949	0.10685571249798	0.235082567495556	-0.284427714039092	6.54878110808971	2.65187276344328	0.132650749963482	0.367254425458944
GPATCH8	0.0346846478857234	7.49416342347747	0.0170113479929734	0.898661681906556	0.948301287077243	-0.420709205596646	7.49416342347747	2.49496063892967	0.143461148837677	0.289055100168594	-0.455393853482369	7.49416342347747	2.91841062217018	0.116545159467979	0.343249033234668
RPL35A	0.0520191850956732	7.57050124288084	0.0169309282102745	0.898900022674402	0.948427516002163	0.16433406540058	7.57050124288084	0.169160578209382	0.68902250378532	0.807579121267839	0.112314880304907	7.57050124288084	0.0789586380955092	0.784103295149003	0.901226333155499
COX7B	0.0581196033899749	5.80354012673714	0.0169264408804623	0.89891334107514	0.948427516002163	-0.149563523994635	5.80354012673714	0.112093347448024	0.744281419459011	0.847597206002881	-0.20768312738461	5.80354012673714	0.215370403255596	0.651941987304724	0.826929064949644
COLQ	-0.0417782392173688	1.75776016566064	0.0168373541099289	0.89917978015704	0.948638960250865	0.225599294942501	1.75776016566064	0.534016521697473	0.480718958805607	0.644397551759013	0.26737753415987	1.75776016566064	0.718015846172017	0.415465005412842	0.659146357566083
KATNAL2	-0.0380843904242667	3.35149110194045	0.0168098361345594	0.899260251766349	0.948654191281787	-0.0328724939672323	3.35149110194045	0.0129194973338028	0.911621002756639	0.953432391205727	0.00521189645703447	3.35149110194045	0.000318510661043752	0.986091357359881	0.994467422943633
RPL37A	0.0699010796217695	8.88201516799171	0.0167820613151822	0.899342746836694	0.948658801155591	0.246156049151898	8.88201516799171	0.208019599048438	0.657493621551117	0.783733269764632	0.176254969530128	8.88201516799171	0.106675747210901	0.750296356527403	0.88142141867082
HLF	-0.0419248304933408	2.33451776087767	0.0167674178166839	0.899396691614865	0.948658801155591	-3.2528483290503	2.33451776087767	62.6160925063035	9.13916784588074e-06	0.000393093668484799	-3.21092349855696	2.33451776087767	59.0585236109788	1.19410167227009e-05	0.00266997763513679
ATM	0.0231373633650704	7.53085226596356	0.0166002214193747	0.899886253673394	0.949033465479638	0.197747178325972	7.53085226596356	1.21487183876552	0.294680232598698	0.470636600501711	0.174609814960901	7.53085226596356	0.946125381961343	0.352304777116216	0.608131659978822
HNRNPAB	0.0266617045511704	7.89264179831097	0.016595249556233	0.899901156585565	0.949033465479638	-0.541242057517621	7.89264179831097	6.7978033313243	0.0249795655260777	0.0858097652672483	-0.567903762068791	7.89264179831097	7.47183291124763	0.0199999194964498	0.13508173177527
SRSF6	0.0181123743094769	7.4542312285508	0.0165653621014213	0.899990791375903	0.949033465479638	-0.374161638803595	7.4542312285508	7.05233640821999	0.0229404628130633	0.0807750864192376	-0.392274013113072	7.4542312285508	7.73826528380315	0.01836707706144	0.129153905562725
ENOX2	0.0212707355915525	4.47799262526216	0.0165266409822512	0.900107117572301	0.949033465479638	0.00407714268288416	4.47799262526216	0.000615616322191711	0.980664515021111	0.990106572689105	-0.0171935929086683	4.47799262526216	0.0108218341806169	0.919082364629783	0.967575644897513
BRD7	0.0529061888877943	6.56050713099595	0.016515749322228	0.90013976638336	0.949033465479638	-0.680472712236231	6.56050713099595	2.70510445013878	0.129219568828459	0.268076393601104	-0.733378901124026	6.56050713099595	3.13095428313164	0.105433043681133	0.324117663672958
CPSF2	0.0277089214173304	6.68710147500749	0.0164982748966491	0.900192291596662	0.949033465479638	0.0503801494775631	6.68710147500749	0.0547612108362024	0.819418543992584	0.898333852487596	0.0226712280602327	6.68710147500749	0.0110660496141848	0.918178001269559	0.967321256469151
GRAMD2B	-0.0247521998266218	3.70487189281772	0.0164910061369326	0.900214327863777	0.949033465479638	-0.818483487509762	3.70487189281772	17.4924423220472	0.0016448332592258	0.0129976207932001	-0.79373128768314	3.70487189281772	16.2144368105502	0.00213072865576818	0.0412534337853986
RPRD2	0.0331585552562851	7.99220405723695	0.0164025020436814	0.900480673519565	0.949244596109632	-0.496645541438648	7.99220405723695	3.66166084960526	0.0829505149387607	0.197165304038755	-0.529804096694933	7.99220405723695	4.1615051074322	0.0669704314372148	0.253717620787718
TNNI3	-0.0335164514731373	1.81355387048654	0.0163048409186041	0.900777084054315	0.949487386420448	-0.235432752514511	1.81355387048654	0.821989881331947	0.384686832161612	0.559296734220597	-0.201916301041373	1.81355387048654	0.574424002271245	0.464974333005675	0.697885451539703
PCYT1B	-0.0236785978066305	5.87086196073848	0.0162816553147161	0.900845784117391	0.94949013460238	-0.093220084161317	5.87086196073848	0.2534986890846	0.624883894935874	0.758862624249203	-0.0695414863546865	5.87086196073848	0.140483645918684	0.715164888426637	0.862505186277503
HNRNPA2B1	0.0397214603484531	10.5655027081505	0.0162165588695473	0.901043026216096	0.949535074288623	-0.958849001916282	10.5655027081505	9.27871192907659	0.0115297972468257	0.0506341385444478	-0.998570462264735	10.5655027081505	10.0470464425674	0.00928070685125915	0.0899639909751613
MALINC1	-0.0431950591277895	1.56991575138656	0.0161945656299352	0.90111192676333	0.949535074288623	-0.713086129891465	1.56991575138656	4.23965591189848	0.0648517380645958	0.165982552830213	-0.669891070763675	1.56991575138656	3.50268238450746	0.0890255266289877	0.296425220692914
ROMO1	0.0881508462052618	4.05857709162972	0.0161605861221853	0.901213059410417	0.949535074288623	-0.0711049275788842	4.05857709162972	0.0105087176195043	0.920257069721579	0.957307245736438	-0.159255773784146	4.05857709162972	0.0521164299737558	0.82374938372818	0.921865205783208
GPATCH2	-0.0351171889244334	5.53402431926524	0.0161544975154059	0.901231453324807	0.949535074288623	-0.223392779247882	5.53402431926524	0.656653787409029	0.435496286401617	0.60474301151023	-0.188275590323449	5.53402431926524	0.464136896431561	0.51025471994035	0.734277416680551
BAZ1B	0.0314145440301832	8.69913066541245	0.0161370031182807	0.901284630705834	0.949535074288623	-0.506755761970679	8.69913066541245	4.17785549797161	0.0665149920067121	0.16918455650999	-0.538170306000863	8.69913066541245	4.70647752516132	0.0536404403718081	0.227480687665962
SMYD3	0.0252898626566883	5.64709804698581	0.0161295133341194	0.901307410827309	0.949535074288623	-0.019583987070844	5.64709804698581	0.00972091467202966	0.923293242402326	0.958799387042924	-0.0448738497275324	5.64709804698581	0.0507702441977119	0.825998125400092	0.922943849225925
LOC644794	-0.0385869405503297	2.93755783507548	0.0161152780996245	0.901351093420155	0.949535074288623	0.066302478478892	2.93755783507548	0.0496028058789132	0.827974733195284	0.903940932360719	0.104889419029222	2.93755783507548	0.121551013021874	0.734161198241292	0.872442697819042
CYTIP	-0.0767512938830824	0.0731016326325618	0.0160708952401044	0.90151106460524	0.949584539685189	0.255367608205398	0.0731016326325618	0.212868858587079	0.653916876705015	0.781349900253202	0.33211890208848	0.0731016326325618	0.318956881094491	0.584071582936275	0.783531832545584
WDPCP	0.032463257019459	3.29138046957682	0.0160564153961048	0.901530247582228	0.949584539685189	0.121481659208034	3.29138046957682	0.232699979291814	0.639302205592676	0.770940609883689	0.0890184021885753	3.29138046957682	0.122306727087469	0.733371590228201	0.871983092993521
TIMM29	0.0523064180196129	2.50384722055703	0.0159834617233535	0.901753305089044	0.949633937757403	0.432275559674313	2.50384722055703	1.15746818205254	0.305791480456409	0.482058642405001	0.3799691416547	2.50384722055703	0.866960065326037	0.37245187272321	0.625440514733096
EXOSC2	-0.0223196155708274	4.56990853821526	0.0159789267462204	0.901766574358557	0.949633937757403	-0.0189064913313231	4.56990853821526	0.0116154623180772	0.916179875469644	0.955551160471038	0.00341312423950424	4.56990853821526	0.000373922846288635	0.984930107566821	0.993994093804352
ZNF678	0.040142605705816	4.03067083608074	0.015976042724962	0.901775454467944	0.949633937757403	-0.802037525238061	4.03067083608074	6.2167072324168	0.0305184751683138	0.0989680393381481	-0.842180130943877	4.03067083608074	6.77554863254582	0.0251691554912494	0.153276849422335
LINC01876	0.0582664908557379	-0.075116712775884	0.0159392126591286	0.901918078542488	0.949676816729684	-0.564906349750805	-0.075116712775884	1.37455382954099	0.266939699359111	0.439746779185518	-0.623172840606542	-0.075116712775884	1.56948278965575	0.237459288712629	0.499391032300634
VBP1	-0.0176276105934009	6.70936416213331	0.0158944504874931	0.902025008637235	0.949676816729684	-0.166175695893124	6.70936416213331	1.41482145299924	0.260127805793378	0.431922799124788	-0.148548085299723	6.70936416213331	1.1274442723927	0.311831241500404	0.572403643533215
TMEM51-AS1	0.0516765393126203	0.579604512018445	0.0158987792518135	0.902027625935597	0.949676816729684	0.914892202783598	0.579604512018445	6.3561920490323	0.0291979657451805	0.0957666611633019	0.863215663470978	0.579604512018445	5.25148590627191	0.043571651927366	0.203471141774805
SSSCA1-AS1	0.0824221350647703	-0.617833502299494	0.0158866223360515	0.902080595927417	0.949676816729684	0.0429605521598523	-0.617833502299494	0.00448125981182285	0.947885883749608	0.972276162668938	-0.039461582904918	-0.617833502299494	0.0036641078334822	0.95286926982242	0.981801547373594
GPR155	0.0260536413349499	4.90627306574317	0.0158319507765599	0.90221675836592	0.94975056427675	0.608280787148858	4.90627306574317	8.79292908316619	0.0132918076414919	0.0558929569324391	0.582227145813908	4.90627306574317	7.99932743160689	0.016920572932002	0.12465689781597
ZNF708	0.047506381714595	5.07206198798036	0.0157499887507853	0.902468734011615	0.949836150678966	-0.379091559082665	5.07206198798036	1.00335776144385	0.338739007070178	0.516540131150639	-0.42659794079726	5.07206198798036	1.26225835499267	0.285938092879928	0.550494055523056
ATP5PB	0.0221810644569026	7.33195034246897	0.0157328191619098	0.902521573474621	0.949836150678966	-0.106192970089813	7.33195034246897	0.360998084122637	0.560535215912735	0.709359488354682	-0.128374034546716	7.33195034246897	0.526733553764084	0.483644103020846	0.71332414835224
MRPS17	0.0342217973169046	4.46273186998539	0.0157148519860059	0.902577007286519	0.949836150678966	0.333473302424416	4.46273186998539	1.52014528954167	0.244148718467682	0.413885929256107	0.299251505107512	4.46273186998539	1.21029802775952	0.295544673804671	0.559597538683027
KCNIP4	-0.0379581057480809	3.51187816409037	0.0157063344224167	0.902603543715983	0.949836150678966	1.52293518311895	3.51187816409037	27.9753470225406	0.000287185394771547	0.00389953249649154	1.56089328886703	3.51187816409037	28.344256990433	0.000272628381143601	0.0130118914402292
UBE2T	-0.0414648616530185	5.61412206491431	0.0156980783579592	0.90262864604408	0.949836150678966	-0.83031455356765	5.61412206491431	6.17649920843705	0.0309527915293497	0.0999176095845732	-0.788849691914631	5.61412206491431	5.54394604811318	0.0389058927866729	0.190693297773232
KLHL7	-0.0166648836777733	6.30375101587428	0.0156080679322037	0.902906613014244	0.949990929411023	0.123919136852293	6.30375101587428	0.867859189515127	0.372207724875912	0.547245540432642	0.140584020530066	6.30375101587428	1.11267030374262	0.3148694535228	0.575027470907793
FAHD1	0.0202125112605608	5.17951680961466	0.0156076331568739	0.902907987622032	0.949990929411023	0.146998631802027	5.17951680961466	0.834713982224193	0.381153254931598	0.555734056667749	0.126786120541466	5.17951680961466	0.616635564856145	0.449435323148039	0.686254161181632
MCCC2	0.021538340039296	6.70362981641598	0.01553481268036	0.90313344079249	0.950158550745142	-0.238037334872491	6.70362981641598	1.89817913044013	0.196572453606679	0.357056501266096	-0.259575674911787	6.70362981641598	2.25277907337478	0.1624578148084	0.408590505521267
SLC12A9	-0.0531311353463328	4.71844301447835	0.0153874556248939	0.903591417313382	0.95057076018776	0.431861984125635	4.71844301447835	1.03682252332765	0.331160152096908	0.508763420492374	0.484993119471967	4.71844301447835	1.2879348466885	0.281352524293725	0.544999440030465
FANK1	0.0524073623165799	0.82826211995177	0.015318191033905	0.903820220478388	0.950741838426633	1.15787171158679	0.82826211995177	9.95923212671167	0.00957218529199103	0.0444885195421362	1.10546434927021	0.82826211995177	8.38034498528084	0.015127722677543	0.117983096626267
CFP	0.0634379091874725	-0.285542291869906	0.015264898282257	0.904006321816114	0.950867976219819	0.134889709733757	-0.285542291869906	0.0763645646348237	0.787654925527159	0.876758922991102	0.0714518005462846	-0.285542291869906	0.0196581423558661	0.891152155066107	0.954468937573973
GNB1L	-0.0811229469271227	0.473357542679239	0.0150708705672566	0.904595261807951	0.951413840882749	0.138375681476439	0.473357542679239	0.0486913635849698	0.829556549473905	0.904683488713268	0.219498628403562	0.473357542679239	0.1111224914397	0.745382395642255	0.879066591069971
PPP1CA	0.0295781328523689	6.83274861397473	0.0150306010995419	0.904709667672887	0.951413840882749	-0.441088716804543	6.83274861397473	3.32715374782561	0.0963285629274093	0.21858413126128	-0.470666849656912	6.83274861397473	3.77780661706952	0.0788506749952124	0.275612845980832
RBX1	-0.0396466757039529	4.09285651758282	0.0150110123154446	0.904771556439101	0.951413840882749	-0.195524592202272	4.09285651758282	0.366846615219824	0.55742943551518	0.70742325712112	-0.155877916498319	4.09285651758282	0.230007267396772	0.641226490370367	0.820144209460531
HPSE	-0.0223856645879102	6.30617196621179	0.0149830757688585	0.904859615108178	0.951413840882749	-0.19540063702265	6.30617196621179	1.14415544373909	0.308445018301434	0.484655590481466	-0.17301497243474	6.30617196621179	0.893336949551958	0.36554691148703	0.619689986423557
RPL27A	0.0382456027146757	8.48940743669931	0.0149813318127237	0.904865120913007	0.951413840882749	0.207019838524822	8.48940743669931	0.439045568231972	0.521679897502604	0.679091464980284	0.168774235810147	8.48940743669931	0.291724911300611	0.600241055556098	0.794136505706737
EDARADD	0.0899045571080848	0.730241025671868	0.0149664549411425	0.904929906028974	0.951413840882749	-1.85965314476586	0.730241025671868	4.56320976726407	0.0570021228513174	0.152624857218908	-1.94955770187395	0.730241025671868	4.79646790864177	0.0519575389940482	0.223360618026581
DHRS1	0.0429152022717083	2.81136732813432	0.0149156340523306	0.905073230036903	0.951413840882749	-0.0750913892204563	2.81136732813432	0.0461463385173235	0.833973052024481	0.907778213773579	-0.118006591492165	2.81136732813432	0.111928558777203	0.744463128121707	0.878652423479826
CADM2	0.0364593446781774	6.18361823789771	0.0148803077869148	0.905184686633565	0.951413840882749	0.47275095736664	6.18361823789771	2.51860926294455	0.141761971348585	0.286475239892218	0.436291612688463	6.18361823789771	2.13845883189289	0.172550841611588	0.421719188600216
RPSA	0.0369450345592396	7.59023904947835	0.0148596276220757	0.905250237559514	0.951413840882749	0.143663881382742	7.59023904947835	0.224950843571811	0.64487883960616	0.775074656890366	0.106718846823503	7.59023904947835	0.124024084181513	0.731587447536787	0.870608455211521
VIRMA	0.0211189717333252	6.30842180100125	0.0148592291237933	0.90525150215676	0.951413840882749	-0.150941709654892	6.30842180100125	0.760808482389264	0.40233285663223	0.575516660199006	-0.172060681388217	6.30842180100125	0.986014917169678	0.342766918674503	0.59977948278659
DISP1	-0.0218471598998904	3.80302778920195	0.014854805769389	0.905265676128293	0.951413840882749	0.160941191885541	3.80302778920195	0.830527515756509	0.382307490603313	0.556720584995428	0.182788351785432	3.80302778920195	1.05174519459712	0.327861150163458	0.585681830794359
STAG3L5P-PVRIG2P-PILRB	0.0230539888287465	5.21353078449664	0.0148287236584171	0.90534831412777	0.951413840882749	0.340177732938672	5.21353078449664	3.26993121153329	0.0988793385121169	0.222614100778102	0.317123744109926	5.21353078449664	2.81974847632679	0.122203245774559	0.352595265876144
RPL21	0.0487582017575445	7.67839837141637	0.0147830320275753	0.905493436211515	0.951413840882749	0.532851206450457	7.67839837141637	1.76053308891516	0.212333055635166	0.376374143675306	0.484093004692912	7.67839837141637	1.45287532715996	0.254193783209501	0.517083358311582
ENDOD1	0.0220627399723044	5.22103284824869	0.0147601922191834	0.905566110813912	0.951413840882749	0.972234489137707	5.22103284824869	29.0421483407641	0.000247299055381465	0.00354560701557897	0.950171749165403	5.22103284824869	27.4769186860883	0.000308206756822789	0.0141380623907975
SOS1	0.0385531692280284	8.10249344781259	0.0147562484309871	0.905578627718897	0.951413840882749	-0.297808873483615	8.10249344781259	0.879550274398171	0.369128619074916	0.544837330898001	-0.336362042711644	8.10249344781259	1.12064152103579	0.313224946646516	0.574130486216585
ACOT13	-0.0308657611324664	5.1224555351225	0.0147253818764472	0.905676934337794	0.951413840882749	0.0670976682820988	5.1224555351225	0.0704035377672827	0.795821218466479	0.882076472604583	0.0979634294145653	5.1224555351225	0.149001021950415	0.707099574721282	0.85802791540214
WDR70	-0.0240852482502957	5.11963347987005	0.0147139102292417	0.905713485468586	0.951413840882749	-0.0175334362487944	5.11963347987005	0.00787482303304809	0.930936869591008	0.963394256486416	0.00655181200150128	5.11963347987005	0.00109118787236679	0.974259776800808	0.990392662070402
PHF3	-0.0392522080629956	7.21194809227751	0.0147126828876404	0.905717366553841	0.951413840882749	-0.55689456415523	7.21194809227751	2.94453244365461	0.115102716086967	0.24746567185055	-0.517642356092235	7.21194809227751	2.54154831747073	0.140138166297934	0.377291022682931
SNX18	-0.0217811497473366	5.12245945143534	0.0146919086812192	0.905783628015582	0.951413877317529	0.177326838644254	5.12245945143534	0.988079115804123	0.342284071135285	0.520179092978896	0.19910798839159	5.12245945143534	1.23478777779424	0.290961037386739	0.555474586458192
CTAGE8	-0.0616835159126163	1.17487185599746	0.01467176785554	0.905852546481944	0.951415825761251	0.464318200801499	1.17487185599746	0.986974932196223	0.342587470287011	0.5203099268573	0.526001716714115	1.17487185599746	1.16136076022332	0.305062222723939	0.567096776870096
CDH26	0.0352616720145136	1.76766601801462	0.0146502682178134	0.905917936836152	0.951415825761251	-0.196798973442444	1.76766601801462	0.460800753742698	0.511756298221311	0.670854181973479	-0.232060645456957	1.76766601801462	0.617790555551185	0.449033357602997	0.685903646353633
SLC4A7	0.0229490289637265	4.96764780066483	0.0144049113801136	0.906703529615268	0.952171265091589	0.271388606588845	4.96764780066483	2.0478300592289	0.18113651239266	0.338725664051089	0.248439577625118	4.96764780066483	1.70138771809903	0.219620588848585	0.478548366358073
ARL15	0.0269723631879116	6.44288653623191	0.0142655400186511	0.907153577102495	0.952574248129117	0.288570036662031	6.44288653623191	1.64146891147095	0.227346933210686	0.394547721974477	0.26159767347412	6.44288653623191	1.34537260040209	0.271458409644614	0.535168315212641
HIST1H2BJ	0.056609008611328	1.19789010084853	0.0142190329720862	0.907307738397038	0.952666493919884	0.282736458680146	1.19789010084853	0.390039570895813	0.545459791225674	0.69691171831626	0.226127450068818	1.19789010084853	0.23436537285377	0.638132915126348	0.817862205255162
TTLL1	-0.0337173089319312	2.6120889626011	0.0141482929773625	0.907534457304024	0.952757325919075	-0.100825050883355	2.6120889626011	0.131281445586781	0.724203490831687	0.83271075632559	-0.0671077419514234	2.6120889626011	0.0555027563273153	0.818225339040292	0.918688958237815
