genes	logFC_TgvDMSO_6h_QGP1	logFC_TgvDMSO_24h_QGP1	logFC_Tg_24hv6h_QGP1	FDR_TgvDMSO_6h_QGP1	FDR_TgvDMSO_24h_QGP1	FDR_Tg_24hv6h_QGP1	QGP1_DMSO_24h_1	QGP1_DMSO_24h_2	QGP1_DMSO_24h_3	QGP1_Tg_6h_1	QGP1_Tg_6h_2	QGP1_Tg_6h_3	QGP1_Tg_24h_1	QGP1_Tg_24h_2	QGP1_Tg_24h_3	avg_expression
Aak1	0.835393242899328	1.16152517930692	0.326131936407587	0.0089306341589737	0.00112428056112926	0.294344932127476	26.2137368760704	27.1367655282893	21.1951756905187	37.1005819682596	35.5601666743058	43.1081546324865	53.9212303971596	50.4506036402664	62.444971042439	39.6812651610884
Abca12	1.02616536933343	2.14299646273589	1.11683109340246	0.186631382653665	0.00602759768953893	0.132311375651218	1.8470983808373	1.22086577677159	0.404756543354695	2.24768710602003	1.94703425267475	1.2462424904034	4.54900383671037	4.50179471657126	4.59105888925821	2.50617133251129
Abcc2	-1.26631357616815	-0.808231183744144	0.458082392424005	0.00088267635734163	0.00673009456879538	0.140761541188904	33.840340703412	38.6853475461851	36.1163973013855	9.86219009152398	14.4775046499299	15.2781941063568	20.3230178390747	19.9542952630085	21.8322531155146	23.3743934018212
Abcf3	0.982979823411649	0.70277215536842	-0.28020766804323	0.00142924008570024	0.00617135912042399	0.272764787341839	6.80682264566297	5.58584556027573	6.49654504913548	10.1237272816544	11.7808270403055	10.3868575696919	9.57051763544494	10.101736898193	10.895469305248	9.08314988729021
Abhd11	-0.601450403992871	-0.672000966742018	-0.0705505627491473	0.0306367703895416	0.0146491998651634	0.843450416142726	20.4579170807168	20.5666013480965	22.2169276083933	9.79250337617221	13.4687612035069	13.0492710089195	13.4254744434579	14.3828512509789	11.7801174507255	15.4600471967742
Abhd17c	1.04595448557535	2.07197403714044	1.02601955156508	0.00514104927337039	8.32830773248086e-05	0.012996214944564	1.67001502474807	1.0231756443773	1.41259176889858	2.13798456213625	2.52352185537214	2.66991279464717	6.01498087743439	4.46793026867572	6.63260926361459	3.17252467332269
Abhd18	0.890727513141685	0.815786250964828	-0.0749412621768577	0.00498346646191826	0.00577970402993409	0.828602134925808	14.1362794259077	13.4447605588622	12.3434959586546	20.6162325542325	21.9680681481958	21.4246890832083	24.3757816880156	21.1716821511005	24.3612017803586	19.3157990387262
Abhd4	0.732297949249146	0.904250986559616	0.17195303731047	0.0302546991566053	0.00880508543640269	0.647374278031996	18.1635159310369	17.5933492224841	16.0313195663836	24.7267885677148	26.4862821168617	23.0056469208153	39.1228029483452	26.4129114967471	30.8878074671796	24.714491581952
Abhd6	0.165159898936579	1.12442343302164	0.959263534085057	0.727118093015611	0.0114734434231338	0.0582228135045963	0.633389672788576	0.363984170465324	0.581530498583916	0.506236061690602	0.585031457932317	0.435679625316769	1.32592724556729	0.791647831045852	1.3207337449087	0.727128923144372
Ablim3	0.967428788125263	1.77891123559114	0.811482447465877	0.00512784189200674	0.000130762989745538	0.027113058833676	52.5125803990874	55.1090224505381	43.5196834768916	94.3395733682365	83.7351097748135	77.3912887493721	163.461809404881	171.226637908043	184.080226056899	102.819547954307
Acss1	0.749687467040166	1.08182607883059	0.332138611790428	0.161105424893357	0.0343225217559672	0.56819796422975	0.987024111158335	0.504513026474106	0.940851040417805	1.10499780613621	1.18121591283663	1.40867578840722	1.73775859372262	1.31506135221521	2.29247223265947	1.27472998489196
Actn4	-0.306074391673073	-0.771563290937122	-0.465488899264049	0.186430488055546	0.00415193395404851	0.0909254670724836	45.9205523679823	45.717899425843	45.5550223353863	29.0631153204879	32.0591428578613	35.4699943247133	29.9880435246584	27.3387260536142	22.9753619238486	34.8986509038217
Acvr2a	-0.696487829577807	-0.667260362672349	0.0292274669054583	0.016543962310906	0.0152621907792976	0.942018675915299	39.7747352013563	36.5754547192814	29.5979636901315	18.9053621978404	17.8613975237539	19.8846765170181	23.31503729582	21.1057886049977	22.1040088686191	25.4582694020909
Ada2	-0.586823648073433	-0.740667546619452	-0.153843898546019	0.0522619078049532	0.015876780277545	0.667604069561996	16.4431640473743	16.6699536237041	12.9478669964277	9.14913117367974	8.85298605961369	8.56366908500102	9.01724587562901	8.1864837584238	10.3227535274004	11.1281393496949
Adam17	0.773621673750968	1.18820826291133	0.414586589160365	0.0321783779501701	0.00326303926150816	0.278868901410973	20.4572625615577	21.4670918711415	15.5940807058827	32.8960076195086	24.4341182910535	27.5459655319818	44.7938011101404	36.8212005286851	49.5521786396527	30.3957452066227
Adamts9-As2	-0.729958505460744	2.5152095636198	3.24516806908054	0.672539320956612	0.00803393724669201	0.016614915880587	0.219821980010517	0.0936341972862959	0.0582051914834743	0.0891652614384042	0.0714866299496748	0	0.638947215584453	0.386934649623471	0.953633612855276	0.27909208202573
Adat2	0.580310385721724	0.825311118520283	0.245000732798559	0.0781076666171899	0.0144246895365139	0.508352841654988	1.87652101700011	1.89836808122872	1.89777288484174	1.95048169482592	2.79697500149745	2.60976734292951	2.75966867146607	3.68421180271015	3.56157361364789	2.55948223446084
Adck2	0.0988660604491738	1.53647377845098	1.43760771800181	0.878298386519256	0.00906747652286541	0.0346725405449345	207.985720703285	67.8065507581199	197.704165293128	87.0546097703828	190.740691316315	160.861686805212	399.750052352193	493.821575090376	462.921289463926	252.071815728104
Adcy2	1.59745049142299	2.27509251677706	0.677642025354064	0.00176162450329554	0.000134924143377133	0.0955808702482707	0.851473978077145	0.712189919556285	0.664070689584061	1.92156327067615	1.71175386068693	2.17385275736646	4.26847356741895	2.95563606750468	3.3942290232637	2.07258257045937
