genes	logFC_TgvDMSO_6h_MGN3	logCPM_TgvDMSO_6h_MGN3	F_TgvDMSO_6h_MGN3	PValue_TgvDMSO_6h_MGN3	FDR_TgvDMSO_6h_MGN3	logFC_TgvDMSO_24h_MGN3	logCPM_TgvDMSO_24h_MGN3	F_TgvDMSO_24h_MGN3	PValue_TgvDMSO_24h_MGN3	FDR_TgvDMSO_24h_MGN3	logFC_Tg_24hv6h_MGN3	logCPM_Tg_24hv6h_MGN3	F_Tg_24hv6h_MGN3	PValue_Tg_24hv6h_MGN3	FDR_Tg_24hv6h_MGN3
Slc6a6	-1.33608460495394	6.92980644474243	62.8091837995531	1.99134336662815e-05	0.006067818459666	-1.1504988972384	6.92980644474243	46.9765800972555	6.40298804044562e-05	0.00290776254088489	0.185585707715534	6.92980644474243	1.24983489238681	0.291682204132894	0.606818591587063
Myrip	1.22886482171404	4.95233562095526	62.3345791342249	2.05428332460369e-05	0.006067818459666	1.02588628287392	4.95233562095526	43.6894758526996	8.50944677325885e-05	0.00354774594169288	-0.202978538840116	4.95233562095526	1.76959077892389	0.215189436289306	0.526926738588489
Snhg5	1.99747738263886	4.54299413946776	62.2937853262243	2.05996010345093e-05	0.006067818459666	1.26315758594882	4.54299413946776	25.6701980259111	0.000613654299478283	0.0104595039916325	-0.734319796690042	4.54299413946776	9.14705225643505	0.0138891230004446	0.130293214882777
Hspa2	-1.55041830831105	4.26211532046144	62.1633444851963	2.07779199732339e-05	0.006067818459666	-1.08450033049313	4.26211532046144	31.2045545546174	0.000304372759790249	0.00721479104410743	0.465917977817919	4.26211532046144	5.75395517627648	0.0391912563542294	0.218864265906126
Mknk1	1.31463325508374	6.0687192924937	61.7332005591394	2.13728930761677e-05	0.006067818459666	2.32906641608418	6.0687192924937	182.81270349365	2.03320694060871e-07	0.000240066288587509	1.01443316100044	6.0687192924937	37.7565570915214	0.000149287890305336	0.0133399942638063
Pam	-1.46912445135095	10.1742624031036	61.3721218381535	2.18906222636354e-05	0.006067818459666	-1.18150949026654	10.1742624031036	40.2611626762155	0.000116764754625577	0.00415388823547784	0.287614961084406	10.1742624031036	2.44650594455073	0.151201540312546	0.440216454960625
Zfhx2os	-2.131921850403	1.03379388032239	60.7932371656556	2.32031763796586e-05	0.006067818459666	-2.13522024948734	1.03379388032239	59.8039760824346	2.48029042223397e-05	0.00176032852480737	-0.00329839908434208	1.03379388032239	0.000115870920119216	0.991640045066062	0.995780184422299
Herpud1	1.30362954042154	8.31619072018697	60.4174005587022	2.33368996222328e-05	0.006067818459666	1.39398093231551	8.31619072018697	68.7705291719427	1.37099790863526e-05	0.00133448840633277	0.0903513918939753	8.31619072018697	0.300283130516298	0.596634831340051	0.827072891078329
Insm1	1.17805259641183	5.03104741627045	60.3067636656343	2.35127917063677e-05	0.006067818459666	0.714786281339218	5.03104741627045	22.4639211481192	0.000973111821364493	0.0137228841866254	-0.463266315072617	5.03104741627045	9.61119919052995	0.0122630665072432	0.119969693196686
Skp1a	-1.27545468862711	6.4492091774317	60.1270556724458	2.37996261342327e-05	0.006067818459666	-0.575577315370926	6.4492091774317	12.572199545224	0.00595986730945823	0.0446663338806945	0.699877373256185	6.4492091774317	18.4682296950734	0.0018605708890707	0.0443537745532098
Pcdhb6	-1.86915214866562	4.56253471754396	59.873142538028	2.42172507372399e-05	0.006067818459666	-1.6745241982716	4.56253471754396	48.6085034156316	5.59550604404404e-05	0.00272384292711062	0.194627950394027	4.56253471754396	0.675355535506912	0.431792840056329	0.724508488413356
Snhg17	2.15063362602892	5.64938089684237	59.8250125008462	2.42936987913945e-05	0.006067818459666	1.14525934616401	5.64938089684237	17.8450376365261	0.00207673397440486	0.0220904902885851	-1.00537427986491	5.64938089684237	14.051184173788	0.00432250038567216	0.0685477838939072
Slc7a1	1.31722548827976	8.15774006252082	57.6178748398708	2.83009524690909e-05	0.00659201398038243	1.50328304946134	8.15774006252082	74.3318294676114	9.92519379842574e-06	0.00113077558819257	0.186057561181581	8.15774006252082	1.18994008959755	0.302847034681331	0.619223711554334
2610307P16Rik	2.19165449527457	0.694069512168119	58.1035260685507	2.83689038206306e-05	0.00659201398038243	0.390890597385362	0.694069512168119	1.52056511069621	0.248040645183171	0.494103052091875	-1.8007638978892	0.694069512168119	42.9074661164642	9.40502412385251e-05	0.011250172661198
Sv2c	-1.19260443710324	8.11824409694831	57.569675029517	2.8397106553947e-05	0.00659201398038243	-1.8877164786105	8.11824409694831	138.647221508864	6.87786793372156e-07	0.000419295596699717	-0.695112041507256	8.11824409694831	19.8695538444843	0.00146667134864815	0.0397656041875427
Socs2	2.16602030583177	3.42473513170636	57.5682483435806	2.84226041654925e-05	0.00659201398038243	1.51856839051038	3.42473513170636	28.8214486579477	0.000406505823683479	0.00841585497665553	-0.647451915321389	3.42473513170636	5.78401005745174	0.0387890757024764	0.21780912893375
Nefl	-1.66848911031814	9.11916470534556	56.4851779526948	3.06694386367825e-05	0.0066696510260046	-2.08836298415464	9.11916470534556	86.0828296186816	5.35793599435855e-06	0.000950256104108284	-0.419873873836497	9.11916470534556	3.75176227358262	0.0837404830550705	0.325732672632302
Nfil3	1.77029950024454	5.48980984064355	56.3415730320432	3.09876975704494e-05	0.0066696510260046	0.968553853251109	5.48980984064355	17.4397091806365	0.00223383564345912	0.0230790101617186	-0.801745646993427	5.48980984064355	12.186132592691	0.00650655222281216	0.085102820009954
Gm6484	2.81510839238695	2.56047441025186	56.1848992655391	3.15088171105747e-05	0.0066696510260046	2.13944472911024	2.56047441025186	32.6432236764539	0.000258729648385157	0.00658898171220866	-0.675663663276713	2.56047441025186	4.0850532195874	0.0730587962152746	0.304273056772411
Gemin2	1.18489132897355	5.05666236688076	56.066925976397	3.16056343673788e-05	0.0066696510260046	0.581889777706547	5.05666236688076	13.7137289895618	0.00464199591279998	0.037716731483306	-0.603001551267006	5.05666236688076	14.9031747932087	0.00362781461913981	0.0621474259564411
Bhlha15	1.78215816439197	5.36473848353504	56.0082878413773	3.17413161365833e-05	0.0066696510260046	2.23728110580217	5.36473848353504	85.8730436783279	5.41414780597575e-06	0.000950256104108284	0.455122941410207	5.36473848353504	3.93201213702214	0.0777192884843827	0.31251334948457
Hepacam2	-1.70103183370985	7.54895667382308	55.9646299567273	3.18384942725813e-05	0.0066696510260046	-2.55415719335129	7.54895667382308	118.608727688042	1.35740238343996e-06	0.000587664738537275	-0.853125359641431	7.54895667382308	14.5782454570484	0.00387537409612226	0.063955983177174
Cdkn2c	-1.66009510533627	5.80323923443099	54.6572081929052	3.50224861908383e-05	0.00722019128010489	-1.52938602479175	5.80323923443099	46.6951833713962	6.55638022866452e-05	0.00292626345051185	0.130709080544522	5.80323923443099	0.35357830245402	0.566304877427289	0.809862117157634
Lrp11	-1.07627231141459	7.48774860802301	54.1574239550272	3.63409408458367e-05	0.00737493968290198	-0.51646269431184	7.48774860802301	12.6955024465934	0.00579721395032799	0.0437757062714302	0.55980961710275	7.48774860802301	14.8829245452914	0.00364262741512047	0.0621474259564411
Gm10516	1.35353798892175	3.41113534121107	53.8690854394383	3.71469100401726e-05	0.00738482143680619	1.37286589651051	3.41113534121107	55.2682684552982	3.35045864980431e-05	0.00209098015923209	0.0193279075887599	3.41113534121107	0.0118387048588288	0.915672635454289	0.969765945698691
Dlc1	-1.12362834529636	6.02724557185764	53.7264498410637	3.75268105042508e-05	0.00738482143680619	-1.20217091360119	6.02724557185764	61.2298213021163	2.20991861608715e-05	0.00165909959455144	-0.0785425683048253	6.02724557185764	0.267596671424514	0.61704930909894	0.838609999927483
P4ha1	-1.42746561912293	6.89368094091522	53.3563443652653	3.85828018212137e-05	0.00747930492617797	-1.38624347839339	6.89368094091522	50.4103632630479	4.84169608443642e-05	0.00264977328874363	0.0412221407295375	6.89368094091522	0.0460980987096657	0.834640607425368	0.940249913905252
Trmt13	1.53759731721881	4.88622086603873	52.9624377800183	3.97492371861361e-05	0.00759210430255199	0.53778150035573	4.88622086603873	6.65948641184762	0.0289691673902248	0.127197953368573	-0.999815816863082	4.88622086603873	23.140548318198	0.000879434499185847	0.031207910588595
Entpd5	-1.18819362513598	6.80423507858076	52.3175704103053	4.17458353752443e-05	0.00785789724425614	-0.15677556169114	6.80423507858076	0.937544198109892	0.357461068572125	0.603327993060526	1.03141806344484	6.80423507858076	39.6774559143299	0.000123503031833386	0.0126408971146848
Zfp623	1.2812014351526	4.99435749441301	51.563683348322	4.42417745369066e-05	0.00786593207376528	0.841953586838227	4.99435749441301	22.5433822680407	0.000961500174334447	0.0136779455249242	-0.439247848314371	4.99435749441301	6.28472417841356	0.0327430862292909	0.199375154217548
Ern1	1.09094756584209	7.10313198569421	51.4479939297877	4.46388883893044e-05	0.00786593207376528	1.65768400835467	7.10313198569421	115.569004219274	1.51890910614277e-06	0.000616487233455697	0.566736442512577	7.10313198569421	14.1790358037867	0.0042084577777139	0.067564214606858
Cplx1	-1.72671736522009	5.46894218546256	51.3314077003738	4.50452954900666e-05	0.00786593207376528	-1.197801176444	5.46894218546256	25.460732156348	0.000631508701819668	0.0107059249722913	0.528916188776088	5.46894218546256	5.02285560139694	0.0508785672240942	0.250496903376246
Lpcat3	-1.04694100128517	6.87645206748539	51.3173512658631	4.50943176937352e-05	0.00786593207376528	-0.844419692494474	6.87645206748539	33.631463925446	0.00023075005463897	0.00622071227831741	0.202521308790692	6.87645206748539	1.95638131316429	0.194413720309662	0.500442416184838
Plp1	1.6069687870185	2.15305619684973	50.9736997873397	4.64294365270041e-05	0.00786593207376528	0.826430955699802	2.15305619684973	13.2206832776751	0.00516625053685932	0.0404456069757257	-0.780537831318693	2.15305619684973	13.1589070050165	0.00523639872999684	0.0769347813407227
Pvt1	1.48465017750303	5.65254885910294	50.9344720245615	4.64622194648122e-05	0.00786593207376528	0.283801694617615	5.65254885910294	1.92221581286384	0.198006184826722	0.432556009383923	-1.20084848288541	5.65254885910294	33.8907526193147	0.000224241387480366	0.0166425417555279
Cd9	-1.15212124566124	7.52361660981148	50.7620048076899	4.70945254126422e-05	0.00786593207376528	-1.12685788806063	7.52361660981148	48.6005374603147	5.59836372590211e-05	0.00272384292711062	0.0252633576006044	7.52361660981148	0.0250004838309987	0.877752359150946	0.955438086543594
Ppp1r15a	1.28249069550592	7.00019159311547	50.6824174427906	4.73900273514995e-05	0.00786593207376528	2.6442289489189	7.00019159311547	197.722008615369	1.43497268690076e-07	0.000240066288587509	1.36173825341298	7.00019159311547	57.4171794786209	2.87040065323015e-05	0.00786952892542015
Dcaf10	1.2776522306098	6.21878470733108	50.6689091498936	4.74403934279846e-05	0.00786593207376528	0.786131949887539	6.21878470733108	19.5103265873391	0.00155707736293111	0.0183348329916131	-0.491520280722257	6.21878470733108	7.72832146804061	0.0208014986798778	0.158355716127278
Chrna4	-1.56377982659129	9.30397145145473	50.5610380427105	4.78448285977408e-05	0.00786593207376528	-2.05139547514581	9.30397145145473	84.3465005542931	5.8396516080109e-06	0.000981776701686937	-0.487615648554517	9.30397145145473	5.11991793774866	0.0490981818235438	0.244890114314968
Ccdc137	1.0737927490696	6.01670453071185	49.7063162980232	5.12031209656046e-05	0.00831282668876591	0.531730793264394	6.01670453071185	12.358325795599	0.00625543391335743	0.0461098613318311	-0.542061955805205	6.01670453071185	12.9210035062007	0.00551354645115636	0.0788623591425247
Rundc3b	1.37001099820607	5.60394965851472	49.5129111005559	5.20037349004863e-05	0.00833857418379649	1.24573851594442	5.60394965851472	41.1369684277208	0.000107475569937569	0.00402274553991109	-0.124272482261657	5.60394965851472	0.42565206293526	0.529953981713612	0.792306119730977
Cars	1.02015691309453	6.77285401951449	48.9851755192673	5.42615335058023e-05	0.0085944975265044	0.632735435630615	6.77285401951449	19.0527919529874	0.00168226622367657	0.0192674371367824	-0.387421477463914	6.77285401951449	7.20317002467601	0.0243997938899231	0.171114753262593
Serpina3n	-1.81767882090682	1.66688799162925	48.7314324059193	5.56459594500762e-05	0.00866516619795685	-1.79489517428541	1.66688799162925	46.9245165813884	6.45997647644828e-05	0.00292342071345332	0.0227836466214027	1.66688799162925	0.00698874547314237	0.935152323149474	0.976033299024861
Nptn	-1.0054475996908	6.35675745867332	48.5877584062295	5.60420357736661e-05	0.00866516619795685	-0.513245041890285	6.35675745867332	12.8595015380213	0.00558919683908344	0.042903362024832	0.49220255780051	6.35675745867332	11.800887928858	0.00711428727519563	0.0886759722938971
Lrig3	1.71822182222754	1.50579735989454	47.7778158134269	6.0290411486162e-05	0.00921237487508556	0.970793466500066	1.50579735989454	14.662994469371	0.00381820831660207	0.033349623144605	-0.747428355727472	1.50579735989454	10.3286058187717	0.0102009045415511	0.107953602266378
Angptl2	-1.83323150889353	2.70778563300345	46.8059437940911	6.50799986203057e-05	0.00960768504752481	-2.66556787414804	2.70778563300345	89.4471328962831	4.56780515933286e-06	0.000912717744760233	-0.832336365254508	2.70778563300345	8.85114807555005	0.0150705173763782	0.135551163216344
Gsr	-0.900249325273124	6.42649314660363	46.7453293362138	6.52870619807694e-05	0.00960768504752481	-0.72389905570662	6.42649314660363	30.3947077656764	0.000335063914048768	0.00759570770048385	0.176350269566504	6.42649314660363	1.81752008784296	0.209584122858338	0.520274959419743
Gm2a	-1.30983726786528	5.3094801374839	46.6868744433122	6.56098880754186e-05	0.00960768504752481	-0.932374150733082	5.3094801374839	24.0660190616904	0.000768387708776615	0.0119246796751453	0.377463117132196	5.3094801374839	3.96883757650987	0.0765563754098353	0.311342273485757
Bace2	-1.26183597706542	4.97153253939323	46.6466170150577	6.5836462059571e-05	0.00960768504752481	-1.70262867956819	4.97153253939323	82.534903239748	6.40009059803284e-06	0.000981776701686937	-0.440792702502771	4.97153253939323	5.75107858061873	0.0392297513881631	0.218864265906126
Sik1	-1.00825901342766	6.04186058016091	46.1635357990084	6.85851755128306e-05	0.00982550027668602	-1.04601513798784	6.04186058016091	49.5688990267145	5.17694186933201e-05	0.00267878743314715	-0.0377561245601802	6.04186058016091	0.0657448760535406	0.803228783679508	0.929523261214673
Oxtr	-1.76924786648594	3.12671262504756	46.0612946016503	6.92273896799615e-05	0.00982550027668602	-1.59073751479066	3.12671262504756	37.594684537875	0.000151823074394207	0.00491740172127671	0.178510351695283	3.12671262504756	0.469751340860415	0.509856534574366	0.779861998197123
Lars	1.04742422468543	8.27077673760157	45.9915520503523	6.95985544699041e-05	0.00982550027668602	1.3827910225325	8.27077673760157	78.9621852583467	7.70817292671191e-06	0.00106190424043933	0.335366797847068	8.27077673760157	4.81350128110051	0.0550006750856515	0.263111885087455
Fam102a	-2.09578045144383	4.0814694490073	45.5929459781163	7.20450696473406e-05	0.00996420986468784	-2.6303662295031	4.0814694490073	67.9640722964037	1.44020829627143e-05	0.00135546560521546	-0.534585778059272	4.0814694490073	3.01046580816793	0.115731376921941	0.383448755985247
Hspa8	-1.96606408857353	9.9744997633911	45.5488571398936	7.22923330519801e-05	0.00996420986468784	-1.20594771709992	9.9744997633911	17.8974369194924	0.00205739255639881	0.0219207666304412	0.760116371473602	9.9744997633911	7.22660739708548	0.0242235901732738	0.170431196733738
Slc25a4	-1.17997652891071	7.57214976235284	45.4545230601609	7.28826560783296e-05	0.00996420986468784	-0.675869961257127	7.57214976235284	15.1884665041922	0.00342612382470372	0.0311921489208789	0.504106567653584	7.57214976235284	8.47236355035733	0.0167524683570702	0.144412993019698
H3f3a	-1.2194065110675	6.70790854655752	44.8327322678567	7.69238077283205e-05	0.0101048429569904	-1.11820293472978	6.70790854655752	37.8633852821509	0.000147688178578331	0.00481953282255117	0.101203576337717	6.70790854655752	0.316746856839184	0.586903541275497	0.821496226619559
Cebpg	1.27674518013806	7.74858083325926	44.8258952994618	7.69696979855609e-05	0.0101048429569904	1.55837662390297	7.74858083325926	65.8352881911542	1.64144238303302e-05	0.00141185785899555	0.281631443764906	7.74858083325926	2.25287890482691	0.1665919168775	0.462822634525127
