genes	logFC_TgvDMSO_6h_MGN3	logCPM_TgvDMSO_6h_MGN3	F_TgvDMSO_6h_MGN3	PValue_TgvDMSO_6h_MGN3	FDR_TgvDMSO_6h_MGN3	logFC_TgvDMSO_24h_MGN3	logCPM_TgvDMSO_24h_MGN3	F_TgvDMSO_24h_MGN3	PValue_TgvDMSO_24h_MGN3	FDR_TgvDMSO_24h_MGN3	logFC_Tg_24hv6h_MGN3	logCPM_Tg_24hv6h_MGN3	F_Tg_24hv6h_MGN3	PValue_Tg_24hv6h_MGN3	FDR_Tg_24hv6h_MGN3
Mpv17l2	-0.585889810453325	3.44962437906744	7.69292009136787	0.0210236855238603	0.135042347964341	-0.247753468423466	3.44962437906744	1.38612580717178	0.268367309066684	0.518639372837337	0.338136342029859	3.44962437906744	2.56403616256608	0.142758462523426	0.42633867814538
Cdyl2	0.476206375274338	4.20716855608938	7.68834261408745	0.0210519107051256	0.135156804863159	0.336268711638217	4.20716855608938	3.82593953754893	0.0811944304532284	0.248422441160549	-0.139937663636121	4.20716855608938	0.671164374269531	0.433176829099009	0.725948471785539
Tgtp1	-1.39373010930575	-1.00651916893508	7.71514099023369	0.0210717766777849	0.135172109261334	-1.26225718530579	-1.00651916893508	6.12423053177396	0.0347799875942647	0.143814861150688	0.131472923999957	-1.00651916893508	0.0526111482069815	0.823603141209595	0.937425996801722
Nefm	-1.56153698180291	11.8243036748058	7.68359603844834	0.0210813025158004	0.135172109261334	-2.17286038059039	11.8243036748058	14.3000089678949	0.00410395512462759	0.0349511220419824	-0.611323398787487	11.8243036748058	1.22411842426031	0.296402396111572	0.611906596499779
Arl4c	-0.499296368590223	5.09726865049928	7.6818831184927	0.0210921337010433	0.135172109261334	-0.494314814203488	5.09726865049928	7.51845521069289	0.0221554439553029	0.106734015612564	0.00498155438673475	5.09726865049928	0.000765826806930083	0.978508368293728	0.990962242138281
Lrrn3	-1.05223793359988	5.75297222959632	7.68128188634411	0.021095924351149	0.135172109261334	-1.9009283216468	5.75297222959632	23.8397649828175	0.000793872380503941	0.0121446578068141	-0.848690388046918	5.75297222959632	4.97881086005793	0.0517129322612489	0.253069918692201
Acer3	0.59447870346449	3.35047059700285	7.67301268173476	0.0211496941776284	0.135449816557711	0.825257844805898	3.35047059700285	14.7427276212021	0.00374808677126816	0.0329811321038149	0.230779141341407	3.35047059700285	1.19146653343279	0.302557022459931	0.619106863932535
Aste1	0.670957028301624	3.37721185855001	7.66503037823629	0.0212000522879705	0.135705411097171	0.0720384045522312	3.37721185855001	0.0875731068641492	0.773799709282182	0.893572782593208	-0.598918623749393	3.37721185855001	6.16104721043314	0.0341217577862033	0.203011172756394
Coq7	-0.609644073315247	3.73892094263623	7.65115803035752	0.0212880014793104	0.136179793089158	-0.624415157694878	3.73892094263623	8.00944547877543	0.0191443463709297	0.096225530443357	-0.0147710843796312	3.73892094263623	0.0044785045755526	0.948063510219693	0.980399575102324
Mrps21	-0.836474075098881	5.37986466275626	7.64750004962345	0.0213105259205999	0.136179793089158	-0.321588304196733	5.37986466275626	1.14494264206741	0.311644169824026	0.56290979607668	0.514885770902148	5.37986466275626	2.91795180077401	0.120749816374861	0.391991450796075
Sox12	0.75038043229327	2.14113326246777	7.64808266992268	0.0213125404138695	0.136179793089158	0.706913656312992	2.14113326246777	6.7407615178463	0.0282291309426117	0.125175811772837	-0.0434667759802785	2.14113326246777	0.0272466188142895	0.872432528072428	0.952895628350877
Tmem214	0.554952598558855	6.39240387707824	7.64662610764022	0.0213161009662965	0.136179793089158	0.604150673123631	6.39240387707824	9.04851019553236	0.0142672432165198	0.0794268987981822	0.0491980745647762	6.39240387707824	0.0606243172438864	0.810870549496331	0.933320338254019
Ift80	-0.676420435534155	7.05921379555007	7.63981911375672	0.0213596793517113	0.136342477622579	-1.11640959610735	7.05921379555007	20.475076922135	0.00132830679610436	0.0165091374811516	-0.439989160573196	7.05921379555007	3.2420883146112	0.104279562148905	0.364081439029565
Atp1b2	-1.24672043232775	0.0410092335787768	7.66677158993771	0.0213625609764359	0.136342477622579	-1.70704024200483	0.0410092335787768	12.7270334919834	0.00584020811197245	0.0439725350482888	-0.460319809677078	0.0410092335787768	0.826279304742889	0.386547246229282	0.688019135812789
Dtx3l	-0.537082625931975	3.93772243629978	7.63705737007152	0.0213779511525157	0.136373688393357	-0.655059245015563	3.93772243629978	11.2805849936749	0.00804979145401536	0.0541713426967625	-0.117976619083588	3.93772243629978	0.366890591060351	0.559222430357018	0.805766687982799
Ilkap	0.408430175289294	5.81431711273092	7.6348613999498	0.0213914967586003	0.136380505459744	-0.110306933205118	5.81431711273092	0.55691109741451	0.473983164988813	0.704439105947442	-0.518737108494412	5.81431711273092	12.2953674929246	0.00634583232161028	0.0835052382908554
Zfp410	0.583737646422869	6.22243680118033	7.63276528724655	0.0214049598195575	0.136380505459744	0.160225731129243	6.22243680118033	0.577485767621656	0.46616148422989	0.698328184218894	-0.423511915293625	6.22243680118033	4.03483110981225	0.0745274011433814	0.307444317051271
Zswim6	-0.886698051790378	2.40461586893882	7.63249162597894	0.0214105212990774	0.136380505459744	-0.646864351548388	2.40461586893882	4.10914844628021	0.0723287825009991	0.230529135490301	0.23983370024199	2.40461586893882	0.552516867670245	0.47568685392173	0.755376067824358
Clk3	0.456561524476741	5.11601290471103	7.62911934717964	0.0214284278500069	0.13642765731171	0.450464153081949	5.11601290471103	7.41995767501222	0.0228282230103681	0.109004764874508	-0.00609737139479233	5.11601290471103	0.00137345337886643	0.97122188398412	0.98888600103369
Atp2a3	-0.58204092413797	6.22792123056007	7.62564735114149	0.0214507676747469	0.136502974306523	-0.628637739413737	6.22792123056007	8.87742782380896	0.0149549246391995	0.0821287785259717	-0.0465968152757674	6.22792123056007	0.0490990331520101	0.829436684951063	0.939209801650306
Plekhm2	0.804968205242367	4.72486340826238	7.62273504577392	0.0214696753650851	0.136529748097703	0.285834095797616	4.72486340826238	0.964893714590144	0.350865852993375	0.597557180246131	-0.519134109444751	4.72486340826238	3.2085053875697	0.105847275398135	0.365740296421422
Zfp959	1.17882656106364	4.21420357810331	7.62077162952282	0.0214828527130247	0.136529748097703	0.568768851464901	4.21420357810331	1.79145625096114	0.212608333812212	0.449323893308598	-0.610057709598742	4.21420357810331	2.10770116406925	0.179506355177057	0.482497628526411
Klhdc7a	-0.581466608319885	3.72515345463439	7.61861671430954	0.0214970021122065	0.136529748097703	-0.821219032514976	3.72515345463439	14.9728459162243	0.00357752350420892	0.032000602804866	-0.239752424195091	3.72515345463439	1.2836251367852	0.285642823236232	0.599439164354852
Smarca4	-0.869670815493174	7.94193212827517	7.61847820682905	0.021497023010456	0.136529748097703	-1.01881259213508	7.94193212827517	10.3959079169746	0.0100115829214413	0.0627473396147567	-0.149141776641909	7.94193212827517	0.22706792516838	0.644724083264125	0.853733847005736
Usp11	0.535540908432396	5.53870281601257	7.61580845807305	0.0215142978938984	0.13657267890809	1.07896271921713	5.53870281601257	30.4720375205712	0.000331972486527304	0.00758588725255162	0.543421810784731	5.53870281601257	7.90026631282319	0.0197674265960313	0.156357695876526
Pms2	0.405164781512739	5.15451703048844	7.61287295894281	0.0215332990121032	0.136626520551635	0.205887663226009	5.15451703048844	1.96589606043268	0.193428807893811	0.426924602144254	-0.19927711828673	5.15451703048844	1.85188180643974	0.205686289462766	0.515525574593285
Dhrs4	-0.528806546077009	4.38852587017947	7.60844384320864	0.0215623085157948	0.136707091938197	-0.75614919939522	4.38852587017947	15.3901145441986	0.00329191768588029	0.0302800473825872	-0.227342653318212	4.38852587017947	1.40088701446384	0.266000209823056	0.581813864126281
Pecam1	1.26526408340553	-0.605626496225024	7.58052417509137	0.0215670489206472	0.136707091938197	2.05569624006868	-0.605626496225024	22.3404059531541	0.000966911166486388	0.0137013050521612	0.790432156663158	-0.605626496225024	4.70434848638969	0.0570547281718879	0.267489791404977
Hist1h2bc	1.01381623262368	3.71279899546579	7.60335930808099	0.0215961172514809	0.136824571152309	1.44718217452946	3.71279899546579	15.3062986730319	0.00334721987749553	0.030666959725546	0.433365941905776	3.71279899546579	1.4634052628832	0.256297405858202	0.571710454025523
Dbp	1.0906650173183	4.16791587080161	7.59825754275574	0.0216289847954537	0.136965994404365	-1.00919465239967	4.16791587080161	6.28203412616429	0.0327731371640936	0.138460830709966	-2.09985966971797	4.16791587080161	26.2421085687254	0.000567862249393212	0.0256982400526796
Zwint	-0.606175185620848	7.65796667884868	7.59124393138133	0.0216738784143262	0.137183398072743	-0.0421572447918309	7.65796667884868	0.0370057830876756	0.851596276830497	0.932041159810778	0.564017940829017	7.65796667884868	6.57981429661277	0.0297242923503086	0.189524106719952
Snapc4	0.441877023421392	5.11773939540406	7.58916655389441	0.0216874660394937	0.137202537224035	0.485523256340647	5.11773939540406	9.14808492827908	0.0138848495206673	0.0782314728497031	0.0436462329192547	5.11773939540406	0.0747382361493655	0.790544594365845	0.924463066682343
Tmem183a	0.400298446880009	5.82361534337453	7.58625270630783	0.0217064928162856	0.137256050972696	-0.0627833901318906	5.82361534337453	0.18666886837301	0.67556683672284	0.839677724655218	-0.4630818370119	5.82361534337453	10.1472314849771	0.0106656564860411	0.110378921466695
Med13l	0.484962657770942	6.91091034049998	7.58141803810611	0.0217381268270436	0.137341035184529	-0.0057342272494328	6.91091034049998	0.00106351044488148	0.974674901902311	0.990363567836069	-0.490696885020375	6.91091034049998	7.76425787852365	0.0205799715421785	0.158067812176117
Cecr6	1.92001713815464	0.597211642918783	7.60557244217984	0.021745599792383	0.137341035184529	-0.46927584954722	0.597211642918783	0.33356757810373	0.57741939588785	0.776428524049218	-2.38929298770186	0.597211642918783	11.0415589310871	0.00862889410688671	0.0987419177623301
Bcl9l	0.522404487147764	4.74510267613776	7.57937300995424	0.021751656095979	0.137341035184529	0.0879411395803278	4.74510267613776	0.214605783423914	0.653851515138752	0.826172145016257	-0.434463347567437	4.74510267613776	5.26281428606276	0.0466160201782592	0.238497073225363
Mafg	0.504119691574621	6.14419711096263	7.57689331180742	0.0217677948075321	0.137376151098264	0.503726806217629	6.14419711096263	7.5617322782492	0.0218675537732286	0.105699958469182	-0.000392885356991988	6.14419711096263	4.63836310017715e-06	0.998327186530671	0.999096432320878
Pak3	0.677824445269359	7.19805012128599	7.57034631621498	0.0218108012950424	0.137466386407542	1.65377759646371	7.19805012128599	43.2839154450294	8.82377789200383e-05	0.00358223866178578	0.975953151194352	7.19805012128599	15.6108438930178	0.00315207217996309	0.0570977872710747
Pgbd1	0.536699613292671	2.98864753968843	7.57022700815025	0.0218135163650386	0.137466386407542	0.265795893712472	2.98864753968843	1.84054229749102	0.206964792516554	0.443684724163477	-0.270903719580199	2.98864753968843	1.9632841472968	0.193701623855444	0.499760963574593
Mre11a	0.524665766602721	5.81145110574455	7.5698846172761	0.0218138452714771	0.137466386407542	0.143047448374704	5.81145110574455	0.564197171813361	0.47118739070641	0.702400567994863	-0.381618318228017	5.81145110574455	4.021515801123	0.0749312842462418	0.307977063224743
Atp8b1	-0.723725592636441	7.23454664360649	7.56582091241808	0.0218405906594893	0.137568182097695	-0.808617288521921	7.23454664360649	9.4180369735566	0.0129095791633462	0.0743216374882716	-0.0848916958854794	7.23454664360649	0.105024177758125	0.753065273659313	0.906478659061
Kctd11	-1.1374677331062	3.22291694151107	7.56114360589316	0.0218729322572833	0.137705111079784	-0.940470184096727	3.22291694151107	5.19787870696925	0.0477261226894771	0.176499681517918	0.196997549009472	3.22291694151107	0.226320988790669	0.645263088863644	0.854038214425865
Smpd3	-0.63299096919909	6.03023976940071	7.55290431277469	0.0219259025159355	0.137971716025664	-1.14347933479241	6.03023976940071	24.1480435513444	0.000759393502060297	0.01186883610681	-0.510488365593323	6.03023976940071	4.90197425727011	0.0532097072906007	0.258101446307244
Smad3	-0.449441580484616	4.96281058153333	7.54030203096303	0.0220095479025384	0.138399142187818	-0.539488049464658	4.96281058153333	10.8211741277727	0.00900298897916974	0.0582905388142855	-0.090046468980042	4.96281058153333	0.302668305149497	0.595203432815352	0.825949572617243
Brd2	0.663508955475832	8.82145543980491	7.53931289191355	0.0220160997882138	0.138399142187818	0.219901181405579	8.82145543980491	0.83427629141578	0.384149755923239	0.62746497818875	-0.443607774070252	8.82145543980491	3.38726073687083	0.0978337585224119	0.353861769091574
C1ql4	-0.931274906060672	1.59785864452382	7.54020699805728	0.0220257951110426	0.138399142187818	-1.62096624172697	1.59785864452382	20.8103501461709	0.00126112466429913	0.0158869904363891	-0.689691335666295	1.59785864452382	3.68191719106485	0.0862566832016053	0.32988863410555
Serpine1	-1.73985066843907	6.47836585980718	7.53166179968454	0.0220676491817115	0.138595081030981	-4.6158366745372	6.47836585980718	40.8552185724324	0.000110374777724334	0.00406104139683755	-2.87598600609813	6.47836585980718	18.3779830158414	0.00189023633152661	0.0446282115073304
Naip6	-0.692894467264632	2.02801298533635	7.52902685313964	0.0220903887891184	0.138670840789304	-0.0798828122666044	2.02801298533635	0.103752060927042	0.754510994145947	0.883828793957556	0.613011654998027	2.02801298533635	5.92840793007492	0.0369178870848024	0.212094998744395
Agtrap	-0.488719190414901	4.85644606022456	7.52422989254071	0.0221167720523216	0.138769389089639	-0.385700454180981	4.85644606022456	4.69067858261054	0.0576135710875431	0.200183269471645	0.103018736233919	4.85644606022456	0.335032901981971	0.576484479324901	0.816718951723768
Phf21b	-0.445624043743277	6.81636942646914	7.5207132034266	0.0221402883851509	0.138849862649126	-1.14624435581655	6.81636942646914	48.5967748500144	5.60008335534444e-05	0.00272384292711062	-0.700620312073274	6.81636942646914	18.4348758359748	0.00187142219043886	0.0444351579696891
Efnb2	0.472500672803582	5.65353624486767	7.51855893274004	0.0221547419901193	0.138863298263379	-0.945943123983453	5.65353624486767	29.4900983547429	0.000373975536783016	0.00796261356022593	-1.41844379678704	5.65353624486767	65.219461219027	1.70617956096686e-05	0.00671510913267806
Mr1	-1.21936976915925	3.33569928431016	7.51743842417618	0.0221638140822285	0.138863298263379	-0.148282187803207	3.33569928431016	0.116903113425058	0.740032437809095	0.87696544728691	1.07108758135605	3.33569928431016	5.83362703755913	0.0381302689677846	0.216071524150779
Csnk2a1	-0.392040990037488	7.65006333058365	7.51292663413891	0.0221925314310835	0.138976180437277	0.0259601174970602	7.65006333058365	0.0330551937290236	0.859639706731543	0.936346906325837	0.418001107534548	7.65006333058365	8.53932414613086	0.0164377210790418	0.14299606254159
Rnf141	-0.449238875643593	4.44230774103261	7.50682841897242	0.0222337914951047	0.139167462138998	-0.116525907614509	4.44230774103261	0.507724122976306	0.493647114877318	0.720068365681335	0.332712968029084	4.44230774103261	4.12400786746335	0.071892223874303	0.302082239948058
Zfp280c	1.23659170214051	6.58322978534974	7.49562274308781	0.0223091832169038	0.139572096156621	1.08552896144418	6.58322978534974	5.81158297489175	0.0384185563737613	0.153768939963763	-0.151062740696324	6.58322978534974	0.115659185767335	0.741360705612422	0.901910157783265
Tekt2	1.50003276887479	-1.29160263424668	7.38388367135582	0.0223759268489044	0.139860910436306	0.957534203062628	-1.29160263424668	2.57419881854947	0.140894639350066	0.356713367617672	-0.542498565812165	-1.29160263424668	1.27557292714259	0.286090443987255	0.600087643169648
Satb2	0.807280392387981	1.00986741722838	7.49194803147662	0.0223768841920729	0.139860910436306	1.37661364911691	1.00986741722838	22.396095130195	0.000989026073375281	0.0139170862849384	0.569333256728927	1.00986741722838	4.42351923833795	0.06391831365954	0.283314482798839
Gtf2ird2	0.641837457294312	3.94676367102831	7.4806212645329	0.0224115889074548	0.140010445757587	0.0825551003047881	3.94676367102831	0.123382531676571	0.733236122221506	0.873211821616132	-0.559282356989524	3.94676367102831	5.71563448326189	0.0397152214772721	0.219999046991701
Cars2	0.622670007563861	3.60221630487627	7.47290738783889	0.0224643072185971	0.140272318343817	0.66158658090514	3.60221630487627	8.40935954215205	0.0170561451125149	0.0897590002922786	0.0389165733412794	3.60221630487627	0.0299317830915074	0.866359231289306	0.950923155242585
Nup98	0.434378551729334	7.31603116581362	7.46166779109995	0.0225402746635101	0.140578899581409	0.404323770065942	7.31603116581362	6.46672347948348	0.0308387804112021	0.132766140794028	-0.0300547816633919	7.31603116581362	0.0358932436120471	0.8538143081096	0.946518559739965
Man2a1	-0.731255897670818	8.32197213552552	7.46134065161705	0.022542514556782	0.140578899581409	-0.402663951543269	8.32197213552552	2.27950894714212	0.164357176960995	0.390216187020163	0.328591946127549	8.32197213552552	1.51891932318272	0.24808657965979	0.563509705600097
Fgf11	-0.906315780124942	0.752353326239804	7.46546729901956	0.0225522083743581	0.140578899581409	-0.753595844209354	0.752353326239804	5.10354910853669	0.0494452793459898	0.180290647991498	0.152719935915588	0.752353326239804	0.198483359659728	0.666176683812334	0.863285170694424
Lrrc10b	-1.15537263319951	0.78052539749398	7.46841534049879	0.0225567005487879	0.140578899581409	0.513743484215585	0.78052539749398	1.75113671292658	0.217498360872231	0.457024544735243	1.66911611741509	0.78052539749398	16.5787139395667	0.00263573939841903	0.0522108788521294
Txndc12	-0.561794271029282	5.78835483260604	7.45724287593428	0.0225706148792407	0.140598151583491	-0.225735969161718	5.78835483260604	1.21106711042449	0.298839884861941	0.551717473288825	0.336058301867564	5.78835483260604	2.67692035834939	0.135212870839153	0.414870013337802
C87436	0.640482887216088	4.84039501213105	7.45000247089118	0.02262047718943	0.140737998545661	0.595257778736269	4.84039501213105	6.43184534723513	0.0311930200307077	0.133840417627629	-0.0452251084798193	4.84039501213105	0.0377015432045782	0.850226790547136	0.945055295857578
6330416G13Rik	0.782903731822361	4.33857156190081	7.4489771502131	0.0226276658453089	0.140737998545661	0.555528247580558	4.33857156190081	3.75347433602805	0.0836809894378766	0.254174155944607	-0.227375484241803	4.33857156190081	0.640427212144179	0.44355519872992	0.73252726811404
Sfn	-1.00667938178953	0.975671395970872	7.45275675753749	0.022637334630855	0.140737998545661	0.305242654230745	0.975671395970872	0.774638053409476	0.401037777166843	0.643285000598118	1.31192203602027	0.975671395970872	13.1327449468048	0.00527819485588526	0.0772155672521909
Fancb	0.590517788408172	4.24589549656421	7.44681053802483	0.022642766617158	0.140737998545661	0.00286982786998726	4.24589549656421	0.000175419549110042	0.989712965710132	0.996541747317094	-0.587647960538185	4.24589549656421	7.39136834221407	0.0230286201026403	0.166534364083013
Pcdh18	-0.731298055003789	1.01606045910786	7.4567858064352	0.0226472449153396	0.140737998545661	-2.18587985715693	1.01606045910786	53.4017745723847	3.92148260820752e-05	0.00229424396916213	-1.45458180215314	1.01606045910786	23.0102667906859	0.000905951959927748	0.0315455872802724
Mb21d2	0.72835141659304	3.62160365490795	7.44407571918432	0.0226621068128583	0.140763004918892	0.566674237776309	3.62160365490795	4.49355441098947	0.062141092356282	0.209922878147142	-0.161677178816731	3.62160365490795	0.37551058743167	0.554731132593286	0.803664021207094
Prcp	-0.733463637945332	4.16592526253347	7.43924571989161	0.0226949474481783	0.140838038639895	-0.25929433437779	4.16592526253347	0.943178701167101	0.356087610398453	0.602431403393918	0.474169303567542	4.16592526253347	3.12318370923728	0.109967529349756	0.37256721817566
Rhoq	-0.677322242076485	5.14240710435401	7.43906346773896	0.0226958742588005	0.140838038639895	0.67862236510045	5.14240710435401	7.5453997371697	0.0219757656378788	0.106065122298317	1.35594460717694	5.14240710435401	29.2531669614457	0.000385068803108273	0.0215572138567683
Dctn4	0.506614547421603	7.02404465505769	7.43448900635876	0.0227273787593678	0.140913976607314	0.2710415290882	7.02404465505769	2.13432385242098	0.177040778966603	0.406399016828956	-0.235573018333403	7.02404465505769	1.61557171905023	0.234637760222655	0.548304287472444
Zfr2	0.825472495262161	2.30142630944868	7.4338535515039	0.0227368687229783	0.140913976607314	0.706193886084689	2.30142630944868	5.39061957621244	0.0445333128592467	0.168110423180732	-0.119278609177472	2.30142630944868	0.163670577812597	0.694965762310841	0.880295128815279
Hn1l	0.433605798589483	7.70145942280083	7.43257005160379	0.0227406602224307	0.140913976607314	0.369794706914202	7.70145942280083	5.41006839186714	0.0442189025192561	0.167523622744614	-0.0638110916752817	7.70145942280083	0.16167637961328	0.696719588085638	0.880776865768526
2810474O19Rik	1.31795661690099	7.45088470434626	7.42934266442787	0.0227630218469652	0.140954258567291	0.950058246871331	7.45088470434626	3.91920360429819	0.0781282814565629	0.241533765102922	-0.367898370029655	7.45088470434626	0.59834475075615	0.458456382732727	0.743855374006718
Brsk2	0.448333300653934	4.7478064879605	7.42851859008266	0.0227688662206788	0.140954258567291	0.126663935991799	4.7478064879605	0.592329354447447	0.460655997632197	0.69446272759388	-0.321669364662134	4.7478064879605	3.84232383704726	0.0806444533959588	0.318749288103077
Dbpht2	-0.803954501002128	5.38088943910261	7.42592256310647	0.0227869696809665	0.140967972287226	-2.15551613179251	5.38088943910261	49.2266428428409	5.32162639829068e-05	0.00269361783635761	-1.35156163079038	5.38088943910261	20.2038376822037	0.00138826563554168	0.0386098374184484
Rhoa	-0.4237808428674	8.1510323763408	7.42505219103251	0.0227927888668906	0.140967972287226	-0.194005514986784	8.1510323763408	1.56065806442429	0.242152045633488	0.486628492771797	0.229775327880616	8.1510323763408	2.18819097476573	0.172189238030236	0.470423606128881
Nrep	-0.792970920780107	3.01864731890866	7.42073951996732	0.02282493736666	0.14109961281208	-0.968649887834002	3.01864731890866	10.8697469818146	0.00889716399177079	0.0578939709043683	-0.175678967053895	3.01864731890866	0.357383704287442	0.564263160868199	0.808482995330445
Enpp5	-0.785336564362424	8.20624169818524	7.41616887282182	0.0228545757334467	0.141203393256335	-0.26477611617238	8.20624169818524	0.852468125365205	0.379230020057639	0.622842627783083	0.520560448190044	8.20624169818524	3.28018592951728	0.102536960202819	0.360517065271849
Plscr3	-0.850230343389779	3.81518379585643	7.41500699545444	0.0228634690497439	0.141203393256335	-0.908258016708556	3.81518379585643	8.3999059422579	0.0171021229775107	0.0898916929307602	-0.0580276733187765	3.81518379585643	0.0344562720986021	0.85673287552423	0.946964880246148
Scfd2	0.740512421680544	4.04077613771606	7.41091472751443	0.0228918055885861	0.14130863870706	0.890215150801902	4.04077613771606	10.6681807657326	0.009351208709159	0.0600363315445166	0.149702729121358	4.04077613771606	0.310826428094455	0.59036368696082	0.823631219729442
Parp14	-1.2282596352797	0.19490495214472	7.42446491258009	0.0229040702278641	0.14130863870706	-0.683461526249671	0.19490495214472	2.44857322093025	0.151223351786059	0.371273892302634	0.544798109030029	0.19490495214472	1.35219058016691	0.274069592361972	0.58972769305723
Cryzl1	0.434612600409878	5.65791235411746	7.40777629954199	0.0229131500706089	0.14130863870706	0.225649077395845	5.65791235411746	1.99902036112865	0.190051283139292	0.422813646011155	-0.208963523014033	5.65791235411746	1.72082705729321	0.221101605261032	0.532994314062918
Mrfap1	-0.585716213529003	7.49430773693288	7.39245012534898	0.0230205624010382	0.141903685080534	-0.153423942504315	7.49430773693288	0.510616430689483	0.49245068042658	0.719697247370364	0.432292271024688	7.49430773693288	4.03886158256593	0.0744056825455352	0.307444317051271
Zfp184	0.862900079941111	4.18242735327725	7.38924238821901	0.0230436863505484	0.141978841708218	0.509840098180553	4.18242735327725	2.58672191200837	0.141198522934481	0.357343416966686	-0.353059981760559	4.18242735327725	1.26656839213791	0.288669048338968	0.603061540908238
Prkar1a	-0.469143466651175	10.2657669790797	7.38566259465472	0.0230683342724362	0.142016434577307	-0.514502813093057	10.2657669790797	8.87466498315806	0.0149663557348131	0.0821568166879764	-0.0453593464418816	10.2657669790797	0.0693358491896642	0.798058443421582	0.926621049808645
Trdmt1	0.64812915153675	2.00916034327226	7.3855863119586	0.0230755450564329	0.142016434577307	0.607540116071298	2.00916034327226	6.43980195002443	0.031119288108648	0.133568180421388	-0.0405890354654514	2.00916034327226	0.0304223170371919	0.865281794328051	0.950536368872879
Gria4	-0.786255851500495	4.8001716899235	7.38367354242385	0.0230825911143128	0.142016434577307	-1.39611591124035	4.8001716899235	22.5581053875803	0.000959380035960906	0.0136627498980924	-0.609860059739855	4.8001716899235	4.40324302963486	0.0643619896052673	0.284516970558998
Mgat2	0.399046408965521	7.00604341269564	7.37736527178609	0.0231269014597577	0.142221683787563	0.975267253993744	7.00604341269564	43.4378252461535	8.70267652408033e-05	0.00357691021185935	0.576220845028222	7.00604341269564	15.3696863418716	0.00330512023511958	0.0589655241946882
Xpnpep2	-1.4130982161	-0.523191709992266	7.2872899087799	0.0231389204929098	0.142228253365789	-2.98453242230337	-0.523191709992266	21.3924558174706	0.00105487097901417	0.0143486094106847	-1.57143420620338	-0.523191709992266	4.83264856181746	0.0537211944508567	0.259403226854548
Khdrbs3	-0.899804943542539	7.66933776982086	7.37403146841096	0.0231504825844605	0.142232009369429	-0.74689731986597	7.66933776982086	5.10600060918669	0.0493486428255151	0.18008996151104	0.152907623676569	7.66933776982086	0.216063338879422	0.652767270476642	0.858634894815053
Cdkl2	-0.665674546758276	5.08919291296042	7.36658602475739	0.0232032810264944	0.142384981541179	-0.290347705448286	5.08919291296042	1.41469022862072	0.263813677866528	0.513704954742198	0.375326841309991	5.08919291296042	2.35279811793599	0.158406507292858	0.451631066349869
4933430I17Rik	0.801828738268989	1.36220093805116	7.36742893100549	0.023218575060971	0.142384981541179	1.11047298339091	1.36220093805116	14.2858218771805	0.00412389560490297	0.0350531126416753	0.308644245121922	1.36220093805116	1.22973937239593	0.295390139948438	0.611187545514871
Tbc1d2b	0.455419498587465	5.08819025120702	7.36373157487031	0.0232236544635219	0.142384981541179	-0.80791696639936	5.08819025120702	22.7081108910158	0.000937958248696043	0.0134807010273403	-1.26333646498683	5.08819025120702	54.8819708722226	3.44495099601334e-05	0.00813509518840386
Rps6kc1	0.474641041278756	4.7416475567646	7.36301584496902	0.0232287487435263	0.142384981541179	0.255024316730024	4.7416475567646	2.12454600878009	0.177940916031562	0.406811585533873	-0.219616724548732	4.7416475567646	1.58850450057687	0.23830116758723	0.552293997969833
Vkorc1	-0.56414019192438	4.89009149957198	7.36279798973742	0.0232301952483645	0.142384981541179	-0.398945181366158	4.89009149957198	3.69287194699056	0.0858347155287663	0.257821758854675	0.165195010558221	4.89009149957198	0.633110700823973	0.446086642763445	0.734318544513514
Gde1	-0.451639507656233	6.6204972289907	7.35924750086802	0.0232554207029395	0.142472360419707	-0.704730439689925	6.6204972289907	17.7986812964472	0.00209397507829637	0.022180950760878	-0.253090932033693	6.6204972289907	2.313558575567	0.16155674527142	0.454452748413504
Rnmtl1	0.504356783077956	4.62256651821666	7.35409826008969	0.0232922465350849	0.142591584321955	0.0816311964008882	4.62256651821666	0.192386637610482	0.670969526293749	0.837293640228979	-0.422725586677068	4.62256651821666	5.18865675918554	0.0478842682001381	0.241676743955954
Slc39a4	-1.23249089460963	2.61672677025111	7.35434823033697	0.0232968387689551	0.142591584321955	-2.27337899051653	2.61672677025111	22.248063989645	0.00100640307178394	0.0140700391348661	-1.0408880959069	2.61672677025111	4.72669596864032	0.056840805472971	0.26709420458862
Pknox2	-0.621973453207325	3.64565438191983	7.3510971788527	0.0233145243971043	0.142615978069221	-0.466390714960629	3.64565438191983	4.14311281848548	0.0713440488637548	0.22839943471591	0.155582738246696	3.64565438191983	0.459735360027369	0.514293920849841	0.7822462213707
Zcchc18	-0.754202314775196	5.23357805299214	7.349802724784	0.0233227854495708	0.142615978069221	-0.920374366300222	5.23357805299214	10.8549253014439	0.00892838668334912	0.0580099480957171	-0.166172051525026	5.23357805299214	0.358240079463857	0.563803902256362	0.808366124901191
Trp53bp1	0.398798063529156	6.8955880624454	7.34217767361659	0.0233773102374159	0.142866968963192	-0.439355235936863	6.8955880624454	8.88569215110167	0.0149207807568182	0.0820432520159269	-0.838153299466019	6.8955880624454	32.0694784365287	0.000275220461999451	0.0181116062259024
