genes	logFC_TgvDMSO_6h_aTC1	logCPM_TgvDMSO_6h_aTC1	F_TgvDMSO_6h_aTC1	PValue_TgvDMSO_6h_aTC1	FDR_TgvDMSO_6h_aTC1	logFC_TgvDMSO_24h_aTC1	logCPM_TgvDMSO_24h_aTC1	F_TgvDMSO_24h_aTC1	PValue_TgvDMSO_24h_aTC1	FDR_TgvDMSO_24h_aTC1	logFC_Tg_24hv6h_aTC1	logCPM_Tg_24hv6h_aTC1	F_Tg_24hv6h_aTC1	PValue_Tg_24hv6h_aTC1	FDR_Tg_24hv6h_aTC1
Arpin	-0.419540267459574	5.77947163002467	17.1590559478307	0.00176998498136361	0.0106143844598852	-0.0940575707703608	5.77947163002467	0.856704725233541	0.375250282646478	0.531824409237632	0.325482696689213	5.77947163002467	10.3093352282277	0.00867192243822496	0.0639750219757564
Glrx2	0.402923492183681	5.03636586029192	17.1585032553952	0.0017701826754946	0.0106143844598852	0.174594492221038	5.03636586029192	3.14757122326732	0.104718298932502	0.216741109188399	-0.228328999962644	5.03636586029192	5.5467411336982	0.0389411233487262	0.156292324547473
Sri	-0.372185710792309	5.14431758758513	17.1524872605629	0.00177230991296191	0.0106221056460417	0.00168365406280627	5.14431758758513	0.00034735199837543	0.985476481866689	0.991136097432411	0.373869364855115	5.14431758758513	17.286605188005	0.00172558089709004	0.0253566196399339
Msh5	0.778302255038629	2.17028577294779	17.1383714139168	0.00177780810978594	0.0106500133546457	-0.353436807886907	2.17028577294779	2.8270949561365	0.121871490694929	0.240572813492816	-1.13173906292554	2.17028577294779	34.674089344945	0.000121595415081939	0.00612949085965762
6330416G13Rik	0.724180142858206	4.53603665190404	17.1267182295624	0.00178148342483298	0.0106645951995667	0.986004836475107	4.53603665190404	31.1356069582959	0.00018908869788257	0.0025975572265041	0.261824693616901	4.53603665190404	2.36685672616916	0.153229563151955	0.349225828819818
Coro1c	-0.4637955849826	7.42064757721923	17.1247583894774	0.00178215613778014	0.0106645951995667	-0.228430226469843	7.42064757721923	4.15125680307924	0.0673475340582421	0.158359495621821	0.235365358512757	7.42064757721923	4.41462391322122	0.0604143691698865	0.201928146940315
Sigmar1	-0.457998789332859	5.32579390022944	17.1230382808767	0.00178277101225764	0.0106645951995667	0.213342584281784	5.32579390022944	3.71168915836238	0.0812464144844909	0.181356675380695	0.671341373614643	5.32579390022944	36.8035838403038	9.47263096587998e-05	0.0054229740715074
Mtmr12	-0.439659236709588	4.42331729817259	17.1183652072988	0.00178445167171256	0.0106696042299184	-0.0475301937054621	4.42331729817259	0.196609949217622	0.666383101916239	0.77970421108649	0.392129043004126	4.42331729817259	13.562021220107	0.00383503116509889	0.0400006713114849
Tmem25	-0.755456715796082	2.87722038386935	17.1074990345857	0.00178848652562231	0.0106886780926658	-0.75219448856187	2.87722038386935	15.673557800413	0.00240248907067317	0.0151179815982089	0.00326222723421152	2.87722038386935	0.000300496926066378	0.986491404024187	0.992847764196485
Cbx7	-0.460462561893126	5.23942141586592	17.1034115742222	0.00178978455139884	0.0106913853372512	-0.237167695058999	5.23942141586592	4.48492949008679	0.0587137196268505	0.143545117047133	0.223294866834127	5.23942141586592	4.01029860879559	0.0714603638763934	0.222579154053208
Tlk2	0.802541438543268	7.40469068054733	17.0865129416545	0.00179584724022466	0.0107200215725829	0.812477211847761	7.40469068054733	17.4311542799618	0.00167685024740017	0.0118377833620103	0.0099357733044936	7.40469068054733	0.00266412108768546	0.959794963332685	0.979176517486177
Acadvl	-0.611142303821142	5.01589126253371	17.0853651384336	0.00179627297928199	0.0107200215725829	-0.922543719425987	5.01589126253371	37.4561123902781	8.79656315250326e-05	0.00156311962086336	-0.311401415604845	5.01589126253371	4.3351422722752	0.0624104383612168	0.205885230168557
Ggn	-0.952942418239724	1.2531750661748	17.0828212687163	0.00179821152109498	0.0107229221598935	-0.649751040814465	1.2531750661748	7.24991273755343	0.0215581356212587	0.0711143942481865	0.30319137742526	1.2531750661748	1.57679255177464	0.236198365501882	0.450804302357794
Anxa6	-0.45758450913664	5.01348525850276	17.0792792262685	0.00179845406443993	0.0107229221598935	-0.529330998511684	5.01348525850276	22.2662443913462	0.00069733852005999	0.00648729923220514	-0.0717464893750441	5.01348525850276	0.414519263886197	0.533364198799154	0.716361342166338
Mtpn	-0.389715328060446	8.65607029384032	17.0721470363829	0.00180102217901614	0.0107284080357925	-0.344023864195413	8.65607029384032	13.2846005959842	0.00409146652169932	0.0218880483858519	0.0456914638650333	8.65607029384032	0.23508293048324	0.637642197161608	0.790820466415124
Prim2	0.33159097977784	6.34738728213052	17.072015759451	0.00180107008125382	0.0107284080357925	0.0114533802735108	6.34738728213052	0.0201595959370956	0.889754269053179	0.933043598181585	-0.320137599504329	6.34738728213052	15.9068744780335	0.00228699477174014	0.0302368171772885
Pdcd2l	0.633539573034467	4.31533354501396	17.0647775603201	0.00180372082357545	0.0107388529508684	0.210973783222341	4.31533354501396	1.8210850313023	0.205294795442421	0.346919961524979	-0.422565789812126	4.31533354501396	7.71904939192981	0.0185338554336342	0.10029526901041
Tshr	-0.641293306311279	4.28057602154797	17.0625389144497	0.00180452113290755	0.0107388529508684	-0.688323936926332	4.28057602154797	18.7507693212882	0.00130013398331403	0.00988539372409201	-0.0470306306150526	4.28057602154797	0.0887509172608677	0.771527719074941	0.874596246011662
Smim24	1.88955861985965	-0.994150374812629	17.017786824624	0.00180572514157928	0.0107409659103249	1.13983214649027	-0.994150374812629	4.1962332912673	0.0659932493298576	0.156108840530293	-0.74972647336938	-0.994150374812629	4.23804884321021	0.0648564619809155	0.210508967927794
Klhl4	-0.533700668155076	6.67605314653088	17.0557680566756	0.00180694449687322	0.0107431681270865	-0.823880269293684	6.67605314653088	39.8559851418406	6.75700787909731e-05	0.00132756996307753	-0.290179601138609	6.67605314653088	5.00741068451663	0.0477507481792773	0.175164530578201
Rnf165	-0.87493582191304	0.312274134523128	17.0582357921426	0.00181170708521036	0.01076642463226	-1.0480504731846	0.312274134523128	18.8339794443391	0.001284365875276	0.00980321896169499	-0.173114651271559	0.312274134523128	0.525131421323317	0.484369276968499	0.678052676721116
Tpcn2	-0.594986488708942	3.17167701283564	17.0396704193871	0.00181289495690164	0.0107684258191171	-0.046580275021586	3.17167701283564	0.102279437989885	0.755324836413152	0.84535971800865	0.548406213687356	3.17167701283564	14.4390153448829	0.00314174435400707	0.0363339575565791
Dgkz	-0.374115744982321	5.9122298259463	17.0149450037936	0.00182180632975236	0.0108094612423283	-0.464892438706729	5.9122298259463	25.870840922806	0.000394356182613803	0.0042680876154233	-0.0907766937244073	5.9122298259463	0.995842167731846	0.340549391122457	0.556024118787112
Bbs5	0.449135242457371	3.80936355284501	17.0150753745002	0.00182182254066038	0.0108094612423283	0.0437288296105414	3.80936355284501	0.152119520689329	0.704239387857565	0.808166597294686	-0.405406412846829	3.80936355284501	13.9244501466134	0.00352838246435277	0.0388859712012118
Tnfrsf13c	2.15969351658888	-0.90085623828935	16.9043083060241	0.00182236648987403	0.0108094612423283	1.34447505159342	-0.90085623828935	4.39476360420005	0.0606361491426012	0.147023487725602	-0.81521846499546	-0.90085623828935	4.07903940926918	0.0691384929969759	0.218794450574722
Nudt10	-0.534456204801708	5.17375385812527	17.0091197519625	0.00182394078709334	0.0108096958742618	-0.709014981173128	5.17375385812527	29.1115563548304	0.000247838347799622	0.00310768164158653	-0.17455877637142	5.17375385812527	1.78701314244216	0.209267187103435	0.420328377715932
Zw10	0.417066248276745	5.24696488855798	17.008643746506	0.00182411481912337	0.0108096958742618	0.150748849889871	5.24696488855798	2.17710459738249	0.169147010021729	0.304329916210881	-0.266317398386873	5.24696488855798	6.9785831474384	0.023571018549843	0.115993981599617
Fam84b	1.78373094537255	-0.178105957719707	17.088894979165	0.00182515756852451	0.0108108115903428	1.20053630470334	-0.178105957719707	5.78099348124583	0.0359077336892807	0.101181435776565	-0.583194640669211	-0.178105957719707	2.85256695865784	0.120609457604944	0.30373906530685
Slc20a1	0.338100690691477	6.99491559003238	16.9927948114545	0.00182993014147577	0.0108340084931921	0.585540533675385	6.99491559003238	50.5666167233363	2.39059644820525e-05	0.000670527337778156	0.247439842983908	6.99491559003238	9.15526508714221	0.0119926762672527	0.0780109717908898
Atxn1	-0.469800186225597	4.65844114448058	16.9866698082819	0.00183219891004305	0.0108399236022309	-0.517048478202932	4.65844114448058	19.9150405913191	0.00104898219205818	0.00862360149052635	-0.0472482919773356	4.65844114448058	0.168744541539964	0.689409744033284	0.824658417463279
Zbtb17	0.386781137589489	4.94798563027334	16.9854360040751	0.0018326427904815	0.0108399236022309	-0.101354804693107	4.94798563027334	1.12993369498823	0.311401612151949	0.467028591387679	-0.488135942282596	4.94798563027334	26.911549187449	0.000338179516590867	0.0103348967244146
Anxa2	-0.759529253744793	5.22429234267099	16.9748811012195	0.0018365351571132	0.0108578704709328	-0.927644061196563	5.22429234267099	24.6429394234753	0.000475590961568077	0.00486040132936939	-0.16811480745177	5.22429234267099	0.820571734905858	0.385137019658344	0.595472757267184
Gtf2h1	0.778287880147163	6.75559582374123	16.9641927861649	0.00184048535077151	0.0108761422970393	0.818059550311551	6.75559582374123	18.6022173324854	0.00133707358127141	0.0100934695407195	0.0397716701643872	6.75559582374123	0.0451496820456743	0.835758920423342	0.913285702297125
Rnft2	-0.511546718679875	3.11970347374344	16.9585393607516	0.00184274874769438	0.0108771770047305	-1.09168388758831	3.11970347374344	67.5809609992241	6.39214813119602e-06	0.000282774329216406	-0.580137168908431	3.11970347374344	19.6600016863764	0.00109876361727441	0.0197202183280537
Aes	-0.495129428443865	8.64542569401936	16.9575554199625	0.00184294476905791	0.0108771770047305	-0.391832664769558	8.64542569401936	10.6213734435464	0.00797169703103617	0.0351298888319992	0.103296763674307	8.64542569401936	0.740716693478919	0.408472721331888	0.61664342489457
Heatr1	0.442165554220612	7.35552927864865	16.9567608621366	0.0018432396062395	0.0108771770047305	0.540367282412177	7.35552927864865	25.1863719141517	0.000437394846731254	0.00460009941882279	0.0982017281915653	7.35552927864865	0.842431172297895	0.379108825450054	0.589973537465446
Luzp2	0.751639827561353	6.46573991076451	16.9474948533672	0.00184668115514468	0.0108924055826995	0.290223504044249	6.46573991076451	2.51409045112708	0.142182535047207	0.268692073699367	-0.461416323517103	6.46573991076451	6.43978997347938	0.0282976275084861	0.128738433382728
Ttll12	-0.398256987020723	5.84921082521715	16.9240184401227	0.00185543456230293	0.0109382343880403	-0.551507055488522	5.84921082521715	31.8565727468261	0.000172271808656682	0.00244622101360757	-0.153250068467799	5.84921082521715	2.4864463863016	0.144177102386121	0.337864178438453
Slc38a2	0.407763657306703	8.81553164093561	16.9200534442758	0.0018569166503131	0.0109382343880403	0.575197019308869	8.81553164093561	33.5206420945607	0.000139801890129113	0.00210819250764426	0.167433362002167	8.81553164093561	2.86462677707916	0.119685236305836	0.30200590541313
Nmrk1	-0.768376544995043	1.86934366302354	16.9209665737337	0.0018570445356869	0.0109382343880403	-0.245091534218298	1.86934366302354	1.63621236011828	0.228135507025083	0.375096872629155	0.523285010776744	1.86934366302354	7.59895712643307	0.0192573224917019	0.102803225386081
Epc1	0.468815128960112	5.92695268058523	16.9114222463805	0.00186015119508946	0.0109514345836537	0.69369904081735	5.92695268058523	36.5517620016198	9.74999027345119e-05	0.00167150239755697	0.224883911857238	5.92695268058523	3.94723386232916	0.0734003684608222	0.225466197182509
Rabggtb	0.384977339008556	6.7382670612791	16.9005995929923	0.00186421450194617	0.0109702520365688	0.223255679967874	6.7382670612791	5.65080950077602	0.03747637216666	0.104392571698059	-0.161721659040683	6.7382670612791	2.9954387985767	0.112453008722052	0.291907153539474
Abca3	-0.35649226184842	6.75097334214036	16.8980978198182	0.00186515543989535	0.0109706864832896	-0.50181722574239	6.75097334214036	33.1040712386984	0.000147191752560676	0.00220648110592141	-0.14532496389397	6.75097334214036	2.7981187421108	0.123587083330862	0.308191922601369
Nos3	-1.31312460444426	0.386851069463513	16.8969272768362	0.00187065680591862	0.0109979321136071	-1.18679921363045	0.386851069463513	11.3790768726237	0.00654608354486494	0.0305586689975989	0.126325390813806	0.386851069463513	0.121099510369008	0.734664471152984	0.851437729295074
Dhx34	-0.381862293066387	4.42255376760585	16.88021573747	0.00187191374279437	0.0110002102525937	-0.164588987256928	4.42255376760585	3.06351253684689	0.108906563221783	0.222814656837322	0.217273305809459	4.42255376760585	5.42993223433732	0.040668977275665	0.160144382350362
Blcap	-0.50149952209968	5.11563461746768	16.8713117182801	0.00187526795993714	0.0110148051202993	-0.151829840522206	5.11563461746768	1.53513640380622	0.242071352526658	0.390798360618512	0.349669681577474	5.11563461746768	8.19019066395068	0.0159991663557377	0.0919679476296198
Ccnh	0.399593028416349	5.62610138021792	16.8655119142584	0.00187746448767829	0.0110225896510932	0.23009290588734	5.62610138021792	5.50710962040651	0.0395171399705334	0.108265668018014	-0.169500122529009	5.62610138021792	3.05254176379813	0.109468434778954	0.287521178430701
Hpcal1	-0.70438780009029	2.41533750967292	16.8560961087801	0.00188130956749357	0.01104004111685	-0.594317323016442	2.41533750967292	11.0717930721846	0.00707717160947408	0.032220358115533	0.110070477073848	2.41533750967292	0.388133469884429	0.546450250625217	0.726072395441929
Stag1	0.518881594708461	6.44621405182338	16.8221948496833	0.00189397480128947	0.01110921149092	0.335255242220174	6.44621405182338	6.97081816822851	0.0236320258827387	0.0757326219524847	-0.183626352488288	6.44621405182338	2.12311917250154	0.174062359097472	0.375552006702118
Tstd3	-0.504936116416618	4.3715089649493	16.8163092694072	0.00189625857513555	0.0111174529622868	-0.61904480465108	4.3715089649493	24.1874557014955	0.000510704213670479	0.00511593801374418	-0.114108688234462	4.3715089649493	0.835510155278785	0.381001805661545	0.591682195314824
Mapk4	-0.408894053494114	6.23641617724506	16.8031610151109	0.00190128479455166	0.0111417578604296	-0.160033707541663	6.23641617724506	2.56022666095873	0.13893138792711	0.264205609507559	0.248860345952451	6.23641617724506	6.21614293926873	0.030591893302751	0.13514267949246
Tmtc4	-0.459212365224647	3.71130065859606	16.7912698757945	0.00190595195208945	0.011163214023517	0.184443049603498	3.71130065859606	2.67387896621077	0.131317077496769	0.253613748204721	0.643655414828145	3.71130065859606	33.2266014967738	0.000144982723114398	0.00658419223983511
Pdk3	-0.398528192435369	5.79195409385992	16.7890822453749	0.00190671408678224	0.011163214023517	-0.645854135181093	5.79195409385992	43.0938151730875	4.82780924631621e-05	0.00107727411965419	-0.247325942745724	5.79195409385992	6.39300055393746	0.0287599136701115	0.129722077630749
Mcu	0.411043956237365	4.78837206915895	16.7868164633705	0.00190759316462565	0.011163214023517	0.226138614545573	4.78837206915895	4.94423023074496	0.0489348960226485	0.125585255165248	-0.184905341691792	4.78837206915895	3.43038819218844	0.09202659748422	0.259429703959526
Capn15	-0.463214747150344	5.02785532951809	16.7832560132331	0.00190896790018219	0.0111660942547873	-0.288169345179213	5.02785532951809	6.39727140687578	0.0287173498624725	0.0865075977285719	0.175045401971132	5.02785532951809	2.38429232717737	0.151865188024299	0.347834334413921
Rps19bp1	0.444442435043427	4.37918035494205	16.7444164337531	0.00192408578657169	0.0112493222604921	0.367390293763908	4.37918035494205	11.1116773564793	0.00700327204607708	0.0319413835353162	-0.0770521412795189	4.37918035494205	0.514273498383438	0.488792831191253	0.681410805729228
Zfp467	-0.82138854181617	1.7672280472988	16.7272415639184	0.00193141602760594	0.0112830158480676	-0.858302996655683	1.7672280472988	15.6972011494188	0.00239102984944561	0.0150728996787174	-0.0369144548395129	1.7672280472988	0.0298019868821764	0.866192056426717	0.929442956315056
Arl4c	-0.368016615257641	5.06303385648806	16.723100389454	0.0019324055977079	0.0112830158480676	-0.536453443266328	5.06303385648806	34.463640383974	0.000124642942390724	0.0019541295007775	-0.168436828008688	5.06303385648806	3.44554498613344	0.0914020665824651	0.258250884166823
Ptbp2	0.606131824462729	5.91409993859613	16.7227928195659	0.00193252413395213	0.0112830158480676	-0.0262555993976632	5.91409993859613	0.0308706218357846	0.863840010542002	0.916657201491018	-0.632387423860392	5.91409993859613	18.1314252885634	0.00146277448602112	0.0231568679898032
Bcam	-0.922108070263414	1.91508924977076	16.7105908803496	0.00193780782995702	0.0113086460630149	-0.619430718265669	1.91508924977076	7.05972512439496	0.0229468023979511	0.0741755094376284	0.302677351997745	1.91508924977076	1.67413628523413	0.223184259170537	0.435876287060355
D17H6S56E-5	-0.422621645440742	8.46973647761661	16.7066561354432	0.00193886876863371	0.0113096208671064	-0.44591842399245	8.46973647761661	18.5491734659471	0.00135057375154022	0.0101529762950011	-0.0232967785517086	8.46973647761661	0.0508730886676985	0.825839554931984	0.908251221227353
Smyd5	0.39811767768249	5.99559265558372	16.6824772641213	0.00194842468809316	0.0113601240339883	0.526454513137449	5.99559265558372	28.8743264824837	0.000256061836383606	0.00316067741846379	0.128336835454959	5.99559265558372	1.75434671541159	0.213172191270688	0.424933758304197
Snx21	-0.553102110107396	4.93891999091712	16.6715764290542	0.00195275359719481	0.0113768506511322	-0.359694925306054	4.93891999091712	6.95318725590306	0.0237712927036518	0.0759289056517553	0.193407184801342	4.93891999091712	2.0264168554558	0.183340651252315	0.387116516411544
Rgs12	-0.369423054499078	4.35668371355687	16.6707599557146	0.0019530919707761	0.0113768506511322	-0.109896442237612	4.35668371355687	1.44331264114358	0.255753965398514	0.406427333109913	0.259526612261466	4.35668371355687	8.19201202540688	0.015990263043884	0.0919585491051003
Hist1h2bc	0.723892931084521	2.67756842797819	16.6586835808909	0.0019582343777226	0.0114015560731461	-0.681316035994348	2.67756842797819	11.7866219388707	0.00589094585626283	0.0285288838794919	-1.40520896707887	2.67756842797819	56.8381967787942	1.4143802723573e-05	0.00198830435620718
Gpbp1l1	-0.402756078916459	6.07395556839288	16.654640927283	0.0019594945302128	0.0114036452604657	-0.288743810401929	6.07395556839288	8.48091109670524	0.0146425706022994	0.0542323780035984	0.11401226851453	6.07395556839288	1.33077877587317	0.274009614703854	0.491750362085835
Mcm10	0.331832669369941	5.89711359138305	16.6516181594022	0.00196070146245093	0.0114054229438755	0.0557536891153838	5.89711359138305	0.46348519533205	0.510594210962373	0.654313578152126	-0.276078980254558	5.89711359138305	11.5355189049611	0.00627766418851487	0.052448032958987
Rhbdf1	0.641366686408354	2.33973461727835	16.6220638911014	0.00197288035227276	0.01147099366588	0.377390582079286	2.33973461727835	5.1744614688742	0.0447860877411327	0.117754277244557	-0.263976104329068	2.33973461727835	3.01050154214504	0.111658294262009	0.291187969959993
Srfbp1	0.601425765867357	4.94556097799409	16.6085723028566	0.00197798403820268	0.0114924358336241	0.473817702522253	4.94556097799409	10.0658762664248	0.00926986197578834	0.0393672928281504	-0.127608063345105	4.94556097799409	0.762145788285363	0.401997660451932	0.611233553663964
Gm6297	-0.930629206955086	1.05314742356633	16.6114743857977	0.00197838485975603	0.0114924358336241	-0.879991213562731	1.05314742356633	12.3027848196369	0.00518289360578234	0.0260847607409805	0.0506379933923553	1.05314742356633	0.0410409983649491	0.843295324471761	0.917085477498428
Etfdh	-0.356008288451567	6.16646010934614	16.5953765297906	0.00198331365766521	0.0115089803893244	-0.0688336640003914	6.16646010934614	0.617174790113277	0.449299560533048	0.600782767552105	0.287174624451176	6.16646010934614	10.7857958364225	0.0076300216661372	0.0594420618797166
Nsmce2	0.427790962126785	5.32540849217448	16.5940273131118	0.00198386171324707	0.0115089803893244	0.257456411853393	5.32540849217448	5.89774071501042	0.0342599332677752	0.0979341788757098	-0.170334550273392	5.32540849217448	2.65222584857655	0.132725637178962	0.320747675080846
Dna2	-0.378743538534741	6.07674376826572	16.591964364358	0.00198469561462474	0.0115089803893244	0.0693698203998189	6.07674376826572	0.554828957980686	0.472539874476018	0.620570323009194	0.44811335893456	6.07674376826572	23.2105319494869	0.00059696105674854	0.0141437290074579
Abhd17a	-0.81238096751807	4.4499865644353	16.5915722311369	0.00198487157836752	0.0115089803893244	-0.670512784389995	4.4499865644353	11.0594112761574	0.00709950754222067	0.0322988023819403	0.141868183128076	4.4499865644353	0.499075777577164	0.495138852572898	0.686144223740669
Dleu2	0.981355473394749	2.39881114046443	16.5760703087541	0.00199150251531154	0.0115421391771514	0.653855878370018	2.39881114046443	6.57525880644482	0.0270106245883217	0.0830101150268284	-0.327499595024731	2.39881114046443	2.03718534024194	0.182278505688127	0.385835142521007
Ints8	0.379538771107418	6.21881139487533	16.561214655464	0.00199720075674619	0.0115674709048385	0.203011459428568	6.21881139487533	4.69048179922876	0.0540671010684663	0.135160573208866	-0.176527311678849	6.21881139487533	3.59710790811739	0.0854376093566757	0.247196882904075
Eml1	-0.423847461132765	5.17817334455983	16.5583901291165	0.00199835615849346	0.0115674709048385	-0.36195596771186	5.17817334455983	11.8598858409862	0.00578260744513464	0.0281498843385316	0.0618914934209048	5.17817334455983	0.35057142434019	0.566201955248178	0.739209822260342
Ttll11	1.0184336142224	1.76776576394792	16.559899628957	0.00199861613958085	0.0115674709048385	0.0758578654582498	1.76776576394792	0.0718863762596981	0.793755429851686	0.872737785563877	-0.942575748764151	1.76776576394792	14.4805665618751	0.00311381907822844	0.0361239370097683
Wrn	-0.390816031919936	5.67833904571064	16.5494695677148	0.00200200268685999	0.0115817732026304	-0.412845835624865	5.67833904571064	18.1490036391071	0.00145783462509719	0.0107422968414267	-0.0220298037049291	5.67833904571064	0.0521950978817074	0.823633256238573	0.907137599495176
Usp3	0.410012360223623	4.24088845656247	16.5243906786471	0.00201234032627849	0.011636256767859	-0.067736387136061	4.24088845656247	0.428077592145891	0.526871398889506	0.668960716145613	-0.477748747359684	4.24088845656247	22.2884605219164	0.000694773482221995	0.0153031334529495
Sardh	-1.02384095601069	2.55139985009944	16.5071647251384	0.00201967072001437	0.0116733092506267	-0.770697833883525	2.55139985009944	8.79415466943283	0.0133333451338388	0.050780699167167	0.253143122127165	2.55139985009944	0.944835033889297	0.352692953195743	0.566349948449365
Hspbap1	0.752415950795709	4.17300895576605	16.5043381807448	0.00202063134418104	0.0116735286605381	0.442518137962289	4.17300895576605	5.50536948503048	0.0395429448097768	0.108289467041839	-0.309897812833421	4.17300895576605	2.89719856438038	0.117831351138879	0.299297782495303
Rad51	0.365464025703059	6.38905957198395	16.498717616339	0.00202290748954551	0.011681344389653	-0.0330927316111587	6.38905957198395	0.133902524574357	0.721615884681785	0.82095892212876	-0.398556757314218	6.38905957198395	19.5974248969286	0.00111126080616675	0.0197745031218308
Syt3	-0.594280112584179	4.06130184941341	16.4790829930899	0.00203110834765276	0.0117233498241344	-1.00301466267398	4.06130184941341	43.7178888779484	4.53594217564463e-05	0.00102663220762533	-0.4087345500898	4.06130184941341	7.40054955009136	0.0205234037525264	0.107298390197093
Cpsf4	0.388095688084681	5.41346932474627	16.4572862005269	0.00204016861501898	0.0117702751104515	0.419829838991668	5.41346932474627	18.9885702842106	0.00124344817010707	0.00962069606438302	0.0317341509069876	5.41346932474627	0.111538208945232	0.744911952770711	0.858422991752895
Rnf19a	-0.369196903647216	5.84256196188919	16.4542023125418	0.00204145932545349	0.0117723534118676	-0.448187876011141	5.84256196188919	23.8567306815421	0.000538125455582668	0.00534408419468754	-0.0789909723639259	5.84256196188919	0.748101331084905	0.406222888689195	0.614813504067019
Tfcp2	0.417109852567416	4.80200939696913	16.4480245060517	0.00204405413066318	0.0117807746096223	-0.0155633758854842	4.80200939696913	0.0221030268473882	0.884603283449676	0.930478241415255	-0.4326732284529	4.80200939696913	17.6381585583342	0.00160989784905764	0.0244812831565832
Arsb	-0.719111686769992	7.06625709091097	16.4462781132942	0.00204478193508778	0.0117807746096223	-0.233982490473187	7.06625709091097	1.74981782384703	0.213721197839389	0.356681255119898	0.485129196296805	7.06625709091097	7.50190445259058	0.0198633772691516	0.105080781998999
Usp15	0.521758591647731	7.0487902360056	16.4421043581561	0.00204653512450479	0.0117855086004709	0.302015652074173	7.0487902360056	5.48743942995673	0.0398068735682806	0.108823803886319	-0.219742939573558	7.0487902360056	2.93368027647325	0.115796877137208	0.29678478165644
Top3a	0.46370424474539	4.06516422370685	16.4322768803999	0.00205073319958705	0.0118043113927094	0.245523410056443	4.06516422370685	4.404637495685	0.0606611984147027	0.147056041836141	-0.218180834688946	4.06516422370685	3.69259428078885	0.0819273026513471	0.241506112102713
Pde12	0.384726350374853	4.45811896328727	16.4265816466407	0.00205308895156365	0.0118124972329165	0.240775663490644	4.45811896328727	6.23491481277996	0.0303909610378053	0.0899729540162636	-0.143950686884209	4.45811896328727	2.32962546567347	0.156195591998554	0.352890469636733
Ift80	-0.392082027418435	7.12415709076367	16.4049653881375	0.00206221418389835	0.0118581907189952	-0.496036404793447	7.12415709076367	26.0239662804621	0.000385429392285256	0.00421473869593177	-0.103954377375012	7.12415709076367	1.15086271321793	0.307179464885609	0.526260607952975
Aunip	0.567752800002183	4.11471328431113	16.4034862418342	0.00206290529343253	0.0118581907189952	0.0428002786205872	4.11471328431113	0.088601968277464	0.77171347340359	0.856860826461804	-0.524952521381596	4.11471328431113	14.1043770454275	0.00338701485063455	0.0379898155055216
Pawr	0.684283416845059	2.53427940963861	16.396089106997	0.00206627821353609	0.0118721852668749	0.274937484146147	2.53427940963861	2.37131950052639	0.152880730594519	0.283032924126698	-0.409345932698911	2.53427940963861	6.15920054593136	0.0312130168793267	0.136717079556229
Atp1b2	-0.821489767565165	-0.0523850543765519	16.4301037083328	0.00206909311725397	0.0118829623783465	-1.44405424634372	-0.0523850543765519	33.9444549655573	0.000134937087298677	0.00206890173165012	-0.622564478778553	-0.0523850543765519	6.53419996587251	0.0274728085988764	0.126486890244899
Gab2	0.556544694570802	6.07732387640944	16.3799964565645	0.00207283671602529	0.0118990608580544	0.759862149990728	6.07732387640944	30.1454713007914	0.000215469731453631	0.00284563991894712	0.203317455419926	6.07732387640944	2.22174031217695	0.165217799167689	0.364106531104267
Pfas	-0.672156779351748	5.13973576399611	16.3758630641308	0.00207460325575095	0.0119038006311841	-0.309863484950469	5.13973576399611	3.4591824005009	0.090844644042317	0.196439315744897	0.362293294401279	5.13973576399611	4.74751885391071	0.0528583103900084	0.18687816360205
Tagln2	-0.470126451818494	5.63097668315181	16.3704140174381	0.00207693087605614	0.0119117540543347	-0.165054539483727	5.63097668315181	2.00535458463393	0.185446417186795	0.323548597922472	0.305071912334767	5.63097668315181	6.88137445916799	0.0243488058509689	0.117985864276698
Llgl1	-0.62860451825286	4.74348825634335	16.3681685844737	0.00207790541160009	0.0119119434832643	-0.522154397115064	4.74348825634335	11.0527113992199	0.00711195408261501	0.0323321750101492	0.106450121137796	4.74348825634335	0.464630755452146	0.510083180308582	0.698598753804083
Fbxo22	0.447245620236906	4.9458374861276	16.3532359647934	0.00208429648391085	0.0119431698887863	0.326365500110133	4.9458374861276	8.51584406210095	0.0144890496886805	0.0538055346818861	-0.120880120126774	4.9458374861276	1.2105496780186	0.295576890267778	0.514537919299074
Oxnad1	0.369976219264432	4.84123709543031	16.3437352066256	0.00208838255240725	0.0119609687914691	0.508450962977713	4.84123709543031	30.2436258412703	0.000212667209322836	0.00282040412196282	0.138474743713281	4.84123709543031	2.33307492431079	0.155917611243404	0.35248620501831
Slc25a23	-0.844160737507608	6.36447396008534	16.3416101963257	0.00208929347369165	0.0119609687914691	-0.790210686998689	6.36447396008534	14.1670920969503	0.00333925168511036	0.0188970067616905	0.0539500505089188	6.36447396008534	0.0667597893432115	0.801061227598028	0.893662521080174
Ppp1r9b	-0.606778633002784	7.2071721871381	16.3376577926173	0.00209099633941018	0.0119653033406683	-0.245517376815432	7.2071721871381	2.67983989324825	0.130931869834171	0.253092852262081	0.361261256187352	7.2071721871381	5.80189107626915	0.0354670606038322	0.147281073131978
