genes	logFC_TgvDMSO_6h_MIN6	FDR_TgvDMSO_6h_MIN6	logFC_TgvDMSO_24h_MIN6	FDR_TgvDMSO_24h_MIN6	logFC_Tg_24hv6h_MIN6	FDR_Tg_24hv6h_MIN6
Gtf3c3	-0.151147947200412	0.235822369049962	0.140949898716832	0.252279644254597	0.292097845917244	0.0294212802185497
Mrpl22	-0.241646840906998	0.235823333310621	0.0611574674701942	0.776193435297219	0.302804308377193	0.144363325524971
Bcdin3d	0.314708237128735	0.235932027072644	0.0860824814486594	0.774901137367223	-0.228625755680076	0.403843554557452
Fam213a	-0.20912191686253	0.235932027072644	0.203025937363314	0.204648564660447	0.412147854225843	0.0253780590638969
Gadd45a	0.164766506092017	0.235945556865801	0.658844483272905	3.85070790017533e-05	0.494077977180888	0.00167478016809564
1810062O18Rik	1.08738390344537	0.236183304286411	0.720678640572112	0.456067873003469	-0.366705262873261	0.688179563792652
Dnaaf2	0.185826417098948	0.236277183413174	0.0329119253811381	0.858667489519595	-0.15291449171781	0.345118733799986
Spata32	1.6878709306466	0.236395827308126	-0.308306752501535	0.895290706573427	-1.99617768314814	0.192428684273284
Lamc1	-0.150755870385909	0.236581759954096	0.36976884996381	0.0023795957990936	0.520524720349719	0.000496672309339605
Mir7-1	-0.649221757926076	0.236668228561595	-0.432607270142054	0.396157271980814	0.216614487784022	0.743444304759184
Arhgap20	0.24488750104521	0.236668228561595	0.171826187115133	0.405935402348794	-0.0730613139300771	0.749994449661213
Atp8b2	0.151564840034652	0.236668228561595	0.410344729636621	0.0015922877012849	0.258779889601969	0.0488849012083661
Fam101a	0.258806919387966	0.236826496274451	1.06569986680367	7.54539925024992e-06	0.8068929474157	0.000605265590372949
D11Wsu47e	0.186250660323441	0.236826496274451	0.0777093657155474	0.647053456890681	-0.108541294607893	0.513270274225749
Camsap3	-0.180714582727443	0.237071468588856	-0.251661717089235	0.078196312099741	-0.0709471343617914	0.684415976803929
Gmeb1	-0.150905920984473	0.237114243668725	-0.333864473416319	0.00753452836743498	-0.182958552431847	0.173673378415073
Dvl3	-0.169615303119518	0.237145205643792	-0.12481186066054	0.396349316870562	0.044803442458978	0.786787474446287
Gramd1a	-0.159356659764061	0.237273945886042	-0.313450263510096	0.0179455721618467	-0.154093603746035	0.272752025640703
Xpo4	0.173126157045818	0.237273945886042	0.321764213569428	0.0207746096565779	0.148638056523609	0.313945725912941
Klhdc4	0.244829899184848	0.237274410212525	0.308696486724317	0.113619264409213	0.0638665875394683	0.781617172819126
Rit1	0.205492607830193	0.237284841057524	0.713524595365413	7.00994052469821e-05	0.50803198753522	0.00502998922407553
Rbm7	0.147497849592551	0.237300610240195	0.103913468230506	0.423732182412517	-0.0435843813620452	0.756611421363744
Clp1	-0.237516964983205	0.237300610240195	-0.315986774341935	0.0913534614584415	-0.0784698093587301	0.73896068274753
Pank2	-0.167602873717224	0.237364237211497	-0.137739478489701	0.332179946087696	0.0298633952275228	0.859394799582363
Pip5k1b	-0.145195284883416	0.237364237211497	-0.220190835303736	0.0649268794837535	-0.0749955504203197	0.575348571477517
Fibin	4.03533355939478	0.237499552822152	5.82078984035882	0.0118375825125095	1.78545628096404	0.20919098907263
AI837181	-0.210193844971739	0.237600933650517	0.0519332248671381	0.785984188182145	0.262127069838877	0.14831156980261
Rnf169	0.198406327889722	0.237817122998322	0.0118450141993458	0.954621538358586	-0.186561313690376	0.279181756976632
Col6a6	0.54589319152067	0.237862853491699	-0.353522177388798	0.506594470283691	-0.899415368909468	0.0742875683156359
Tmc1	2.09055581301643	0.237869905090246	0.943289075235978	0.683860018446688	-1.14726673778045	0.479857454178539
Pdhb	-0.145393414397901	0.237869905090246	0.140843053092728	0.244396712248486	0.286236467490629	0.0277645444632764
Trmt1l	0.161405433477831	0.237902265346888	0.0847740401185215	0.562720723017724	-0.0766313933593092	0.603419168665704
Adck5	0.23377657791738	0.237902265346888	0.113517242703698	0.586065833099848	-0.120259335213682	0.567402219181361
Manf	0.156320662193242	0.237902265346888	0.921286261935767	6.41772911528328e-07	0.764965599742525	2.03211945216257e-05
Sertad1	0.376208108398722	0.237913747237825	0.444181290978263	0.128480409828225	0.0679731825795409	0.847204729708736
Slc34a1	0.996077769027666	0.238385981102964	-1.09731138446675	0.343221813751578	-2.09338915349442	0.0464085667134902
Lat2	0.965184742436536	0.238421542515978	-0.256696968549364	0.817588872072756	-1.2218817109859	0.161759800934878
Tgs1	-0.184980395746706	0.238650872490585	0.011404936435259	0.952666510373729	0.196385332181965	0.221152786425036
Kitl	0.501835501428544	0.238783985667871	0.666580162437578	0.0787043970803913	0.164744661009034	0.702792402133541
Hdgfrp2	0.170082104160941	0.238865741564798	0.173821639225019	0.217653312852336	0.00373953506407826	0.983425923476715
Cdk7	-0.13884843394182	0.238967507161367	0.0850262438290166	0.480215817407793	0.223874677770837	0.0658714102563403
Pus3	0.201091184375746	0.239192264567264	0.657895261953059	0.000148156875327814	0.456804077577313	0.00926644804915807
Aldh1a3	1.28833359224387	0.239498215398777	-0.876554455032819	0.59177209148009	-2.16488804727669	0.0932765704955688
Sema3e	-0.332183550528926	0.23951211769402	0.0162748265460994	0.958784915780677	0.348458377075025	0.227299360418104
Map3k5	-0.165525467780195	0.239646369224641	-0.516321288178139	0.000613634642649579	-0.350795820397944	0.0241692402600693
Tmem35	-0.443162491662791	0.239763595773073	-1.15589466035342	0.00357469662819452	-0.712732168690625	0.118473041717445
Ankrd9	0.496265250325447	0.239872071721704	-0.932193949046613	0.0537561929575461	-1.42845919937206	0.00781223287795946
Gpr180	-0.277399122165638	0.239953990038508	0.0437322770447022	0.869810116259932	0.32113139921034	0.181620612869851
Lsm12	-0.150136929280755	0.240213477594284	0.0474068131708026	0.742978986065629	0.197543742451558	0.130308416455576
Copb1	0.129858343893978	0.240213477594284	0.324510395380104	0.00426515907919145	0.194652051486126	0.0854676678178457
Wdr34	0.319063895286173	0.240258824837545	0.227525092480754	0.401883495757269	-0.0915388028054188	0.760150976981075
Slc35g2	-0.169470010373875	0.240413723425416	0.170916896477563	0.219853534019443	0.340386906851438	0.0253780590638969
Krt73	1.85058664443566	0.24043747617565	0.02196966058586	0.993602502822948	-1.8286169838498	0.256836619159433
Rbm27	0.129267342086197	0.240512469822196	-0.0711626208940104	0.557813058742505	-0.200429962980208	0.0787412653159942
Kank2	0.435566194085682	0.240594466027741	0.161974767085363	0.692719544894119	-0.273591427000319	0.47508349649759
Pros1	-0.52169078479797	0.240749045340642	0.936542745312872	0.00468744078063879	1.45823353011084	0.00132324440781216
5031414D18Rik	1.3631603561011	0.240851122522498	-0.622056556502387	0.722752400708472	-1.98521691260349	0.129928171113278
Nespas	0.59866610561752	0.24086343566834	-0.264357204752125	0.667805831190148	-0.863023310369645	0.113571912807123
Zbtb3	-0.484297466067844	0.241059345817642	-0.393138549975766	0.306884799504098	0.0911589160920778	0.859420512779569
Ehbp1l1	0.628239039068501	0.241278792716599	0.623592641839668	0.213641536420236	-0.00464639722883305	0.993847672179983
Hfe	0.236547751859844	0.241365172796444	1.19051675866255	5.05219319896687e-07	0.953969006802706	4.67228838151635e-05
Rdm1	-0.303901169853234	0.241552951124197	-0.245642169864907	0.31744509487274	0.0582589999883264	0.852526368404679
2610318N02Rik	-0.357685747080832	0.241575621727358	-0.147888356000315	0.627452818567048	0.209797391080516	0.527475571623471
Mir300	1.45906360512518	0.241656287457275	-1.22865202230312	0.540935066126598	-2.6877156274283	0.0821710136658382
E130012A19Rik	-0.240876056212374	0.241892667043184	-0.0625289079409331	0.778045895971786	0.178347148271441	0.408676979696814
Pde6c	1.40704619782082	0.241964907479243	-0.464291670430642	0.800735563725157	-1.87133786825147	0.15656728638737
Fars2	0.211366743149449	0.242018038072722	0.35124134741625	0.0333381018053937	0.139874604266802	0.441279146133419
Shisa9	0.970539914814015	0.242187421780757	-1.05565169606971	0.348415879354092	-2.02619161088372	0.0478698630134654
Tmem161a	0.190654624196082	0.242390557027025	0.490412514028171	0.00163517466044607	0.299757889832089	0.0624216638208394
Smad3	0.368392727388801	0.242518941249634	0.00792424337159764	0.983736526496184	-0.360468484017203	0.26412207634783
Snhg10	0.455584426066418	0.242556473297658	-0.442602793242009	0.302572563627183	-0.898187219308427	0.0402780298442179
2010012O05Rik	-0.20244794884249	0.242867214847456	-0.178791476608179	0.280225197575793	0.0236564722343111	0.911089772345061
Hspa1a	-0.427896383876595	0.242881885121788	-0.167262207950673	0.646276180180435	0.260634175925921	0.513107372615752
Itfg3	-0.139647860074704	0.243039575565613	0.3962067712656	0.000913870725361498	0.535854631340303	0.000219275463267619
Tbc1d2	0.390349439022762	0.243216785308875	0.435376663310803	0.156745088658246	0.0450272242880416	0.904789603760206
Sidt1	0.602377679115372	0.243275607691798	-0.961122590744281	0.115244515336774	-1.56350026985965	0.015634507984694
Psmc6	0.129504938097067	0.243428217859768	0.370626206161763	0.00121449503334319	0.241121268064696	0.0362837624255213
Arhgap32	-0.130489573996048	0.243459648309012	-0.145469509045331	0.198400542565029	-0.0149799350492826	0.911089772345061
Bmpr1b	1.26028499990377	0.243517742799891	0.262637182756463	0.856329401760977	-0.997647817147309	0.353447231917755
Rnft2	-0.212053479749239	0.24399030239649	-0.779065158813096	0.0001541957990565	-0.567011679063857	0.00939991358301815
Tnks	0.127121118765085	0.244088169677925	0.348422522325086	0.00200610932354524	0.22130140356	0.0497135208116804
Dennd1b	-0.159686091122043	0.244222681443807	0.10655410986982	0.441365692612034	0.266240200991862	0.0599907571759785
Cdc7	-0.219604671359023	0.244247477280269	-0.418812788045095	0.0215665520399646	-0.199208116686072	0.321500408862571
Zfp599	-0.21953490750555	0.244279323268135	-0.203466354337651	0.255939726719354	0.0160685531678987	0.945824245013287
Nek2	-0.136518839444366	0.244409992996568	-0.450549085152063	0.000422632779776868	-0.314030245707696	0.0152079847407726
Rnu12	0.743886405507576	0.244460738885573	1.0165277960354	0.067822968321775	0.272641390527827	0.650926193688143
Cdh17	1.41657423801039	0.244667396405388	0.86835074754932	0.521105103374201	-0.548223490461074	0.638639399509053
Camk2d	-0.145182561499556	0.244676961761599	-0.504530097776295	0.000291955623315371	-0.359347536276739	0.00947943062479837
Ephx1	-0.236710988305955	0.24479486188887	0.432175495749143	0.0129997508391661	0.668886484055097	0.00253058452666564
Eif4enif1	0.14149737272918	0.244870595827421	0.111188605924781	0.377603657374056	-0.030308766804399	0.829568794046096
Ptp4a2	-0.124138489269978	0.244934174891388	0.059469034403979	0.615433690444934	0.183607523673957	0.0933484133462115
Cacybp	-0.134835739967741	0.245399328426219	0.0428845321396483	0.742678742085102	0.17772027210739	0.133252167802434
Trp53rkb	0.358597055871174	0.245399328426219	0.289712224679214	0.336423994272097	-0.0688848311919604	0.842822997454005
Crlf1	0.579086379842131	0.245436289434305	-0.476457561468502	0.409005284730018	-1.05554394131063	0.0584065108340553
1810013L24Rik	0.148992942507733	0.246169223700253	0.301659684088151	0.0163033090761502	0.152666741580417	0.239054653061406
S100a13	-0.489402716741768	0.246229054140051	-0.0123627438329414	0.977968255631421	0.477039972908827	0.27070756418658
Gm14326	-0.309857458950811	0.246522983691898	0.117627633115369	0.659870055816003	0.42748509206618	0.113138451729098
Cox18	0.214424205515481	0.246679175346359	0.251856499497958	0.144645164156683	0.0374322939824767	0.859394799582363
Gpr160	0.687632951958601	0.246685321558964	0.352599471128528	0.581594951157519	-0.335033480830073	0.580616193634476
Galr3	-0.444365961605812	0.246685321558964	0.22480243206433	0.512788014360244	0.669168393670142	0.080832864469956
Acoxl	-0.836005156584177	0.246869047504502	-1.61774961424374	0.0280298657998269	-0.781744457659559	0.418977673504877
Mocs2	0.186844419910766	0.246869047504502	0.152909191263147	0.343341376063008	-0.0339352286476197	0.855449663394971
Tex29	1.6323769210607	0.246869047504502	-0.0408209004553669	0.985790552714094	-1.67319782151606	0.249336345275053
Cers3	1.07757451086927	0.246869047504502	0.310341351695958	0.788654370824759	-0.767233159173308	0.40603885392155
Dolk	-0.193238328207752	0.247003577392489	0.172843798158182	0.263212371708381	0.366082126365933	0.034331699556383
Fam159b	1.19371780420566	0.247123105091876	0.12199450228404	0.934130183749774	-1.07172330192162	0.302965530606939
Mmp16	-0.40836105076148	0.247183021653921	0.311123244946321	0.29778586440669	0.719484295707801	0.0424057347989657
Mterf3	0.210926246166077	0.247183021653921	0.430512948005983	0.0122704950425067	0.219586701839906	0.22215623452604
1700029H14Rik	1.3997380745653	0.247183021653921	-1.83039058661936	0.368520433163021	-3.23012866118467	0.0521506003689902
Mir7b	1.39632172302284	0.247183021653921	0.879265250048701	0.508840557426394	-0.517056472974143	0.657925942855298
Mir1188	1.29139728562793	0.247183021653921	-1.4375078925867	0.410029442544605	-2.72890517821462	0.0579222197753873
Kirrel	0.179452922129949	0.247439500658066	-0.558106755610425	0.000977367665931875	-0.737559677740374	0.000266711199974891
Ube4b	-0.120574827459448	0.247444986041341	-0.000788938703655882	0.994858077274683	0.119785888755792	0.260428204593149
Terf1	0.18869774172679	0.247444986041341	-0.0100120638179107	0.960181497576853	-0.198709805544701	0.233885545524891
Atp5sl	0.209883142595208	0.247444986041341	0.151745589500744	0.406203201139324	-0.0581375530944639	0.775035183111787
Socs5	0.153841500740672	0.247449322664657	0.0284392020902883	0.856093930740522	-0.125402298650384	0.361463635706392
Sh3d21	0.330945306370802	0.247554642729447	-0.377392721367112	0.204080457890437	-0.708338027737915	0.0270211212274974
Tpra1	-0.226058347017249	0.247704208042786	-0.0487991311780926	0.819802211823311	0.177259215839156	0.384829727956688
Ccdc173	0.538918658289258	0.247766641678099	0.205111266758815	0.693191744015858	-0.333807391530443	0.48405627812284
Sp140	0.523023466758607	0.247910810785173	0.795540707586639	0.0438818853118006	0.272517240828032	0.526181400286687
Psors1c2	1.03323658242327	0.247917643836105	-0.0136827072530919	0.991571972153793	-1.04691928967636	0.25439617306819
Chchd7	0.291595255444713	0.248515198932531	0.453932052170983	0.0455863309508651	0.162336796726269	0.522573869341347
Rab11fip5	0.424033326749543	0.248564674924476	0.0914898020152424	0.829878246137072	-0.332543524734301	0.377770951466248
Rad54l	-0.229268898796685	0.248662451802786	-0.377395440479152	0.0432825431610112	-0.148126541682467	0.499419286838935
Odc1	0.151891517507866	0.248662451802786	0.368315220000196	0.00546619671320858	0.21642370249233	0.104677153353257
Pygo2	0.147921906308071	0.248662451802786	-0.00938903555843902	0.95330074993622	-0.15731094186651	0.229781370139288
Ube2z	-0.136165227819404	0.248662451802786	-0.00526031576390738	0.970899155859588	0.130904912055497	0.278301819460057
Snrnp25	-0.440082011658668	0.248662451802786	-0.142897508661249	0.710060056915101	0.297184502997418	0.467480847847308
Gpr142	-0.691570659132347	0.248667198489136	-1.19676750938106	0.0403548331349813	-0.505196850248708	0.508264124921655
Fam60a	0.312757690333101	0.248716412695755	-0.0432544919991334	0.895660262825936	-0.356012182332234	0.201645539256307
Sirt6	0.168389802705694	0.248778318663219	0.00176382543550467	0.992352364922073	-0.16662597727019	0.264783124733175
1810024B03Rik	-0.978694072633422	0.248826338779571	0.310270480541408	0.658031076081811	1.28896455317483	0.118562500203511
4932418E24Rik	1.19670303129658	0.248833219073134	-0.830846060381102	0.579499817232432	-2.02754909167769	0.094921438865307
Gm6559	3.07161392526767	0.24892650494218	3.81804655025697	0.07674286127342	0.746432624989302	0.643245521002778
Pik3c2g	0.371334106886457	0.249090590198541	-0.31971190075658	0.356688614921516	-0.691046007643038	0.0494189603857087
Grin2b	0.850765936004027	0.249208151186879	-0.591376846392276	0.532022537772616	-1.4421427823963	0.0841300571386252
Gm12942	0.669593091751614	0.249208151186879	0.147012431943174	0.833473514717579	-0.52258065980844	0.375624795044353
Clptm1	-0.144414626301563	0.249322958623922	-0.0406019791801992	0.782005186403691	0.103812647121364	0.426537027023433
Brox	0.146934019145239	0.249322958623922	0.256158061003416	0.0393135363050755	0.109224041858178	0.405781304066569
Ppp1r1b	0.559662889438221	0.249373610970201	-1.15954472376585	0.0468991174843414	-1.71920761320407	0.007366146276718
Slc27a3	0.547712784010455	0.249540335351444	0.43413117589473	0.353482829182686	-0.113581608115726	0.827237974662457
Gucy2f	2.25477927570569	0.249708210561179	0.797640496479903	0.774901137367223	-1.45713877922579	0.4208915536681
Pdcd6ip	-0.133807725466277	0.249716797043677	0.173887769406028	0.130605399105101	0.307695494872305	0.0141155986024137
Ddx46	0.122559941927455	0.249816768597867	0.244223711084681	0.0195245402088043	0.121663769157226	0.259685648809512
Fbxw5	-0.138687005638371	0.2498218040819	0.120153094525831	0.304908929074944	0.258840100164202	0.0391458672898331
1700011E24Rik	1.09204236876689	0.249977460792227	0.456562989190746	0.682582311234244	-0.635479379576147	0.496911447176855
Gm11423	-0.963121450567763	0.250042119633989	-0.0367423518238253	0.964471800381549	0.926379098743938	0.282869042914104
Fam136a	0.186897131715104	0.250138469691083	0.302870219415692	0.0419089338964299	0.115973087700588	0.484419580906131
Nipa1	-0.212988283174909	0.250193390881829	0.250581426007313	0.129478878564975	0.463569709182222	0.0171320235258868
Cpa2	0.693700284145311	0.250193390881829	0.734876723688073	0.186011380479197	0.0411764395427617	0.950710168373874
Rnf2	0.143606838479658	0.250237287578929	-0.0315680244515386	0.831494161304382	-0.175174862931196	0.169639287764413
Cast	-0.15364874040262	0.250237287578929	0.0754991692752371	0.588808215487182	0.229147909677857	0.0932828078195113
Nt5dc3	0.134029755818822	0.250250518915322	0.269528053628475	0.0160952936699996	0.135498297809653	0.248003941645352
Ankzf1	0.194340103031882	0.250296828621631	0.101272674131914	0.569423964491388	-0.0930674288999684	0.608169640515016
Adat1	0.400654803623695	0.250668890246272	0.609983734460455	0.0480227183613642	0.20932893083676	0.539777015178232
Eif4ebp3	0.341678205911494	0.250707136806094	0.427244094009806	0.116710816097035	0.085565888098312	0.7909351972318
Fam84a	-0.270711092265985	0.250795024130139	-1.06176415976278	0.000128671106778842	-0.791053067496792	0.00779608952925308
Plin2	-0.264015809023596	0.250979704961075	0.441122527084032	0.0231037439663344	0.705138336107628	0.00417969967617814
Gucy1a2	-0.206028663359155	0.251321088852424	0.0935420274399165	0.606873555915341	0.299570690799072	0.100534204201753
Ahsa2	-0.220898889739046	0.251321088852424	-0.175644154576812	0.351984146451109	0.0452547351622347	0.843055572726462
Tars2	0.206139016691817	0.251392132382087	0.598188918706156	0.00069966373098543	0.392049902014339	0.0297756554942663
Crebrf	0.130173113389086	0.251452638857452	0.291803147832819	0.00901022167070723	0.161630034443733	0.157601725482208
Smad6	0.474669971307394	0.251474529780675	-0.147043410086547	0.766909784860629	-0.621713381393941	0.150509497055518
Pacsin3	0.711561071297662	0.251484246246285	0.598180369407132	0.322681137127169	-0.113380701890529	0.865506038689079
Dctn4	0.140728061282886	0.251542768197461	0.119211822501751	0.348314710749447	-0.0215162387811349	0.881790521182922
Cables1	0.604498307617309	0.251542768197461	0.109057043570982	0.865732889793179	-0.495441264046327	0.356011269349572
BC049715	1.11110182042027	0.251698250375838	0.544948086385457	0.620859526608622	-0.566153734034812	0.552158367819371
Gjb4	1.56887388756735	0.251747344418725	0.638179134759531	0.711120249787161	-0.93069475280782	0.477656141444741
Zfp558	0.70693355806768	0.251852293041739	0.988947557593974	0.0646826882646093	0.282013999526294	0.625528761588919
Pianp	-0.49791714505322	0.252179180575444	-1.22431409895072	0.00661360976424347	-0.726396953897495	0.169962851134767
Psmd6	-0.133124980000191	0.252236305592612	0.00547800086230958	0.969182852042135	0.138602980862501	0.242695812306737
Raet1d	-1.2254355910406	0.252253088367489	-0.989913466881869	0.299403172187951	0.235522124158735	0.874680210752364
Kctd10	-0.153708771417255	0.252350811030062	-0.112390848562934	0.404721651572296	0.0413179228543218	0.789846613999581
Cited4	0.790391469372892	0.252350811030062	-0.205853045808862	0.818954543067403	-0.996244515181754	0.171354231140934
Asb4	-0.612684876583448	0.252528955212436	-0.202597660397743	0.699175865163919	0.410087216185705	0.480851751796814
Fcgrt	2.02966676829614	0.25264070233612	0.385951569315311	0.888385316363827	-1.64371519898083	0.341945650368877
Ebi3	0.843942567574725	0.252789883295692	-0.520646564146711	0.58360290509625	-1.36458913172144	0.097115435810232
A730017C20Rik	-0.686373796276301	0.252958332991831	0.00994620088427797	0.987707719228212	0.696319997160579	0.256334335440152
Cox20	-0.264044520398466	0.252988451393158	-0.0640767812043495	0.796978777405324	0.199967739194116	0.408838318293437
6030408B16Rik	1.59795201832923	0.252988451393158	-0.694808512725237	0.758564510579983	-2.29276053105446	0.148502320061285
Ubxn11	0.720515111752135	0.253244209962471	0.591947852630001	0.338075953437138	-0.128567259122134	0.848850428278897
Myo6	-0.139649630266473	0.253521849373365	-0.105945960044927	0.393819642531966	0.0337036702215458	0.812872549387233
Trappc6a	-0.349631939197034	0.253673689315669	-0.158218698365629	0.603355705281235	0.191413240831405	0.568784898366572
Gm10767	-0.865708026885413	0.253765397200049	0.444841479113454	0.44876841727551	1.31054950599887	0.0724678765303457
Mrpl15	0.161465177903227	0.25377854517691	0.344732883635643	0.0101223146417972	0.183267705732416	0.19226830809771
Dazap1	-0.120234774596943	0.253826386548084	-0.229476488619853	0.0265202327154362	-0.10924171402291	0.316454925499453
Muc2	-0.417155567018968	0.254068765733856	-1.58087618241664	0.00031313942589918	-1.16372061539767	0.0164897970112021
Cecr5	-0.224409435785082	0.25432370179794	0.103210890115268	0.59714799610334	0.32762032590035	0.100430149157929
Scn11a	1.60085468452907	0.25433571433835	-0.0105291407836708	0.995723528580949	-1.61138382531274	0.263346449764109
Kcnq1	-0.443106251622867	0.25433571433835	-0.633577725143364	0.0794965546215572	-0.190471473520497	0.685677626314821
Adamts4	0.764615193262987	0.254497483719886	-0.825580300476872	0.321011911648841	-1.59019549373986	0.0460016512390771
a	2.03932980597584	0.254614777363015	-1.24178825728143	0.711740774419387	-3.28111806325728	0.137575275213706
Brat1	0.216780336593376	0.254614777363015	0.0793112830725342	0.703197388090064	-0.137469053520842	0.489785935329015
Rfc2	-0.130435069948558	0.25467892440404	-0.287376660405399	0.0109486595256465	-0.156941590456842	0.18550744574647
Katna1	0.163545054075945	0.254679536453073	-0.0150024065792838	0.933398439289229	-0.178547460655229	0.223382813654668
A3galt2	0.714210368885389	0.254737399169659	-0.00848239552248911	0.992146033564385	-0.722692764407878	0.26072082496301
Creld1	-0.170098203804016	0.254737399169659	0.384075223196093	0.0053393871881776	0.55417342700011	0.00111051443696643
Itpripl1	-0.394633907569594	0.254737399169659	-0.091994958406757	0.798735069296191	0.302638949162837	0.406866837223816
Nadk2	0.185537138367091	0.254760083704852	0.017785059314128	0.930112882622148	-0.167752079052963	0.315630566382067
Ap5m1	0.139146787515546	0.254760083704852	0.0131807899369799	0.931235056375844	-0.125965997578566	0.315170247901862
Ythdf2	0.142974752258738	0.254808564162359	0.089596497766739	0.504257229208889	-0.0533782544919986	0.701187797230004
Brix1	0.167411346239603	0.254808564162359	0.439813838525645	0.00222201243949787	0.272402492286042	0.0645575140221539
Alg11	-0.144586094627442	0.254833761124606	0.497796337721419	0.000178868422079798	0.642382432348862	6.38023823458196e-05
Rac3	0.587827625250912	0.254833761124606	0.0227523863534458	0.97200369845902	-0.565075238897466	0.283776477085772
Gse1	-0.136590528411807	0.254869548649934	-0.504323191600006	0.00020393950219955	-0.3677326631882	0.00621352913645481
Ctsw	1.54383473003247	0.254869548649934	-0.366012076053398	0.864920350032364	-1.90984680608587	0.192428563519462
Psmc1	-0.127328971008101	0.254886957624127	0.0712458184374475	0.556969392042955	0.198574789445549	0.0835781843643801
Canx	-0.120253662108179	0.254891463486677	0.595780392278718	8.79098817029867e-06	0.716034054386897	3.8599979531809e-06
Rab1	-0.130844571056447	0.254996656126543	0.0453214720268036	0.734514655138647	0.17616604308325	0.132762654743603
Srpr	0.125917043144355	0.254996656126543	0.812579983757876	3.02322638702831e-07	0.686662940613521	9.26346157539179e-06
Acd	0.156841864050603	0.255109702195861	0.0130008041788141	0.940534050744811	-0.143841059871789	0.309008926116834
Ubac1	-0.19044407017987	0.255164596147382	-0.0248370796947967	0.897975191252575	0.165606990485074	0.338443948450659
Whrn	-0.159419040918918	0.255164596147382	-0.525819684534953	0.00045755219234192	-0.366400643616034	0.0193692332572687
Wdfy4	0.657220910539286	0.255492151787976	-0.564533091745022	0.406534897145393	-1.22175400228431	0.0607739831180674
Puf60	-0.139872165708331	0.255570558658484	0.103711077946212	0.407483762925149	0.243583243654543	0.0554357174109714
1700028K03Rik	2.25437714616752	0.255596303180816	0.582366307827522	0.845808800479844	-1.67201083834	0.375146428179139
Fsd1	0.24716555123852	0.255612081888552	0.242311283657976	0.241651559619547	-0.00485426758054453	0.985352180244248
Pef1	0.196501493806415	0.255625092224379	0.209293933428289	0.206619995532735	0.0127924396218744	0.951182250322803
Slx4ip	0.204048574432086	0.255626154910191	0.285768876828839	0.0819864290950654	0.0817203023967538	0.670896540675511
Haus1	-0.19705947190916	0.255626154910191	0.0581850285112433	0.751178397123846	0.255244500420404	0.147313269563581
Timm17a	-0.179367656540123	0.25568307389194	0.109021294955191	0.490574626011046	0.288388951495314	0.074309726233731
Mrpl1	-0.13881741340542	0.255850025544441	-0.174555991342607	0.136793862815999	-0.0357385779371863	0.801493925274795
Slc45a1	0.289745045277219	0.255855678923805	-0.131915706718901	0.640817683970259	-0.42166075199612	0.112053296260977
Zpbp2	1.80870846576384	0.255881002899828	1.78813233163632	0.236115869364579	-0.0205761341275224	0.989245416727863
Gbf1	0.132037645760562	0.255957288325918	0.0797899689828418	0.531944065362098	-0.0522476767777204	0.684419173777798
4932416H05Rik	0.223046171289818	0.255972617011123	0.478212283319876	0.00786508215894192	0.255166112030057	0.177924661647767
Gm561	-0.448851627851736	0.256029135095352	0.0183469120748541	0.96583313191464	0.467198539926591	0.246157581112721
Kdm4c	0.1556176960876	0.25606155379452	0.201960497772753	0.128448020966647	0.0463428016851526	0.76280573472567
Evi5l	0.201267632736444	0.25606155379452	-0.117144840296909	0.534858435095376	-0.318412473033353	0.0853382087020412
Zfp775	0.48886724669746	0.256100793089387	0.0902682740984879	0.861111316292938	-0.398598972598972	0.365607008285111
Usp24	0.152474150767275	0.256148995643303	0.406806256627491	0.00280568213433626	0.254332105860216	0.0635787014590744
Lhx9	1.58230906371225	0.256148995643303	0.681293057221836	0.694200693336868	-0.901016006490416	0.497331924852485
H2-Eb1	1.74459633777821	0.256185620147197	0.542358892224789	0.796373173047131	-1.20223744555342	0.414522371185755
Gabra3	-0.477148164894656	0.256185620147197	-0.801030436107356	0.0442982307767189	-0.323882271212699	0.519300941263052
Cx3cl1	-0.729684044443708	0.256185620147197	-0.428347182591656	0.470301223425455	0.301336861852052	0.692988949333741
Angel1	-0.172985001073407	0.256477597594009	0.118191456524951	0.423957676789692	0.291176457598358	0.0624813688475357
Hsd17b2	1.84044582872143	0.256687946910909	-1.57470003918803	0.600365635478917	-3.41514586790946	0.106236784038266
Stkld1	1.24257527747776	0.256807727533373	-0.524234576239628	0.742678742085102	-1.76680985371738	0.146356464271411
Fancb	0.245295443202221	0.256807727533373	-0.286774982751273	0.189185046253312	-0.532070425953495	0.0253780590638969
Ddx41	-0.155204036046718	0.256807727533373	-0.105878542974382	0.452687633481461	0.0493254930723358	0.750657000161721
Hist1h2bn	0.169952157218362	0.256832163677422	-0.663724385306978	0.000140815468231622	-0.83367654252534	4.52692750539599e-05
St6galnac3	-0.439429195702708	0.256995498619037	-0.927710495929948	0.0151404902987719	-0.48828130022724	0.282553530652299
Bmx	1.19435390411247	0.257069771450629	-0.197845305448368	0.898287702139311	-1.39219920956084	0.210320442700961
Camk1g	-0.391429500277976	0.257109953719069	-0.87933389193762	0.0102032328962704	-0.487904391659644	0.221876368758609
Eif3f	-0.189378792241512	0.257189839361282	-0.0295026279688715	0.884109837639916	0.159876164272641	0.354792699449506
