genes	logFC_TgvDMSO_6h_MGN3	logFC_TgvDMSO_24h_MGN3	logFC_Tg_24hv6h_MGN3	FDR_TgvDMSO_6h_MGN3	FDR_TgvDMSO_24h_MGN3	FDR_Tg_24hv6h_MGN3	MGN3_DMSO_24h_2	MGN3_DMSO_24h_3	MGN3_DMSO_24h_4	MGN3_Tg_6h_2	MGN3_Tg_6h_3	MGN3_Tg_6h_4	MGN3_Tg_24h_2	MGN3_Tg_24h_3	MGN3_Tg_24h_4	avg_expression
Fam198a	-2.57001769684478	-2.51366723708902	0.0563504597557632	0.0296432106728453	0.0153232854404227	0.974866171301722	3.19332112047823	1.10076795522469	2.38916229762401	0.844647102211912	0.173047426479135	0.199980644583142	0.489449175525692	0.376234124562327	0.349554772645612	1.01290717992608
Fdft1	0.620491051140749	0.091296906945456	-0.529194144195293	0.0358833208234691	0.740167851869996	0.0632313566591798	5.14244905526968	4.74743146778698	5.78700626326377	9.70973383038776	8.22295276778546	9.43341533141824	6.28275368815742	6.44613365684493	5.14071084496595	6.76806521176447
Gap43	-0.929987610728877	0.641787867456914	1.57177547818579	0.0284785281151016	0.0497018276179926	0.00639018060736568	16.2429170684566	14.0972566950077	15.3712369509786	9.18935341322116	9.34612471143786	8.56956645126766	28.6385003057414	28.1329444386586	19.93852000164	16.6140466707122
Gla	-0.92345009683584	0.0130853446958233	0.936535441531663	0.0397936303803841	0.97969518797769	0.0418525927355953	11.3599745152735	9.70950411725441	11.7104198391971	7.35390352968474	5.05298713252988	7.33964789339395	12.6635986420527	15.6524364357562	7.48375036167253	9.814024718535
Gm2560	-0.896617698054089	-0.429207748363709	0.46740994969038	0.0455281437832839	0.235086898819396	0.268538283430905	3.67520617443386	3.64252235891504	3.26146001760529	2.06370984983342	2.31576973690434	2.0592819962413	2.77584680806381	2.7335793612946	2.87049340244954	2.82198552286013
Gnai2	-0.676984341177117	-0.529230685205729	0.147753655971388	0.0389539105827147	0.0515568890983606	0.671535656286557	40.244366075408	34.7706926555182	35.6671894541888	31.0478737722613	20.8355349954412	27.4191312283898	27.8634361065705	29.6248567062104	24.5445066550964	30.2241764054538
Gnas	-0.724931514536635	-0.593269840298846	0.13166167423779	0.0395390696077561	0.0452031115275816	0.738329334646915	16493.439959452	13137.0533376755	14951.377658531	11382.2352533444	9123.12195730999	10084.3499989502	11548.2705124362	11342.2287933022	8742.15130026593	11867.1365301408
Gnb1	-0.676675414316952	-0.358059266923441	0.318616147393511	0.0320157869756379	0.143889092976463	0.262553209831959	329.37198806344	281.128193514584	317.785047824632	230.853101161169	191.618536765444	237.973802803234	267.991828055539	275.192111283377	230.276507307827	262.465679642138
Gpa33	3.51156892073988	3.25309634150805	-0.258472579231827	0.0119452038804811	0.00721479104410743	0.798688531403572	0.131333984869368	0	0.251364770792105	1.57943930074937	1.72232473669063	2.48152334921607	2.08403916303053	1.28603207440576	1.13860987466569	1.18607413937995
Gprc5b	-0.858044837295934	-1.80583481118296	-0.94778997388703	0.021524595351915	0.000587664738537275	0.0165463151036433	245.689879209441	184.515257228697	231.941983937719	171.878232531575	112.025941513156	131.426355339751	69.9116330993099	76.3699944313794	55.7688937199262	142.169796778995
H19	-3.44349258383893	-4.56996529533702	-1.12647271149809	0.00601878753137658	0.000923490103327152	0.495433595072621	0.900709984192064	0.262296241073442	0.855054786010572	0.0419305295930378	0.0644290102160496	0.09927571306134	0.0428780460013291	0.0207525144755838	0.0173528290103896	0.256075517070423
Hao1	-1.39804721077688	-2.32929744480003	-0.931250234023144	0.0212471601052976	0.00113222142712042	0.0800425907802164	1573.19361546797	1078.84156540648	2157.93079607665	651.323054379358	574.705221288429	823.392471713339	254.623393101707	362.310876151978	376.174269496938	872.499473675872
Hdgf	-0.670733952135337	-0.368528823973203	0.302205128162133	0.0433477766615497	0.16754401225287	0.33312454755992	4457.57452298125	3799.49641828376	3726.40158468099	3138.73382304883	2503.61601220279	2938.65242036678	3339.19653752663	3319.90971693401	3230.13078758631	3383.74575817904
Hist1h1c	2.74229807161998	2.17875607428038	-0.563541997339605	0.0189137098816063	0.0187935797389983	0.5642047391205	0.765504122061429	0.580528304484821	0.724423156109551	6.91278701387826	3.37164550173875	5.65837512337065	6.22544151732599	3.01304693784794	1.09585761478883	3.14973436573402
Hps5	0.968860604634484	0.339741627162156	-0.629118977472329	0.0456058231888208	0.406424146519207	0.167557194312937	4.29848790826113	3.03260614474877	4.45630706817695	9.92320794708196	6.85222666050467	9.40246885039693	6.74343295786169	6.23676219817956	3.12118976298626	6.00740994424421
Idh3a	-0.774624515120913	-0.65840833426553	0.116216180855383	0.0264808429656678	0.021599540536085	0.751508505221542	25.3444734320374	25.6635789384784	28.5475069281145	18.0806867972199	16.8479406470165	17.8785849697192	17.9016499406232	20.8238584024839	15.3966521209283	20.7205480196246
Igfbp1	-2.21990410535707	-3.19584164184094	-0.975937536483874	0.0288512222770242	0.00477716222049918	0.415940997773438	0.331789598139057	0.2800597916282	0.41414600690709	0.100732951789217	0.0601933074386206	0.0851777563874931	0.0286136788012391	0.0914015104868933	0.00694800703717782	0.155451400957221
Jmjd8	-0.674210455524187	-0.586115991355557	0.0880944641686291	0.0393986833783359	0.0355551325571837	0.820811876510352	23.0365159465511	19.6447591222881	23.7016830038272	18.4971795825217	11.9266855890418	17.1644359556335	16.0226599659395	18.1386157436278	13.1485418166333	17.9201196362293
Kdm5b	0.725388776055516	0.465063839399755	-0.260324936655761	0.0487260985541416	0.124312667143682	0.477091409242405	31.2596864572337	18.5489993619784	22.5146057942413	52.363614374564	40.0870427339321	42.2582530698943	39.2967274764377	36.1693751352254	30.4752161926951	34.7748356218002
Klrb1a	3.44503881394917	2.86122832942916	-0.583810484520005	0.0281919286473039	0.0352171782974337	0.598905818323498	0.0109371926651894	0	0.04186616175743	0.220634453334794	0.20862727117578	0.361647240437739	0.277686393151464	0.0755984455896265	0.126427754218553	0.147047212481175
Lmo7	-1.21317141792256	-2.43851717148291	-1.22534575356036	0.012042696378195	0.000419295596699717	0.0127220029987075	10.9808119249837	10.9541336107423	9.63444902848852	4.7917511893887	5.70523738513358	4.89271768863777	2.16524964906573	2.10088184731922	1.98097594600904	5.91180091886317
Lpcat3	-1.04694100128517	-0.844419692494474	0.202521308790692	0.00786593207376528	0.00622071227831741	0.500442416184838	75.9106496103984	57.26702396098	63.5836160139604	40.1517154204494	32.3381081555983	35.3995165857142	39.9397587723563	41.8014223568221	34.9706976603837	46.8180565040736
Lrpap1	-1.10450278063076	-1.0188791300707	0.0856236505600605	0.024890430611701	0.0141589308732405	0.881678858887611	139.516273952268	171.741746037546	149.315010495119	78.7896531734224	89.6966179698031	74.782538421337	76.5831126237029	88.9650129267254	79.0968742461894	105.387426649568
Lrrc15	-1.66469741229947	-1.35212979976491	0.312567612534562	0.0433477766615497	0.0481471428526259	0.752106770835853	3.9540127691159	1.88845998213157	3.47793330616897	1.07700637564453	1.35400170249929	0.894136822956465	0.767603256550108	1.59911577204861	1.49922650948171	1.83461072184413
Lrrc27	-0.953019474515968	-1.30298826812009	-0.349968793604125	0.0314699976410234	0.00415388823547784	0.386686321589406	49.087155474894	44.4619415241147	37.5798590046773	26.0586395081883	28.0799010783608	22.3736558210365	21.2838318950539	19.5440691057138	16.3838297084231	29.4280981244958
Lrrc4	-0.878144122332417	-2.2827843657125	-1.40464024338008	0.0296428310018149	0.000419295596699717	0.00786952892542015	8.82482319845917	10.5609893389855	10.0838973799071	6.58094220070869	5.78346709443114	5.97098256993582	2.1525289388485	2.19591495970311	2.14706676187985	6.03340138253988
Lrrtm3	-1.41269465233024	-0.935612410784795	0.477082241545443	0.0122461165536802	0.023986536956004	0.279238174623246	111.048430637068	122.409414022282	107.957001484974	45.6118683155405	55.0134505115863	44.3453430081283	57.7982944810992	65.7750621707466	67.1286771434916	75.2319490861018
Mat2a	-0.954795807708284	-0.519466344840284	0.435329462868	0.0316848596110495	0.131279649015846	0.275184535197366	30.3575193560596	32.9741689760423	32.4490542672937	17.7216883178797	20.7338249429429	17.3408423566312	22.6989855624637	24.7872419312428	23.9385870875072	24.7779903108959
Mboat4	-1.19483114539412	-1.80796058014763	-0.613129434753513	0.0471638226544794	0.00506328852993654	0.281649890951721	15.5157613823236	7.80187465718428	16.4246959502519	7.89844158362614	4.41412247723674	7.27797935502754	4.48508372669454	5.16957035770509	2.42864870999947	7.93513091111659
Mcph1	0.879816719513688	0.807665137679188	-0.0721515818344998	0.0166452663574896	0.00931135242987381	0.85561093830774	26.1271728039128	18.4268555704614	27.9615331692856	50.8477555531571	44.6462360316169	54.8946869380726	47.8508546896294	45.5870347594687	40.9503416154334	39.6991634590042
Mettl2	0.806249131563439	0.80608855309585	-0.000160578467588397	0.0186961100665583	0.00761819001227016	0.99965825803462	4.89881839398419	3.94015426999888	5.40571966171685	10.6474482044595	8.28488255066862	9.26499078355428	10.0018149313156	9.23729436334118	7.35512776800417	7.67069454744925
Mfsd7b	0.714032189499078	0.823064939834688	0.10903275033561	0.0480601358463877	0.0143486094106847	0.800344470798476	12.4799349587049	10.6129510433031	13.882339522327	21.302428840141	25.0517413279621	21.5147145421352	24.7627880608939	23.3226782654306	21.495297255543	19.3805415351601
Micall1	0.794953189654672	0.951062677536012	0.15610948788134	0.037010062453114	0.0088897331364466	0.701280727262193	7.94819302209202	8.37141474276302	7.56657825052293	18.1910252621416	11.659753030349	18.0396426454241	16.9727983016911	16.6278633376789	15.9104787621041	13.4764163727519
Mirg	-1.3603898246634	-1.2716859763079	0.0887038483555023	0.0236208218152138	0.0125901444062016	0.903342102384038	0.977830969442032	0.835117459145161	1.25302505235276	0.410272617808517	0.395257564765051	0.545157277145517	0.572710403703203	0.522140493565238	0.27489832555752	0.642934462609444
Mylip	1.17796697329249	1.08101701718053	-0.0969499561119576	0.0308200900824072	0.0197299032779823	0.880776865768526	2.42653895717972	2.06333337043832	2.12099101931927	5.87046973733242	5.92245988174509	5.06924697490552	6.85205342774359	4.90844764684103	3.36813857871223	4.28907551046858
Neu1	-0.720320363459161	-0.0705562401295627	0.649764123329598	0.0468581676354818	0.850426995244252	0.0710578178556838	79.720552074461	55.0068359189787	74.8701092139276	53.6976297582013	39.5264058672242	50.8149933015657	77.0556958833633	85.268914007831	51.3044323876525	63.0295076014673
Nfasc	-0.619774609410065	-0.511703918192123	0.108070691217942	0.0483466355000832	0.0542795239787351	0.767930101310641	118.571925063359	101.642008473444	96.5315216093067	85.6536761803661	70.1012064076737	79.0695937885551	85.6008128073876	86.576891367856	66.5999088963351	87.8163938438093
Nfrkb	0.733259911067485	0.132021960774667	-0.601237950292819	0.0478873207918345	0.70917384182546	0.0957669380626563	8.88843950635138	5.93444950448636	8.88342774954612	18.1844200021412	10.9130222688618	15.7013143336068	10.9256385927289	8.93541659915334	7.73571787872284	10.6779829372887
Nol4l	0.661750996314829	0.117289966322102	-0.544461029992726	0.0391518480145741	0.69446272759388	0.079769936703857	622.588755273238	513.262079369606	673.906665359354	1104.78305247314	960.655090066665	1177.30423471956	774.042932091719	667.467839558762	645.643553929747	793.294911426866
Nov	-1.09250208165453	-2.63143577317796	-1.53893369152343	0.0251500743431275	0.000419295596699717	0.00865439095739904	77.1744595643829	45.6381403930821	59.7115167553772	40.4143110276295	27.3853795253427	28.7560522467963	11.3273991670139	12.5383435104775	7.5755510327757	34.5023503580975
Nsf	-0.723567581510171	-0.845094041087407	-0.121526459577236	0.0451529625904709	0.0124183676568182	0.771113879377947	117.600771207172	118.941147610964	118.827923642992	84.8621783529493	79.1562910270354	80.692300984295	68.7779920616691	70.4598194170637	71.7296860728162	90.1164567085507
Nt5dc2	-0.910395165195349	-1.1849374954102	-0.274542330214851	0.0166452663574896	0.00220130026739569	0.385629762680745	58.7109750449122	42.0662949393927	46.4148455780208	32.0971923427561	28.4956777524668	27.6743543077339	22.8706699162105	25.1658825540579	20.8030467019875	33.8109932375043
Ntsr1	-1.4501479563226	-1.8480964100384	-0.397948453715799	0.0395390696077561	0.00897073311781972	0.621212621294318	22.6854202326281	21.0692631593879	17.3673720865746	9.77841452945329	8.34731977086854	7.27621883752511	5.11079433207294	9.67918559771458	3.77698413315028	11.6767747421528
