genes	logFC_TgvDMSO_6h_GLUTag	logFC_TgvDMSO_24h_GLUTag	logFC_Tg_24hv6h_GLUTag	FDR_TgvDMSO_6h_GLUTag	FDR_TgvDMSO_24h_GLUTag	FDR_Tg_24hv6h_GLUTag	GLUTag_DMSO_24h_1	GLUTag_DMSO_24h_2	GLUTag_DMSO_24h_3	GLUTag_Tg_6h_1	GLUTag_Tg_6h_2	GLUTag_Tg_6h_3	GLUTag_Tg_24h_1	GLUTag_Tg_24h_2	GLUTag_Tg_24h_3	avg_expression
0610011F06Rik	-0.700970041315277	-0.529898549501924	0.171071491813353	0.00542497369381359	0.0352045755143109	0.428823293080021	7.60443471539485	6.69316030532839	6.79942253327543	3.37911456178758	4.68338596759013	4.84893298739288	5.09663538981558	4.34892897919461	5.63176923068013	5.45397607449551
1700012D01Rik	-1.52733177187785	-1.33633694717577	0.190994824702072	0.0250689433138368	0.0693989878364954	0.825571053393996	0.219173664699798	0.568336340263486	0.338262237566303	0.0541300211507289	0.199147016264408	0.089595462293302	0.159608510033033	0.173914879720634	0.135793145641948	0.215329030848182
1700123O20Rik	-0.706281776565201	-0.319202245487599	0.387079531077602	0.0130780379622496	0.264190512584456	0.141676918792247	6.11984936084024	5.6073527401698	6.5189084919546	2.61183751660679	4.41617182846524	4.07225940902641	5.49065151008935	4.14329212185941	5.43609334189824	4.93515736899001
1810022K09Rik	-0.878688544867274	-0.725020012085949	0.153668532781325	0.016058928650747	0.061862463996537	0.67149857911138	209.891074530942	184.45620712957	247.870001755817	126.738293339589	135.971451537301	75.7313857007605	147.620550503035	95.3560407834158	155.579616239195	153.246069057736
1810043H04Rik	-0.995220556316033	-0.264018341188081	0.731202215127952	0.00952138269641867	0.475530210080248	0.0462208495109687	7.11853239707717	6.27647058296311	5.75700707711738	2.51016485866696	3.75784799218319	3.10059658847317	6.38983112885945	3.65128828878214	6.13050590287294	4.96580497966617
2010204K13Rik	-1.28721930618214	-0.705312711606487	0.581906594575656	0.00406254031888932	0.0747637782649349	0.145296166593618	0.899275037077049	0.795185369461991	0.859115411345983	0.231801904553517	0.443968922736991	0.316949873488368	0.645956780412135	0.559108652047431	0.442452715283656	0.57709051848968
2210013O21Rik	-0.76898795543713	-0.263773700652753	0.505214254784377	0.0127679928879612	0.404347686820877	0.0817950404894836	10.4806921629615	10.7156934016559	9.23334040236064	4.06129696729247	7.87947854036435	5.70070411653511	9.48345227101021	7.387799621063	9.32798183961091	8.25227103587268
2310039H08Rik	-0.66721444964194	-0.263953114342534	0.403261335299406	0.0493420083309688	0.48940235439834	0.23351595599429	3.29265278549117	3.99754202920906	3.26891676675566	1.37226992447083	2.55089618576861	2.74727279118204	3.10925718535081	2.37105125013939	3.50513326721267	2.91277690950892
2410089E03Rik	0.730924765669323	0.346501777202609	-0.384422988466714	0.00053751188449568	0.0313601009540994	0.0138730955272453	90.0408781281185	98.7731513606951	91.4000115496498	155.361889778075	156.146269958614	147.869965301519	121.236293286	127.872518673998	120.646093094508	123.260785681242
2610001J05Rik	-1.1369141926887	-0.111438734648674	1.02547545804003	0.00721100782509876	0.808369729263906	0.0158440537318644	2.77638728686397	2.85859056253765	2.63157257807093	0.94701505603321	1.79822629703549	0.790805624941275	3.14192554150957	2.16185187791259	2.58781075059694	2.1882428417224
