genes	logFC_TgvDMSO_6h_PCCL3	logFC_TgvDMSO_24h_PCCL3	logFC_Tg_24hv6h_PCCL3	FDR_TgvDMSO_6h_PCCL3	FDR_TgvDMSO_24h_PCCL3	FDR_Tg_24hv6h_PCCL3	PCCL3_DMSO_24h_1	PCCL3_DMSO_24h_2	PCCL3_DMSO_24h_3	PCCL3_Tg_6h_1	PCCL3_Tg_6h_2	PCCL3_Tg_6h_3	PCCL3_Tg_24h_1	PCCL3_Tg_24h_2	PCCL3_Tg_24h_3	avg_expression
Abracl	-0.226243336428215	-1.10328621072158	-0.877042874293366	0.396482108599387	0.0039592211680773	0.0172699856060397	53.9725971302386	50.6882466457901	53.4753410695792	43.3306254500865	40.7800084958454	29.9992671720658	24.9582046049737	24.3238178497954	19.4851734145891	37.8903646481071
Acaa2	-0.616954085327795	-0.892283945055427	-0.275329859727631	0.0858006027036243	0.0344454387083977	0.47863397702771	307.260460286136	245.63637260355	310.226597138151	182.670704660251	157.63888435141	135.539515369032	117.108690932544	109.755747608856	210.198802942326	197.337308432473
Acap2	0.769364864834018	1.24757361141439	0.478208746580372	0.0959441810924213	0.0254946909076862	0.335969257234787	90.5635208391376	99.0310592924829	141.234168055614	109.130062013299	148.026757256812	218.113353954173	177.588032416952	220.798785013194	338.934079792431	171.491090959344
Acpp	-0.145578152905127	-1.97333687122728	-1.82775871832215	0.785134544075381	0.00635423776036735	0.0133486619936031	503.080882631727	702.078719022766	472.348393060682	336.791825355732	521.641399126484	412.800176896807	62.0434365258437	178.954332775117	156.670666672601	371.823314674196
Acta1	1.56389826011971	-4.58829618132154	-6.15219444144125	0.0533365247812941	0.00136826000187078	0.000596026431269254	26.2795325409102	21.672845939798	60.8530837508143	128.830842570579	55.2361221102617	92.3142878914157	1.28479845548471	0.27416856540964	2.59644921341773	43.2602367820101
Actn1	1.19700127908446	-1.05212726345455	-2.24912854253901	0.00313481873142104	0.0081788538221352	0.000329685306750997	352.41736153657	359.90187666017	404.785162997499	706.903484675702	617.453410029273	842.452056920087	139.567868055363	145.489940176227	220.203465931953	421.019402998094
Acy1	-1.26626158342238	-1.90956996688616	-0.643308383463777	0.00191658652259301	0.000380088769910669	0.0579544928851243	127.132165450988	114.102551839055	76.8907207211493	45.3388326200587	32.6636364069912	33.8185821764904	28.2853506843909	24.1291770771202	26.6828161569915	56.5604259036928
Adal	-1.39335880987288	-1.27700741263171	0.116351397241174	0.0183979757528684	0.0350812489625245	0.866655200231127	3.68246141566016	4.86699006693564	3.03221893219556	1.49228186650604	0.74558931787829	1.41328323499574	1.82426498843437	0.746134577984583	1.82084895133684	2.18045259465858
Adamts10	-1.03832139060692	-1.11287543596489	-0.0745540453579706	0.0290606576778496	0.0319451513919509	0.896377976038056	30.1443227760199	25.3244543893591	21.9415022884825	13.761007691059	6.29708870017381	11.7422449322997	12.529803937011	7.03984622534882	13.8842081240573	15.8516087848679
Adamts12	-0.678426685810915	-1.10941761705498	-0.430990931244064	0.127438062252098	0.0373358846424376	0.384373976785255	26.0770047374524	15.3243042100144	11.415595933004	10.667126826852	9.54863199544799	7.62457340628362	9.62948569526408	5.57069536071408	7.69200153747756	11.5054910780567
Adamts3	-0.32382808938284	-1.59515598435524	-1.2713278949724	0.183864973165317	0.00043089462272108	0.00209255856808768	26.1202201592715	21.7378049311335	27.5309539041486	18.1312236903971	14.3990216071497	18.4610946331925	7.56130514902568	7.30919295070159	8.48605991004653	16.637430770563
Adora1	-1.20770968709953	-0.917873049051571	0.289836638047957	0.00556513778832267	0.0273632975575387	0.441873896476656	86.6155964473562	87.8670563548794	58.3006736367119	38.3790617706796	20.2085157409647	26.999915437406	42.372139593904	40.5427398240466	31.8864388574554	48.130237518156
Adprhl1	-1.9186114023459	-1.97756621683254	-0.0589548144866438	0.0132818759244666	0.0159343313259165	0.958356464344775	1.0439425430105	0.607034465558223	0.657847577670988	0.182951035983112	0.219894820562655	0.122977985843602	0.0713292016915011	0.155256642101424	0.310096538397959	0.374592312313329
Aebp1	-2.31181212620542	-2.23687709804783	0.0749350281575899	0.00192458970427788	0.00246165600411973	0.925268259993334	4.60429490130774	2.66775570456046	3.52316271452944	0.470693501815228	0.694319580514075	0.693943722365061	0.589868454437581	0.483358153968635	1.02575753825123	1.63923936352772
Agfg2	-2.11381138989494	-1.33107268733547	0.782738702559475	0.000428462550727103	0.00393891066292061	0.0487685207004599	141.919050517787	168.936831636615	122.902684782669	34.2430677099784	19.3164913072036	31.4810333478451	63.8431558338619	54.9459465962459	42.1364742544786	75.5249706651872
Agl	-0.509747949562582	-0.722536319138071	-0.212788369575489	0.0303707881866681	0.010277148803114	0.367552436156491	325.918439228742	290.66866190468	309.760826222319	179.546640459813	194.438186614794	173.878978140707	170.774188178357	166.133318883305	188.307966211279	222.158578427111
Ahcyl2	0.547911538538266	0.789952451221459	0.242040912683193	0.0388513694008633	0.0128433741842185	0.368489024949907	6.97680119279447	7.91393081024052	6.83140482773683	9.74132704076885	8.07909859252422	9.01945733211118	11.987532799828	13.0753829130123	9.94559056485427	9.28561400820785
Akap2	1.17942786816309	-0.930769281761261	-2.11019714992435	0.00224068367987919	0.00996477676601634	0.000286596746778235	204.472906935839	180.943128852853	250.021710478729	367.114087575861	439.87911196497	404.637983760974	96.8642938757865	107.316644608572	107.520392104917	239.863362239833
Akr1b1	0.349864235662044	1.91038827597949	1.56052404031745	0.348610373624138	0.00150505130737154	0.00644703513933381	135.475205937654	126.287111033601	111.869867369579	170.225585731992	86.8632997913358	148.133281748222	423.264786745931	560.049557865826	319.346653709344	231.279483325943
Akr1b8	0.294798315775762	3.38133182577098	3.08653350999522	0.532329700312811	0.000374952712785965	0.000741630240458384	132.921306124187	116.712411530447	183.307351274299	154.371311524157	158.307317783289	136.021678759061	1268.21405052956	2102.25303030642	804.98887762894	561.89970394004
Alas1	0.0549718488672474	0.688983892245624	0.634012043378376	0.852524593744991	0.0360465462903555	0.053269225129988	52.2615680482418	46.3273287365703	65.0190092639897	52.3405597594485	38.2927950151533	53.4994427303932	76.0210780694309	82.884722397675	87.980224227557	61.6251920276066
Alcam	0.368980790070309	1.77809212984939	1.40911133977908	0.513935097823453	0.0154751071568133	0.0439207648759375	12.1081055183479	16.06587457718	36.5800624643115	15.1971802729572	23.567674548342	31.8600552798533	62.6295418641446	76.3433279963738	69.2981938440636	38.1833351517304
Anapc1	-0.728841997851422	-0.720840972447649	0.00800102540377265	0.00611999160013033	0.00967563542242244	0.978196280473953	284.385736736001	326.033714899724	277.492464657923	157.2613476451	138.530035021467	156.737988253674	180.888213667362	151.588323400792	171.971149072247	204.987663706032
Angpt4	-1.80414887029684	-3.94446524434777	-2.14031637405093	0.00276389921785589	0.000166077247593367	0.0043127371798566	84.7851820390305	63.7648974319059	34.9879034545576	18.3710765313233	14.4900388646245	11.4450635310062	4.47428628792142	3.37358015546587	3.26397222234587	26.5506667242424
Angptl4	-0.749862498832414	-1.69267957074089	-0.942817071908471	0.0538634414720792	0.00239624213972015	0.0423337725247285	49.1171315500595	36.7539098615915	58.7106899040114	26.2479459032302	15.4873289889105	31.2090700090731	13.9236957258522	13.1798026051497	14.804903876573	28.8260531582723
Ankh	1.99629157012142	2.21060260978961	0.214311039668187	0.00102212958708323	0.000839712466212626	0.616643375726948	16.4644652497656	20.3219876488044	20.0521249993583	48.9135721495874	52.5967392267957	89.8607211209816	75.4775450237033	100.909991292383	68.253727162431	54.7612082082011
Ankrd1	0.905079934530473	-2.56705111606861	-3.47213105059909	0.0453719265883506	0.00158644819394189	0.000469527975917149	1.85535646046778	1.727827122237	1.42586643939489	2.28115170463545	3.17607709428356	2.46020123838513	0.245032870221445	0.407851067781294	0.163049355078869	1.52693481694282
Anks1a	-0.775841016708285	-0.997220194699314	-0.221379177991029	0.0341686417934469	0.0182706320993776	0.561737755323518	86.8563198855698	90.4020160907024	48.3131209146072	42.1241306582907	30.3147340349277	38.7686168964411	40.0391507643753	32.1945469461714	33.2626547336623	49.1416989916387
Ano1	-1.01543662331854	-1.66469084378232	-0.649254220463782	0.00315584990978482	0.000397655203767271	0.0389907266232107	1856.92194202082	1861.28485952227	1624.8242512998	649.672131302113	874.162053583525	693.588019618276	505.591663276089	498.980202413342	570.682535530099	1015.07862872959
Aox2	1.09731738396981	3.65790801468322	2.56059063071341	0.449107913625841	0.0213915489901569	0.0673807045914137	0.0423132936633034	0.0379611447817082	0.651363750860365	0.108759331756049	0.554215480273263	0.696666819090686	1.33223263936418	1.9322886650492	5.48516908523254	1.20455224556348
Aplnr	-3.32547163389477	-4.53690237482666	-1.21143074093189	0.00943846222077686	0.00520614942987672	0.51677108052657	16.1946358287394	6.72918900021821	1.65737956583471	0.796662894826475	0.626750267921829	0.623710939917185	0.223634898594014	0.214750777272407	0.49603584416965	3.06252777972154
Apol3	-1.8155342721902	-2.5209881576307	-0.705453885440507	0.0104986027297325	0.00353427018345581	0.305451541625271	29.547925584285	21.3704557123098	11.2549253273873	8.01385749119747	3.90901373487705	2.96547653443456	3.96594014628904	2.23769759979878	3.84669128297784	9.67910926817298
Aqp4	1.9645601147676	-4.19225280382152	-6.15681291858912	0.0216041523289107	0.0177718079360924	0.00136987412103656	38.1121880781611	44.6777366650851	13.1748521677781	136.789295221405	150.282403081678	30.4241336406357	0.749975606356354	0	3.3269832691093	46.3930630811343
Aqp5	-3.0226857881137	-2.77454426956665	0.248141518547053	0.000644336873929826	0.00100974144190195	0.748536613508984	3.61078347994953	3.8749335191793	3.63314634653782	0.404985708251695	0.170684020179407	0.535304748897495	0.548126023207079	0.701801554032912	0.306195675965976	1.53177345291125
Arcn1	1.39300997772178	1.22104395669356	-0.171966021028216	0.00117593826951817	0.00268080910689967	0.584126500399742	143.422749696967	158.155623287458	172.756648644768	328.592203065937	387.324246536703	332.27377115598	312.631474434384	400.391308854921	317.053023152512	283.622338758848
Arfgap1	1.2637587745887	0.645267505147665	-0.618491269441038	0.00148136212182493	0.0408159381757793	0.0512745549691769	86.3027500295774	72.078614570519	97.7643596340112	175.408686760207	139.440199929519	206.428402444249	121.062872663989	114.080565114078	140.435979113739	128.111381139988
Arhgap11a	0.702108840178196	-1.89360909477167	-2.59571793494986	0.347584381743718	0.0418631811283613	0.0167072755472988	58.2801842049909	96.8228233080265	43.3645559071106	67.1406179928872	148.118916861629	52.0687965164633	8.64839259178956	10.2947206751468	31.0924420719374	57.3146055699979
Arl4a	0.770495886589624	1.09333875208447	0.322842865494847	0.0368768489738724	0.012802843045978	0.381351871324317	7.87626630362794	9.07258782037372	10.7716857932381	13.6575420308607	14.881152469091	11.3788074376632	14.2987396917643	17.8064897721562	23.2425829177934	13.6650949151743
Arl4c	2.46610604083812	1.77267746419988	-0.69342857663824	0.000106045938921366	0.000245931225171719	0.0239103438306207	85.2838306994916	65.9927090586654	71.0038139370011	366.383213037524	314.157929633657	357.608259349767	221.919011389052	207.475403164625	282.193630071664	219.113088926827
Arl5a	0.59782833338387	0.975973468710693	0.378145135326823	0.0422520459430589	0.00787143932388341	0.209800090402025	13.4581102848044	18.7456292525	17.6550102302081	20.2855092823858	18.6228588825178	24.8463758065192	33.8376090781856	31.0788248527884	26.7732718129183	22.8114666092031
Asb10	-3.41269641208767	-3.64646652108049	-0.23377010899282	0.00133761862759369	0.00113636554076273	0.872222003093096	3.01878717450781	2.25690728758765	1.95666121303636	0.176347585629906	0.156078103318228	0.225921784460166	0.18563752632583	0	0.296463855663205	0.919200503392128
Asb9	-0.683042531934649	-3.73032738467339	-3.04728485273874	0.526341073106371	0.0447559767655016	0.133536796403547	0.462633496902534	1.19903091793168	0.24988429870244	0.648612536048029	0.159461299199403	0.115409466483625	0.113796876687019	0	0	0.327647654661637
Ascc3	1.82469866536174	1.08168007272322	-0.743018592638517	0.000347012546186264	0.0039097743864331	0.0275128641206379	98.3033484509603	113.492559105418	127.32597189072	307.443575776801	347.360242550848	357.505270800751	207.259663825085	252.710964059839	209.467056465248	224.540961436186
Ascl3	2.83184713389707	2.89342113038569	0.0615739964886105	0.00650272264439004	0.00718626808726771	0.940013403406734	0.0752567888708401	0.270064900252378	0.162595143114329	0.984760734874361	0.830068408432436	1.27661209564021	1.18472874346843	0.758442801537526	1.57668036448621	0.791023331186302
Asgr1	-2.11742009484955	-2.02538469406564	0.0920354007839108	0.0237713374354205	0.0346737864672855	0.951856750077041	4.63228523908197	2.32589656501744	1.48270040473387	0.694881311693231	0.473085612201444	0.456525049269989	1.01282879315006	0.1440878741399	0.698916099405598	1.32457854985483
Atf7ip2	-1.23337015070369	-3.46079485960319	-2.2274247088995	0.0542343858800925	0.00216399915445619	0.0356868446006613	3.27204820537461	4.06901062523544	1.60985974424126	1.120358589555	1.38464431913604	0.743516319997321	0.159375508333166	0.122435324747292	0.424205517008471	1.43393935040318
Atoh8	-1.54933161908196	-2.40738586611837	-0.858054247036412	0.0153887000094221	0.00338240798908251	0.208826015831239	4.65314268537295	5.69507059507088	1.91411998178267	1.33930466101668	1.16836982337651	1.01472348700359	0.606390903204674	0.562891367398682	0.954958524254878	1.98988578094239
Atp2b1	1.83564553780057	1.67443401895655	-0.161211518844024	0.000663496359360483	0.0013638588812817	0.666016659582687	48.2617511912385	57.199005244932	63.6523755718591	140.430366793727	182.543048940913	184.679109945685	137.210277560563	206.58856506591	158.414585335699	130.997676183392
Atp6ap1	0.0257659127494966	0.593003494432953	0.567237581683457	0.925515589500219	0.0486884618289953	0.0607403961680579	225.420450348503	201.183439469186	247.809315289405	200.03714733123	151.885971043183	230.148079910844	331.670246604146	286.12750898272	335.939267509286	245.580158498723
Atp6v0a1	0.465845509099505	0.948772437165686	0.482926928066181	0.0441646056422509	0.0026660396551902	0.0601996759502004	99.8022552216255	101.559042817036	88.8790786247887	125.321760437807	111.059711178649	102.015385964504	174.782450633896	177.997542350468	170.183652646981	127.955653319528
Atp6v0d1	0.492160364451254	0.714101571885719	0.221941207434465	0.0675160564184134	0.0244931822879043	0.436612231519736	121.571563032083	113.087215063085	153.653533137675	163.665368764561	126.360774959106	173.22846147347	191.604265133318	185.830847737272	219.68750627481	160.96550395282
Atp6v1b2	0.692979768575595	1.22386813570875	0.53088836713316	0.129053669618504	0.0278834380586006	0.286854358947717	102.594201972703	79.4313821535632	125.708385535381	181.665192887247	78.2426660406821	165.490243962746	229.704867775761	148.01985879617	300.622279283847	156.831008712011
Atp6v1g1	0.151203094942566	0.823222158867681	0.672019063925115	0.639504511845572	0.0331869069184784	0.0727964592956112	402.023175857329	335.129008661116	606.548647036191	462.277764252754	397.080386691899	405.607623165089	710.693742824576	666.164956517174	856.789276352003	538.034953484237
B3galt6	-1.82592411365048	-0.721217807133295	1.10470630651719	0.000589825982517001	0.042740136363928	0.0119886918325997	55.5675702179589	55.5280441408916	39.7715849814803	11.3278635105226	11.3499996733015	13.1584377995749	30.224016936161	22.5657048889599	32.8040550334176	30.255253020252
B4galt1	1.18035066546007	0.761891365271299	-0.418459300188767	0.00193684873316187	0.0212722736740674	0.156774618994526	32.880219063881	32.8028787493923	28.6007330713231	52.4847980000769	71.1395990919184	55.672564073175	53.7852328345503	49.0917009292743	46.5383931844638	46.9995687775617
Bag2	1.08950025918597	0.803043982911295	-0.286456276274677	0.00848037905277273	0.0447559767655016	0.440165143222019	27.769163451918	27.3967253134956	45.1331905040041	52.9292305359948	66.7982379445047	60.2323699218009	47.9996180137349	57.6523110654978	58.1855894690295	49.3440484688867
Bag3	1.19228215405096	0.795110988902735	-0.397171165148228	0.00151975901699584	0.0140426409274929	0.155593060912756	46.5176579215811	53.4392148942122	49.413181340627	94.3470484607107	84.398903294567	109.6305997437	77.9361014205407	92.0261744446478	71.5603855882963	75.4743630120981
Batf	1.00240565752885	2.7154286456016	1.71302298807275	0.171583360462178	0.00294442324513199	0.0238493770115508	1.0462169276358	1.12632949575845	3.16454782461338	2.83580748876075	4.18309719259297	2.29672381404799	8.44090192252054	10.8074381362227	13.7906718252883	5.29908162527121
Bcas3	-0.721707943925339	0.635967782385541	1.35767572631088	0.0106394383371221	0.0258784253033986	0.00112460263137321	53.7968193257121	46.3493526627583	52.7310789888236	24.9812181110138	22.8374281175761	30.4728902650598	75.2379374325444	70.3562484672151	76.7765369794453	50.3932789277943
Bckdhb	-0.879833702135711	-0.840355800126639	0.039477902009072	0.00539445117118073	0.00988610230697033	0.903339850474314	48.5382470939083	46.3355696460413	38.9309000036864	23.8095512374997	20.4425569826607	17.1377935347386	24.6788576603407	19.6903504068985	25.6168723345159	29.4645221000322
Bcl2l1	0.201724999972697	0.921193349685585	0.719468349712888	0.408174232018238	0.00610759065389557	0.0237981139258082	14.7636071181141	12.8717394928458	14.439430016287	14.5121651509168	10.6283053442003	15.8589680834289	24.0604987472839	22.3058063143088	28.2839914688624	17.524945748472
Bcl2l11	-1.37637992603674	-1.58519203140779	-0.208812105371048	0.00139879759151097	0.000977245738703058	0.516693066315167	1435.61886810184	1501.77266101126	905.286716969756	461.160969551576	390.326241488158	396.498047534284	439.132775627714	378.787526872001	377.55388957445	698.459744081227
Bin2	-0.426762554566385	-1.38833878700227	-0.961576232435889	0.167782357442808	0.0026660396551902	0.0212523947743388	28.4375557198587	19.7164963828127	19.9874893998344	14.9491506307225	15.0003952630686	12.8067400153958	9.26251924089684	6.19643833102916	8.90039113872828	15.0285751247052
Bin3	0.175560002432645	0.630310623690105	0.45475062125746	0.498391542695284	0.0417348120620951	0.122783315216164	13.2694267392551	13.9095795713102	14.5608845538844	13.9364911723106	10.1825640611807	15.8019326312496	22.5041764080097	17.2441501100885	20.8502564037897	15.8066068501198
Blk	-1.96697204550986	-2.69073169699049	-0.72375965148063	0.0698148462214012	0.0401556194106854	0.668295338623483	3.4785887751676	2.81878464763944	0.545488753003433	0.41952552863207	1.0056178391853	0.167956573725907	0.165609755346829	0.565442635425979	0.293866030079055	1.05120894868951
Bmp3	0.161927965492842	1.2377038626292	1.07577589713636	0.759457687535045	0.0289441516975848	0.0555196225205905	1.17863363728283	1.37176846050581	1.8582440744105	1.28027294345905	1.40541731720262	1.49396118921927	3.76107169754828	3.81230708190747	2.22460970829995	2.04292067887064
Bmp8a	-0.918245615573184	-1.36241382024938	-0.444168204676198	0.0983743385157628	0.0385608431432168	0.488362821366061	9.5076054407141	7.18890876017461	4.22509971560525	3.92311372618005	3.24421700810609	2.18934096371082	3.84820618041013	1.68242772230218	2.05408502192922	4.20700050434805
Bmpr1b	-3.22882741273715	-2.52245606857122	0.706371344165938	0.0018650228726747	0.00467217753154681	0.485705941124107	2.43490730876646	2.56860864765132	0.932015458329616	0.215038866903934	0.0793009119985533	0.210443612138784	0.33955057995293	0.362290657310079	0.267784495968553	0.823326726557803
Bmt2	1.0870893953408	0.660807585615184	-0.426281809725613	0.00282412254713282	0.0378753536828124	0.149193525926699	14.8884408161218	15.5588022334743	13.4323904815216	27.2580240054472	30.0575279169598	21.1213921259491	23.6031035024608	21.4610024559055	19.7629692237087	20.7937391957276
Bok	-1.39175064835861	-1.93076219256639	-0.539011544207785	0.0173268725893282	0.00616754385142227	0.349846967928522	25.4390423521708	24.9582489113584	14.5693971531811	10.481757158259	3.66196523382701	6.77307178670126	6.88168988354641	3.45751126970271	5.56460033505892	11.309698231534
Brca1	0.0705292934419662	-1.84755674172355	-1.91808603516551	0.927710256852886	0.0385450679781579	0.038441136950861	74.204503906145	122.0952792533	31.1798463819153	49.4530931775752	110.845240021694	37.2455343327898	13.3699713189898	22.0156238487568	23.2438366886321	53.7392143255331
Brca2	-0.624534276515948	-1.64046815286705	-1.0159338763511	0.35244693284042	0.0468127257248978	0.189964410595946	34.4250554640879	58.3970036903865	23.0942902824716	13.3210505520845	38.3221349865133	10.7545774729689	10.2205977982517	11.7015629508312	12.688959444975	23.6583591825078
Btn1a1	2.51485572019341	2.02213739944465	-0.492718320748757	0.00185879801750933	0.0081846001263669	0.326082120273463	0.128389253540019	0.063238126914487	0.0734267238650056	0.437651525463625	0.322789694779485	0.54259601397312	0.378968565419983	0.256880229119478	0.388972141583055	0.288101363850918
C1galt1	1.09865938678365	1.06114602559218	-0.0375133611914697	0.00438392534481714	0.0074479701218435	0.92183602703842	13.3392658273564	16.0034033566466	15.7702300330567	26.4802286103384	27.6681817666929	27.3278722524294	28.7269417360981	35.0955982645092	23.9071718098828	23.8132104063345
C1qtnf12	-2.60360129658115	-5.62971434434797	-3.02611304776682	0.00561822574409104	0.000383708910516554	0.00820120289861377	346.523012274427	261.755155169158	135.94739283237	63.94761659166	17.2046739372775	23.5494495968382	5.99236092423686	1.91810278608444	6.03892868822197	95.8751880889193
C2cd2l	0.765659778662303	0.72181504023177	-0.0438447384305333	0.0147611243775226	0.0281889389869072	0.899949307803986	5.19360127964288	6.18219428896798	4.35863500596576	7.43955334184927	6.89232788587807	8.22097904097392	8.35578402262595	8.81237372348442	7.01472376017021	6.94113026106205
C4a	-0.432745471630765	-2.09565311988346	-1.6629076482527	0.415019976292581	0.0110129654097644	0.0416086446552312	2.11932260808466	3.38015809215152	1.70585605365508	1.39825506213469	0.973988953157724	2.03182979726208	0.367978685361762	0.523496832447534	0.652959333189675	1.46153837971608
C5ar1	0.120490365546919	2.78687813283902	2.6663877672921	0.935533966521611	0.0263719222288653	0.0397443477997653	0.479768070861887	0.24595506008855	0.481258649352846	0.352332735631028	0.850460262396816	0.0341953974766297	2.52881948193375	4.53293789021044	1.07694256109896	1.17585223433899
Cacna2d2	-1.28773931759593	-2.50154588926194	-1.21380657166601	0.0236732608291977	0.00205086736488536	0.0673807045914137	8.89284388490427	10.3143156862963	5.17485992432584	2.38793467333254	3.75952772071963	2.30422190786582	1.32937665030937	0.773676257898979	1.84423934438655	4.08677733889326
Cacnb2	-1.01339481027447	-1.64340001121117	-0.630005200936698	0.0351175089979124	0.00737966511551338	0.246943150563697	2.24139336578628	2.6811387377348	2.46416263825776	0.704498771082981	0.929815476471762	1.44486359575881	0.702579378445357	0.824595084924419	0.692606182416805	1.40951702565322
Cacnb4	-0.201711495720921	-2.01877191073046	-1.81706041500954	0.631368087305023	0.0023388062817449	0.00681074626433135	6.74849277973028	7.98102579521662	5.08041370317851	4.14550145257752	6.37860432560106	3.96789130963503	1.26025997628495	1.90259493716044	1.41852744186316	4.32036796902751
Camkk1	-1.94421954495884	-1.71113374085224	0.233085804106602	0.00197525493399766	0.00452532149167101	0.651722074546418	27.3606532027026	32.3206435087314	18.2990555899227	8.46533539393241	4.17981890325709	4.42424812707398	8.83671541864483	5.58550299324773	7.80706869398944	13.0310046479447
Camkk2	-1.82198397832914	-1.43562642782204	0.386357550507105	0.00206613331908059	0.00862129897250426	0.396599232712697	93.9971005968526	88.6669784294588	47.2631016860664	23.2998347780933	12.3322936737498	19.3643401615781	33.2897335474504	21.0665503739747	25.1560673715305	40.4928889576394
Capn8	-0.523587123448419	-5.72944726942727	-5.20586014597885	0.399881183580791	0.00238767758962459	0.00962628368272592	1.33683274086796	1.59910977792866	1.69529347747145	0.814887209414008	0.560951730807486	1.2759576744711	0.0571876824019005	0	0	0.815580032595841
Card19	0.657113225470657	1.26192648376649	0.604813258295837	0.0505907997903966	0.00427232861146993	0.0937461223751268	16.6621123758795	17.5943501993567	23.0477156327024	31.4334697457061	18.6948626668004	26.678448845683	46.468337820974	34.2116642067198	48.5171127987697	29.2564526991768
Casp12	1.47281427244803	1.13015908545718	-0.342655186990854	0.00365674098923216	0.0175857248983799	0.401552307472754	5.57973034340343	3.48231317757894	7.26087984707886	15.0186829273524	11.31312310804	12.1749424872429	13.0438389091612	11.2537677981281	9.24330093594742	9.81895328154814
Casp2	-1.02805416431182	-0.925375240156147	0.102678924155671	0.00439246577155076	0.0105170421518067	0.757135555136207	26.1575964707612	25.323306139923	18.4150989871079	10.3388772375789	8.40478749138524	10.175084163154	13.0427830835384	9.27130941879494	12.1330532348323	14.806877358564
Cbx3	-0.868318566635696	-0.738497884194911	0.129820682440785	0.0168614594033181	0.047024173946212	0.727398539602736	66.8679454222801	73.6790745003159	46.078274997613	34.1077474820307	30.9101274403671	21.1100786927569	38.1303387231704	32.0754774980064	34.3068397568446	41.9184338348206
Ccdc187	-2.73203234082264	-6.3854241072099	-3.65339176638725	0.00805015215517058	0.000990475462123378	0.071683625062504	8.43027723289364	7.38680765965554	1.27422578670806	0.648518819455622	1.10012398702111	0.484649723144067	0	0.174816627532544	0.0302846331388363	2.16996716328327
Ccdc8	-1.02103011592933	-0.612711200377751	0.408318915551576	0.0028035949764443	0.0388967854287194	0.144039060857296	231.213941007511	216.199565573194	212.824535017955	117.461961575005	73.4300786081354	85.3240927421673	151.533532771489	126.862841724348	125.614945224704	148.940610471612
