genes	logFC_TgvDMSO_6h_GLUTag	logCPM_TgvDMSO_6h_GLUTag	F_TgvDMSO_6h_GLUTag	PValue_TgvDMSO_6h_GLUTag	FDR_TgvDMSO_6h_GLUTag	logFC_TgvDMSO_24h_GLUTag	logCPM_TgvDMSO_24h_GLUTag	F_TgvDMSO_24h_GLUTag	PValue_TgvDMSO_24h_GLUTag	FDR_TgvDMSO_24h_GLUTag	logFC_Tg_24hv6h_GLUTag	logCPM_Tg_24hv6h_GLUTag	F_Tg_24hv6h_GLUTag	PValue_Tg_24hv6h_GLUTag	FDR_Tg_24hv6h_GLUTag
Gm2694	-0.554752501974746	3.81848437263654	8.34351902499785	0.0139166518369356	0.0486180671061411	-0.754638958245329	3.81848437263654	15.1569719425446	0.00223301011777581	0.027143590639929	-0.199886456270583	3.81848437263654	1.0298853235265	0.33069305367864	0.49330095780314
Mcm7	0.283272835949057	8.51194933380816	8.34306834660579	0.0139183830018146	0.0486180671061411	0.0203258576447246	8.51194933380816	0.042986638931389	0.839311600610943	0.923281938123443	-0.262946978304333	8.51194933380816	7.19114525397201	0.0203442779456859	0.0751240057528669
B630019K06Rik	-0.530257015665421	3.40852757009758	8.34098839120579	0.013928020288638	0.0486397152090246	-0.01991692666212	3.40852757009758	0.0124619712621103	0.913004664123461	0.957280583620475	0.510340089003302	3.40852757009758	7.71880675110998	0.0170408363013627	0.0670660568014663
Cct3	-0.305216276837263	8.20327542866317	8.33943341122143	0.0139344920743606	0.0486503007238169	-0.345797137991065	8.20327542866317	10.7002622049452	0.00689140796336009	0.0539858773417793	-0.040580861153802	8.20327542866317	0.147448097920965	0.707866363502649	0.811449564647544
Drp2	0.784050249522325	2.23990380929314	8.33680518955872	0.0139481517622181	0.0486859703573843	1.66043448144427	2.23990380929314	42.4171398027786	3.23749364686188e-05	0.00210570791177513	0.876384231921943	2.23990380929314	13.8711469657845	0.00302319236437197	0.0226419173899469
Rrbp1	0.689353155920527	8.49059929632662	8.32989780438206	0.0139768561943223	0.0487741230473142	0.520201844845851	8.49059929632662	4.75971696594545	0.0502761528440765	0.179521414448293	-0.169151311074676	8.49059929632662	0.507072184961054	0.490351624224612	0.641344183381373
Rpl10	-0.70972197972849	9.46810764220106	8.3272028465138	0.0139888567272784	0.0488039561124392	0.350303286408905	9.46810764220106	2.048552242997	0.178490523128108	0.387987086399915	1.0600252661374	9.46810764220106	18.372023127548	0.00111624223804237	0.0125068662804431
Map3k3	0.27940088104155	6.40558764083063	8.32461802126374	0.014000380484176	0.0488321115062282	0.224785707866923	6.40558764083063	5.38840381605677	0.0391643927143827	0.155486046286613	-0.0546151731746268	6.40558764083063	0.319676404855162	0.582471758919776	0.716498535983091
Arhgap23	0.431949355098016	5.10082371137446	8.32251204002939	0.0140097872770384	0.0488528710474286	0.342685253608765	5.10082371137446	5.22647952839024	0.0417169664763831	0.161048235031537	-0.0892641014892503	5.10082371137446	0.361427593515588	0.559170909437836	0.698099652079375
Alms1	0.241526538432785	7.15274488341003	8.32075716327734	0.0140176095358916	0.0488680963603321	0.0280798670269672	7.15274488341003	0.112409976649519	0.743345881924707	0.86893378731849	-0.213446671405818	7.15274488341003	6.50241450134033	0.0258779210220403	0.088284327595442
Nqo1	-0.718850609735559	3.48503146547298	8.31583948107757	0.0140400084787969	0.048934118779933	-0.186338584209794	3.48503146547298	0.597405897330196	0.454886700823409	0.669117437653416	0.532512025525765	3.48503146547298	4.50737231085926	0.0557834641565712	0.147794300763335
Zfp709	0.446971810436008	3.42039015451194	8.3123347873125	0.0140556777605823	0.0489766593234681	0.427040700381324	3.42039015451194	7.59816573622657	0.0177362829764168	0.0958681350483691	-0.0199311100546837	3.42039015451194	0.017306615593508	0.897569523997635	0.939769283234754
Vti1b	-0.288567297365958	5.88658437730278	8.31135905157221	0.0140596608529312	0.0489784687017608	0.117758053100741	5.88658437730278	1.40005476805499	0.260176547606801	0.484384781213318	0.406325350466698	5.88658437730278	16.5045950997382	0.00165268088184956	0.0157724050232838
Smc3	0.453875465484586	8.49778090257895	8.30749767026326	0.0140769755915496	0.0490267080947073	-0.0294567490923842	8.49778090257895	0.0350658141123548	0.854662631958706	0.931243889258396	-0.48333221457697	8.49778090257895	9.41388831641909	0.010001277004378	0.0472338199204758
Rab13	-0.491493121876664	2.99491104085704	8.30172065288903	0.0141035175075352	0.0491070518484482	-0.383352597911233	2.99491104085704	5.09988538019623	0.0438534750489576	0.165932067752813	0.10814052396543	2.99491104085704	0.386389873064864	0.546113218226377	0.687748566594315
Cenph	0.358975655518121	5.49777073100744	8.29672321253055	0.0141254429152451	0.0491668915027312	0.172882900361499	5.49777073100744	1.91631661979774	0.192072356232694	0.406025282871923	-0.186092755156622	5.49777073100744	2.24533486458743	0.160479282300042	0.298933191425442
Timm13	-0.834667619251404	5.60770313417497	8.29623187178092	0.0141276577210465	0.0491668915027312	-0.521462183653804	5.60770313417497	3.2935555711154	0.0952282786025215	0.265902025955698	0.3132054355976	5.60770313417497	1.16679130210035	0.301803815289738	0.463859342195314
Dnajb11	0.444225250729748	7.87319279312266	8.29213280935971	0.0141461417318581	0.0492127640487391	0.83525782103599	7.87319279312266	29.1204337998559	0.000175239818755194	0.00587009195357459	0.391032570306243	7.87319279312266	6.46536662674901	0.0262233287892234	0.0891769766906249
Pgk1	-0.895898169796267	9.16361917494091	8.29176556981793	0.0141477995656382	0.0492127640487391	-1.60199508424887	9.16361917494091	25.5988574984252	0.000301897375067985	0.00793462617743738	-0.7060969144526	9.16361917494091	5.15720010228625	0.0428697687767349	0.124267841431536
Plekha2	-0.939720111779737	3.86209363594942	8.28729660434793	0.0141682480412903	0.0492717725784172	-1.05277832056453	3.86209363594942	10.1820407567267	0.00798317973562593	0.0585488389324433	-0.113058208784792	3.86209363594942	0.111625879009101	0.744207192871718	0.83820670765775
Ndrg1	-0.440032006544259	8.41526362236619	8.28208305867602	0.0141915989575192	0.0493316851671466	-0.5891182358706	8.41526362236619	14.7892669632721	0.00243087917413398	0.0285717478002995	-0.149086229326341	8.41526362236619	0.951399842109615	0.349080171973701	0.511735902337044
Tctn2	-0.394401315839532	4.47453476296532	8.28191288361775	0.0141924536958948	0.0493316851671466	-0.276825762053244	4.47453476296532	4.11523291211789	0.0658632857103462	0.21168635747154	0.117575553786288	4.47453476296532	0.726329356497645	0.411164933452959	0.57121950864854
2310039H08Rik	-0.66721444964194	2.94595438345377	8.28060497326237	0.0141989131470093	0.0493420083309688	-0.263953114342534	2.94595438345377	1.37646451799633	0.264014226262414	0.48940235439834	0.403261335299406	2.94595438345377	2.96264716635019	0.111489831606609	0.23351595599429
D930016D06Rik	0.560767201567631	4.38718825604712	8.27863447987576	0.0142073749624078	0.0493592830389302	0.00199923578207092	4.38718825604712	0.000102307137897859	0.992100027302626	0.995931161375342	-0.55876796578556	4.38718825604712	8.20636365108952	0.014539855385501	0.0603357752278184
D130017N08Rik	-0.726962459187648	2.07148719560113	8.27422049533555	0.0142293230291187	0.049416072494152	0.363621477337612	2.07148719560113	2.50923908893832	0.139799153353564	0.335157685388165	1.09058393652526	2.07148719560113	19.8348485019229	0.000835817796022819	0.0105521996747881
Hapln4	-0.541255949957417	4.42628209753136	8.27348661424518	0.0142307105513569	0.049416072494152	0.22888235076076	4.42628209753136	1.55891657475832	0.236206315150096	0.458596360870843	0.770138300718177	4.42628209753136	16.9028796468627	0.00151653823232865	0.0149236204447453
Ube2q1	-0.263942683635491	6.29591677611354	8.27203701578822	0.0142372150337272	0.0494265211335385	-0.110806193473222	6.29591677611354	1.46416753151956	0.25012477274743	0.473716084469415	0.153136490162269	6.29591677611354	2.78132109598905	0.121861899603446	0.248755198555324
Actr2	-0.334384149240876	8.13165655702777	8.26983297107599	0.0142472432820145	0.0494491948963388	-0.340349146785829	8.13165655702777	8.57048883156221	0.0129529769816118	0.0789461614310308	-0.00596499754495377	8.13165655702777	0.00263287305947171	0.95994203088957	0.977923653946579
Thnsl1	0.486025259836671	4.02773642667839	8.26683010602878	0.0142611324720354	0.0494852547618602	0.071753164084035	4.02773642667839	0.176432755733773	0.682060123187431	0.830707085512716	-0.414272095752636	4.02773642667839	6.05926227473987	0.0303945296439752	0.0983700272753054
Tmem184c	0.439167876614685	5.97897096620257	8.26321121032435	0.0142774330695878	0.0495296623169704	0.356603323662988	5.97897096620257	5.45167075908646	0.0382182115163996	0.153176165204618	-0.0825645529516975	5.97897096620257	0.295406061047033	0.596970587841864	0.727937574343218
Arhgap4	0.911292561883341	0.626786991497756	8.26497123777483	0.0142818507041152	0.0495328351621755	0.0332567821794022	0.626786991497756	0.00878566367722253	0.926908075335551	0.963866656779351	-0.878035779703938	0.626786991497756	7.88828651891263	0.0161304752531799	0.0648395145296276
Mier3	0.365853602945325	5.70151862043752	8.2536452082351	0.0143211763785774	0.0496570460993342	0.124808264210579	5.70151862043752	0.9570034816734	0.347718421724551	0.573771554532171	-0.241045338734746	5.70151862043752	3.59747858763534	0.0827950407485015	0.191013521974843
Dnase1l1	-0.469622878945604	3.01992391884523	8.24672025693663	0.0143535613372755	0.0497350122985113	0.323726756718986	3.01992391884523	4.29873743492228	0.0608942978097605	0.201225840390281	0.79334963566459	3.01992391884523	24.3876105378983	0.000368621473544368	0.00666118406302676
Large	-0.316534063941015	4.2850932657384	8.24658454773407	0.0143536762740702	0.0497350122985113	-0.270052196748631	4.2850932657384	6.03257779270005	0.0306951903520989	0.134833796700428	0.046481867192384	4.2850932657384	0.175353225543945	0.68297442278996	0.793856008076451
Zrsr1	0.524198044707091	4.53920752860896	8.24645376260175	0.0143542139455604	0.0497350122985113	0.251544025089614	4.53920752860896	1.87597094090655	0.196481308137703	0.4111055770853	-0.272654019617477	4.53920752860896	2.26644586191011	0.158687646932221	0.296843938036989
Pcdhb12	-1.18899233149336	0.428661743024603	8.24470815245095	0.0143906280269472	0.0498489662667893	-0.484796656584644	0.428661743024603	1.62837404900816	0.226707446016453	0.447411763829155	0.704195674908716	0.428661743024603	2.57163073778946	0.13546291087228	0.267445624090204
AI839979	1.45607802289856	-1.53115722463118	8.12449268233622	0.0144066286913743	0.0498740836143012	1.42250930161224	-1.53115722463118	7.56305952420367	0.0173714974637695	0.0947658079234959	-0.033568721286318	-1.53115722463118	0.00708860149063511	0.934268265529299	0.962264529302054
Kdm5a	0.278779303247226	7.65730684368646	8.2344258364719	0.0144095343643137	0.0498740836143012	-0.0288054647340076	7.65730684368646	0.0878618023050171	0.772103790295749	0.886223157811992	-0.307584767981234	7.65730684368646	10.0178731893371	0.00837054515877777	0.0423509118401455
Arl5a	-0.41282922318811	6.9147692501534	8.23430943341816	0.0144100722578868	0.0498740836143012	-0.444359778821164	6.9147692501534	9.5447533629103	0.00961819343570573	0.0656376714193431	-0.0315305556330538	6.9147692501534	0.047935650437639	0.830464080499565	0.895763295823885
AA415398	0.559712495345739	2.90538395282035	8.23395607921615	0.0144123267371503	0.0498740836143012	0.219169114641485	2.90538395282035	1.21864563857776	0.2917926981379	0.518009887215305	-0.340543380704253	2.90538395282035	3.15054744170295	0.10187068966151	0.219710163590757
Tmem154	2.21602551605907	-0.991448346381617	7.67351319792173	0.014415514832507	0.0498740836143012	4.1962545378597	-0.991448346381617	51.3804795459548	3.46051182809187e-06	0.000582519491062132	1.98022902180063	-0.991448346381617	23.9615241113786	0.000200693020588734	0.00477743991771835
Ptprm	1.05086613115521	-0.723944195636025	8.26236427928288	0.0144324610214097	0.0499130952233826	-0.169358469356284	-0.723944195636025	0.147687734398833	0.707721164672253	0.846845838069363	-1.22022460051149	-0.723944195636025	10.8327331403197	0.0067390391684977	0.037179092408333
Sgol2a	0.356753342011673	6.57634312995813	8.22916178201527	0.0144338505211041	0.0499130952233826	-0.286689135547742	6.57634312995813	5.26753515235713	0.0410513262785973	0.159802239019696	-0.643442477559415	6.57634312995813	26.4924835157828	0.000261689061077246	0.00551458021405701
Gpaa1	-0.52192569390331	5.57391449660819	8.2277621952533	0.014440329227088	0.0499145846029952	-0.0110522480750367	5.57391449660819	0.0037696445387845	0.952078002761839	0.977238639057367	0.510873445828273	5.57391449660819	7.88549641168308	0.016131924477739	0.0648395145296276
Lsm2	-0.448766193416675	5.17104616080891	8.2275445624911	0.014441341273752	0.0499145846029952	-0.101189028540855	5.17104616080891	0.426023545075316	0.526551230569309	0.724462441755297	0.347577164875821	5.17104616080891	4.93379112675914	0.0468572088434799	0.131905421669681
Rps15a	-0.903476241027683	7.80855552709044	8.22456708533301	0.0144551117476266	0.0499499707017204	-0.345954290155998	7.80855552709044	1.22613410182917	0.290384302209227	0.516807304372369	0.557521950871685	7.80855552709044	3.15695078179012	0.101560091493484	0.219178829932519
Rps27a	-0.762374157861435	8.632082345247	8.22181669768186	0.0144678570783989	0.0499817979693525	-0.191663691616878	8.632082345247	0.526219993298952	0.482444062242238	0.690747548661883	0.570710466244558	8.632082345247	4.62818507384111	0.0530601886932476	0.142963237066029
Rpap2	0.351125391323768	4.06036377356515	8.21994571239342	0.0144767420791141	0.0500002767461342	0.207510102209009	4.06036377356515	2.84936906259593	0.117834187059036	0.302555911569778	-0.143615289114759	4.06036377356515	1.39886413761607	0.260368718513916	0.419700601890877
Bcl9l	0.573358728228428	4.39148802104228	8.21806779169667	0.014485413849422	0.050018010215098	0.307257884840381	4.39148802104228	2.34325310075848	0.152379710453347	0.351091592929824	-0.266100843388048	4.39148802104228	1.8109752363283	0.203865159251167	0.352101301064065
Atp10b	-1.44278419197325	-0.494277129766168	8.24152357004982	0.0144926028830169	0.0500193885328801	-1.27604846040564	-0.494277129766168	6.70078675165869	0.0242674340336406	0.116913634492565	0.166735731567617	-0.494277129766168	0.0766817426297334	0.786714968566956	0.866856150235961
Dusp8	0.597355360525219	6.58867940500952	8.21642397475807	0.0144928878938621	0.0500193885328801	0.0672017902911166	6.58867940500952	0.104025180697753	0.752736499568001	0.873389448408237	-0.530153570234102	6.58867940500952	6.49051736392604	0.025988248794344	0.0885950824145879
Dnah6	1.16477537916243	-0.550493747222088	8.24232854900445	0.0144975460540928	0.0500232555404762	1.08921483113811	-0.550493747222088	6.97067416855988	0.0221006783908557	0.110191675756946	-0.0755605480243186	-0.550493747222088	0.0494583937842304	0.827875791845413	0.894146325748101
Mtch2	-0.406346581385562	7.06892264048659	8.20257714169508	0.014557389385011	0.0502174886323629	-0.217009936732373	7.06892264048659	2.35205312600696	0.151677103384158	0.350201917411561	0.189336644653188	7.06892264048659	1.78192759448837	0.207281929700043	0.356181913012817
Tarsl2	0.278649248248523	6.56252414981375	8.19987791769888	0.0145700035459112	0.0502487439363864	-0.0274054425182921	6.56252414981375	0.0791256244694187	0.783393812902333	0.893084916482632	-0.306054690766815	6.56252414981375	9.88603249975031	0.00869793593321341	0.0433647971758478
Kif21a	0.353353848337709	6.60482434540464	8.19611085015388	0.0145876283996983	0.0502972605637002	-0.0287804082340961	6.60482434540464	0.0542276010925688	0.819883619712998	0.911985083601463	-0.382134256571805	6.60482434540464	9.57676658041074	0.00952713699627292	0.0457276704437539
Acy1	-0.488771631173601	3.95031807631015	8.19495375509495	0.0145932189824005	0.0503042702123703	-0.452918461197378	3.95031807631015	7.10541874890919	0.0209505642901821	0.106435703519177	0.035853169976223	3.95031807631015	0.0429683186775627	0.839345364696136	0.901712768333335
Baz1a	0.427411300735952	6.75406551666776	8.19039790810048	0.0146144054446709	0.0503650238819513	-0.171204685146261	6.75406551666776	1.30786875693426	0.275618314998174	0.50060610992484	-0.598615985882213	6.75406551666776	15.9722416179139	0.00185777699452117	0.0168006075314329
Yy1	0.369104781191717	6.99024202674388	8.18948620523018	0.014618683719534	0.0503674921525855	-0.2904965447992	6.99024202674388	5.03785097743134	0.0449468333860096	0.168491045619877	-0.659601325990917	6.99024202674388	25.9006029667361	0.000287559450868548	0.0057850209547025
Nt5dc2	-0.39669928909761	6.54763450600938	8.18601764282358	0.0146349762175296	0.0504113431707353	-0.149770829805256	6.54763450600938	1.17566926951164	0.300055785438079	0.527326858380233	0.246928459292354	6.54763450600938	3.17009429353513	0.100928753456798	0.218151487817433
Gm15800	-0.283284469363994	7.47601280451251	8.18504633527729	0.0146395408813331	0.0504123589312381	-0.242833159490498	7.47601280451251	6.02027462756455	0.0308349011979632	0.13511691930938	0.0404513098734962	7.47601280451251	0.166811731656346	0.690329474860555	0.799644365898931
Cyr61	0.70539136779228	1.34876204998842	8.18427769386282	0.0146476581020989	0.0504123589312381	0.919949151595761	1.34876204998842	14.5353603628971	0.00258121151436616	0.0296975840627645	0.214557783803481	1.34876204998842	0.938945806186467	0.352141560814669	0.514614923413549
Cirh1a	0.315981469827897	6.011690965667	8.18251238214862	0.0146514642547685	0.0504123589312381	-0.304382309065685	6.011690965667	7.49812009447144	0.0183382485966509	0.0975189301078016	-0.620363778893582	6.011690965667	31.1886325108851	0.00013018510008596	0.00386460120121544
Ttn	2.00683795658491	-0.400826177228307	8.16505726563076	0.0146527854487307	0.0504123589312381	2.49531804942007	-0.400826177228307	14.5569105490485	0.00253879951567651	0.029376943659301	0.488480092835156	-0.400826177228307	1.05926728279411	0.324043078444157	0.486305362895392
Jakmip2	0.388563835827829	6.05868272829962	8.18157698420055	0.0146558669090959	0.0504123589312381	-0.012902679965485	6.05868272829962	0.00897806716491694	0.926113097493509	0.963796962695741	-0.401466515793314	6.05868272829962	8.73024181866351	0.012322070219536	0.053869392244701
Tm6sf1	-0.501215454228077	2.86545840014571	8.18094849206228	0.0146595671785689	0.0504123589312381	0.208968660628008	2.86545840014571	1.56784467240968	0.234950002832981	0.456940460915536	0.710184114856085	2.86545840014571	16.8365791375759	0.00153842070279423	0.0150541652162702
Egfr	0.599902397633867	6.11061648092664	8.18065086234053	0.0146602277174859	0.0504123589312381	0.209824938107715	6.11061648092664	1.00145193079177	0.337187362358651	0.564507376716946	-0.390077459526152	6.11061648092664	3.48712562267814	0.0870652857784128	0.1971669695108
Rps23	-0.779229460440592	7.79826006729601	8.17925920346466	0.0146667806088429	0.0504226301505079	-0.147465590200332	7.79826006729601	0.297360404649592	0.595774558454492	0.774513356028588	0.63176387024026	7.79826006729601	5.39515646740193	0.0390620731726388	0.116627387476953
Acbd5	0.362019240974616	6.91615401616337	8.17735527938194	0.0146757561440557	0.0504412231105853	0.220219384899611	6.91615401616337	3.02685090422163	0.108080208269343	0.287861018069037	-0.141799856075005	6.91615401616337	1.26029011325676	0.284083568366058	0.445041176234884
Sult2b1	-0.906705696808529	0.659634957159772	8.17229722761497	0.0147139657038622	0.050550775132184	-0.426344045254493	0.659634957159772	2.04465667926451	0.178900716634229	0.388501144126084	0.480361651554036	0.659634957159772	2.10768742976322	0.172845615728657	0.313780588830813
Snord32a	-1.77820423711247	-1.49406322087378	7.98142549718114	0.0147147800879823	0.050550775132184	-0.21614730569219	-1.49406322087378	0.189816024770462	0.670450741625266	0.823374696639315	1.56205693142028	-1.49406322087378	5.86144146746237	0.0314053680614339	0.100605324963452
Syde2	0.303170718848586	5.19621342204139	8.16544943250969	0.0147320380017815	0.0505977695761939	-0.326120987600901	5.19621342204139	9.23434049714226	0.010556639033861	0.0693989878364954	-0.629291706449487	5.19621342204139	34.5634183355126	8.26348597299593e-05	0.00308897781788436
Uqcrq	-0.830696817330523	6.39147574064641	8.16291342546274	0.0147440476769523	0.0506094364837948	0.412637235423454	6.39147574064641	2.07989434957996	0.175454404144005	0.384401189122441	1.24333405275398	6.39147574064641	18.1561837940067	0.00116646415931928	0.0127427773100941
Ddx3x	0.412616120661086	9.97620172321929	8.16216653743311	0.0147475862195074	0.0506094364837948	-0.171233729713038	9.97620172321929	1.40849632229737	0.258822087849036	0.482943299311872	-0.583849850374124	9.97620172321929	16.2831117029393	0.00173460110342655	0.0161789311361817
Pigl	0.493098533281388	2.97085139504729	8.16215822093273	0.0147482299161421	0.0506094364837948	0.437099923685987	2.97085139504729	6.40697623307674	0.0267797471552144	0.124356527019617	-0.0559986095954014	2.97085139504729	0.112056656725304	0.743733794829347	0.837959829393384
Pigb	0.440596508597469	3.85101711307985	8.1617643693437	0.014749751608891	0.0506094364837948	0.553076116987232	3.85101711307985	12.9636436425011	0.0037807150383988	0.0370987582532679	0.112479608389763	3.85101711307985	0.557845466867986	0.469859105586757	0.623724686242633
Nfatc3	0.291015367150563	6.19316939341263	8.15941167176383	0.0147606621411762	0.0506345858020939	0.0750162067426647	6.19316939341263	0.540763635313434	0.476585152487641	0.686523436855669	-0.215999160407899	6.19316939341263	4.50301003729606	0.0558841399993825	0.147922452188557
Reep1	-0.38828106137071	5.09723575249835	8.15610261821677	0.0147763943468136	0.0506762590501926	-0.299261444847038	5.09723575249835	4.86470723729504	0.0481795120484625	0.175532881626335	0.0890196165236716	5.09723575249835	0.425088414925857	0.52699742719714	0.672186180769472
Cmtm6	-0.401187401813236	5.64149727736902	8.15308277121961	0.0147907512382841	0.0507131965347568	-0.0908906684964929	5.64149727736902	0.423178662840916	0.527910862321076	0.725554365425841	0.310296733316743	5.64149727736902	4.87193109424526	0.0480391475349938	0.134190744003321
Rpl31-ps12	-1.59812227820742	-0.624106153238597	8.16263326416313	0.0148121247754512	0.0507741683211832	-0.75859525005955	-0.624106153238597	2.33835016431835	0.152905576264557	0.351901830791151	0.839527028147869	-0.624106153238597	1.84593859218375	0.199976588146519	0.347298402643544
Taok2	-0.282959229681382	7.77496199321297	8.14755340344136	0.0148170890187821	0.0507788751152641	-0.11732317434421	7.77496199321297	1.40426934478804	0.25949910754748	0.483709534247448	0.165636055337171	7.77496199321297	2.79235444686835	0.121197251316308	0.247844376528984
Oaz2	-0.400549824306455	5.40040995626479	8.14015303948499	0.0148524434604975	0.0508776078240721	-0.0653610098400869	5.40040995626479	0.219835970314942	0.647771940777476	0.808840130904524	0.335188814466368	5.40040995626479	5.69557261619647	0.034817602394206	0.107681736188555
Atg4c	0.345045318661982	4.55798924373464	8.14003163741094	0.0148530951271407	0.0508776078240721	0.182057017790092	4.55798924373464	2.25419272753176	0.159724523892055	0.36205591020097	-0.16298830087189	4.55798924373464	1.83665516924661	0.200905167634554	0.348393312527912
Asf1a	0.351266912662481	5.38296887878999	8.136374895961	0.0148705268307544	0.0509162817507524	0.306005529035612	5.38296887878999	6.18034822731965	0.0290727643839624	0.130538567367437	-0.0452613836268695	5.38296887878999	0.136789347999623	0.718095107229425	0.819429975730516
Rplp0	-0.446255519779231	9.65653240402511	8.13535581967936	0.0148753997803201	0.0509162817507524	0.221928469592177	9.65653240402511	2.02058981115524	0.181256535291871	0.391881526151154	0.668183989371409	9.65653240402511	18.1591603058651	0.00116575310230464	0.0127427773100941
Atp6v1b2	-0.510140761296438	7.97271528078426	8.13497959951885	0.0148772028790836	0.0509162817507524	-0.480322966364306	7.97271528078426	7.21919064218995	0.0201505388241418	0.103912698385618	0.0298177949321317	7.97271528078426	0.0278606575676968	0.870283987192103	0.921162929777404
Prss23	-0.656505888772891	2.01043594610311	8.13506001840417	0.0148787889811958	0.0509162817507524	-0.720077848734367	2.01043594610311	9.64622152562645	0.0093345846117217	0.0643231122854507	-0.0635719599614766	2.01043594610311	0.0677385295451303	0.799178330870392	0.875320030868114
Myo18b	0.718764497093119	3.98382724338901	8.13358299685545	0.0148841494453239	0.0509223017558383	-0.176366922469283	3.98382724338901	0.458101650552549	0.511659697715763	0.713708999279954	-0.895131419562402	3.98382724338901	12.3403924883181	0.00443237763948624	0.0286574393334867
Mtfmt	-0.416284594763333	3.15276006715114	8.13148236731109	0.014894489698842	0.0509453518001029	0.0915832253788438	3.15276006715114	0.41610832046968	0.531319197936963	0.728197258840551	0.507867820142177	3.15276006715114	12.2352805645392	0.00455503225770452	0.0290650524025008
Pml	-0.341084612515593	4.80760344940729	8.12915418157125	0.0149051984488871	0.0509696508022403	-0.0162540894141482	4.80760344940729	0.0187765119547364	0.89333651726955	0.947620281634766	0.324830523101445	4.80760344940729	7.37246533899618	0.0191296716890631	0.0722279192745935
Efr3a	0.256848793324475	7.61812517173012	8.12720083170892	0.014914537124806	0.0509780897297027	0.289312747356979	7.61812517173012	10.3141019337139	0.00768654946432971	0.0572188495397366	0.0324639540325044	7.61812517173012	0.130277536722911	0.724570985639029	0.824077657243552
Ythdf3	0.308424640323384	6.93065705440817	8.12713031652324	0.0149148767476507	0.0509780897297027	-0.140474293820099	6.93065705440817	1.67953406165352	0.219944135364896	0.440737228458206	-0.448898934143483	6.93065705440817	17.1448230297584	0.00144023827526602	0.0145605943048113
Pbdc1	-0.327776751985132	6.55657266133385	8.1250592431338	0.0149248365684364	0.0509998040303748	-0.252584205506172	6.55657266133385	4.83884766880235	0.0486859786003565	0.1767444768701	0.0751925464789595	6.55657266133385	0.426984134388359	0.526093613324494	0.671568447450424
Nfs1	-0.280743559560017	6.07567707931401	8.1231436384849	0.0149340567987504	0.0510189811873233	-0.0354841690131341	6.07567707931401	0.130712399501873	0.724132839765146	0.85590891534558	0.245259390546883	6.07567707931401	6.19761849539832	0.0288899140157208	0.0947364063502533
3110056K07Rik	-0.546981707642686	2.60119180948291	8.12135308787587	0.0149436307600296	0.0510393572335311	-0.424770029159572	2.60119180948291	4.9406334952013	0.0467301839282061	0.172253597691563	0.122211678483114	2.60119180948291	0.382923696157397	0.547890842504809	0.689495951674795
Htr7	-0.524128362233785	3.40112002777361	8.11843778770601	0.0149571451942402	0.0510731787120396	-0.516077408243826	3.40112002777361	7.93408361976416	0.0158784402551279	0.089521987722292	0.00805095398995854	3.40112002777361	0.00183539508857826	0.966549618063066	0.982464872070486
Nav2	-0.330187907739178	7.15040374059762	8.11740508070497	0.0149617101716884	0.0510764321167731	-0.282769374728069	7.15040374059762	5.9628582450717	0.0314978461984457	0.136613019880036	0.0474185330111088	7.15040374059762	0.167277694785027	0.68992256936539	0.799590957470742
Aff3	0.396031350064316	6.69332803434772	8.11636366127472	0.0149667364063823	0.0510812582153621	-0.207507154042162	6.69332803434772	2.21547773105868	0.163057519370544	0.367022178271171	-0.603538504106477	6.69332803434772	18.7162929303392	0.00104129358718646	0.0119944901331071
Gm6402	-1.6408476962491	0.345979753333397	8.12382346499754	0.014975561703019	0.0510990450001661	-0.767257389918635	0.345979753333397	2.22869836740399	0.161997696578394	0.365451089600909	0.873590306330464	0.345979753333397	1.93566781673426	0.190089367955438	0.335354168794747
Zfp128	0.372809195267379	3.674572052931	8.1128911537371	0.0149838088870158	0.0511056290651441	0.127711619107369	3.674572052931	0.934117571438044	0.353330265207053	0.578452003013514	-0.245097576160011	3.674572052931	3.55111077489498	0.084557915717383	0.193283046919463
Tmc7	0.482844711607226	2.61018418259743	8.11282513137707	0.0149847198093414	0.0511056290651441	0.273838137026525	2.61018418259743	2.55064349214743	0.136863902413327	0.331039271317901	-0.209006574580701	2.61018418259743	1.59103334841202	0.231725643216027	0.385936465850957
Tonsl	-0.274706345283191	6.49383483920595	8.11096517302111	0.0149928199028303	0.0511209243853437	0.0962211017983889	6.49383483920595	1.00250401504022	0.336943759654225	0.564299983597151	0.37092744708158	6.49383483920595	14.7928377458199	0.00242886061189685	0.0197490691890316
H2afx	-0.391221650146064	5.28969005126011	8.10649727717711	0.0150144563642713	0.0511813409113777	-0.319723783760758	5.28969005126011	5.42998830481384	0.0385393746597791	0.153748359204318	0.0714978663853062	5.28969005126011	0.268579050287743	0.613936655841811	0.741844497829705
Eif2b3	0.372222444693725	5.19907411463503	8.10577328801323	0.0150179654190079	0.0511813409113777	0.190546312581624	5.19907411463503	2.11724829121525	0.171921977552479	0.379409957072209	-0.181676132112101	5.19907411463503	1.94934088882062	0.188558679493895	0.333319130896821
