genes	logFC_TgvDMSO_6h_GLUTag	FDR_TgvDMSO_6h_GLUTag	logFC_TgvDMSO_24h_GLUTag	FDR_TgvDMSO_24h_GLUTag	logFC_Tg_24hv6h_GLUTag	FDR_Tg_24hv6h_GLUTag
Draxin	-1.04641176146118	0.000298834155452736	-0.655454485978598	0.00440041650270073	0.390957275482579	0.0344057563270542
Tpp1	-0.975805223645943	0.000308312105075694	0.158761351083913	0.369194292229704	1.13456657472986	0.000243452056140638
Clstn1	-0.831203368500585	0.000363791933366136	-0.104712113781919	0.512205541064029	0.726491254718666	0.000946198556986802
Isg20	1.62050103407168	0.000373714885529685	2.51835547802397	2.53492520150923e-05	0.897854443952289	0.00394965910998308
Necap2	1.40538509304716	0.000373714885529685	0.842226768760485	0.00688306521964237	-0.56315832428667	0.0257672347259696
Msn	-1.34002445464773	0.000373714885529685	-0.422945510879616	0.090314183960015	0.91707894376811	0.00284623787846436
Resp18	-1.10751471318559	0.000373714885529685	-0.700352484415205	0.00508977348610018	0.407162228770382	0.0394517963606016
Bglap3	2.54015583953229	0.000373714885529685	1.10555715243178	0.0555513888741308	-1.43459868710051	0.00345867424677764
Endov	0.941965094788126	0.000373714885529685	0.661919413318991	0.0031081632851078	-0.280045681469135	0.0785108827018179
Ltv1	0.789296244135363	0.000373714885529685	-0.0379640390475078	0.831784462495189	-0.82726028318287	0.000521735676251059
Sez6l2	-0.900926122337923	0.000373714885529685	0.0302605165512892	0.88711591349773	0.931186638889212	0.000554146886775656
Leprot	-1.4242682078384	0.000373714885529685	-0.156814771339043	0.567932006550299	1.26745343649935	0.000946198556986802
Ddr2	1.44293275559802	0.000373832870615885	1.59370693730893	0.000259105105987386	0.150774181710918	0.53411974556123
Gm16973	1.50990949383661	0.000379742400422293	0.106892401337003	0.756482655041608	-1.40301709249961	0.000785654208706497
Brpf3	0.892357824964206	0.000389010682798548	0.480180350668514	0.0122521807038416	-0.412177474295692	0.0165037833115895
Mettl16	0.856506744568722	0.000394990822837582	0.0125335034700412	0.952372131321038	-0.843973241098681	0.000698566609561167
Hspa13	0.873726974012769	0.00042352466065453	0.788816511803164	0.000803231831914396	-0.0849104622096054	0.580179298496573
Mgat2	0.907186289849309	0.000425706931348729	0.626184882532519	0.00370250121186019	-0.281001407316789	0.07752162602241
Alg12	1.06221744295989	0.000425706931348729	1.09931996338466	0.000390080416390329	0.0371025204247682	0.852100180635128
Cflar	1.44025036363316	0.000425706931348729	1.09330811366616	0.00233102641075229	-0.346942249967008	0.145464138679225
Vimp	1.49535949512288	0.000425706931348729	1.46393955831774	0.000547347722255556	-0.0314199368051322	0.912429468578115
Stmn3	-1.11156161638933	0.000425706931348729	-0.436172369550706	0.0486492273944461	0.675389246838627	0.00546113909982366
Plekhb2	-0.829825258602055	0.000450563100764469	-0.353311683246355	0.0370979517030094	0.4765135753557	0.00729405841247803
Apobr	2.62884518388164	0.000456596177671962	1.8705664258835	0.00559249771458019	-0.75827875799814	0.0440860822110352
Serp1	1.08791089225455	0.000456596177671962	1.24785260692253	0.000259105105987386	0.159941714667987	0.392477224214115
Pik3c2a	0.802250998670439	0.000456596177671962	0.225048196629986	0.150323976537119	-0.577202802040453	0.00283695808445183
Calm3	-0.867480407360721	0.000456596177671962	-0.665192937761909	0.00233102641075229	0.202287469598812	0.178236810693277
Slc44a1	-0.807573755978188	0.000458979226934171	-0.408126742332899	0.0183274644712094	0.399447013645289	0.0147557658643967
8430419L09Rik	-1.31169354655261	0.000461019008962919	-0.0153351743458378	0.961979070421428	1.29635837220678	0.000785654208706497
Creld2	1.28172334048351	0.000471947368986135	1.25596527560963	0.000609020612862659	-0.0257580648738761	0.919363937536523
Orc4	1.02015189727141	0.000471947368986135	0.0622695002853867	0.79104234015913	-0.957882396986022	0.000919447316463054
Cebpg	1.328456050106	0.000471947368986135	0.611505429942409	0.0286889053012184	-0.716950620163588	0.00990440033566515
Btaf1	0.703619988924768	0.000471947368986135	0.139012424195094	0.320686623439282	-0.564607564729675	0.00189763982355371
Galnt3	2.52647669596763	0.000471947368986135	2.55000038284095	0.000541447620857862	0.0235236868733238	0.956279738854397
H3f3a	-0.939304992008072	0.000471947368986135	-0.333860093368119	0.0772748196804974	0.605444898639953	0.00479915124642966
Asic1	-0.832629639251439	0.000471947368986135	-0.341998155998843	0.04621606016309	0.490631483252596	0.00728031732180559
Lcp2	-1.5543031403668	0.000471947368986135	-1.42463410965796	0.000849505063441703	0.129669030708838	0.669576373568764
Slc7a1	1.08879036084758	0.000471947368986135	0.729760464223974	0.00525095421083829	-0.359029896623608	0.070896711421974
Cars	1.45002933000417	0.000471947368986135	0.853842808676691	0.00970241552612039	-0.596186521327482	0.0316568432055883
Plcxd2	0.953747073460498	0.000471947368986135	0.510702579985061	0.0158721665700318	-0.443044493475437	0.019852042770479
Cox7b	-1.78382687967943	0.000471947368986135	-0.793728643118979	0.0316818558598222	0.990098236560447	0.00922865846046503
Timp2	-1.13247306978877	0.000471947368986135	-0.233783028326811	0.290933618679392	0.89869004146196	0.00208448642943266
Spata5	0.961288126526339	0.000471947368986135	0.111481394083709	0.58898093743174	-0.849806732442631	0.00125249833013834
Arl14ep	1.29856177440054	0.000471947368986135	0.722512593587753	0.0130523172849416	-0.576049180812785	0.0237373510859948
Capns1	-0.723453160869009	0.000471947368986135	-0.322465600736162	0.0350492461758565	0.400987560132847	0.00975881010769827
Ufl1	1.15385634288695	0.000471947368986135	0.681320196633765	0.0101375079260536	-0.472536146253186	0.0328977171654273
Ccdc137	0.727485459834211	0.000471947368986135	0.19214626516854	0.185652200121744	-0.535339194665671	0.00284623787846436
Fam13b	0.817474392925671	0.000471947368986135	0.19724550549392	0.225395757183924	-0.620228887431751	0.00255950896496519
Ctsa	-0.927516000745504	0.000471947368986135	0.180190930910408	0.328861030742317	1.10770693165591	0.000344014240263799
Atp1a1	-1.00602961510674	0.000471947368986135	0.0281401042142866	0.913065957378178	1.03416971932103	0.000742190368859095
Tmem164	-0.827630685047026	0.00047730106364173	-0.41909846390386	0.0206701684801743	0.408532221143167	0.0165983959441237
Stk40	0.995003918214442	0.00047730106364173	0.31558462672378	0.119723036713013	-0.679419291490662	0.00385656368312829
Nfxl1	1.05308834206142	0.000492124002726256	0.703659016911872	0.00580570423945908	-0.349429325149545	0.0716751361640336
Gpt2	1.56500624268332	0.000492124002726256	0.798685165862345	0.0206701684801743	-0.766321076820972	0.0158660302287491
Fam183b	-1.64134661014198	0.000492124002726256	-0.745970411632806	0.0302462643454382	0.895376198509176	0.0111189886406118
Creb3l2	1.47869751657319	0.000509523594367985	1.32028506816818	0.00116207748097886	-0.158412448405014	0.551319173757644
Zfp280d	0.963462233406336	0.000509523594367985	0.205711122211649	0.296848844734745	-0.757751111194688	0.00229440824709333
Prdx1	-1.30965232141598	0.000515036012164995	-0.471756282767262	0.0784965416944716	0.837896038648714	0.00546113909982366
Nop58	0.878408052791148	0.000515036012164995	-0.0612175114829637	0.76770507984436	-0.939625564274112	0.000682439507176489
Acot2	1.13321945008654	0.000515036012164995	1.61151935798592	7.80167107303619e-05	0.478299907899376	0.0265918442008245
Eif2s2	1.14466232202648	0.000515036012164995	0.325275035204984	0.160060734082584	-0.819387286821494	0.00340938658300647
Grhl1	1.2374684860989	0.000515142227276701	0.641777017862696	0.0222240978723191	-0.595691468236199	0.0169312190692326
D930015E06Rik	-0.944798525285865	0.000520069145531958	-0.247089022776827	0.189193369356174	0.697709502509038	0.00310871993519742
Ttyh3	-0.883851389149613	0.000530333409606934	-0.535573596079475	0.00989278076372952	0.348277793070138	0.0438829673676669
Uqcrh	-2.18803703467434	0.00053751188449568	-1.3458710940295	0.00803066112054998	0.842165940644844	0.0451106865630977
Trim66	2.50281167289851	0.00053751188449568	2.45374438015163	0.000763306693475908	-0.0490672927468811	0.920054535406959
2410089E03Rik	0.730924765669323	0.00053751188449568	0.346501777202609	0.0313601009540994	-0.384422988466714	0.0138730955272453
Plek	1.47154443181049	0.000543959051761732	0.444669254519907	0.150392890215176	-1.02687517729058	0.00368643410414198
Nfe2l1	0.834332143897642	0.000543959051761732	0.845853370320859	0.000636956113190245	0.0115212264232171	0.950536857766802
Atf4	1.42689205019191	0.000562487414524133	1.48345597420228	0.000596302261263587	0.0565639240103665	0.84621112960873
Itga3	-0.93284320014095	0.000562487414524133	0.199086241384885	0.293685496336069	1.13192944152583	0.00036571241472958
Grin1	-0.861338584595494	0.000562487414524133	0.133885556394137	0.463500752532262	0.995224140989631	0.000521735676251059
Ice2	1.09996731525029	0.000562487414524133	0.517649097478698	0.03663912322342	-0.582318217771591	0.0125351771709044
Kcnb1	-0.785355987592456	0.000564475933334257	-0.482865048824122	0.00996386943117669	0.302490938768334	0.0499865867170798
Nupr1	2.79249447097675	0.000565832981977154	3.20661076656674	0.000347677907066285	0.414116295589987	0.337271227076967
Nrcam	-1.02088219910378	0.000565832981977154	0.496359262932168	0.027230675292878	1.51724146203594	0.000120785520036317
Bcap31	-0.826770932879789	0.000565832981977154	-0.0904899466715667	0.625803229984165	0.736280986208223	0.00151034051639384
Ggnbp2	0.725892143905591	0.000565832981977154	-0.0309103171404964	0.869526332648632	-0.756802461046088	0.000785654208706497
Mrpl18	-1.01448607219162	0.000572599502841084	-0.419781498288053	0.0539466999550579	0.59470457390357	0.00932371041724269
Xlr3a	1.44889373784549	0.000579920898114109	1.06318767965221	0.00447247850942521	-0.385706058193284	0.139381208960824
Eif1a	0.899185140075072	0.000587258689010773	0.185170080587187	0.329404090551648	-0.714015059487886	0.00256211532986649
Taf4b	0.78262928743473	0.000588582578760397	0.179784062166274	0.276318332189555	-0.602845225268457	0.00288306080264881
Zfp119b	1.16912522663497	0.000588582578760397	0.380940973944464	0.135883516655718	-0.788184252690509	0.0045811753403623
Slc2a5	-0.957367293735332	0.000591564844509637	-0.42333192715547	0.0433031093772431	0.534035366579862	0.0119675213203458
Osbp	0.787845845224223	0.000597726434344502	0.51635882231409	0.0078326419638056	-0.271487022910133	0.0751190271634425
Glrx	-1.40749348407965	0.000597726434344502	-0.562680706773493	0.0566077515259359	0.844812777306159	0.00919356272015648
Pcbd1	-1.369195596516	0.000602662240563646	-0.649996767899296	0.0320871847521656	0.7191988286167	0.0156424387693541
Dnajc3	1.06196906561015	0.000602662240563646	0.905824991166622	0.00195054868800707	-0.156144074443525	0.433850285729677
Acss1	1.03262695399345	0.000602662240563646	0.570612056151204	0.0186558141747215	-0.462014897842242	0.0284702013607952
Fam84b	1.2778000731654	0.000602662240563646	0.181028793024151	0.531947282216847	-1.09677128014125	0.00186798839676808
Slc6a9	2.17982184363134	0.000602662240563646	2.00321574963184	0.00125236237089576	-0.176606093999494	0.661754191812273
Dennd4a	0.788716287651513	0.000602662240563646	0.477599350208529	0.0119993270450217	-0.311116937442984	0.0480939318370101
Hsd17b11	-0.943896318962209	0.000602662240563646	0.123227888451496	0.553111801806502	1.0671242074137	0.000654311788756759
Pianp	-0.724695803561364	0.000602662240563646	-0.0250884856104726	0.898011604662213	0.699607317950892	0.00110205579888228
Tfcp2	0.826146547977797	0.000602662240563646	0.514872179069686	0.0108517672640698	-0.311274368908111	0.0551783513522635
Dag1	-0.77886362029191	0.000602662240563646	-0.364514188634917	0.0369605466030372	0.414349431656992	0.0154134325127405
P3h4	-1.85424946890153	0.000602662240563646	-0.314746489680627	0.405329760174913	1.5395029792209	0.00226600837792347
Ly6e	-1.09022366236344	0.000602662240563646	-0.0616546522520507	0.81771997728296	1.02856901011139	0.00129134359289915
Syt7	-0.739780937551718	0.000602662240563646	-0.224557538966038	0.152847729662168	0.51522339858568	0.0046811439890615
Anxa5	-0.865071672258735	0.000602662240563646	-0.129063940570724	0.494474480755622	0.736007731688011	0.00205008754694234
Abca2	-0.857000717980856	0.000602662240563646	-0.00705993761398393	0.976816286359671	0.849940780366872	0.000996877472196141
Uba5	0.859571759532899	0.000602662240563646	0.750472547879646	0.00181775782622143	-0.109099211653253	0.509238666549895
Sdc3	-1.14318858106045	0.000602662240563646	0.0931971949979526	0.726752757671853	1.2363857760584	0.00077789380811158
Ifitm2	-1.320757190846	0.000602662240563646	-0.374528161290921	0.168943201756698	0.946229029555081	0.00430104704925285
Aars	1.16256344218078	0.000602662240563646	0.828716215156297	0.00559249771458019	-0.333847227024482	0.132727393339883
Arntl	0.928780635642131	0.000602662240563646	-0.00429556590089543	0.986999000922725	-0.933076201543027	0.000966759602035589
Ctsb	-1.23711437321134	0.000602662240563646	-0.391406989111658	0.136304086853701	0.845707384099681	0.00517859095712547
Cdx2	-0.902721653648472	0.000602662240563646	-0.672969205466318	0.00443814378039746	0.229752448182155	0.181257514036833
Tra2b	0.742715209042872	0.000602662240563646	0.0777851015153535	0.657085153291695	-0.664930107527518	0.00167312881569575
Lysmd3	1.12870628485936	0.000602662240563646	0.300244982679273	0.216667936505287	-0.828461302180083	0.00371486156575564
Ccdc174	0.994005093125469	0.000602662240563646	0.0955104771591805	0.689859834528013	-0.898494615966289	0.00158094813428593
Slc7a5	0.918512425544018	0.000602662240563646	0.856592871432313	0.00125103081661076	-0.0619195541117053	0.742411952367729
Mtbp	0.698841683857287	0.00061012158618532	0.382397413122375	0.0205577223567098	-0.316444270734912	0.0305445321782692
Phgdh	1.47569170969865	0.000620401069802147	1.97990940665152	0.000192346946951402	0.504217696952864	0.0753371426329404
D430019H16Rik	-0.975159353883727	0.000620401069802147	-0.134065852191004	0.534854497494575	0.841093501692723	0.00205008754694234
Ext2	-0.940752617696363	0.000620401069802147	-0.0294887884585382	0.909511620379521	0.911263829237824	0.00119770245144883
Fras1	-0.676527430581316	0.000620401069802147	-0.613104342678628	0.00156584491157591	0.0634230879026884	0.644638735059686
Tnr	-0.774048143383551	0.000620401069802147	-0.601951336107048	0.00366142591755248	0.172096807276504	0.247740050949778
Atp6v0e	-1.02648050551347	0.000620401069802147	-0.289496709996918	0.181730096419642	0.736983795516551	0.00443509700464466
Uso1	0.986606115603168	0.000620401069802147	0.595608014672497	0.013067214591889	-0.390998100930672	0.0502875401716419
Pde2a	-0.755819380695887	0.000621845501344647	-0.603532032293821	0.00327435284473883	0.152287348402066	0.292415847629107
Man2b1	-0.916587107740988	0.000656997561772303	-0.350629145518692	0.0813366881391971	0.565957962222296	0.00910566506323244
Cpe	-0.836651533707508	0.000656997561772303	-0.580973065186433	0.00694650704299527	0.255678468521075	0.120372645455805
Fam206a	0.746176603138278	0.000656997561772303	0.238210549346157	0.145251562425118	-0.50796605379212	0.00569376592598475
Scgn	-0.851728375890862	0.000656997561772303	-1.05521209747077	0.000321449021412824	-0.203483721579905	0.221225047337132
Cst6	-1.48603180879534	0.000656997561772303	-0.127419073385417	0.691348198329837	1.35861273540992	0.00170478177827364
Prrc1	1.0233934694607	0.000663861268890826	0.677321684049426	0.00891637200734966	-0.346071785411278	0.087256816804647
Stx18	0.940671665922631	0.000700423253922239	0.510970792066237	0.023356920970142	-0.429700873856394	0.031586294322491
Crip1	-2.64012216742675	0.000700423253922239	-0.854648100740614	0.114161974994678	1.78547406668614	0.00588879777805296
Vat1	-0.826443308791012	0.000701551747086183	-0.264554551436995	0.144415842276729	0.561888757354017	0.00606718968090713
Tmem248	0.857898431166965	0.000701551747086183	0.615683023232115	0.00621847946852547	-0.24221540793485	0.150111226782361
4933427D14Rik	0.695910726601666	0.000706515470926469	0.0905064167916581	0.582870541653215	-0.605404309810007	0.0021342856126411
Tmem50a	-0.919012436857149	0.000706515470926469	-0.0963149396628047	0.662524405160238	0.822697497194344	0.00189763982355371
Otub2	1.45367548096337	0.000714733135632452	0.908909539526918	0.0123501836063989	-0.544765941436448	0.0618313749626424
Actb	-0.832381501054775	0.000715047306642811	-0.50202432316291	0.0146114473489865	0.330357177891865	0.0550747072282866
Limd2	-1.37269098568796	0.000715047306642811	-0.26435642618286	0.359763299576968	1.1083345595051	0.00305524406845407
Wbp1l	-0.721158652273283	0.000738116676535125	-0.0819778547857929	0.634596891212302	0.63918079748749	0.00205008754694234
Rbl1	0.873518556866709	0.000738116676535125	0.271357604517115	0.161191517345417	-0.602160952349594	0.00585662818741353
Arfgap3	1.09142547963676	0.000738116676535125	0.788433859920767	0.00631794690419601	-0.302991619715995	0.156487423634636
Ddit3	2.22431697870799	0.000738116676535125	2.12838006243377	0.00128616013198591	-0.0959369162742262	0.837687030560799
Fstl4	-1.58525395207752	0.000743375144711389	-0.390683722621163	0.236664558717925	1.19457022945635	0.00419221102507377
Rbm39	0.944353031882403	0.000743375144711389	0.357713672408395	0.0930081203952704	-0.586639359474007	0.00949692022622939
Morn2	-1.35848727329368	0.000743375144711389	-0.280190397250955	0.323882342072747	1.07829687604273	0.00345867424677764
Nmd3	0.725608979985903	0.000743375144711389	-0.119128340235444	0.480241655515172	-0.844737320221347	0.000698566609561167
Atp6ap1	-0.675626356011119	0.000743375144711389	-0.11007456408704	0.479602452291305	0.565551791924079	0.00271979926921738
Orc2	0.838785487575046	0.000743375144711389	0.344806541943124	0.0719660739506083	-0.493978945631921	0.0121365965675548
Sv2b	-0.708021437164483	0.000743375144711389	-0.437617473068089	0.0140057977762667	0.270403964096394	0.0663966069131554
4632415L05Rik	0.80981872626081	0.000743375144711389	0.7855260736668	0.00126325708768399	-0.0242926525940105	0.894083557610904
Rmst	2.40992321451879	0.000743375144711389	1.46128294886345	0.0207603300848025	-0.948640265655337	0.0342782836862509
Hgsnat	-1.56694589076407	0.000743375144711389	-0.0806344572795222	0.838578722184615	1.48631143348455	0.00158094813428593
Dnajc25	1.01863965139254	0.000743375144711389	0.37933738403992	0.107093522847839	-0.639302267352617	0.00869957939491307
Nr2c1	0.806595793257257	0.000743375144711389	0.389941772725562	0.0414304949311056	-0.416654020531696	0.0207071826407857
Preb	0.72133744434491	0.000743375144711389	0.461383645265879	0.0120177889460047	-0.25995379907903	0.0797298502838917
Cdyl	1.13960884436749	0.000743375144711389	0.482608455619298	0.0728535369987407	-0.657000388748192	0.0121471804710321
Zbtb10	0.839274656766943	0.000743375144711389	0.177172765305649	0.351275227821799	-0.662101891461294	0.00340938658300647
Zfp959	1.15038665805303	0.000743375144711389	0.349462182986634	0.185537269670994	-0.800924475066399	0.00546113909982366
Aldh18a1	1.21774717720425	0.000743375144711389	1.05842496765615	0.00252638690914658	-0.159322209548092	0.515879401146199
Tubb4b	-0.785822654866819	0.000748514882784572	-0.528651610121216	0.0094668937437203	0.257171044745603	0.108285450571761
Scfd1	1.01164009576627	0.000748514882784572	0.706358090988722	0.0078326419638056	-0.305282004777547	0.132716008018725
Tbce	0.854039922581409	0.000748612487685842	0.369207932727954	0.0630441206904005	-0.484831989853455	0.0142819380249725
Bcat1	1.99876757066908	0.000749675103288149	2.08919563942502	0.000839119283592956	0.0904280687559463	0.804585088191357
Brip1os	-0.686558865596519	0.000749675103288149	-0.0240748485486944	0.903472458664116	0.662484017047824	0.00149536826264251
Ibtk	0.76366947516364	0.000755533407515662	0.735692746233752	0.00135816398770115	-0.0279767289298879	0.871588545564893
Trmt13	1.07075293004679	0.000755790431117508	0.190052604175772	0.456419066909785	-0.880700325871019	0.00288306080264881
Ncald	-0.943292735311765	0.000757090426613044	-0.66137661463808	0.00776197866215735	0.281916120673685	0.140529168870905
Cog3	0.783535785715031	0.000757090426613044	0.301918639750584	0.0932766592040153	-0.481617145964448	0.0104457325727337
Aplp1	-0.792583863453053	0.000757090426613044	-0.528171435552199	0.0101777329941342	0.264412427900853	0.104317314091331
Ndufb3	-1.508410201713	0.00076158749946289	-0.382710220765536	0.24240770488787	1.12569998094747	0.00450566912883828
Igf2r	-0.919558801620763	0.000762324011328575	-0.467888679844696	0.0340866381128914	0.451670121776067	0.0274735346785886
Thumpd3	0.660034830525072	0.000765116416464462	0.0172755311718641	0.930972293563909	-0.642759299353208	0.00146528218523759
Eif5	0.756650243342339	0.000765116416464462	0.30517803706462	0.0804560344429089	-0.451472206277719	0.0122768255320844
Trps1	1.0261444987637	0.000765116416464462	0.406504086781408	0.0869137620976302	-0.619640411982288	0.011148534841096
Cd24a	-0.890054152364255	0.000776677690035835	-0.588028503934698	0.010808038032286	0.302025648429558	0.101055860097728
