genes	logFC_TgvDMSO_6h_GLUTag	FDR_TgvDMSO_6h_GLUTag	logFC_TgvDMSO_24h_GLUTag	FDR_TgvDMSO_24h_GLUTag	logFC_Tg_24hv6h_GLUTag	FDR_Tg_24hv6h_GLUTag
Gramd3	-0.602318549064868	0.0169278577922406	-0.385371312133537	0.137674090471291	0.216947236931331	0.362647958869914
Hdgfrp2	0.325043254529103	0.0169354317619493	0.0296297826786869	0.866941723962828	-0.295413471850416	0.0327098756013873
Npc2	-0.736064327222498	0.0169463706468607	-0.237024720870017	0.472329533233552	0.499039606352481	0.0899276687662837
Ankrd63	-1.45527738411556	0.0169463706468607	-2.00738744782038	0.0115340307731263	-0.552110063704823	0.472214488250779
Ribc1	0.8810125688763	0.0169600747286903	0.64624424322006	0.102901562304181	-0.23476832565624	0.475319099855996
Anp32a	-0.58293531832244	0.0169669437025713	-0.896535787495765	0.00440041650270073	-0.313600469173325	0.169858404521002
Tspyl4	0.440049412775156	0.0169669437025713	0.22011991514256	0.250446194629209	-0.219929497632596	0.196676268341132
Smg7	0.369638816659572	0.0169669437025713	-0.0793101271490833	0.65602188719684	-0.448948943808655	0.00975881010769827
Pradc1	-0.589607907574381	0.0169669437025713	-0.0700430304858673	0.81718435360169	0.519564877088514	0.0369270168499032
Cyp4f14	-1.41491148039741	0.016995316752578	-0.951454765333596	0.105998316506175	0.463456715063819	0.467778988593757
Shfm1	-1.12293901782523	0.0170271118591162	-0.797743194293354	0.10561801190068	0.325195823531873	0.461741953185757
Actl6b	-0.459282624500468	0.0170394916017916	0.0399342901102904	0.870671384802665	0.499216914610759	0.0158323964017966
Tnrc18	-0.384214129719538	0.017092040719728	-0.203803293772356	0.222635193275681	0.180410835947181	0.226028117559248
Abcb10	-0.558463106768025	0.017092040719728	-0.0907574997146222	0.742031895488184	0.467705607053403	0.0446268395509088
BC100451	-1.76197591960124	0.0170953228851028	-1.7199387304878	0.0361224172701619	0.0420371891134419	0.970206592481152
Zfyve26	-0.351934597854637	0.0170953228851028	0.186928239452339	0.219920649286883	0.538862837306976	0.00348985928510627
Ncapd2	-0.417378964341169	0.0170953228851028	-0.173653901104146	0.343995429646454	0.243725063237023	0.138771272699536
Hhipl1	0.970312435922963	0.0170953228851028	3.03871954513034	2.34415161158707e-05	2.06840710920738	0.000179393914815259
Mbd4	0.460494018735906	0.0170953228851028	0.369891653885735	0.0734670496765043	-0.0906023648501706	0.627664568767738
Ccdc155	0.943464598761454	0.0170953228851028	1.62234860991994	0.00156629097178316	0.67888401115849	0.0388248592815762
Myc	0.742775437574892	0.0171039162916392	0.846547410061104	0.0181644142331751	0.103771972486212	0.727901098187952
Rnf187	-0.489787454413102	0.0171807697515614	-0.341716428901532	0.114720633228935	0.14807102551157	0.443414433745619
Napg	0.355245208186385	0.0171807697515614	0.185875370452298	0.230393716396097	-0.169369837734086	0.218547081818249
Pprc1	0.338487220391225	0.0171835934873454	0.0547844517104144	0.748487787885344	-0.28370276868081	0.044369016698646
Ndufa13	-0.880154615485456	0.0171901708926473	-0.244268473286344	0.540291307709864	0.635886142199111	0.0745356308361132
Gm2762	-0.751944610060517	0.0171901708926473	-0.466832499968629	0.150913477723411	0.285112110091888	0.339627901986894
Sct	-1.67025983415209	0.0171903104110765	-0.444992944310632	0.55254281292155	1.22526688984146	0.068932290912824
Fndc5	-0.90211367759639	0.0171907748878763	-0.142323821856422	0.732980056401384	0.759789855739968	0.0455472979261084
Pde10a	0.673788137332897	0.0171928849153805	0.134587390719727	0.684607878025393	-0.53920074661317	0.0517731883520813
Dok5	0.770382332261125	0.0171928849153805	0.609066686272144	0.0777886049845371	-0.16131564598898	0.596105094324256
Cyb561d1	-0.664852582259291	0.0172273555202989	-0.193156373354033	0.515482688646392	0.471696208905258	0.0807978032803291
Galnt12	-0.57580191824312	0.0172273555202989	-0.233998705871754	0.349672906578337	0.341803212371366	0.136653037153682
Dcun1d3	0.45213347032973	0.0172273555202989	0.304626893557909	0.127714158248974	-0.14750657677182	0.40326685049406
Fam175a	0.570696323416745	0.0172273555202989	0.445627211148065	0.0818748096188252	-0.12506911226868	0.582822578856396
Eif1b	-0.563536625045416	0.0172273555202989	-0.379598880877692	0.126264276755398	0.183937744167724	0.406272042252237
Ank2	0.590573092252249	0.0172273555202989	0.410665879077007	0.116551608395519	-0.179907213175242	0.438746130065789
Colgalt2	-1.16254295860957	0.0172273555202989	-2.20283147000957	0.00293998569007685	-1.0402885114	0.0846909337009046
Spry4	0.570447077704567	0.0172273555202989	-0.637992233734515	0.0248215697208048	-1.20843931143908	0.000966759602035589
Pik3cb	0.450210353530142	0.0172273555202989	0.0660934936235012	0.775794067069462	-0.38411685990664	0.0415598923467448
Tmem238	-1.05580415496795	0.0173382241957019	-0.0528503852391376	0.921914235152456	1.00295376972881	0.0281633703301266
Zfat	0.509190764303796	0.0173880866346208	-0.29109774869786	0.202041751642594	-0.800288513001656	0.00337612653513722
Med26	0.560321654127788	0.0173880866346208	0.0182282226425131	0.954888083651597	-0.542093431485275	0.0262192988540256
Rcbtb2	0.51127299828998	0.0173949340190398	0.313093932626231	0.16540831526176	-0.198179065663749	0.311303041227423
Gfra1	-0.703622873919709	0.0174731427474886	-0.548668539026587	0.0784965416944716	0.154954334893122	0.602501299772706
Arhgef26	0.780701467974123	0.0174731427474886	0.305050110801993	0.397779420058457	-0.47565135717213	0.117788112692793
N4bp2l1	0.926375923440231	0.0174731427474886	0.780630030506321	0.0647450075729629	-0.14574589293391	0.692556962400936
Itfg3	-0.46016191499151	0.0175064451725054	0.135207760819983	0.518009887215305	0.595369675811492	0.0074671696175935
Dnal1	-0.329295615403246	0.0175342974742619	-0.141618460516366	0.330359666916995	0.187677154886879	0.14986450902775
Ttc9c	0.447925414978967	0.0175689814054837	0.0942979639955118	0.666500420230734	-0.353627450983456	0.0558998781819122
Spa17	-1.26680298216303	0.0175689814054837	-0.327138038968361	0.539959377269564	0.939664943194672	0.0756140241446422
Gnb1	-0.349933859924845	0.0175689814054837	-0.300181805045787	0.0591994098006641	0.0497520548790586	0.737088932301497
Arhgap11a	0.430288069930446	0.0176268692363262	0.0158706375080039	0.947853995841356	-0.414417432422442	0.0270700848495996
Tmem147	-0.768180707953782	0.0176285529203074	-0.0316097044605593	0.941481588117327	0.736571003493223	0.0275004133945496
Oxnad1	0.532312395259258	0.0176396545582699	0.39258668264337	0.0985124420136045	-0.139725712615888	0.507871856293725
Sept6	-0.470256500308706	0.017641831294043	-0.780081477527623	0.00307876070130048	-0.309824977218917	0.102728737727411
BC017158	0.383339386778195	0.0176441427531788	0.537149225176239	0.00702320105983362	0.153809838398043	0.29773892611442
Zbtb2	0.538065604955076	0.0176441427531788	0.0365747216885324	0.906781543826346	-0.501490883266544	0.0305319617746749
Pole	0.320484211331986	0.0176536614741697	0.0953453350762714	0.519401739662317	-0.225138876255715	0.0828203221987818
Hlf	0.452583586411559	0.0176617721291314	-0.277757640596736	0.167798503723174	-0.730341227008295	0.00301294288591496
Ehbp1	0.449200053196525	0.017669027386427	-0.0448471158276158	0.852904318469435	-0.494047169024141	0.0157276967017507
Pik3r2	-0.436634462064329	0.0176867016242882	-0.109256974479815	0.595240781184617	0.327377487584513	0.0675643533241374
Ncmap	1.28400906837613	0.0177186896863293	0.248703630557234	0.742237256990752	-1.0353054378189	0.0438611529045122
Man2a1	-0.445923290160267	0.0177291884905787	-0.353352929061819	0.078063685402234	0.0925703610984473	0.615262024061277
H2-K1	-0.552585652306856	0.0177637683289563	0.194780099972352	0.435786748458727	0.747365752279208	0.00635254100934376
Gcfc2	0.489390832490266	0.0177637683289563	0.234821115711505	0.280353405269981	-0.254569716778761	0.183048086755107
Cox7c	-1.34934466825396	0.0177701788029791	-0.772563565524057	0.185092734282919	0.5767811027299	0.271982569948103
Dhcr7	-0.539368207728259	0.0178441403960271	0.0832344223948076	0.760907106781543	0.622602630123067	0.0127427773100941
Upf3a	0.610890481847161	0.0178441403960271	0.125122113149037	0.679203968300321	-0.485768368698124	0.0542457305234345
Cebpa	1.47819104847991	0.0178441403960271	0.892611542442306	0.197141001901265	-0.585579506037607	0.249028715384989
Anapc11	-0.808864685407558	0.0178441403960271	-0.147238648455894	0.712298810225286	0.661626036951663	0.0499261184341699
Syt4	0.384466985554265	0.0178819389223061	0.914123082836949	0.000390472774450659	0.529656097282684	0.0057850209547025
Tmem236	-0.851824830487195	0.0178981162872987	-0.792252992397029	0.0440037133078739	0.0595718380901658	0.878165456924206
Pigg	-0.585072559012357	0.0179247910137138	0.242693584691975	0.342477735713718	0.827766143704332	0.00517859095712547
Gdf15	1.98055508047408	0.0179358554723832	1.62869293150312	0.0860227102524559	-0.351862148970958	0.569634032901844
Ranbp9	0.367648599305581	0.0179358554723832	-0.196999222739801	0.224647864991598	-0.564647822045382	0.00367851832453203
Aknad1	2.62524463666161	0.0179358554723832	2.30704768778307	0.0691542936290979	-0.318196948878534	0.677038475956228
Mt2	-0.849309201454135	0.0179691502376718	0.189834528535674	0.634443371891172	1.03914372998981	0.00987353607474049
Mrpl53	-0.608938774970845	0.0179787397834209	-0.365966595782699	0.171174810069526	0.242972179188146	0.309334042723677
Rps11	-0.79467386604348	0.0179969829329149	-0.236725707575117	0.51764173743818	0.557948158468364	0.0835791248617275
Cotl1	-0.643524178842976	0.0180037043412111	-0.300676168358713	0.289147490973429	0.342848010484263	0.176872543469984
Slc39a11	-0.526158616453368	0.0180037043412111	0.496324232685281	0.0388498068116553	1.02248284913865	0.00129134359289915
Pcnp	0.425951260170266	0.0180037043412111	0.0538804022287134	0.809824689459343	-0.372070857941552	0.0395860656736178
Wnk2	-0.492531898106867	0.0180037043412111	-0.023847470073154	0.934589095131172	0.468684428033713	0.028909806012473
Adpgk	0.378232962209739	0.0180237654134807	0.592845674798741	0.00405436972552762	0.214612712589002	0.149468596607826
Rwdd2a	0.677304936977169	0.0180468028501036	-0.21240068453228	0.540121953035308	-0.889705621509449	0.0079497860349872
Lypd1	-0.617097960043626	0.0180564470807627	-0.681462715778188	0.0223525215508587	-0.0643647557345615	0.819640312075429
Fam160a2	0.334604079512685	0.018062937416582	0.0270604649226613	0.88589076586316	-0.307543614590023	0.0330770580721799
Men1	-0.33888928790759	0.018062937416582	-0.0075779551322002	0.968195745369943	0.331311332775389	0.0262103085311931
6430548M08Rik	0.447943166277165	0.018062937416582	0.404887601129292	0.0503904369901468	-0.0430555651478734	0.826323759016427
AI464131	-0.771073905699335	0.0180848704746346	0.0320165293918652	0.939705531054316	0.8030904350912	0.0197490691890316
Fam173b	-0.497185903107529	0.0181101692425718	0.643393801924122	0.00802518882022332	1.14057970503165	0.000654311788756759
Cd274	0.632576403260722	0.0181101692425718	0.23811341865489	0.411389604494821	-0.394462984605832	0.11729236556312
Shc1	0.406133134254528	0.0181101692425718	0.529052241112529	0.01045157532796	0.122919106858001	0.444653470070579
Phf12	0.491180489207165	0.0181124089495834	0.275980769825033	0.202511634122172	-0.215199719382132	0.263786389308521
Ddx49	0.400983502593528	0.0181641696764783	0.281418543391084	0.117555106125411	-0.119564959202445	0.453022953391246
Gucy1b3	0.395938686396749	0.0181878244140156	0.166514666444341	0.346675385874341	-0.229424019952408	0.145683986108702
Zfp658	0.552076284092144	0.0181878244140156	0.111205842208682	0.688025774528669	-0.440870441883462	0.0541492056950381
Crat	-0.355920688915889	0.0182167681127589	-0.100604099475035	0.545595128115157	0.255316589440854	0.0797298502838917
Cntln	0.893302376503701	0.0182167681127589	0.645883757559638	0.107084372325172	-0.247418618944063	0.486233277816317
Creld1	-0.476207498264199	0.0182544799639761	0.152025145445363	0.484103585151725	0.628232643709562	0.00725386192020228
Snapin	-0.487754546763263	0.0182564907697096	0.149952730999008	0.49769616330834	0.637707277762271	0.00744140394011535
Cdc45	0.345116075920232	0.0182564907697096	0.230369409867153	0.13526212406598	-0.114746666053079	0.402099459289936
Prr14	0.495528581756804	0.0182781106229322	0.286733684869503	0.190987926481275	-0.208794896887301	0.281508092323088
Limd1	-0.539637104025499	0.0182804822564341	-0.370348255765282	0.124765407787261	0.169288848260217	0.433850285729677
Rbp4	-0.704638775729099	0.0182987826762933	-0.368038944830003	0.231055822977159	0.336599830899096	0.229719484350624
Ube2v1	-0.464393716837816	0.0182987826762933	-0.645729108104421	0.00780256097551559	-0.181335391266605	0.321995008255945
Sipa1	-0.402310805238501	0.0182987826762933	-0.293205487558259	0.104392282291708	0.109105317680243	0.504478704575356
Tceb1	-0.516644475860595	0.018311709730183	-0.441159844078291	0.0618455014483022	0.0754846317823042	0.732160313505424
Dxo	0.456835198773365	0.018311709730183	0.594826222686941	0.0104715309481288	0.137991023913576	0.443022412939227
Psma1	-0.44931362468453	0.018311709730183	-0.152773601173211	0.456940460915536	0.296540023511319	0.103254627627982
Rab31	-0.464251928075553	0.018311709730183	-0.513733911957635	0.0223855755446089	-0.0494819838820815	0.808144758171701
Mdn1	0.57095998260042	0.018311709730183	0.0677878618671816	0.823649848950136	-0.503172120733239	0.0390057734259608
Rnmt	0.338380729574253	0.018311709730183	-0.174374480969377	0.246221825697472	-0.51275521054363	0.00393266375450787
D8Ertd738e	-0.577410030830639	0.0183379243686091	-0.40987087595185	0.113181055715052	0.167539154878789	0.472474645484766
Csf2ra	0.548760243321082	0.0183399401374108	0.541106896196262	0.0364115083733925	-0.00765334712482054	0.977389932812071
Ptprn2	-0.472336321341124	0.0183399401374108	-0.661641052476243	0.00758352302089196	-0.189304731135119	0.308256892175195
Cdc42se2	-0.429779823842042	0.0183399401374108	0.033479072971962	0.891027733470895	0.463258896814004	0.0175943843144247
Atf2	0.358577302119024	0.0183399401374108	0.105426857495276	0.530015552679352	-0.253150444623748	0.0839925948870142
Gpr137b-ps	0.608588805684995	0.0183498787624592	0.537043073758684	0.055959629133649	-0.0715457319263108	0.782959711417695
Ephb4	-0.992289497534234	0.0183536816866361	-0.0725269094708324	0.883957170817681	0.919762588063401	0.0328549555953945
Spag1	0.657574234717428	0.0183536816866361	0.42860270367951	0.150260193584473	-0.228971531037918	0.363298616829111
Znhit6	0.456869124058451	0.0183536816866361	-0.191236985110637	0.354927548019726	-0.648106109169087	0.00540719141277902
Eif5a	-0.592833745235859	0.0183536816866361	-0.328626820845637	0.209955868123883	0.264206924390221	0.257721841110712
Ccdc28a	0.583373563869152	0.0183932960235911	0.502705566386735	0.0609064422010335	-0.0806679974824176	0.742976509186697
Calca	1.29663706827095	0.0184116241154036	1.38703433539964	0.0259835763758097	0.0903972671286895	0.851355979198277
Ebag9	0.557450894302147	0.0184171459318507	0.324990967811584	0.189407765591842	-0.232459926490563	0.286991666994671
Camkk2	-0.519668120344629	0.0184474551154976	-0.0959508857658605	0.711040723202671	0.423717234578768	0.0521426317655765
Hadh	-0.439154626905532	0.0184965293768893	0.0050590199001947	0.983476141576732	0.444213646805727	0.0232772931675379
Mgat4b	-0.487302120347756	0.0185096576853533	-0.0826989687652418	0.737179491045746	0.404603151582514	0.0491603875799846
Cdsn	0.875607798411937	0.0185153599222218	1.88724605934133	0.00040783357313973	1.0116382609294	0.00541216538380287
Noxred1	2.29304953143538	0.0185185404354981	2.52121357266332	0.0202350598163305	0.228164041227935	0.730265391301107
Dennd4c	0.350191832644977	0.0185955798404614	-0.00493449902131861	0.979988398232126	-0.355126331666296	0.0231473702618502
Dgka	0.539303057522877	0.0185971545412932	0.908946708642573	0.00276985598562354	0.369643651119696	0.0835791248617275
Upf3b	0.934459898906954	0.0185971545412932	0.0756124074495769	0.886223157811992	-0.858847491457377	0.0338573389798055
Rpp40	0.459836727543964	0.018646028179893	0.154435835914141	0.473168263500847	-0.305400891629823	0.100054606791481
Tle6	-0.670604438426672	0.018646028179893	-0.508422600560507	0.0932766592040153	0.162181837866166	0.562070973771765
Pdzd4	-0.392131584132597	0.0186534022751777	-0.0796996332393544	0.681780739258624	0.312431950893243	0.0569556487395552
Cmtm4	-0.477942842160363	0.0186534022751777	-0.115216794755985	0.61651084149069	0.362726047404378	0.0674231001610335
Pknox1	0.428034547831304	0.0186534022751777	-0.0703505224567743	0.750183157200489	-0.498385070288078	0.0129655285872041
Foxd2	-0.519176189618927	0.0186587344445175	-0.548555620745902	0.0279872519003571	-0.0293794311269756	0.902761455302429
Slc33a1	0.574034510694496	0.0186587344445175	0.866698143828911	0.0052969303127159	0.292663633134415	0.193654826986448
Ddx52	0.358933586601145	0.0186587344445175	0.0641709819308801	0.724465826302777	-0.294762604670265	0.0511664010899164
Foxk2	0.343677069213805	0.0186587344445175	-0.122791169009658	0.438022391742534	-0.466468238223463	0.00658826365222853
Mlx	-0.494237130857472	0.018686371468888	-0.426071365027543	0.0609064422010335	0.0681657658299288	0.750673053037067
Lin9	0.397747889591869	0.0187180964595116	-0.0190173761655464	0.935179647966697	-0.416765265757415	0.0202499338814677
Taf1b	0.432769363396424	0.0187303417663936	0.134719128025842	0.505313054983846	-0.298050235370583	0.0912194175293986
Abca8b	0.955857310725919	0.018747495063743	0.830478999897316	0.0620718361384466	-0.125378310828602	0.747580923920688
Fbxl7	1.28585560027664	0.0187675030366176	1.52046554527946	0.0157268095523704	0.234609945002826	0.606336681421191
Vps29	-0.572498584483541	0.0187675030366176	-0.318358392536389	0.209923553350308	0.254140191947152	0.263350791896482
Ovol1	2.56595925053029	0.0187675030366176	3.32739015192664	0.00532157664114072	0.761430901396356	0.20810619279253
Pnn	0.801723812898186	0.0187675030366176	-0.0418926716909072	0.929617580978908	-0.843616484589094	0.0200251265718958
Tmem176b	-0.761351798622155	0.0187675030366176	0.513445594397824	0.109662575623793	1.27479739301998	0.00248557120042218
Zfp869	0.391546774848978	0.0187886512823611	0.137789866441274	0.446213626061104	-0.253756908407705	0.109835497614773
Spock1	-0.436139428120435	0.0187980836619425	0.142867202998061	0.47598580053363	0.579006631118496	0.00727038648093979
Marcks	-0.653240381755278	0.0188311189913945	-0.266603669944411	0.364755580166791	0.386636711810867	0.14152009648883
1110032A03Rik	0.633431129449721	0.0188928497066535	0.837070482594521	0.00982479751847698	0.203639353144801	0.400445053993749
Kif5b	0.456657075470141	0.0189009951122855	0.0933212837253982	0.68179758427381	-0.363335791744743	0.0576834812371235
Blcap	-0.489677538090791	0.0189344257905709	-0.115480383824962	0.624497555478604	0.374197154265828	0.0670660568014663
Tmbim4	-0.743509845010442	0.018993164121155	0.00519105438470079	0.990102585799257	0.748700899395143	0.0241882571885869
Mynn	0.35900710646133	0.0189960964624064	0.197347283004858	0.218898251742007	-0.161659823456473	0.2557196104756
Rb1	0.523860295137499	0.0190192913504485	0.0542540319947688	0.849665082192432	-0.46960626314273	0.038015040102002
Gm15663	0.74730533229436	0.0190346472767557	1.31886171569762	0.00180617010120572	0.571556383403257	0.0447881057178036
Gmpr	-0.709800612635363	0.0190357250978416	0.119237857670245	0.732676700258229	0.829038470305609	0.0127091868307905
Jph3	0.631977325710303	0.0190799036832563	1.21951055916562	0.00122620142163994	0.587533233455321	0.0283247257474642
M6pr	-0.352869014308953	0.0190812978946131	-0.0322056091196411	0.869643130287141	0.320663405189312	0.0363383308090544
Gm4371	0.969681058755369	0.0191844023173973	0.98164117602091	0.0348999607411359	0.0119601172655414	0.97763318162549
Kcmf1	0.395129468385945	0.019200274561725	-0.0271654922071851	0.906352253094366	-0.42229496059313	0.019072915321266
Usp42	0.508728028754295	0.019200274561725	0.248905910089371	0.279207069927636	-0.259822118664925	0.197481665766284
Spata5l1	0.764070540252514	0.019208983067523	0.346276630513136	0.334141315599897	-0.417793909739379	0.157713531945145
Rsad1	0.497251040430341	0.0192163005749927	0.533111629214554	0.0271350817312174	0.0358605887842133	0.872764103013618
Lppr3	-0.641458460318577	0.0192467332755902	-0.70797286096639	0.0242893746640275	-0.0665144006478132	0.818420429610465
Prps2	-0.439589871269081	0.0192497769949365	-0.479432559621799	0.0254228225084601	-0.0398426883527183	0.841051251474143
Gpatch2l	0.374358633379577	0.0192595742954114	0.412308150491277	0.0241885265145464	0.0379495171117005	0.819429975730516
Pfn1	-0.601497190583028	0.0192595742954114	-0.407277747805832	0.133620323506865	0.194219442777196	0.42424874020518
Bicd2	-0.372812240160795	0.0192931258550829	-0.321742864206125	0.062295500699771	0.0510693759546706	0.753611687872034
Pomgnt1	-0.408958349972009	0.0192945362234123	0.0830496755692897	0.68308233189219	0.492008025541299	0.0115556600484659
Nvl	0.430436349760527	0.0193200884170061	0.0170741663680271	0.944764597768257	-0.4133621833925	0.0296370977132842
Gcc2	0.569257423526747	0.0193253801473935	0.0256741751792109	0.939264722126046	-0.543583248347536	0.0303378414639654
Depdc7	0.758480190919843	0.01936682228395	0.315578620805557	0.379993685183929	-0.442901570114286	0.137173831162612
Camk2d	0.402372268580223	0.0193710995533091	0.410907475139706	0.0336462805937696	0.00853520655948267	0.965405199148459
Cox5b	-0.927368539691913	0.0193710995533091	-0.396555504651637	0.34046644774147	0.530813035040276	0.155294634048344
Ncoa6	0.60859174040108	0.0193710995533091	0.169370970947734	0.559554198559536	-0.439220769453345	0.0812273618599058
Trappc8	0.338759804112286	0.0193710995533091	0.0520156164402273	0.769104629037167	-0.286744187672059	0.0472676411108259
Dpy19l3	0.510454518307562	0.0193951305630128	0.129372533343455	0.605318658028962	-0.381081984964107	0.0723024917003033
Gfpt1	0.557009526600331	0.0193951305630128	0.620753044804824	0.0232047664952115	0.0637435182044929	0.795595157296767
Mrps18a	-0.466876289729258	0.019395750611695	-0.210861290266283	0.315921610645253	0.256014999462975	0.172522162120275
Sdcbp	-0.40009091857378	0.0194171778701801	-0.506129988206176	0.0130523172849416	-0.106039069632395	0.519503544638394
Hnrnpa1	-0.608017808300846	0.0194200510885756	-0.500579523169648	0.0737121657844773	0.107438285131198	0.681906429394577
Uqcr10	-1.3120888126825	0.0194200510885756	-0.475234007154954	0.42124394093125	0.836854805527548	0.117192807156201
Pola1	0.451669874119626	0.019420431671148	0.0197296343094649	0.941000714379087	-0.431940239810161	0.0303378414639654
Praf2	-0.541100659566965	0.019420431671148	-0.05743222302871	0.844985011424572	0.483668436538255	0.0390233253265367
Tmem41b	0.349486934561593	0.019420431671148	0.38370652646011	0.0249062008782688	0.0342195918985178	0.82683747265943
Timmdc1	0.377660929716584	0.019420431671148	0.308093656528838	0.0768897356513646	-0.0695672731877459	0.662269595320909
Xpnpep3	0.407585707431323	0.019420431671148	0.176546391131409	0.341443229994702	-0.231039316299914	0.158244895627165
Mad2l1	-0.368834430296921	0.019420431671148	-0.0121471256849562	0.954242907621252	0.356687304611965	0.0290537005878686
Hnf4a	-0.462643666782806	0.0194289708698955	-0.458643814078105	0.0375502076014082	0.00399985270470069	0.986969790852118
Sltm	0.847663589022126	0.0194306817800366	0.364614340800462	0.341850072482638	-0.483049248221664	0.156216338662228
Neu1	-0.445998263397125	0.0195418934673306	-0.111866227543956	0.604535002332399	0.334132035853169	0.0727656616020753
Mrpl28	-0.587171359277631	0.0195456244489982	-0.259541578962954	0.326899604850298	0.327629780314676	0.166729554734073
5730455P16Rik	0.345015113127019	0.0195696070755436	0.190143736483019	0.220468458723509	-0.154871376644	0.261316074937909
Ccdc32	-0.549367314803291	0.0195844075237154	0.0601188115704133	0.837899439805794	0.609486126373705	0.0164789187829465
Hs3st5	-0.541360880312331	0.0195962958894726	-0.734859604791799	0.00982479751847698	-0.193498724479468	0.389863737995595
Glipr2	1.01275372491539	0.0195962958894726	1.20387797890084	0.0158709550410802	0.191124253985448	0.61442793168871
Glipr1	-0.624693067032442	0.0195962958894726	-0.605680877917237	0.0412892795799835	0.019012189115205	0.952212347524564
Klhl40	1.43819429510619	0.0196025082749667	1.51425748644953	0.0290331047565691	0.0760631913433403	0.885628028279872
Pvt1	0.837383566367525	0.0196374025596889	0.351423294990141	0.370198199376753	-0.485960271377384	0.143904527904603
Gal	-0.946068408811018	0.0196711593672021	-0.528667249084248	0.193011481138101	0.417401159726769	0.293845193482707
Sdad1	0.357956481835941	0.0196793694451051	-0.242692117312407	0.136609211832693	-0.600648599148349	0.00283695808445183
E130309D02Rik	0.44084004603064	0.0196793694451051	0.357401046185976	0.0791613850476527	-0.0834389998446637	0.653874649516092
Ubxn2b	0.451773087540669	0.0196907386969823	0.241650541395767	0.236516326773726	-0.210122546144902	0.24289553317168
Txlng	0.537090598154497	0.0197070098370688	-0.234164395797065	0.342540273913723	-0.771254993951562	0.0055265859950941
Snrpf	-0.716592363624787	0.0197070098370688	-0.404328803836477	0.207503544646685	0.31226355978831	0.276473224974844
Taf7	0.517858840736193	0.0197071831369002	0.0503420013648768	0.862593048651941	-0.467516839371316	0.0380297066159011
Fam64a	-0.636670512082137	0.0197085448260501	0.103486198164518	0.751053966629009	0.740156710246655	0.0137011494413715
Rexo4	0.445278406154307	0.0197085448260501	0.000862408155900525	0.997047851667362	-0.444415997998407	0.0262103085311931
Tpr	0.651426572492444	0.0197085448260501	0.0366783411925796	0.924806533956806	-0.614748231299864	0.0325138495467694
Lrriq3	1.19125520166324	0.0197159783803985	0.593205186940262	0.310338489654247	-0.598050014722977	0.172522162120275
Cib2	-0.794243884676998	0.0197159783803985	-0.347246480839995	0.314602700621706	0.446997403837003	0.176424651038428
Zfp790	0.395421346387952	0.0197265845409278	0.13794587868372	0.455760555226107	-0.257475467704232	0.112004271046493
Rps21	-1.48996747387243	0.0197328396582615	-0.708474629902144	0.286203295572624	0.781492843970288	0.187485606587491
Extl3	-0.44858754089918	0.0197511096741547	-0.206309824783597	0.309651550510969	0.242277716115583	0.181257514036833
Ube2d3	0.570635586713427	0.0197511096741547	-0.0685937583521	0.824134016788806	-0.639229345065527	0.0162376653714681
A930017M01Rik	0.630992284549651	0.0197511096741547	0.410197878320137	0.15490103064884	-0.220794406229514	0.372994027866405
Nxpe3	-0.605938833859652	0.0197816730925458	-0.224046879911417	0.418147988796741	0.381891953948235	0.125445897936415
Impad1	-0.370340300781238	0.0198701059570774	-0.303066796611903	0.077259637832178	0.0672735041693345	0.671339373460958
Nek7	0.558485023821049	0.0198882457942558	0.553278112505407	0.0385210169397486	-0.00520691131564152	0.985885705946571
Zwilch	0.359710894178379	0.0199347067313084	0.200653862634502	0.217728908449986	-0.159057031543877	0.268968346951123
Osbpl8	0.438722023729146	0.0199347067313084	0.188756716749977	0.345906757774445	-0.249965306979169	0.159727403990394
Parp8	0.407225023122508	0.0199347067313084	0.194370508914823	0.294076132795093	-0.212854514207685	0.193013542185277
Tpi1	-0.945566516947227	0.019940806465563	-1.6305422860145	0.00307916362702931	-0.684975769067269	0.0817950404894836
Txndc15	-0.441443514130471	0.019956082763107	-0.210572707901958	0.291376886116474	0.230870806228513	0.195352456733385
Ctdspl	-0.440610343998513	0.0199641236952768	0.0653492650067958	0.777039995635676	0.505959609005309	0.0147338447416056
9130011E15Rik	0.451889182625573	0.0199731715076404	0.169846330316403	0.419278111623723	-0.282042852309171	0.126416910056675
Zdhhc9	-0.400619916889131	0.0199807489775941	-0.125429038644174	0.506387212328281	0.275190878244957	0.0975471300290653
Ddx17	-0.477716129617719	0.0199807489775941	-0.47268185721003	0.0389281741296709	0.00503427240768962	0.984261261726281
Sumf1	-0.355295248514378	0.0199807489775941	0.102767539106789	0.544354764531088	0.458062787621167	0.00894069350238318
March5	0.386403247821855	0.0199807489775941	0.0212381291127944	0.927020599065476	-0.365165118709061	0.0327069747589095
Surf2	0.381447565109688	0.0199841535493107	-0.0520426028884229	0.798892657986761	-0.433490167998111	0.0154634357736671
Mest	-0.806705900592752	0.0200238065163472	-0.325189258637963	0.374923016196377	0.481516641954789	0.144233153175826
Fam129a	1.15070412273369	0.0200409548507692	2.31753877503598	0.000729362163609808	1.1668346523023	0.0110923732147114
Gpc3	-0.717277544016311	0.0200409548507692	-0.869431862830837	0.0169785058804954	-0.152154318814525	0.622856249901409
