genes	logFC_TgvDMSO_6h_aTC1	logFC_TgvDMSO_24h_aTC1	logFC_Tg_24hv6h_aTC1	FDR_TgvDMSO_6h_aTC1	FDR_TgvDMSO_24h_aTC1	FDR_Tg_24hv6h_aTC1	aTC1_DMSO_24h_1	aTC1_DMSO_24h_2	aTC1_DMSO_24h_3	aTC1_Tg_6h_1	aTC1_Tg_6h_2	aTC1_Tg_6h_3	aTC1_Tg_24h_1	aTC1_Tg_24h_2	aTC1_Tg_24h_3	avg_expression
2810410L24Rik	-0.61937328839775	-0.818247442899594	-0.198874154501844	0.071913603680478	0.0361078969938391	0.644284231283635	2.24307529556278	2.50515749398869	1.42922956569522	1.3752062770029	1.50607976986891	1.24667050035701	0.661666570722429	1.43121009243329	1.29822142216008	1.5218352208657
2810454H06Rik	-0.517047421406424	-0.83340244549934	-0.316355024092916	0.00928966186419834	0.00117852508819928	0.136592360554961	0.806370467180246	0.78215575834195	0.718652350305686	0.525570689397497	0.575767261718217	0.556566128698472	0.410290086941438	0.40490494775911	0.475518062340217	0.583977305853648
2810474O19Rik	0.992297860829859	0.704518526602093	-0.287779334227766	0.00457071628827452	0.027217496736858	0.382619493850871	14.0514343110771	12.3949063357082	13.3150310459415	31.2105202870471	25.7514026992148	24.3092772084968	27.7934459497377	17.094935528054	18.5432555867507	20.496023216892
2900011O08Rik	-0.600045737977425	-1.15602817762082	-0.555982439643397	0.0263874684759785	0.00193088013297077	0.0901820421844301	0.65306446011269	1.0376982139682	0.964696403084538	0.533649332854405	0.665829274582379	0.57995378639462	0.343600415550464	0.385155301473237	0.451540475221606	0.623909740360238
3110070M22Rik	-1.26022441818119	-1.10875436951165	0.151470048669535	0.0135737801655395	0.0436745537764416	0.822812168531908	0.241444117232995	0.31011754113224	0.268159283169422	0.121808963234231	0.114703362467454	0.122440619119657	0.110672104354671	0.175494901729376	0.049864833683817	0.168300636235985
4930503L19Rik	0.629050019332468	0.715512980777586	0.0864629614451178	0.000548507349902593	0.000287780258867586	0.553635862818994	40.2012735926791	41.655659942225	46.3074880401898	66.8434406034243	71.5363182376931	65.3627764526152	68.0348411009449	70.9557679628896	68.5497236395099	59.9385877302412
4933406I18Rik	-0.223165317547109	-1.31874507062412	-1.09557975307701	0.510938391811748	0.00666115990987989	0.0292153227086773	0.775230675398048	0.874635668692973	1.29849549214476	0.970743112482498	0.728486625454161	0.928499116691194	0.454085319251783	0.286544416795365	0.483838025532191	0.755617605826997
4933413G19Rik	2.11286834959259	1.81046255750076	-0.30240579209183	0.0129365154187111	0.0460904854621044	0.647352166694607	0.036588968756472	0.0344636522071034	0.0638588395330605	0.284271622672476	0.179038699616772	0.149153001039721	0.0527104045717927	0.221929693521664	0.124684325437769	0.127411023039648
4933416E03Rik	-1.45376112488516	-2.00815908727691	-0.554397962391748	0.0177082748546854	0.0134875702943631	0.537081856834455	5.33629574687822	5.32199674159387	7.66990276248866	2.09039096293193	1.78950013912583	4.04082875265776	0.452206863711579	1.38469305995057	2.49591301456677	3.39796978265613
4933417D19Rik	1.65381300706521	2.12046259518778	0.466649588122569	0.0098237359468961	0.00361343912629229	0.291187969959993	0.0139849259654511	0.0263451876888519	0.0162719561562118	0.0586383685111312	0.0602375558273199	0.0760117506435191	0.100734064200034	0.0822548385362364	0.0741322853243049	0.0565123258725623
5730422E09Rik	-0.272597622763149	-1.38733492830765	-1.1147373055445	0.503545650050923	0.0232062068460025	0.0659136967967832	0.491408554025621	0.462864466343806	0.495535073756811	0.460573656724559	0.429556263428075	0.309266126756483	0.0943903570686577	0.198708615365644	0.223276563603417	0.351731075230342
6430571L13Rik	-0.179381560844962	-0.981972657194944	-0.802591096349982	0.461687278277234	0.00484841803057206	0.0231568679898032	1.05006650210099	1.20262171003261	1.1107177520025	0.829957829089257	1.08161331139871	1.13669860800132	0.395374038326571	0.671130325216539	0.555723068410135	0.892655904953181
8430429K09Rik	0.0405848564936851	0.599161399427844	0.558576542934159	0.891462728726295	0.0434472017296293	0.0838976735805041	3.61635220436519	3.73381986919661	3.358111156749	4.26252123589394	3.71578623462845	3.3522333681305	6.7960523609646	4.87655608820384	4.35797321382909	4.22993397021791
9030612E09Rik	-0.122058259480254	-0.900346808163842	-0.778288548683587	0.708683697378969	0.0295650956395329	0.0669248262017973	1.8448081248578	2.30238639645499	2.36114947610845	2.59357519438897	1.98070210301644	1.58321326440964	1.12950020231408	1.04267179814119	1.36208746222235	1.80001044687932
9330151L19Rik	-0.479322893661648	-1.10263386842333	-0.623310974761679	0.0204897052300642	0.00042740838600999	0.0204452421135966	2.86890268280091	2.71212109874357	2.68020200912924	2.33973265785241	1.92800671898874	1.84207509963455	1.26704115114831	1.27593951210047	1.27259281682131	2.02073486080217
9530082P21Rik	-1.09167483500468	-1.06266758493278	0.0290072500719027	0.00467958503516241	0.010755837452978	0.953577122324265	0.662420795568362	0.989178315941674	0.827146376346817	0.394510059180781	0.445182019905078	0.305042954857498	0.27930423935127	0.436534668716035	0.422102936287028	0.529046929572727
9630001P10Rik	-0.935603774752792	-1.52510640976442	-0.589502635011629	0.030697031219341	0.0105256661117967	0.310142973574472	0.72770737699364	1.12162511973377	0.577304509004523	0.3916049020164	0.439998958939183	0.510969313239305	0.333563342479724	0.273588548135395	0.263010188631768	0.515485806574856
A330035P11Rik	0.529049616056193	0.670084710648594	0.141035094592401	0.070840583021061	0.041564044968781	0.661476953923302	0.412124838993353	0.323488371853039	0.296846848011257	0.493721969767088	0.499728140925049	0.564212261349301	0.537166941136179	0.616817817614346	0.456986944293885	0.466788237104833
A330050F15Rik	0.522793587320679	0.608999716808397	0.0862061294877172	0.0129365154187111	0.00807100827571967	0.703342320870792	1.17855864837704	1.20589605930147	1.10678098984181	1.88134283257952	1.5904579805162	1.70969020503349	1.87021220608527	1.71538210655098	1.69209505421621	1.55004623138911
A430035B10Rik	-0.382794713737673	-0.85120531845852	-0.468410604720847	0.0295984185571203	0.000762345845778082	0.0339219487190846	1.72771593860886	2.02770017608428	1.8304271799946	1.56430277733292	1.39822693447314	1.45430197801856	1.02580282990163	0.99833065043628	1.0470921636564	1.45265562538963
A530058N18Rik	0.557775753584039	1.26839483817045	0.710619084586412	0.284294649250503	0.0305586689975989	0.176263254733353	0.290209202660414	0.385908753737477	0.655474486916345	0.821050094578641	0.548237168039253	0.703220808453648	0.516449348234423	1.07309870045559	1.47372444367317	0.718597000749885
A630089N07Rik	0.352159160383913	0.927377393107852	0.575218232723939	0.395850729493388	0.0446835265776716	0.233450857245979	5.69317646950512	5.10651542475962	6.7823080081724	7.81188212914284	7.63504251055238	7.60285023497703	17.1275347010901	7.20006752429466	8.42701372939418	8.15404341465426
A930017M01Rik	0.326607896470518	0.659016005539263	0.332408109068745	0.132814593147739	0.0120470143597865	0.175123865998109	2.03506417837238	1.95108445222442	2.41015255147311	2.74273781787328	2.79336778952892	2.68211102401257	3.76936991181206	3.23619862076752	2.99273681014208	2.73475812846737
AA415398	1.10982715853206	0.912786040318102	-0.197041118213959	0.000640327000824029	0.0024700314336289	0.429822371488098	4.50411915157066	4.90444074940698	4.94335719756105	12.1255700092812	9.91887283760808	9.84177481315371	10.0781554610363	8.10253934872426	8.63591086660071	8.11719338166033
Abcc9	0.479271007349921	0.855931306841448	0.376660299491527	0.0170373365563699	0.00108698536392866	0.0730552915072475	2.35800079292435	2.64893883762721	2.86947135699295	3.48953840694466	3.88069003447747	3.89874616641804	4.73704180158065	4.83108891960602	4.49685593763718	3.69004136157873
Abcd4	-0.595832434072187	-0.674796269282305	-0.0789638352101178	0.00943439237026608	0.00733666433439381	0.760435040981007	2.56788176936659	2.83336135442116	2.6707463793061	1.72944933196723	1.96184495661348	1.78099355176766	1.20793928841526	1.92453463877457	1.80964323509305	2.05404383396946
Abhd14b	-0.722092641481325	-0.758665719829859	-0.0365730783485341	0.00667169101888294	0.00704585070794152	0.908493132633781	3.29029782323799	5.18516103517649	4.23330251889158	2.60628031077164	2.50300989634647	2.84183253060872	2.12693800826975	2.83774258223672	2.40778170140243	3.11470515632687
Abhd17a	-0.81238096751807	-0.670512784389995	0.141868183128076	0.0115089803893244	0.0322988023819403	0.686144223740669	12.41938920294	14.1714958164051	15.9666567991046	7.72857283556676	8.6372287844722	8.52326112680837	5.14842448556868	11.2248569794035	9.93559211575296	10.417275349558
Acads	-0.977911978062762	-0.888535006146681	0.0893769719160808	0.00598307293834713	0.0117061971725088	0.818926244034329	7.63058924075219	9.11767549493003	9.80858499589069	4.21041184737955	4.73815219922349	4.91454381597358	2.65918574332829	5.94668914170597	5.58027894397825	6.06734571368467
Acadvl	-0.611142303821142	-0.922543719425987	-0.311401415604845	0.0107200215725829	0.00156311962086336	0.205885230168557	14.1265247145082	17.1037695061712	15.2216772096035	9.80881656093765	10.3216163140118	11.1774035376047	5.62049851068584	9.71684362613828	8.86337426955065	11.3289471388013
Ada	0.790564278375848	0.963076289744386	0.172512011368538	0.0654089656391589	0.0464023862297579	0.697569916096977	4.76081287221488	4.82921926552038	7.24379705346152	12.4649238900756	9.95160910702753	6.91430697676995	11.0790681609337	11.1063922516869	9.98365205826709	8.70375351510639
Adamtsl1	-0.945599931952036	-1.54041166062529	-0.594811728673254	0.00072530035290159	5.98601204858363e-05	0.0250556037255079	6.40687974930162	6.87096891631016	6.87955971277868	2.76313902151708	4.1655616151366	3.80959219704103	2.20196891743639	2.47296045592184	2.15208447373238	4.19141278435286
Add2	-0.464742022554173	-0.637227142500175	-0.172485119946002	0.104959205759872	0.0442966831230235	0.625462216188667	16.0314508590147	21.4711376646709	23.5340074896939	10.7554224245004	17.8955058310438	16.6884234123154	10.2592639629788	12.390148603823	16.1785820352257	16.1337713648074
Adrbk2	0.210325940984284	0.651970738482977	0.441644797498693	0.386497320930657	0.0206830971423429	0.128138912936952	3.73593975988189	3.84464183095869	4.91491381194814	4.05371924690329	4.92445826251131	5.9061235181378	6.72997836710013	5.219227687506	7.42447477288807	5.19483080642615
Aff2	0.414213252179626	0.771915145772067	0.357701893592441	0.234190638891705	0.0462934741987307	0.380887588840085	3.66669893516146	3.28711563451387	3.77558680877926	3.56380378819768	5.6026682374406	5.5520736855403	8.38892732928727	4.70388377718504	4.8913713257609	4.82579216909626
Agbl5	-0.209857208315715	-0.593950689422343	-0.384093481106628	0.0990933976502349	0.00108982152405888	0.023161571261691	36.8524647693501	37.3166943244756	42.7706833509553	32.7175512171391	36.5326754665188	34.6934400206303	23.2324702041398	27.4826605403725	25.765889907952	33.0405033112815
Ahdc1	-0.74495373794881	-0.99553101618119	-0.25057727823238	0.00589281781638743	0.00160740473552344	0.347822846177221	24.4614889374971	25.3679469851432	30.4383222749634	15.0832761582371	17.578185603575	16.5133037928224	9.21030967595692	16.7751532476191	13.5771653744205	18.7783502278039
AI118078	0.802525972951737	-0.712844718194452	-1.51537069114619	0.00630386760210874	0.0352897401305801	0.00134028329172101	0.137035125728139	0.183203604842273	0.169732005377677	0.304191586213881	0.299887205381311	0.273143532871133	0.095522932843228	0.097499583183759	0.105445958655357	0.18507350389964
Ak7	1.9903145028531	1.99733208761601	0.00701758476290612	0.015753863027402	0.0266337306028831	0.991536766914915	0.0184757810702726	0.0174025919478212	0.0429944499198564	0.164050702196059	0.087773280097263	0.0951354276902009	0.0798491398986211	0.106970657559244	0.115426607880866	0.080897626473356
Aldh1a2	0.971701076335413	1.24950650798045	0.27780543164504	0.0675372445920156	0.0366493479977396	0.582587042741766	0.0546721128234666	0.128741034922048	0.148430187741684	0.235980812363629	0.230295663639081	0.187678302256142	0.275664018222284	0.316539356936271	0.15525525268336	0.192584082398663
Aldh1a7	-0.893107676950064	-2.07635042441784	-1.18324274746778	0.00296845584355741	5.99158557361544e-05	0.00530501090933618	2.94784370924922	2.9781429473611	2.55861001479207	1.59193520953489	1.57662245642405	1.54034476769267	0.804816388815894	0.727525652344587	0.459062826481369	1.68721155252176
Aldh1b1	-1.31400236336706	-1.18099187462648	0.133010488740576	0.00032576327064882	0.000768263969905835	0.656121650082757	11.9755427667168	12.8309183405067	9.53605915238859	4.59671265003739	4.82874769901505	4.81753306277933	3.50432812876248	5.83988402139129	5.44121182737671	7.04121529433048
Aldh4a1	-0.700280497619942	-0.625641897558836	0.0746386000611055	0.0136842346654054	0.0283241117974119	0.823507739603994	16.0281885197496	16.3474542127324	15.5990543058741	8.61863458503325	9.95093345972581	11.932722778974	6.59724447123561	12.2232398161548	11.7606775055315	12.1175721838901
Amfr	0.388430524279823	0.658411437771251	0.269980913491428	0.0345235080896991	0.0033131560026319	0.182503136258881	279.649096510207	271.506735532531	296.981726108251	367.804670211703	385.345040034463	389.085327475475	329.413905722069	517.291854511496	483.477840418674	368.950688502763
Ang	-0.546128810259989	0.789548983977673	1.33567779423766	0.0815575187856483	0.0196481748046425	0.00378244587061323	0.62536852383551	0.495544280876244	0.438893005232222	0.381937985267689	0.341423614798473	0.408907356190214	0.929512010920543	0.760821590135796	1.04862173119262	0.60344778871659
Ankrd34a	-0.397047755296019	-0.987368801314554	-0.590321046018534	0.0194150202470994	0.000227899568552248	0.0104834843916408	4.11960580388733	4.14592997127577	4.76477551712462	3.39298567704624	3.29912787705876	3.49335470430378	2.15487654943629	2.1836924132959	2.15868124416497	3.30144775084374
Ankrd6	-0.88404605945848	-0.768418675515067	0.115627383943414	0.00157123039382623	0.00490605493682996	0.667989548661101	10.3273017689585	9.83091064766649	9.58737845311083	5.36533680485862	4.98972288792919	6.50573429177899	6.17262368966307	5.57338956630105	5.67820210813941	7.11451113537846
Anks1b	-0.211158329811202	-0.998567945806906	-0.787409615995704	0.495697841090707	0.0101735058791086	0.0504727879536867	2.87076535856481	2.40696500705719	2.40130128198926	2.28546890746003	2.47558760389385	2.05373765882102	1.79723765131384	1.05871714963656	0.974583854625049	2.03604049704018
Ano8	-0.836656920526643	-0.684149581819782	0.152507338706861	0.000308550398806398	0.00106263537274663	0.370224348410923	37.377697091037	34.3030349118577	34.9846532456741	21.0977140961336	21.06337873436	19.2465107986805	19.4896295820296	25.0059932995751	21.0408150905414	25.956602983321
Aox1	-0.707843883365482	-0.996489710832877	-0.288645827467395	0.0043517174372969	0.00101733490630861	0.237329248497134	2.10158832958211	2.44450163646699	2.61759022904435	1.28890935984335	1.77970889581532	1.3920262889333	1.05660072328024	1.3182677910843	1.14553366693321	1.6827474356648
Ap3d1	0.459759463417634	0.696315284817168	0.236555821399534	0.0271982043378	0.00439312052959345	0.29211826201721	102.50118954514	87.6097769497862	114.549001484266	142.968566265381	142.382269357196	145.635135005869	183.151225580309	152.224848372576	149.341078497278	135.595899006422
Aph1c	-0.137429185117585	0.761170233268573	0.898599418386158	0.670887722605723	0.0285288838794919	0.0185890879399396	0.224090200697843	0.276579249570119	0.170827609044795	0.194400700228563	0.209981201956873	0.238734720579027	0.389618071472172	0.387738404566666	0.368650302076177	0.273402273354693
Apoe	0.714242731135546	1.03981791751309	0.325575186377548	0.038201215428839	0.00888696434795086	0.383913453650743	7.86195272348391	6.64466127766993	6.63028080970622	16.6628467687476	10.3450657374189	8.60388975685598	15.9793197051208	13.9967847023285	12.8763892816877	11.0667989736688
App	-0.0784905096379912	0.699461381380361	0.777951891018352	0.74055489405612	0.00969643400777119	0.0140020330254025	479.359636096001	462.035829499787	450.455163868855	500.434883889273	430.949853184105	423.186656050652	888.556478042116	700.32699876836	625.665041537121	551.218948992919
Appbp2os	-1.11467203943399	-0.81451646650217	0.300155572931815	0.00459366207331005	0.0340926310726908	0.469848076235188	0.689535386798351	0.796140269369953	0.621134569341092	0.345627428433671	0.329692433441259	0.343601924304087	0.288392229785693	0.466069862188713	0.378988960997124	0.473242562739994
Arhgap12	0.290098957926957	0.679911572897749	0.389812614970792	0.130112036543761	0.00488411393619852	0.091451974592207	25.7471879580583	27.5062873550094	25.9216789458351	32.6308892348893	34.264287060752	32.6885620604716	49.4296887180119	37.0683784624006	37.9514046227177	33.6898182686829
Arhgap29	-1.08884993110359	-0.935287824208	0.153562106895585	0.000363256084964149	0.000911462239100723	0.509841149397812	33.7912071103655	32.6671234927902	35.6954719197002	17.5023267099252	15.3518333310937	16.5245436406723	20.4039048466082	15.2083284768544	16.8662464324287	22.6678873289376
Arhgap4	0.672324257532036	1.09761310583151	0.425288848299479	0.0127339944490319	0.00126432491063164	0.0982752355784757	0.451436537471754	0.344221079722626	0.375187416753464	0.66806811114433	0.644075545065911	0.608806903614963	0.670989453026499	0.889019391215645	0.903482139444854	0.617254064162227
Arhgef26	0.321632300119278	0.849886999838777	0.528254699719499	0.313992640932969	0.0232062068460025	0.138098656710746	30.2738869822895	29.8951668817928	22.7256378147812	36.8528184576147	33.125635908707	38.9715484145216	65.4192596169418	44.4255690067475	42.15319757935	38.2047467403051
Armc2	-0.189629980753514	-0.815934106161993	-0.626304125408479	0.365211952513982	0.00576713174646967	0.034235205904282	0.658577937957694	0.657543021381065	0.704976433175295	0.604258687921901	0.58945084865318	0.638666061613246	0.426939042810547	0.334093144629478	0.403962800045489	0.557607553131988
Arvcf	-0.287097420061909	-0.937657082909471	-0.650559662847563	0.0795944823712372	0.000352153454112218	0.00797248046800072	3.17917297184372	3.2236237465684	3.27125066944931	2.52399909205793	2.76805418725269	2.86915189035714	1.34464600702763	1.96512848292912	1.65139665803811	2.53293596728045
Arxes2	-0.653048139941399	-0.61700824837728	0.0360398915641193	0.00864619792637422	0.0144462340350116	0.904369615860945	2.62928640518518	2.40490641012467	2.41200857610669	1.92791269574611	1.47181546218612	1.48117920707931	1.23291021265414	1.79587413281456	1.76064095803443	1.90183711777013
Asap3	-0.943361107669767	-0.939766560040429	0.00359454762933805	0.00401998670150325	0.00696664118069935	0.992481473529667	3.61521293057738	3.80765365166029	3.09746073100504	2.33456768509777	1.69250515295241	1.72051811135243	1.37304690883366	1.99345501953354	1.97859771026554	2.40144643347534
Asb1	-0.60054488827605	-0.658552403307737	-0.0580075150316868	0.034077576370175	0.0275842773483939	0.870500893132507	156.771011277155	158.489509253701	156.509430898707	91.8211899617085	112.391863454958	116.309791631531	60.161430504089	116.705131562442	121.211896381008	121.152361658367
Astn2	2.17198854878355	1.90543495019487	-0.266553598588679	0.0123810550236233	0.0432861830101642	0.688507512297784	0.0375491919218844	0.00884202489872512	0.0327673599862194	0.180595943903657	0.114166868808841	0.0805617369058	0.0676171386080786	0.119053179628036	0.0853043203025566	0.080717529440422
Asun	0.706972218836552	0.67714391961803	-0.0298282992185224	0.00580774218826162	0.00860136705995873	0.919780289213044	19.3371556472681	19.1654523901965	19.5950849107196	36.5735747684045	31.1345473993888	29.7112778071125	36.1196400128067	27.9054522730557	27.0806562080495	27.4025379352224
Athl1	-0.296362398880551	-0.710684092414501	-0.41432169353395	0.0706661570117177	0.00164388517271238	0.044467065228159	8.96314073967128	9.66905803464828	9.36636100590516	7.42049846801211	8.08885543920858	7.93889192285036	4.40970057642442	6.46234500230092	5.97427447247043	7.58812507349906
Atp13a2	-0.51196217390709	-0.703531692999511	-0.191569519092421	0.00709942588725836	0.00163329598798096	0.310118083478644	29.9158087491657	30.7230330415963	33.8990764070487	20.5701352698059	23.9952085321894	23.6064217994772	15.3348372005305	22.275608540353	19.6714922036966	24.4435135270959
Atp2a2	0.605704913595045	0.692923338005285	0.0872184244102404	0.0010567265074386	0.000568241918594988	0.585580709063796	158.711894826294	145.897031102216	160.990781223564	230.221568909267	243.900437361812	255.202893074857	239.524463546396	250.653909858042	252.862179317166	215.329462135513
Atp6v1g2	-0.189948826901677	-0.646650726558056	-0.456701899656378	0.488253293058628	0.0455732435270304	0.17661155867457	7.06304218846768	7.91735378635599	7.53891770582376	8.24961797262489	5.67931429353432	6.71273411510459	5.80232032716831	4.53835121024596	4.11091555340409	6.40139635030329
Atxn2l	0.452447917444197	0.818372854713302	0.365924937269105	0.0285975492392672	0.00179558027255818	0.110853355967454	3481.33975751423	3522.21971921818	3906.27714365708	4873.77605537188	5265.3908347849	5219.16181238193	7390.30180579163	5871.32153324244	5596.17540754203	5013.9960077227
Aven	0.411612445561458	0.758483520636573	0.346871075075114	0.141041973806945	0.0193137397902329	0.274535140978295	0.853827233838331	0.681682021619846	0.870458609400422	1.37185936134611	0.937969911675381	0.990962603259941	1.54632513586386	1.27117787749824	1.20540128935065	1.08107378265031
Azin2	-0.175567833961888	-0.909210601597261	-0.733642767635373	0.398628775948518	0.00315851532342967	0.0179306461344199	3.17545037233588	3.36487535920129	2.77106164322171	2.79018492686685	2.70913644718268	3.09420306350467	1.3342533699189	1.73272747152417	1.80349843633212	2.53059901000981
B330016D10Rik	-0.409486291084457	-0.798613756977605	-0.389127465893149	0.194337721501709	0.038763953779876	0.328537392024396	3.06968630075198	4.27555081469638	2.46978468289621	2.15055319399532	2.68703640848073	2.80255638896292	1.55248088879326	1.6206200622033	2.55950315506529	2.57641909953838
B630005N14Rik	-0.378250840862123	-0.761240667179836	-0.382989826317713	0.0263849680572042	0.000921734512379127	0.0524069105550469	21.7943860854901	19.2210653518536	22.7356370954197	18.4936981396853	16.0443432953777	15.873840814334	10.4090061185604	13.6459839426457	13.1720311795953	16.8211102247735
Baz1a	0.467118171013405	0.662136599218251	0.195018428204846	0.0778013694068029	0.0241379484504968	0.529980425375173	28.3958542910805	25.0498422980724	27.4713432660281	40.7547571445146	37.9400053606917	36.3266329495531	54.4413452684228	36.4177454314784	34.5014841508427	35.6998900178538
BC020402	-0.414501215094652	-0.73539784621726	-0.320896631122608	0.0579851471264166	0.00864480512687155	0.220053388428329	1.90239769428182	1.81095722457014	1.95447960745873	1.49750229800679	1.47680853586805	1.38947795705425	0.845507833334413	1.20522955152277	1.26437698764238	1.48297085441548
BC021891	-0.436969031329096	-2.07802924121879	-1.64106020988969	0.090076507314842	0.000209157838874528	0.0027786763278845	0.847299943011911	0.912095375612618	0.945624136728039	0.690921802250689	0.653903535942139	0.741992163688328	0.12455388601387	0.238371135250063	0.235701734933793	0.598940412603494
BC049715	0.371563316546805	1.01601282709908	0.644449510552274	0.342123164691188	0.0262559170308016	0.112898460685755	0.25467596259611	0.265133606734452	0.171556285464525	0.238034352206047	0.343864732616336	0.322092493748523	0.579297681617449	0.450854853615714	0.41109155534041	0.337400169326618
