genes	logFC_TgvDMSO_6h_aTC1	FDR_TgvDMSO_6h_aTC1	logFC_TgvDMSO_24h_aTC1	FDR_TgvDMSO_24h_aTC1	logFC_Tg_24hv6h_aTC1	FDR_Tg_24hv6h_aTC1
Arpc2	0.19552946725872	0.25949682701442	0.108148210575333	0.561148322703624	-0.0873812566833873	0.690037615714847
Brd8	-0.167448964965563	0.259508671003334	0.119603419959919	0.443450044292579	0.287052384925482	0.111724722032936
Hic2	-0.217904230845149	0.259748385412328	-0.229530252966849	0.265957412347612	-0.0116260221216996	0.967399251936285
Tbkbp1	0.592843619060124	0.25991690531048	-0.0381952114694679	0.959748631505196	-0.631038830529592	0.297807750932204
Bcl11a	-0.661845779464987	0.259950870499146	-0.641664239875102	0.356068275219206	0.0201815395898845	0.981646646544726
Gtf2i	0.161949540143405	0.259959421537806	-0.126016964119341	0.40135398982088	-0.287966504262747	0.100864922124737
Rtca	0.225240780526708	0.260111520379888	0.0820037017249309	0.715231111882661	-0.143237078801777	0.556891081933559
Casc3	-0.17858928198023	0.260138523886255	0.0623641813463754	0.726464445061239	0.240953463326605	0.201250659705461
Cltb	-0.169029169852434	0.260200885546737	-0.172798143504333	0.267313431142994	-0.00376897365189914	0.985773654692617
Ino80e	0.170741480209597	0.260285016244745	-0.00828208332064773	0.964286500270938	-0.179023563530245	0.318960249518974
Zdhhc1	0.226317179123117	0.260285016244745	0.121532186026744	0.584330560159433	-0.104784993096373	0.677619446706104
Fnbp4	0.216757282556751	0.26029481516262	0.151483162103315	0.456432273353125	-0.0652741204534351	0.797622995542932
Il1rap	-0.224264179009052	0.260395093020244	-0.0512825607425494	0.831266133599075	0.172981618266503	0.473595594324426
Ctcf	0.246548084519461	0.260395093020244	0.232204950142865	0.307471883763323	-0.0143431343765963	0.96380104515941
Fam72a	0.254719926363382	0.260441627311606	-0.246906651319614	0.309994512639941	-0.501626577682996	0.0762263151976813
Eps8	0.474207911332901	0.260608694135649	0.371505349361173	0.4373888023578	-0.102702561971729	0.847048443990134
Nrbp2	-0.227924057979914	0.26080416065541	0.771810607276277	0.00343138200512884	0.999734665256191	0.0026839936152725
Dgcr8	0.129605415605911	0.260825004516328	0.148407926228415	0.216647462250349	0.0188025106225038	0.90786548866941
Lpar2	0.212493545400368	0.261136388399197	0.439617412821464	0.0405858571066016	0.227123867421096	0.299757097374307
Tmem29	-0.208855554938147	0.261136388399197	-0.414222727463862	0.0519472405320213	-0.205367172525715	0.361004874524889
Klhdc10	-0.15277263315364	0.261266483816748	-0.618904500736967	0.00137914590501721	-0.466131867583326	0.0151747569147483
Atp5f1	-0.15062991008588	0.261269592879855	0.0945417475172693	0.507532644992655	0.245171657603149	0.129308261828342
Rdh12	0.358812116218534	0.261446793761995	-0.0516247921751209	0.90427663895436	-0.410436908393655	0.275864802372067
Timm8a1	0.315643600270505	0.261573776699423	0.402845715087238	0.176356786710928	0.0872021148167329	0.811660490725449
Tle3	-0.170001317787277	0.262307028331316	0.482005337069059	0.00930973455369613	0.652006654856336	0.00583464238677588
Minos1	-0.383389009924381	0.262307028331316	-0.1418234365017	0.710710351200772	0.241565573422681	0.563373262365008
Mir8091	-0.354382629408154	0.262307028331316	-0.317513474547698	0.373890707220164	0.0368691548604565	0.935517419111307
Elk3	-0.328519940104752	0.262416089699115	-0.697536739560011	0.04883963335929	-0.369016799455258	0.31500877591657
Tmem192	-0.163067910270124	0.262416089699115	0.0606948187881793	0.71162273868571	0.223762729058303	0.195899034531692
Stx6	-0.189466167900099	0.262456555461487	-0.126970772838996	0.481799384699888	0.0624953950611029	0.778000710702963
2500004C02Rik	-0.241721589636954	0.262477594336695	-0.128751763681254	0.598931714617571	0.112969825955699	0.678605915503274
2010001A14Rik	-0.269870662161507	0.262851497081906	-0.429619437308762	0.107193307690465	-0.159748775147255	0.600056977472788
Brdt	0.207346794525566	0.262907946070831	0.147171186014779	0.461342070235004	-0.0601756085107874	0.805252394319628
Ikbip	-0.249371201688778	0.262907946070831	-0.123423562129058	0.611474286764818	0.12594763955972	0.652236464184971
Tmem246	-0.270812603056595	0.262907946070831	0.0937626603902768	0.731473022462453	0.364575263446872	0.202856815858168
Qser1	0.247616416265528	0.262918028825466	0.449234077808163	0.0620473341679151	0.201617661542635	0.446908011853248
Btbd7	-0.241233471176171	0.262918028825466	0.0923201081788235	0.701211591206884	0.333553579354995	0.193575246417031
Zfp605	0.334869140913215	0.262926255554893	0.532861100820422	0.0970598570678686	0.197991959907207	0.587500959199922
Lztr1	-0.233016570392538	0.262926255554893	0.0331764576106937	0.895712222856177	0.266193028003232	0.280619102105963
Kdelr1	-0.166628056863434	0.262926255554893	-0.183545304515327	0.23488089295012	-0.0169172476518933	0.935891868862156
Ptpn14	0.373078328397828	0.262926255554893	-1.24312519883969	0.0161733670475209	-1.61620352723752	0.00658419223983511
Vrk3	-0.186089286876046	0.262926255554893	0.205029452935987	0.235980446182607	0.391118739812033	0.0604302607975819
Unk	0.161009349345708	0.262926255554893	-0.203889941596593	0.180117741768032	-0.364899290942301	0.0480238559448764
Pdhb	-0.155235256301292	0.263002359329317	-0.0867086381369849	0.561631468073366	0.0685266181643072	0.697381733818263
Zfc3h1	-0.170101530185489	0.263078485676554	0.16174438761693	0.305521339366556	0.331845917802419	0.0782967418319734
Mapk1	-0.129730251905836	0.263078485676554	-0.245729310317644	0.0531137583768526	-0.115999058411807	0.400794387055829
Snora70	1.02299823908594	0.263551544286843	1.06234983023112	0.308046962422546	0.0393515911451718	0.970893304168973
Xkr4	-0.278282522630687	0.263623044113573	0.10630472172976	0.707099955658869	0.384587244360447	0.192183320237396
Zfp672	-0.21228887798111	0.264120755028991	-0.115969007741581	0.577706952344072	0.0963198702395292	0.688899025259361
Ola1	0.259114160187881	0.264210423668722	0.296072176634726	0.219622873071001	0.0369580164468454	0.909807145488529
Socs5	0.12482971994797	0.26423323657769	0.25776060703634	0.0391300781560983	0.13293088708837	0.31500877591657
Hacd1	0.387197952409579	0.264381996861011	0.601063030841473	0.121656143104956	0.213865078431894	0.580558280216508
Ubap2	-0.324357976609233	0.264479336602748	0.212638595697062	0.491098982512368	0.536996572306294	0.126474975019563
Hsd17b10	-0.260725231921155	0.264551809761713	-0.162489912878994	0.518011629644916	0.0982353190421611	0.743924096208582
H19	-1.06503513153245	0.264557109463283	-2.51733411327077	0.0643117043915532	-1.45229898173833	0.349686545581299
Gm12942	0.411643720147337	0.264599104752561	0.431117749727544	0.288626332813874	0.0194740295802065	0.969571861205369
Ppm1f	-0.229417813951636	0.264599104752561	-0.32112747969365	0.138602301547838	-0.0917096657420139	0.729526050849782
Cggbp1	0.200820272840516	0.264680654281369	0.195647876016518	0.294260636471389	-0.00517239682399827	0.98367020576258
Ndufa5	-0.361065329038299	0.264680654281369	0.35168799475941	0.294059636239481	0.712753323797709	0.0764642082529561
Gtpbp6	0.222332802023279	0.264716709945336	-0.0953975799550283	0.674627735623578	-0.317730381978307	0.181393689792456
Parp9	-0.290329221844342	0.264756906707545	-0.408698975925307	0.163544915390177	-0.118369754080965	0.732395636359806
Nap1l1	0.23125046954741	0.264852924719726	0.385726809554693	0.0822186239290136	0.154476340007282	0.541525754571892
Slc8b1	-0.417064576897969	0.264852924719726	-0.0423844354795445	0.928864088021247	0.374680141418425	0.395661665297054
Hoxb8	-0.647280009099639	0.264852924719726	-0.415891139674354	0.546975806775641	0.231388869425285	0.766111118746605
Vps28	-0.216419901990977	0.264852924719726	-0.167250794893438	0.41314275796842	0.0491691070975388	0.850841230122134
Trim26	0.20478864413978	0.264926821445471	0.525950040268799	0.0154885530314617	0.321161396129019	0.143620812244071
Cptp	0.276844232392998	0.265051525789586	0.265884786537861	0.308291515515498	-0.0109594458551374	0.975297547808241
Mpped2	-0.57212211809306	0.265217416577539	-0.590605248712117	0.327743407044194	-0.018483130619057	0.980915923861031
Rps15a-ps4	0.611073352644249	0.265222214368132	-0.368784838086422	0.620850112964975	-0.979858190730672	0.144465081620136
Yipf1	-0.262170012613455	0.265230837745388	-0.0129686242574146	0.96424431406424	0.24920138835604	0.371255500847154
Snhg14	-0.269177994402125	0.265240961988613	-0.907908273065436	0.00465237734476055	-0.638730278663311	0.0451141145627701
Gns	-0.132435835933493	0.265240961988613	0.300160683909816	0.0265186118110473	0.432596519843309	0.0115982752534072
Ccny	-0.134030794893737	0.265512347375928	0.074302833197536	0.566521041397246	0.208333628091273	0.149408877676881
Stag2	0.213088602709745	0.26552691283592	0.117665286254602	0.56778947428824	-0.0954233164551432	0.693478183673461
B3galt4	0.347393280131592	0.265617492899661	-0.249617397076176	0.49119878420998	-0.597010677207769	0.117916607269789
Frmd5	0.177588319541137	0.265633652696022	-0.700575580116118	0.00242888316654513	-0.878163899657255	0.00242472816537632
Mettl8	0.151200610444415	0.265634705716213	-0.272060627321185	0.0695312435888705	-0.4232612377656	0.0227122912838281
Hey1	-0.155815547500475	0.265788913340842	-0.637169510837675	0.00145816460984536	-0.481353963337199	0.0153031334529495
Ep300	0.246148125838066	0.265790428195446	0.564087443426406	0.0257678667144999	0.317939317588339	0.22473941512923
Thoc3	0.125107192769798	0.265995452140441	-0.0683180923921584	0.575251572406018	-0.193425285161957	0.152191435821265
Fam49b	-0.187114430508952	0.265996016760453	-0.233243285043759	0.185870766206107	-0.046128854534807	0.838288605710683
Nmt2	-0.127593794929186	0.266041722673808	-0.261024177911894	0.0408224339598423	-0.133430382982709	0.326903844621874
Tex264	-0.214041477323796	0.266041722673808	0.265704272465501	0.186036447906127	0.479745749789297	0.0496763500141365
Hmgxb4	-0.179849544348938	0.266041722673808	-0.0707545590342486	0.695916453908357	0.10909498531469	0.583855442175888
Adrbk1	-0.148603183711759	0.266093847196876	-0.0944080512260273	0.507702126308223	0.0541951324857319	0.753311032764298
Rnf25	0.165640073189975	0.266113054463222	0.272397912977119	0.0884980940443116	0.106757839787145	0.556747386136435
Apba3	-0.251171380852502	0.266113054463222	-0.285143206831388	0.228255338556474	-0.0339718259788856	0.915326493718569
Acaa1a	-0.36334594257115	0.266136077702474	-0.331882297362983	0.33207510942459	0.031463645208167	0.946071276319434
Bend4	0.160020238098197	0.266154190945164	0.465092717516314	0.00882294900050689	0.305072479418117	0.0838976735805041
Zfp787	0.454666129463071	0.26617307702261	-0.193293215823271	0.67739598057424	-0.647959345286342	0.185438169914977
Cdc16	0.138608823347098	0.266203900187922	-0.136343740095603	0.292801743406989	-0.274952563442701	0.0761365147733974
Ldhal6b	-0.511262223164686	0.266756268722049	0.0755979800580978	0.898543929982635	0.586860203222784	0.263368662959915
Mrpl13	0.189703199681435	0.266956036424896	0.179888559603698	0.312757782837506	-0.0098146400777378	0.968948207804602
Commd10	0.16297825745523	0.266956036424896	0.0523234755361179	0.75619606751613	-0.110654781919112	0.537432589642752
Jmjd1c	0.194998497520318	0.266956036424896	0.474693200404025	0.0198154453182794	0.279694702883707	0.180965427464871
Psma7	-0.156584123847359	0.266956036424896	-0.117663197762915	0.427138740355619	0.0389209260844438	0.837585535823222
Rfxap	0.200572650746356	0.266956036424896	0.0344537132779256	0.876037228913714	-0.166118937468431	0.442999169769428
Fads2	0.208876494598969	0.266956036424896	0.275236538608593	0.161616119405413	0.0663600440096245	0.789298770451676
6820431F20Rik	0.454919387854247	0.266956036424896	0.498946645675392	0.247807572851216	0.0440272578211446	0.939115677102957
Stil	-0.150943972512468	0.267199303950283	-0.167192326945779	0.237574305911085	-0.0162483544333104	0.93268610342324
Mdh1b	0.566478673230534	0.267471241353198	-0.226112087330412	0.749981738704323	-0.792590760560946	0.193807876870934
Etfa	0.143536821774159	0.267490732904551	0.0879391006893539	0.528089269657376	-0.0555977210848054	0.738155842700935
Klhl12	0.178797669026028	0.267557895939115	0.085940836255475	0.627070975465419	-0.0928568327705532	0.644560555686732
Egln2	-0.166397011007525	0.267639317299407	0.0176269442117324	0.923904741586515	0.184023955219258	0.300623300810172
Dst	-0.283133089037611	0.267709394547707	0.314901061985635	0.233954061489219	0.598034151023246	0.0626438360430463
Pgap2	-0.37401834498969	0.268048911449527	-0.446793873113956	0.213222472583339	-0.0727755281242661	0.875699165591344
Prdx4	-0.264072386530787	0.268069750798041	0.153850823181023	0.547444416451886	0.417923209711811	0.144465081620136
Shisa7	-0.461213626863544	0.268709188147161	-0.339976601844709	0.46094979238551	0.121237025018835	0.83305202592234
Slc52a2	-0.345117675106537	0.268761490014678	-0.466162502718975	0.161497721713253	-0.121044827612439	0.767813101015018
Setx	0.186742963676144	0.268888215451511	0.145652502855509	0.409865797809061	-0.0410904608206352	0.857073904031654
Pask	0.268140163930922	0.268912194189733	-0.245675557390279	0.33207510942459	-0.513815721321201	0.086012649182061
Atp2c1	-0.162924140695108	0.268912194189733	-0.0768888424955462	0.634761824213336	0.0860352981995614	0.640540573507266
Stoml2	0.142395772046306	0.268912194189733	0.184907085627462	0.170268890455582	0.0425113135811567	0.80368838910904
Cdc25c	0.187789344903804	0.269001140293596	-0.259564370245225	0.148291237370324	-0.447353715149028	0.0422727141471639
Cdc37	-0.193160602340316	0.26931084789935	-0.127550764849555	0.493832846766341	0.0656098374907601	0.774434582156389
Ubqln1	0.193919859455559	0.269590842778312	0.135995301649787	0.463387797302542	-0.0579245578057719	0.803756289540937
Pkp2	0.975727686945865	0.269608999692617	2.38238327863083	0.0122578903877921	1.40665559168497	0.0467671431535141
Abcb6	-0.142858978632093	0.269656033116621	0.0415192002010196	0.77970421108649	0.184378178833113	0.228525726076272
Atp5e	-0.788069908053913	0.269675377822593	-0.559339056835896	0.457758391822883	0.228730851218017	0.808600296720887
Kif2c	-0.139498402197869	0.269695227107289	-0.211228914014566	0.114185306458939	-0.0717305118166976	0.65085887854151
Map6	-0.177582804648613	0.269695227107289	0.046384025807008	0.804749470675718	0.223966830455621	0.240628120416851
Trim45	0.181382205865983	0.269903206313559	-0.0627340647428556	0.743641721279504	-0.244116270608839	0.212675736754219
Mvk	0.287561308399577	0.270017349277512	0.0666679242616075	0.831516666251743	-0.220893384137969	0.481672361441848
Coq3	-0.288121692884091	0.270263843016552	-0.298529308437571	0.282652978791968	-0.0104076155534805	0.978024511488387
Kit	-0.331542500583575	0.27055078154121	0.0296562720358231	0.935959792594565	0.361198772619398	0.311270635504315
Tmem230	-0.152677884714575	0.27055078154121	-0.219832672428269	0.134697413258938	-0.0671547877136947	0.705205462574674
Gls2	-0.302409391800334	0.270722027952425	-0.272926880817384	0.341364025076871	0.0294825109829498	0.939294159486198
Paxbp1	0.20138317771979	0.270722027952425	0.311738669046771	0.107563436643391	0.110355491326982	0.62742137561963
Gm9920	0.722878649863953	0.270804769831338	0.746351170223148	0.319223212498188	0.023472520359195	0.977348928957444
Acot11	0.706048436044073	0.271074852568307	0.355211531217766	0.662045231656315	-0.350836904826307	0.630164072054762
Pbk	-0.206524963256161	0.271136959665714	-0.431888773860327	0.0395791355800398	-0.225363810604166	0.312600526383208
Ubqln2	-0.338181757556927	0.271231684087434	-0.0416420562694465	0.911278908677079	0.296539701287481	0.420981780029355
Zfp560	0.21334960296655	0.271590296576817	0.359162453085323	0.089565951321056	0.145812850118773	0.531506552431036
Wipi2	0.136955383172583	0.271640318918438	0.30833363104378	0.0290274081353061	0.171378247871196	0.244542052547427
Cnpy3	0.174258783534871	0.271958723985778	0.0408784961804778	0.828117974397622	-0.133380287354393	0.486752582271437
Txn2	0.173356191400396	0.272152272236693	0.410057132322696	0.023734136481863	0.2367009409223	0.205885230168557
Trpm5	-0.431263585449994	0.272152272236693	-2.90791073678845	0.000961663914265332	-2.47664715133846	0.00613432947505442
Tab3	0.329069803614307	0.272152272236693	0.333627990254551	0.285607129927306	0.00455818664024378	0.991536766914915
Ddost	0.188347805749072	0.272483099849683	0.560922896843297	0.00821238463436156	0.372575091094225	0.0792796055070522
Ccdc186	0.364176491262971	0.272542262705341	0.743462612288089	0.0439717935619798	0.379286121025118	0.333821925819604
Ebp	0.162781369051693	0.272598398734622	-0.188280397973097	0.22482379552466	-0.35106176702479	0.0604302607975819
Xkr6	0.342585626293011	0.272598398734622	-0.302077959961841	0.41668451709296	-0.644663586254852	0.0977205160588462
Fbxo11	0.302225993007557	0.272662453113468	0.486594757823176	0.097156955719059	0.184368764815619	0.585580709063796
Kif6	0.900658016703198	0.272757731628428	-0.0824887362241121	0.94941441010317	-0.98314675292731	0.295271063350249
D8Ertd82e	-0.236648130923158	0.272757731628428	-0.143531342937731	0.542296544820901	0.0931167879854265	0.7383194630487
Pip5k1a	0.126699121998053	0.272875634630072	0.0661452676257758	0.598432310126307	-0.0605538543722777	0.677418104014602
2900060B14Rik	-0.978892559554317	0.273238738458305	0.227897686563301	0.823816773810565	1.20679024611762	0.225220582104632
Gjd2	0.533996623892191	0.273408854676636	0.545151845431647	0.315803490730226	0.0111552215394557	0.985930388140685
Map3k8	-0.334748978447665	0.273432181932951	-0.0399690761594993	0.918743316177334	0.294779902288166	0.412983434033813
Fancg	-0.303579206643394	0.273432181932951	-0.430588298801693	0.144711263606529	-0.127009092158299	0.723808452533909
Ccdc141	0.59217173299877	0.273541124675417	-1.13015291799644	0.148291237370324	-1.72232465099521	0.0359414151215595
Gpr19	0.223655031390977	0.273813688766402	0.470797012676464	0.0392610685543268	0.247141981285487	0.305777282037861
Dnase1l1	-0.421510446929626	0.274006293882984	-0.057855309544807	0.904540476455043	0.363655137384819	0.43017623318358
Pcbd2	-0.413775955076204	0.274124291260177	-0.0664722416829124	0.887282858626632	0.347303713393292	0.442964204184969
Usp42	0.210597307583763	0.274216919266645	0.303024480521418	0.136278819443245	0.0924271729376558	0.705869570086781
2700054A10Rik	-0.49728678822206	0.274216919266645	-0.823521321379458	0.127711663222249	-0.326234533157399	0.595199696909631
Ppp1r15b	0.171545218802303	0.274216919266645	0.428921000539638	0.0185682160063742	0.257375781737335	0.169915258597848
Ccdc171	0.288459156472272	0.27421831579301	-1.00900402411989	0.0100459651732558	-1.29746318059217	0.00523210927506018
Mettl7a1	-0.267078203940546	0.274459510771834	-0.0404717409588258	0.892807971070378	0.22660646298172	0.439715707093619
Bmyc	-0.273659151363014	0.274556067858525	-0.137199002163361	0.620016724654231	0.136460149199653	0.664596934589298
Rccd1	0.202004080630061	0.274579142716019	0.159228133733499	0.421176002539524	-0.0427759468965628	0.863817805769167
Pum1	0.142795616539789	0.274609347361814	0.194137452822823	0.155900135172452	0.0513418362830336	0.761199875109832
Mbd1	0.131801441364382	0.274634717961527	0.211023517061256	0.10021244514716	0.0792220756968741	0.593192673289677
Fkbp2	0.229115699267717	0.274645247160757	0.665505964512126	0.00952081779522635	0.436390265244409	0.0892974651181637
Bbs7	0.194914115554756	0.274689418419031	0.142921300077495	0.450577470366965	-0.051992815477261	0.828233229764256
Tnfsf13b	0.950423560852533	0.274787303888044	0.450445098951276	0.689476706981597	-0.499978461901257	0.609380488580742
Trim65	-0.247913469449027	0.274787303888044	0.0306994271907393	0.914307056409028	0.278612896639767	0.298589348382661
Cln6	-0.157891763308803	0.275080829252778	0.0348309214709132	0.839473812907748	0.192722684779716	0.260943891715452
Zfp185	0.769741548832824	0.275177297735227	-0.237182487129717	0.821948873803107	-1.00692403596254	0.22756746426203
Ppp1ca	-0.183839081517484	0.275282103122713	-0.0533991750226235	0.782239252269486	0.130439906494861	0.526386034551218
Zfp101	-0.16663759192002	0.275402442502228	-0.0547954824932695	0.753986141133163	0.111842109426751	0.550306846319564
Mzt1	-0.15024614953955	0.27558943374849	-0.417625912537763	0.0121887949983982	-0.267379762998213	0.112448890826002
Naip5	-0.53815437310009	0.275630211845524	-0.196864691145215	0.73804532060625	0.341289681954875	0.574508095475031
Zcchc9	0.189380998376236	0.27595943738814	0.184539268902401	0.310963871802217	-0.00484172947383507	0.984122623600915
Adarb2	-0.177728737113869	0.276265190376784	-1.34747763351585	6.34063032063572e-05	-1.16974889640198	0.000557060378419051
Tomm40	-0.138898586946551	0.276312845687341	0.0442792980768459	0.759816724179541	0.183177885023397	0.225152282018305
Rdh14	0.214155803575291	0.276585119591547	0.09851223501366	0.65339946396452	-0.115643568561631	0.636811393396327
Gm17762	0.348968848460742	0.276586971506379	-0.589488299871442	0.148701209945908	-0.938457148332184	0.0358522547211888
Pcdh7	-0.344166963337178	0.276828049273667	-0.244761455886826	0.496011309478118	0.0994055074503529	0.817435750721238
Aagab	0.183663869605923	0.276867926393553	-0.11892074721059	0.518011629644916	-0.302584616816513	0.137697632837951
Ccdc84	0.33969206748734	0.276999237643193	-0.0446621074311246	0.910701394097251	-0.384354174918465	0.29678478165644
Ndufb2	-0.480062655547728	0.277021105520242	-0.175449374463164	0.724292912677229	0.304613281084563	0.574396498821083
F2r	-0.495388539527576	0.277184820972509	-0.0310056087326964	0.958201399796844	0.46438293079488	0.381720078967454
Xrn1	-0.320800173990632	0.277184820972509	-0.164422348002831	0.611283285100751	0.156377825987801	0.675259722357718
Tpm3	-0.257829280712562	0.277184820972509	0.0859292590045748	0.748861894311836	0.343758539717137	0.222315797632537
Atp1a1	-0.149111764324509	0.277324184425936	0.126740010285361	0.37526812803136	0.27585177460987	0.0998552687224445
Zc3h10	0.202300145770184	0.277324184425936	0.0135999604428708	0.952912369597032	-0.188700185327313	0.392994255734264
Zfp617	0.228898440532495	0.277526723602221	0.227363719743904	0.302695014828353	-0.00153472078859027	0.995821029412182
Ccdc43	0.183061580177997	0.277675186098201	0.124841273814253	0.488990783561441	-0.0582203063637436	0.793840266267331
Spata2l	-0.431880563270828	0.277705073293558	-0.873774192872281	0.0788809430499304	-0.441893629601453	0.397174053352952
Col16a1	0.578244993185773	0.277705073293558	0.560930743107382	0.363992247904003	-0.0173142500783912	0.979176517486177
Rps19-ps3	-0.392843752694441	0.277875204322648	-0.507192035754205	0.210214946468561	-0.114348283059764	0.819023673819098
Vezf1	0.2815400322931	0.277898816942311	0.332950478714567	0.217354868943864	0.0514104464214672	0.886329179507504
Cdc42ep4	-0.460109251202727	0.277970657594643	-0.561193056743614	0.229137995749332	-0.101083805540887	0.864224370188371
Arid1b	0.171130330876215	0.278240785414282	0.374854088485598	0.0342481612194046	0.203723757609383	0.275683640067645
Ubap2l	-0.366696796109853	0.278240785414282	0.21592648874637	0.551026323040096	0.582623284856223	0.151950526075162
Med17	0.186731958349513	0.278242430270083	0.297721294992771	0.105259910938618	0.110989336643258	0.600704205648309
Apbb1	-0.188292809919817	0.278250793666602	-0.524915058324261	0.0122843682695173	-0.336622248404444	0.112568576425691
Wdr8	-0.279821248385137	0.278268600621525	-0.280038376814705	0.305627209553633	-0.000217128429568249	0.999265628849827
Bmp2k	0.223874903092187	0.278268600621525	0.688011094380701	0.00767220131970734	0.464136191288514	0.0681570126881462
B3gat3	-0.238390467329037	0.278289605805416	-0.0749746541722213	0.766319547541059	0.163415813156815	0.543180284604069
Mief1	-0.151359965588164	0.278289605805416	-0.112924058293921	0.443047515521137	0.0384359072942433	0.837585535823222
Lpcat4	-0.14242414102997	0.278462275467368	-0.0546555216907562	0.71253371544552	0.0877686193392142	0.587500959199922
Gm14403	-0.337637886601186	0.27866437445052	0.0952035352037726	0.79238443760371	0.432841421804959	0.241948431302655
Triqk	0.27868473029558	0.278739082610516	-0.452409868378238	0.116035684609401	-0.731094598673818	0.0346872569631315
Bcas3	-0.169591370758611	0.278923520349303	-0.0029515556559656	0.987937751281176	0.166639815102645	0.370224348410923
Nxn	-0.339897296290433	0.278993270282005	-0.252524802131934	0.461017876418883	0.0873724941584993	0.837015416730583
Disc1	0.373805369402112	0.278993270282005	0.330406384686627	0.386564880286944	-0.0433989847154847	0.926039332403483
Zfp207	-0.216052214513297	0.278993270282005	-0.205179199849526	0.323010669979807	0.010873014663771	0.970460643682597
Wwp1	-0.22368992570886	0.279217783261695	0.0691647504673477	0.770276687486367	0.292854676176207	0.231836118297965
Flywch1	-0.161760070646221	0.279269088725246	0.274839876274283	0.0857103677494523	0.436599946920504	0.0288563247267321
Myl6b	-0.220800393653507	0.279444712502737	-0.306527482083696	0.15870343094376	-0.0857270884301889	0.746013431567098
Fah	-0.230583658351367	0.279484995997188	-0.482172470368185	0.0460027699352642	-0.251588812016818	0.326757795530179
Spen	-0.307947309084452	0.279582668433917	0.0845942107672396	0.797617552586888	0.392541519851692	0.2445930552557
Dnttip1	0.192142630031117	0.279724709416243	0.125969043584532	0.511038974020225	-0.0661735864465851	0.775548161948586
Rgs10	-0.326078301640988	0.279733242424484	-0.118702959172724	0.744372692638982	0.207375342468263	0.576206631912978
Ispd	0.291425178715382	0.279901702956028	0.32228096743982	0.270120800667545	0.0308557887244377	0.933477802613568
Dbn1	-0.356237822811041	0.279920894934315	-1.28350269333319	0.0104966949000691	-0.927264870522146	0.0574036254633839
Itgb3	-0.694122909667148	0.280242979004231	0.219665803998531	0.767648911373843	0.913788713665679	0.20096176725058
Eif5a	-0.25719954134401	0.280282208712828	-0.328516509394925	0.186036447906127	-0.0713169680509152	0.822672933221515
Golga2	0.224529795283923	0.280282208712828	0.106454707924126	0.641002686523477	-0.118075087359798	0.650101225512122
Ergic3	-0.194818576581037	0.280282208712828	-0.0570770353176622	0.783659299954577	0.137741541263375	0.532001631704333
Farp2	0.214681066044151	0.280282208712828	0.181302622368011	0.387850486252711	-0.0333784436761393	0.905216551885176
Mul1	-0.148983634622922	0.280371988492853	-0.076875631450008	0.610453215656494	0.0721080031729139	0.678605915503274
Qdpr	-0.22413956571871	0.280521890519155	-0.195449643968147	0.367934269417837	0.0286899217505632	0.922640742001676
Dusp5	-0.333045131745361	0.28094362375526	-0.227353804277827	0.505294118166811	0.105691327467534	0.797630138048929
4930525G20Rik	0.522408168534244	0.280957234055446	0.36023038908224	0.539816092640598	-0.162177779452004	0.78229147162424
Cyp46a1	-0.397640718143645	0.280957234055446	-0.417114165781681	0.3138160260354	-0.0194734476380365	0.972593626267311
Nde1	-0.133239187187166	0.28101487474719	0.0202164508784647	0.893187792147285	0.153455638065631	0.295271170518653
Clcn3	0.132576277525421	0.28101487474719	0.438565920532013	0.0050994674190775	0.305989643006592	0.0501960678208811
Cdk14	-0.128228470621158	0.281136062269765	-0.235481670313998	0.0675614171224258	-0.10725319969284	0.454210221197926
Fam111a	0.285269205144575	0.281136062269765	0.107816814514309	0.716080447190181	-0.177452390630267	0.585580709063796
Abtb1	-0.28036961267768	0.28175025085028	-0.0471013540101304	0.883361008831552	0.233268258667549	0.456334939349523
Ccdc24	-0.303535769942837	0.281866897349515	-0.37627001950967	0.231490412607038	-0.0727342495668328	0.851508418636633
Slc35e1	0.124600599692283	0.282086091022744	0.182959098778105	0.132343567326393	0.0583584990858225	0.69046346641474
Ktn1	0.364523537418229	0.282086091022744	0.568847983968024	0.112641171219715	0.204324446549796	0.627262055666735
Atp5g1	-0.38796028670224	0.282109050217486	0.151234711024925	0.707099955658869	0.539194997727165	0.208635542214259
Hist2h2bb	-1.66343209346653	0.282246457141626	-0.676726619423103	0.694741936990076	0.986705474043422	0.638185533836956
Kbtbd6	-0.167816572202404	0.282246457141626	-0.661963289265217	0.00271270044273742	-0.494146717062813	0.0234099942622521
Dnaja2	0.180883928518953	0.282351098820617	0.149364751812147	0.395908364368435	-0.0315191767068061	0.893076199600275
Zfp383	0.274650954749788	0.2824219196073	-0.385865488881764	0.164462182147855	-0.660516443631552	0.046607621114925
Atp5c1	-0.179534893842127	0.2824219196073	-0.181072333301241	0.295337667368776	-0.00153743945911422	0.994945138508466
Zbtb22	-0.189255973534413	0.282455927572482	-0.172734336111745	0.34845653921288	0.0165216374226679	0.947504550868624
Cpsf2	0.154118184954622	0.282493841824625	0.28692379696082	0.0652149547108577	0.132805612006198	0.439715707093619
Col6a1	-1.06378542087171	0.282687500004478	-0.228551680255931	0.851392874496681	0.835233740615775	0.490617553149989
