genes	logFC_TgvDMSO_6h_GLUTag	logFC_TgvDMSO_24h_GLUTag	logFC_Tg_24hv6h_GLUTag	FDR_TgvDMSO_6h_GLUTag	FDR_TgvDMSO_24h_GLUTag	FDR_Tg_24hv6h_GLUTag	GLUTag_DMSO_24h_1	GLUTag_DMSO_24h_2	GLUTag_DMSO_24h_3	GLUTag_Tg_6h_1	GLUTag_Tg_6h_2	GLUTag_Tg_6h_3	GLUTag_Tg_24h_1	GLUTag_Tg_24h_2	GLUTag_Tg_24h_3	avg_expression
9130024F11Rik	-0.348546864393007	-0.824485311887739	-0.475938447494732	0.177812194603571	0.016322904557069	0.0945718665700693	15.9612539241907	14.8107399467739	17.5354456561166	14.3467417721079	9.97750363013708	13.2714539868859	7.89461719207013	11.8209438599161	8.81884535000871	12.7152828131341
9530036O11Rik	1.93314670838278	3.50311122410386	1.56996451572109	0.0996291239949907	0.00445875027979547	0.0319606773784582	0	0.0282226438725614	0.117152101547179	0.208896578016608	0.141573306830817	0.25932262376321	0.76589174503411	0.508967458436298	0.500227532651273	0.281139332239117
A2m	-1.22622411883033	4.41544787390119	5.64167199273152	0.548705277567646	0.000484919130203938	0.00036571241472958	0.0383019713579249	0.0131453387126962	0.00682078220017098	0.0121622919452153	0.0041213118608124	0.0100654511693554	0.284063981338613	0.237063177535608	0.737809134256289	0.149283715597409
A430089I19Rik	-0.370338122095368	2.86171890312006	3.23205702521543	0.738605224530893	0.00419977880320787	0.00248557120042218	0.12157556883629	0.0856461746380251	0.157247898622334	0.109718728491392	0.0578344150163618	0.141248587807832	0.62906301466686	0.466105000207656	1.50342494413023	0.363540481379665
AA792892	-0.13418868209739	2.74941479058071	2.8836034726781	0.946212265066233	0.044415307217663	0.0256180182603885	0.187151356600619	0.128461689350969	0.233294271184469	0	0.20137582437142	0.344273138444262	0.58102132381898	0.40096375372833	2.41920384325314	0.499527244528021
Aass	-0.801757961522509	-0.83663124465913	-0.0348732831366213	0.00483111932907349	0.00758352302089196	0.898516720898835	30.3050358823671	25.7596110030427	33.7019398732064	18.1134863841735	12.5758463449349	20.2000041118821	17.3229713942412	16.7381785504945	18.005187808005	21.4135845947053
Acad10	0.217651188272525	0.777996978756837	0.560345790484312	0.497562940273809	0.0371121235829892	0.0760103338229104	0.379629259288762	0.485217090023197	0.447585453089079	0.355403819870875	0.587370439971921	0.567620070103987	0.873774229139253	0.766595760062687	0.701748284318131	0.573882711763099
Acbd7	-1.42192895291912	-1.19972058888952	0.222208364029593	0.00877120286886221	0.032562946921404	0.69212637683787	1.47254749573355	1.88916689798114	2.16027567097173	0.67911629771872	0.897865594193503	0.276409773391019	0.919158051749234	0.450695692175255	1.00417122591333	1.08326741109194
Accs	0.74256114469013	0.80249040395207	0.0599292592619399	0.00642185838463829	0.00815798062282745	0.806931063680068	2.56277565964122	2.37478888996925	2.06890857191924	3.60774034987497	3.82381628313245	4.24290452363889	4.53802244172012	4.65687353709311	3.59423717715592	3.49667415934946
Acox3	0.285653148450359	0.861324077220101	0.575670928769742	0.12059566291131	0.00180617010120572	0.00985045975699258	12.3797823118882	11.0149722575699	11.7405555613027	13.89212459334	13.7574541553744	14.7655974716456	24.482351507928	22.9411811517071	18.9809894300489	15.9950009378672
Acsf3	0.247447529657807	0.594360312150977	0.34691278249317	0.188020826379355	0.0145912709778446	0.0797895259477051	10.1294593699275	10.236235880138	11.0234998777257	10.2152953624855	12.7562768746984	14.1477221754687	15.7237222309998	16.2541220597398	17.0923079885034	13.0642935355208
Adamts16	-1.08321334447557	-0.95267954916295	0.130533795312622	0.000218248363954002	0.000537522342317864	0.448286570160761	7.33116484797022	7.62011384559158	6.97939171009847	3.36993536234339	3.20042487257872	3.70635636793645	4.02213589373259	3.91144077274339	3.82249340988237	4.88482856476413
Adck3	0.386384286535432	0.778888331593777	0.392504045058345	0.135781640033481	0.0170046473452853	0.129628690645599	3.07210717438752	3.98821380925957	3.28246926033135	3.71117023599029	4.68533316720445	5.08965855088992	7.30288355191124	5.69155823244125	5.43366514907193	4.6952287923875
Adgra1	-0.374061852013374	-0.671124911319823	-0.297063059306449	0.156594499507262	0.0398396793261729	0.280026205165648	28.8533314855009	19.9600984730398	25.0570561801193	21.2039762213129	14.1837225112525	20.9952913866346	16.0419136476519	13.8317367686488	18.0104392019741	19.7930628751261
Adh7	1.78136823955384	1.72138171977396	-0.0599865197798787	0.00542497369381359	0.0126179017933099	0.903286988736136	0.0437987034949667	0.0450954955219944	0.105295079837125	0.264246444686779	0.162590325985425	0.253218863284588	0.18507762859152	0.260657898635319	0.222024325184829	0.171333862802505
AF067061	-0.828582979187722	3.12066490986358	3.94924788905131	0.4044627830286	0.00156584491157591	0.000909089547011174	0.156043539016509	0.090373317845291	0.130256716679816	0.0882602118708982	0.0566674826533053	0.0691992985244147	0.923474143608065	0.529334599111854	1.81686415161076	0.428941495657879
Afmid	0.489357672918338	0.947849561516631	0.458491888598292	0.0278863199354456	0.00206437275832191	0.0388492128187989	3.0189995081915	3.10838604659152	2.84979469102377	4.65987457517285	3.9128055410487	3.82964527188581	6.22493917963037	6.25733759826423	5.53184493840045	4.3770697055788
Aldoart1	-1.2998471099118	-2.901028397559	-1.6011812876472	0.0452783317727868	0.0074073552439642	0.107549389267841	0.738788057762735	1.09461130716886	0.539086363693196	0.291810209828977	0.430430795917398	0.113647364995829	0.0932360468722356	0	0.178118867453018	0.386636557076917
Angpt1	-0.812472251374308	-1.02613871174755	-0.213666460373238	0.0482339500896961	0.0361877599744855	0.628305649029156	26.0258276293191	20.5483069946477	42.6936388965144	18.0346008308551	11.6154209752	21.2930418945099	12.6924946932949	18.8000432981703	14.2328518837431	20.6595807884727
Ankrd63	-1.45527738411556	-2.00738744782038	-0.552110063704823	0.0169463706468607	0.0115340307731263	0.472214488250779	0.263587363944905	0.400625781891262	0.536450418740554	0.0836987329819088	0.186379752343761	0.138537294378588	0.142881438712808	0.0896388286935058	0.0763529536424239	0.213128062814413
Aox4	-0.555183165615075	-3.14499086242885	-2.58980769681378	0.51613808680185	0.0378108370087004	0.0657939679824659	0.520324936861603	1.74455900398089	0.413401774264936	0.343154223843654	1.05945068662663	0.126218976167934	0.193292901893236	0.0762238535438975	0.0507236620498157	0.503038891025844
Apol8	1.05367485323189	2.11856105302874	1.06488619979684	0.0904355578577231	0.00515437064489779	0.036624178543508	0.0827345936191761	0.0524210458420934	0.0951998198548258	0.163690359122418	0.147914887882572	0.170590984909898	0.507121879333873	0.309060554390348	0.241960432948699	0.1967438397671
Arhgap6	0.233199114980769	-1.30965042603703	-1.5428495410178	0.262143475610585	0.000526528439164712	0.000315106985190711	23.3523962946905	24.7744271857862	26.9043700084449	32.54925671986	24.710824217241	29.73477042128	9.4350742177472	12.6230506621447	9.53236677959375	21.5129485007542
Arhgef10	0.440294733675999	0.752012469070585	0.311717735394586	0.0793801315006896	0.016322904557069	0.198271186554987	1.05050984816292	1.36147134220098	1.09889559247693	1.77751534610369	1.40385225479502	1.52897854509007	2.06781095573187	2.00409513797258	2.05561828523182	1.59430525641843
Arid3b	-0.241418215903371	-0.824700159572145	-0.583281943668775	0.274392545739249	0.00802518882022332	0.0281633703301266	3.06561472887008	2.70546981491897	2.82431096683842	2.45844783998652	2.13063746857992	2.65114411469737	1.52148331290157	1.49677727856704	1.95640141282236	2.31225410424247
Asic5	-0.939160922010951	-1.41517181462964	-0.476010892618692	0.0904110342164018	0.0484888227645154	0.49673452368835	21.4239052950708	10.2938380019395	23.3995908090287	13.152238497493	8.29880370962222	6.00536602399013	6.40482570408642	10.87995214795	5.43010150575395	11.6987357438816
AU019990	0.762720311911399	4.57038278858314	3.80766247667174	0.744178538333911	0.00285273485299147	0.00306400291624752	0	0.485920303197144	0	0.449581765731396	0.152345188872292	0.37207159061678	2.68617104780079	2.69633596710065	7.35660708344754	1.57767032741851
AU040320	0.371753184919404	0.677734204553261	0.305981019633857	0.027916383511461	0.00317337957608637	0.0688845421406484	43.9160670475846	46.4236359625974	36.9300305293863	56.1965643847224	52.2707000914705	54.2336450191207	69.8022600000909	74.1700441567426	67.4863294339598	55.7143640695195
AW112010	-0.229729503928424	-1.79648730968924	-1.56675780576082	0.712895848740859	0.0498365693026537	0.0612041561651399	0.369403463028447	0.614396613728326	0.39469831071	0.433104947092024	0.366904643357352	0.358435459023494	0.14702982888962	0.284103462502098	0.0432133732395079	0.33458778906343
B020031M17Rik	-0.77326033194965	2.84082753289193	3.61408786484158	0.539378360951249	0.00918065699847236	0.00348985928510627	0.108279665751261	0.0849414172413779	0.176295771281334	0.0491182814545986	0.0665768448425366	0.113820114173098	0.677655815955824	0.279854364816403	1.60746687173944	0.351556571917319
B930025P03Rik	-1.12361816840491	-2.11677929080348	-0.993161122398567	0.025846023833987	0.00525095421083829	0.120184404359	0.684435602019306	0.79993015147996	0.652242528552548	0.27313547969196	0.465758808515494	0.116668665087743	0.153143543655991	0.264211516885289	0.126591323447025	0.392901957703924
BB287469	1.40632086195417	3.24513219214492	1.83881133019074	0.200474825214229	0.00591224578293201	0.0199664633337208	0.0669634712081179	0.068946125684974	0.125210373800425	0.398688333275065	0.140503428355383	0.158377173057112	0.606350651528136	0.502132276414874	1.31112999960031	0.375366870324933
BC029214	0.411084687532211	0.848500851614806	0.437416164082594	0.219677025430563	0.0376802445873965	0.191683874538005	3.01108586749899	3.54677445050518	2.76711659031129	2.40803384110925	5.43190596944881	4.45466534519268	6.06534969469174	4.93789609043518	6.32222503167645	4.3272280978744
BC147527	-0.440982263183974	3.40992732565745	3.85090958884143	0.814328332374255	0.0100598218939841	0.00518497639613174	0.00676563119099721	0.00696594800145494	0.0578312543164835	0.0128900281872626	0.0109197810523021	0.0373370269816141	0.168034090159565	0.106297213861329	0.442422630785438	0.094384844948494
Bcan	-0.0574411289395988	0.746969308628522	0.804410437568121	0.873447280081081	0.0426233908055019	0.0220975365197235	26.7062015212629	18.1834462664645	30.375866329733	20.5166281980597	24.1938668994807	27.8463103136209	45.4672242290091	45.5274188095766	40.6137115795439	31.0478526829724
Brs3	-1.15551205570723	-0.992647407333532	0.162864648373693	0.0106565884585041	0.0364182433487637	0.716181553092068	6.20652850459815	3.78995865718948	7.38534970228282	2.88315058505967	1.65031054260678	3.36953303710411	3.12147539893957	3.35899050159252	2.62789087188786	3.82146531125122
Btbd3	-0.490048079396009	-0.735107472078005	-0.245059392681995	0.00799598183577385	0.00193373081510571	0.134575061040322	1525.80713449506	1743.94772149525	1396.25431027011	975.257921394768	1224.71022787716	1092.11870693421	970.190328769003	1039.59399910111	902.508727882525	1207.82100869102
Btbd8	0.687457607359955	0.680884696395246	-0.00657291096470969	0.012271039068647	0.0248285127420447	0.983295340494139	0.969973033490883	0.952775122024802	0.833878454932162	1.43380380299505	1.51875760393844	1.42393051215913	1.63834963810364	1.57650908922766	1.39879771738198	1.30519721936153
C230014O12Rik	1.40637451746872	1.41540732135025	0.00903280388152846	0.00490032137983265	0.00940723494782515	0.984261261726281	1.11086916344812	0.898668396994718	0.678249008957354	2.45659627108346	2.74065431151104	1.56389740208076	2.4223379265455	2.66332161955026	2.44354567758928	1.88645997530672
C4bp	-0.529762987150254	-2.38603172952573	-1.85626874237548	0.345247942453842	0.014674326608946	0.0393926145691873	0.209698920813479	0.235535658030228	0.152766834209309	0.15436114366085	0.110767313300191	0.165321588384344	0.029591883369776	0.0952998969755895	0.0144955291337303	0.1297598630975
C630043F03Rik	0.0317062855499284	-1.03700661318599	-1.06871289873592	0.917291024773914	0.00878347061322521	0.00572613901224226	1.64837599534138	1.47356603334615	1.91000237793342	1.50660173084213	1.40215097905239	2.29175637027758	0.899015140897827	0.691997777314848	0.914637249317227	1.41534485048033
C7	-0.440591945358261	-1.20873375010135	-0.768141804743085	0.219390126674942	0.0183174534366231	0.0835589110882453	0.91365599466081	0.996869164724793	1.04907057767374	0.87035866958804	0.704309415892003	0.516038990001162	0.522140603398464	0.564841736826676	0.300702103484465	0.715331917361128
C87499	1.12695850225625	4.06697305843002	2.94001455617377	0.555977758490476	0.00640609091663163	0.00922865846046503	0.0271505219680738	0.0279543946311514	0	0.0387958252069364	0.017528460950789	0.107024094349499	0.168580474144576	0.174506486114881	0.598696534201186	0.12891519906301
Calb1	0.0942768265272988	-0.651012507074158	-0.745289333601457	0.693400320944077	0.0264544871346638	0.0101087166555952	3.10839356595424	2.86656940297697	2.71194806146452	3.48833400326713	2.84776281671351	2.78555451236378	2.02491637026598	2.20389636371484	1.56437040495392	2.62241616685277
Calcoco1	-0.0522366575337561	0.585228824328508	0.637465481862264	0.827724782757944	0.0315287219336956	0.0154409783424842	10.7234708761887	14.1354477447524	11.7071795671119	13.4258167621238	11.0958079228652	10.121947572693	18.148065686095	21.2553903858136	17.6501654212297	14.251476882097
Capns2	-1.54062365524247	-1.5615801451106	-0.020956489868123	0.00881778298151091	0.016701430474676	0.98023931143188	0.599410469433709	0.523649054984873	0.621047285310348	0.190334984488024	0.211080683377272	0.171840292855139	0.112781916939427	0.363211253935078	0.179549541087179	0.330322831379005
Carns1	0.204064355701311	0.802780603046206	0.598716247344895	0.533191829888452	0.0350492461758565	0.0655783406797434	0.780227297998247	0.660269809385642	0.993531952171973	0.94688400639962	0.897030552832124	0.926881768669214	1.17241666628564	1.83189426673833	1.44660128337612	1.07285973376188
Ccdc13	0.114275094536335	1.39182978487995	1.27755469034362	0.874242145908563	0.0375502076014082	0.0320495027174461	0.103689206850234	0.15251319559954	0.174097487151854	0.183440158233743	0.0956315323161222	0.23356022336752	0.352566614799181	0.359670907183527	0.43926912835848	0.232715383762245
Ccdc162	0.834341227422488	1.09353624193857	0.259195014516079	0.02904397371966	0.0147785292313863	0.421699407531376	0.21445611379463	0.271760899052506	0.273206534687153	0.510733084930423	0.367434368906273	0.494210593007698	0.588968423992795	0.553711850386742	0.539379079659694	0.42376232760199
Ccdc85a	0.0763391133818446	-1.096430418087	-1.17276953146884	0.822524093328689	0.011456027076525	0.00617556434327179	5.15432331024806	4.71634911729231	6.87976501070043	5.94133211694451	4.13087222461695	7.55386190000336	2.34092147931434	3.40403385248175	2.45106278744393	4.73028019989396
Ccdc87	0.130993882337245	1.32468354173841	1.19368965940116	0.848984552720478	0.0395549343118705	0.0352008068163416	0.0551314944387828	0.0567638277436843	0.0458162564177175	0.0758605801093043	0.0435026329398305	0.0579524599380539	0.164819442497935	0.122491560582169	0.125762621781119	0.0831223196053996
Ccr10	-0.623486874954939	1.18815514152641	1.81164201648135	0.126894332615226	0.00802518882022332	0.00129134359289915	0.376142154458149	0.239408818737504	0.204602838639605	0.182415988615813	0.167779353672358	0.183316522090677	0.672342803730381	0.673999051756038	0.613623365720786	0.36818121082459
Cd24a	-0.890054152364255	-0.588028503934698	0.302025648429558	0.000776677690035835	0.010808038032286	0.101055860097728	184.814182076246	163.096117564018	196.369963957121	102.423675254541	93.6321232303648	93.4851913580502	107.140148535182	142.609230598026	125.925169105158	134.388422408745
Cd36	-0.883828512274329	-1.25947788174441	-0.375649369470086	0.0476901916297946	0.0256948307166108	0.453700141539829	4.36596348755683	4.22605543074395	4.27385087219443	2.2912211374943	2.61613968366918	1.77253758728322	1.9208781402429	3.17397447957718	0.914433278618296	2.83945045526448
Cdh17	-0.851662754065234	-1.56699438472354	-0.71533163065831	0.0061989940585568	0.000547347722255556	0.0232722314093468	5.52572224727924	4.79021759141479	5.67671310877206	2.97796250719052	2.17456484440885	3.748887903294	1.97444599855557	2.00192737687148	1.65164363809412	3.39134280176451
Cdh24	-0.12904550681144	0.627883491529662	0.756928998341102	0.633797355981446	0.0430794736866661	0.0144590722012552	3.21477733515579	2.40865667533067	3.29783491639798	2.03443250357734	2.77216558227431	3.36737205690298	4.14680541596611	5.5186409115297	4.67085372013296	3.49239323525198
Cdx2	-0.902721653648472	-0.672969205466318	0.229752448182155	0.000602662240563646	0.00443814378039746	0.181257514036833	71.2584940326714	68.9046290405718	74.0710153471586	35.8489181221284	40.3803323295802	37.0557345771247	47.0363883793025	38.7598295270719	53.2342114957924	51.8388392057113
Ceacam12	-1.14419267937506	-1.76136634012477	-0.617173660749708	0.0812854017334836	0.043563225179212	0.487537603680893	0.192212758388916	0.0989518969002553	0.149363271772965	0.0582603543808392	0.0507653800653002	0.110207940556162	0.0632900454685839	0.0623950893867866	0.019930185822793	0.0894863247491779
Ceacam14	-2.2398046520164	-2.17965212199328	0.0601525300231252	0.0116773534508166	0.0256603335728274	0.966455316943583	0.044164286695959	0.0826761871100331	0.055768144211873	0.0114740131067711	0.0181443818674649	0	0.0166194391584065	0.0172036526973244	0.00915862659647805	0.0283565257160345
Cfap44	0.0676660655661619	-0.79804907396872	-0.865715139534882	0.828591477233599	0.0364115083733925	0.0174551326811817	5.75020803830526	5.57423445706017	5.20978444148005	6.37464604012576	5.64451195450003	4.93098594999562	2.92310604052671	4.61083473927993	2.65920212524655	4.85305708739112
Chid1	0.258258917627829	0.757063678781789	0.49880476115396	0.237931107427852	0.00970241552612039	0.0387709076755145	8.44105540246237	8.34980341049718	7.75191540828894	7.55924353852675	11.6985635555307	9.78959570684509	14.6549808625636	12.3553184096579	15.8471021450056	10.7163976043753
Chkb	0.1526235831104	1.03682559981408	0.88420201670368	0.74364020652144	0.0318720302182542	0.0357641309326751	0.10468075652837	0.120460161389353	0.144745448814248	0.0938541466922814	0.147090714465986	0.174764736232524	0.248519445291305	0.263851800728876	0.271566682974398	0.174392654790816
Cidea	0.262598907613556	1.37577482610479	1.11317591849124	0.569331055568078	0.00891637200734966	0.0133313423328906	0.164566080697937	0.118606987287356	0.149459510994469	0.16460581628886	0.15936655597617	0.20758390743932	0.434268515225527	0.305565666374733	0.406681343820869	0.234522709345027
Clca3a2	-0.311350804060599	-1.37037287002855	-1.05902206596795	0.459784217733333	0.0275236901517082	0.057237935586423	0.121456922602064	0.0982559436611874	0.0880607029292859	0.0909080776295103	0.0784129648607384	0.0752350642791282	0.0359113776443956	0.0557606243196369	0.0362816884495709	0.0755870407083908
Cntnap5a	-0.540851277296277	-1.19993506318044	-0.659083785884165	0.17990057495808	0.0271556309698362	0.156484299660686	0.900298768620313	1.09507897244339	0.631866880437828	0.689470816530666	0.686655864302418	0.334011250643133	0.351661683766407	0.554702390369545	0.322150110473092	0.618432970842977
Cox7b	-1.78382687967943	-0.793728643118979	0.990098236560447	0.000471947368986135	0.0316818558598222	0.00922865846046503	31.3071614276276	26.2182245213646	29.8112201437045	7.43587741717013	10.5275971004417	7.00893654938955	20.7478413902429	11.2581323028253	20.0071654409865	18.2580173659725
Creb3l2	1.47869751657319	1.32028506816818	-0.158412448405014	0.000509523594367985	0.00116207748097886	0.551319173757644	7.34319640296854	6.99638885661476	6.37050038461722	23.5540172256367	14.9511789862773	18.2662205966974	15.708617037688	17.3918298079874	20.4593767961142	14.5601473438446
Creb3l3	0.392033025521077	1.34348198342387	0.95144895790279	0.291422407672258	0.00523196882785135	0.0144900635686062	0.331504357526139	0.279882021692467	0.177102034772336	0.290531094639516	0.38951683399671	0.334528085382299	0.69983755837468	0.804931715074789	0.615048878101035	0.43587584217333
Cubn	-0.996946425570907	-1.22786505784253	-0.23091863227162	0.0382580594565562	0.0345170679534118	0.691437488587067	2.01693522822964	1.47882840021428	2.15504457069051	1.31001443561935	0.552422869559436	1.10825378060966	0.980364433395764	0.698375306794088	0.790055309170508	1.23225492603147
Cxx1c	-1.18405012315907	0.652934651563076	1.83698477472215	0.00133896718043028	0.0271722098191029	0.000262653182053796	2.26503213996976	1.67399711128858	2.04882228357522	0.756670888585199	0.977545392123601	0.851263723787076	3.57054189544067	2.61471523221729	3.51534812778172	2.03043742164101
Cyp4a12b	1.93290372054871	2.93077765271038	0.997873932161675	0.0916161529750418	0.0170079210452333	0.170466088907527	0.0469497347873525	0.0322265483665925	0.0334430739710807	0.238532424724847	0.0505181566329688	0.22208425391486	0.485859815188882	0.223528428645167	0.226097652085026	0.173248898701864
Cyp4f13	0.0424039762387191	0.763012269381912	0.720608293143193	0.869366734332958	0.0113671546788643	0.0104291531828082	2.97046355420834	3.95261007296842	3.26800568984288	2.90163741658273	4.03863138682553	3.39368637730936	6.25217751048253	6.48993435031214	5.28301526830681	4.28335129187097
Cyp4v3	0.363613403171971	1.16670832284364	0.803094919671666	0.36712785261813	0.0176207591687585	0.0468360847736251	3.70049273278497	4.67366982529616	2.95223295898893	5.92221798677084	4.71439111746619	3.42305863367437	9.80341433643662	10.7822798502582	6.41541810625258	5.82079728310321
Decr1	0.158709441204882	0.687808557416443	0.529099116211561	0.448904445211759	0.0112600567420843	0.0242218803937874	2.50567626389505	2.0054794395018	2.34385842189514	2.45899295037233	2.42956072985533	2.7134001364492	4.28579143736858	3.70041578063335	3.47980581511592	2.88033121945408
Degs2	-0.501742971373493	1.09886491612865	1.60060788750215	0.383900819828869	0.0498365693026537	0.00928098158985686	0.453616611622936	0.329680441697177	0.513188409432335	0.330444808145741	0.20672208519544	0.462802912615758	0.80078487927198	0.914686242526771	1.11592056509595	0.569760772844899
Dennd3	0.246247065982239	0.683448724411336	0.437201658429097	0.177812194603571	0.00640609091663163	0.0318242827325853	2.60657514423362	2.52934305190513	2.32724191198492	2.53747497908529	3.26419612578473	2.95013605928515	4.47845120385734	4.01878232464903	3.94225369317737	3.18382827710695
Dhdh	0.814768204961195	1.23013246147745	0.415364256516256	0.0629505656053893	0.0217922453703343	0.318817638140405	4.17708592059208	2.97856764115254	4.02584698413493	9.54455308683526	4.22732151753796	5.49594047398317	9.33169193247488	11.226846098065	6.88885888374277	6.4329680598354
Dlec1	0.842543614239586	1.46133301583364	0.618789401594057	0.107600754089823	0.0177334977286025	0.151258097959913	0.18805922873936	0.193627286443768	0.180842901036966	0.232891455221218	0.412799506923535	0.326175025731273	0.564378532376718	0.61779354062554	0.47188823896157	0.354272857339994
Dnah10	0.613125589437559	1.86517342297793	1.25204783354037	0.469024253035486	0.0370243833503921	0.0802220048963039	1.30885595050272	0.763644849477826	1.39847966879069	1.66244061283313	1.1548353143615	3.02682033524261	2.48319670817597	2.36796386178253	7.39785854658505	2.39601064975023
Dnajc28	0.544067326657506	0.640877362108078	0.096810035450572	0.0252568351471137	0.0232330499590231	0.685033210213907	2.98313953163043	2.92992219290982	3.48118003875566	4.87160788702865	4.06485364635442	4.6169673820456	4.83693874776692	5.87091642785943	4.57845032734392	4.24821957574387
Draxin	-1.04641176146118	-0.655454485978598	0.390957275482579	0.000298834155452736	0.00440041650270073	0.0344057563270542	42.0708010270291	38.3082452866427	43.2799650621466	18.4804496259504	21.9638965172904	18.5684784373846	25.1684551434165	30.3903065893604	26.0200901712826	29.3611875400559
Dse	0.560918485145323	0.942197451164398	0.381278966019075	0.0388556507911623	0.0068295088495611	0.136174406310862	5.14862406077908	6.00396810685149	4.22465951098201	6.47628659912338	8.0619988052596	7.98354870013154	8.44835862708835	10.6853618088259	11.4851769583966	7.61310924193755
Dtx2	0.429397035040645	0.604436310674338	0.175039275633693	0.029099714691194	0.0118689452509728	0.339131387640667	2.26272167100227	2.3135377492985	2.36729326215559	3.13594345422224	2.98758001397357	3.12178190390107	3.50423930052762	3.45629053107648	3.94885030751384	3.01091535485235
Dus2	0.631945949165317	0.944108755408358	0.312162806243041	0.0148962846463876	0.00381944335769881	0.162461831735493	0.686080819682631	0.700087208838774	0.674153487289272	0.951174965985894	1.19829979825169	0.975533075623907	1.50873181978879	1.33865776921941	1.27159984245353	1.03381319857043
Dux	0.31894850197348	2.85632818587674	2.53737968390326	0.787175357303697	0.00652922244244943	0.00625986680422508	0.125686911064416	0.0235287725758617	0.109876339451091	0.11973072287373	0.0737671440855306	0.162144882647733	0.62668756119984	0.277438779772725	0.929633377785077	0.272054943495112
Dxo	0.456835198773365	0.594826222686941	0.137991023913576	0.018311709730183	0.0104715309481288	0.443022412939227	14.8796504745715	14.7438033364215	15.237405259866	17.1216942812472	20.9817866259564	23.1363083546395	24.3017478418894	21.3789287728041	24.4207170866807	19.5780046704529
E130311K13Rik	0.712354075456362	1.0770216803701	0.364667604913739	0.0406356926501195	0.0113728128842799	0.233091011693885	16.799062247246	28.3839161232617	33.137308723345	39.8022587042359	41.9916540439262	45.5049461222586	57.9484230369723	62.1387743211788	52.0772592028023	41.9759558361363
