genes	logFC_TgvDMSO_6h_PCCL3	logCPM_TgvDMSO_6h_PCCL3	F_TgvDMSO_6h_PCCL3	PValue_TgvDMSO_6h_PCCL3	FDR_TgvDMSO_6h_PCCL3	logFC_TgvDMSO_24h_PCCL3	logCPM_TgvDMSO_24h_PCCL3	F_TgvDMSO_24h_PCCL3	PValue_TgvDMSO_24h_PCCL3	FDR_TgvDMSO_24h_PCCL3	logFC_Tg_24hv6h_PCCL3	logCPM_Tg_24hv6h_PCCL3	F_Tg_24hv6h_PCCL3	PValue_Tg_24hv6h_PCCL3	FDR_Tg_24hv6h_PCCL3
Rap1gap	-2.51209321680455	7.37870103926789	108.947267840442	7.35874222633059e-07	0.000209850303317159	-2.68463441150116	7.37870103926789	122.835604324717	4.12132239937989e-07	0.000166077247593367	-0.172541194696605	7.37870103926789	0.563961589477982	0.469222490528735	0.646509109246147
Hivep2	2.04009912048986	7.88060616601985	107.883350269663	7.71419370340549e-07	0.00021172360965111	0.418488340532448	7.88060616601985	4.8546961348822	0.0510003095701734	0.175771439854938	-1.62161077995741	7.88060616601985	70.0670078235797	5.89277902497417e-06	0.000904858883819495
Bcam	-2.38893650424629	8.99416682169876	107.167073324642	7.96506010252577e-07	0.00021172360965111	-2.68848618500715	8.99416682169876	132.575787103873	2.84292472230555e-07	0.000166077247593367	-0.299549680760861	8.99416682169876	1.85188608861306	0.202155691604927	0.384373976785255
Pdlim5	1.87482736473625	7.05536598589562	106.643131765537	8.15475767232898e-07	0.00021172360965111	-0.0579782325092543	7.05536598589562	0.107552901211472	0.749416332880392	0.878647294547068	-1.9328055972455	7.05536598589562	112.838035712598	6.21457581922327e-07	0.000286596746778235
Msmo1	1.85468835284058	9.17741048550739	106.323895883534	8.27293936117953e-07	0.00021172360965111	1.68514383464677	9.17741048550739	88.6985754026663	1.96120084108643e-06	0.000362495288794142	-0.169544518193815	9.17741048550739	0.948582247391903	0.352060326695258	0.542521865176065
Nr4a1	3.0671724702258	7.11471383038321	103.671935666625	9.33813650432216e-07	0.000233009851124099	0.480212405882359	7.11471383038321	2.89783167070395	0.118179315291854	0.300292196010183	-2.58696006434345	7.11471383038321	77.0078299128425	3.80521792885107e-06	0.000678212145497545
Hyou1	3.10757960877297	10.6929419515562	102.079414550297	1.00562861650513e-06	0.000241135316450792	2.27147459955901	10.6929419515562	58.3508719256779	1.35557801069184e-05	0.00100974144190195	-0.836105009213963	10.6929419515562	8.57200229375067	0.0144332599199911	0.0767901744463918
Dusp8	2.36524631951178	5.28837582703446	101.406600131181	1.03814954527047e-06	0.000241135316450792	0.734014609976865	5.28837582703446	10.2973543054488	0.00884240999967944	0.0543783698131858	-1.63123170953492	5.28837582703446	51.2618459850893	2.4148516265033e-05	0.0020778132831146
Birc3	2.3666769561818	4.24786044444618	101.405304886803	1.03885568654284e-06	0.000241135316450792	-0.0311645052010228	4.24786044444618	0.0174509150268122	0.897410008501629	0.952168522893033	-2.39784146138282	4.24786044444618	103.698741199309	9.33427303249643e-07	0.00033622878361064
Gjb1	-4.1140197390819	2.1854866634868	96.0477440135695	1.1567651435879e-06	0.000262401656776155	-5.5638173377799	2.1854866634868	134.0674287584	2.25076806765925e-07	0.000166077247593367	-1.449797598698	2.1854866634868	4.65558471623864	0.054677809838562	0.172211808140955
Abhd5	1.87367343404866	6.8513126141658	95.7123139167901	1.3672951365732e-06	0.000303266061291935	1.09648349380016	6.8513126141658	34.014111047345	0.000138660003283462	0.00356692137312431	-0.777189940248504	6.8513126141658	17.4682541881004	0.00171292987944362	0.0229278070919705
Xbp1	1.75069383445664	7.53755967290437	94.3546174933196	1.46337392032439e-06	0.000317520328233864	1.20308087112204	7.53755967290437	45.7993614974778	3.95281199491748e-05	0.00171123353556744	-0.547612963334607	7.53755967290437	9.75844602478985	0.0102517104232455	0.0633967296991406
Polm	-2.96828156149555	2.51549256785136	93.7453715567469	1.53951266065319e-06	0.000326933529063394	-0.839016930608664	2.51549256785136	10.7804729685336	0.0077980767071374	0.0501498734625892	2.12926463088688	2.51549256785136	46.0043050361641	3.92673127518662e-05	0.00286826881589628
Foxe1	-2.59090359649616	7.58055137897788	92.5928664452213	1.60032604238683e-06	0.000332767796438812	-3.08449023307685	7.58055137897788	125.849214690119	3.66357883741036e-07	0.000166077247593367	-0.493586636580694	7.58055137897788	3.69066197516163	0.082363849599374	0.222002047758939
Celsr2	-2.44354269427001	6.79188107227206	91.1608727800705	1.72305796327847e-06	0.000345898238270982	-1.83354371500146	6.79188107227206	53.9426254764123	1.92641019535698e-05	0.00118688272591716	0.609998979268545	6.79188107227206	6.1665251039941	0.031402921868347	0.122612633168851
Uap1	1.59900891682205	6.29959530246213	91.051975067837	1.73278347996685e-06	0.000345898238270982	1.15770863206529	6.29959530246213	48.6556022197116	3.0370627754152e-05	0.00150505130737154	-0.441300284756755	6.29959530246213	7.31527773233771	0.0213271227615326	0.0972580941059251
Fam117a	1.80463535394258	7.01274695679299	90.5787383484963	1.77605075195773e-06	0.000347012546186264	1.2901376126513	7.01274695679299	47.523488951195	3.36611464655315e-05	0.00158644819394189	-0.51449774129128	7.01274695679299	7.83167750837493	0.0180966990350556	0.0884540416595934
Ascc3	1.82469866536174	8.09733009011521	90.2169967884685	1.80999511434637e-06	0.000347012546186264	1.08168007272322	8.09733009011521	32.9101794623882	0.000158647292506303	0.0039097743864331	-0.743018592638517	8.09733009011521	15.7820683000503	0.00240920180757815	0.0275128641206379
Depdc7	2.82052914035599	4.6626728823519	89.8593119808276	1.84536276954872e-06	0.000347012546186264	0.885803695586914	4.6626728823519	9.29766840529769	0.0116765751106057	0.065175543497209	-1.93472544476907	4.6626728823519	46.2030551582725	3.80657370476083e-05	0.00283532926471775
Gmppb	2.58866918698695	5.68926755923826	89.5240546052231	1.8774348756696e-06	0.000347012546186264	1.61396777744438	5.68926755923826	36.6314151523872	0.000102114631999972	0.00294568249130555	-0.974701409542565	5.68926755923826	14.2962845459803	0.00331999522457778	0.0329392369150207
Arfgap3	1.87803929486651	6.98632572619487	88.8583394137755	1.94460675000035e-06	0.000348559489983361	1.4348172037024	6.98632572619487	53.1204538548006	2.06240548057844e-05	0.00125517494522277	-0.443222091164107	6.98632572619487	5.30055541154738	0.0429998016353956	0.148095590104515
Ufl1	1.62781192440279	7.25206330639584	88.7518595508344	1.95564887677269e-06	0.000348559489983361	1.17848631468125	7.25206330639584	47.5246603407116	3.36575054403832e-05	0.00158644819394189	-0.449325609721545	7.25206330639584	7.11309634130147	0.0227790539638892	0.100835389205012
Hspa13	1.4152907091655	6.98207533611169	88.2328687459463	2.01056507850356e-06	0.000349210147589857	1.1914225929956	6.98207533611169	63.1746605303859	9.46487054178369e-06	0.000851070926824712	-0.223868116169898	6.98207533611169	2.30481903088548	0.158594650536314	0.333319268688766
Npas2	2.19694948058436	6.28685684432476	87.7894393098795	2.05895939334375e-06	0.000349210147589857	0.767871353144129	6.28685684432476	11.3969519776806	0.00662372296540764	0.0446821957067705	-1.42907812744023	6.28685684432476	39.2197465031337	7.67185272976062e-05	0.0043127371798566
Vcl	1.66453332368547	9.62947205361402	87.7414276865075	2.06426196852034e-06	0.000349210147589857	-0.6658522788133	9.62947205361402	14.6288971142278	0.0030844869846117	0.0273899151186916	-2.33038560249877	9.62947205361402	164.288795281685	9.91380896423306e-08	0.000141356753245729
Grin2a	-3.95777672709315	1.12598533040377	73.956404152583	2.11823952402477e-06	0.000349433537161955	-5.19626912923466	1.12598533040377	99.9265681092228	4.42812375514703e-07	0.000166077247593367	-1.23849240214151	1.12598533040377	2.32854949705089	0.153572460014794	0.327312988128905
Nfkb2	2.382921189648	8.09214973075723	87.1116380758598	2.13560222090765e-06	0.000349433537161955	0.608777423157991	8.09214973075723	6.20977052938249	0.0309305711217265	0.126627576031974	-1.77414376649001	8.09214973075723	50.4580759610827	2.58875508621603e-05	0.0021896919080951
Large1	-1.6501395764547	8.29787607389516	86.4291209267987	2.21625660505606e-06	0.000356781567339751	-2.7990086655971	8.29787607389516	228.343288186743	1.92169186370036e-08	6.67110110232897e-05	-1.1488690891424	8.29787607389516	42.6324996302385	5.38217740793557e-05	0.0036053364233963
Atp2a2	1.65144588559761	10.3423018561133	85.9376190715727	2.27658859083467e-06	0.000357186495366583	0.554120443279452	10.3423018561133	10.1189235142808	0.00928145506083963	0.0562466320353615	-1.09732544231816	10.3423018561133	39.0319150834795	7.82856857175598e-05	0.00431695817208268
Il6	3.8140233136318	1.30740813665168	85.8712573409731	2.31757910289093e-06	0.000357186495366583	2.2204717330563	1.30740813665168	23.4031881264688	0.000604298914627277	0.00969695734227469	-1.5935515805755	1.30740813665168	23.9843691185503	0.000551246695873855	0.0129458665212163
Carnmt1	2.60506220352066	7.39839199331556	85.3720446441439	2.3484610835594e-06	0.000357186495366583	0.387441287951405	7.39839199331556	2.09189474106772	0.177366739045662	0.387754725198403	-2.21762091556925	7.39839199331556	63.8203144221924	9.03700455480549e-06	0.00120264456615351
Hsp90b1	2.75819765736041	12.9920531389109	85.2112629797609	2.36937541475749e-06	0.000357186495366583	1.93729887570101	12.9920531389109	44.7163111633599	4.38393046991534e-05	0.00179372352715708	-0.820898781659397	12.9920531389109	8.49559702403239	0.0147670923441174	0.0777785481195966
Srf	1.7646486147661	7.17416668611771	84.980535666899	2.39979632781999e-06	0.000357186495366583	-0.808631319342051	7.17416668611771	18.3837936115415	0.00143631779775899	0.016669637138875	-2.57327993410815	7.17416668611771	169.85557576782	8.40704381603922e-08	0.000139851173879812
Fermt2	2.0495338501966	9.84009605003769	84.7288658942032	2.43349180291831e-06	0.000357186495366583	0.0564952612875036	9.84009605003769	0.0694033453328137	0.797323480814555	0.904050441815162	-1.99303858890909	9.84009605003769	80.4307504993806	3.10635792559721e-06	0.000620091169107716
Ssr3	1.39298299619391	9.11492811271625	83.2301848882957	2.6462946611978e-06	0.000382792275556742	1.07736276007815	9.11492811271625	50.506962469954	2.57773803055872e-05	0.00139188214264048	-0.315620236115765	9.11492811271625	4.43138570437574	0.0603455957373317	0.182961540417469
Oma1	-2.95691518456912	2.70103364299412	82.8783492259856	2.75686489625732e-06	0.000393089550422062	-0.0771512550775064	2.70103364299412	0.086792363021293	0.774074710717832	0.892874111599987	2.87976392949162	2.70103364299412	78.3720641572593	3.57844101307549e-06	0.00066739406829072
Armcx3	1.62007801236228	6.96670577110397	81.7910384264575	2.87183626259498e-06	0.000403715461083951	1.36564925992771	6.96670577110397	58.8745981637452	1.30214192332781e-05	0.000995775987082395	-0.254428752434565	6.96670577110397	2.13103149549542	0.173708308460934	0.351822773285021
Ddx50	1.53081826866158	7.50023748933664	81.4851949773194	2.92267044430079e-06	0.000405155190341197	0.483090698260063	7.50023748933664	8.41271469091805	0.0151397983813005	0.0776926015952933	-1.04772757040151	7.50023748933664	39.1248061616332	7.75057769070924e-05	0.0043127371798566
Cln6	-2.18788410391711	3.7370670271487	80.5904159855755	3.08226434206235e-06	0.000421425758878415	-0.316999052934357	3.7370670271487	2.04998827262864	0.181402055017983	0.39343196678281	1.87088505098275	3.7370670271487	58.9997567787636	1.29132739471935e-05	0.00146462940076067
Mertk	-1.99986695076654	5.9355318000296	80.2452481354613	3.14030963826607e-06	0.00042355987161532	-1.97173506325328	5.9355318000296	78.4875752256488	3.4824955134046e-06	0.000463450502923884	0.0281318875132602	5.9355318000296	0.0165866753653514	0.899966649041612	0.950335074490513
Tmem263	1.75647189485477	5.75814860942008	79.8420844374644	3.21510596030015e-06	0.000427866301196744	1.03292573358674	5.75814860942008	28.3869446939587	0.000286594765135981	0.00584969805894116	-0.723546161268033	5.75814860942008	14.3651614827206	0.00326949131793647	0.0326654583026265
Nedd9	1.90667604586333	7.88856901729041	79.5769443773026	3.26524175926558e-06	0.000428462550727103	0.871363545421843	7.88856901729041	17.4582328823323	0.00171629198020058	0.0187832349280504	-1.03531250044148	7.88856901729041	24.6297095120353	0.000495846368332179	0.0120708356154231
Slc29a3	-2.73334074641072	4.73496530591453	79.2010655391125	3.34020258970233e-06	0.000428462550727103	-1.23572503684472	4.73496530591453	18.7260371306988	0.00134710217921293	0.0160446621130361	1.497615709566	4.73496530591453	24.7494065378975	0.000486933012278607	0.0119886918325997
Atp2b4	2.56114717444843	7.21728472870413	78.9447468596732	3.3891573544097e-06	0.000428462550727103	0.047764824898371	7.21728472870413	0.0302759504153908	0.865186393274103	0.9376140489977	-2.51338234955006	7.21728472870413	76.3071266232999	3.97052839791606e-06	0.000695260419992986
Stx5	1.68189407571127	6.77614535533983	78.9023474330955	3.39766308202925e-06	0.000428462550727103	1.07074343723515	6.77614535533983	32.8613067804842	0.000159609115445757	0.00392378960902487	-0.611150638476117	6.77614535533983	10.9707106537673	0.00739397806079071	0.0517889789647383
Srgap2	1.53344876617515	7.40968584121455	78.6992243911295	3.43877313898651e-06	0.000428462550727103	1.08700089974509	7.40968584121455	40.3592337274239	6.79713710770793e-05	0.00236384060878163	-0.446447866430059	7.40968584121455	6.9757361881882	0.0238339005933551	0.103736422071665
Agfg2	-2.11381138989494	6.99199291874834	78.3715414618742	3.50636997445226e-06	0.000428462550727103	-1.33107268733547	6.99199291874834	32.7708132361454	0.000161408121544387	0.00393891066292061	0.782738702559475	6.99199291874834	11.4074135351025	0.00660605550416009	0.0487685207004599
Dyrk3	1.8061191918044	4.16894333541936	78.3157516070336	3.52008106999523e-06	0.000428462550727103	1.62360106471593	4.16894333541936	63.7985126146269	9.05572619861442e-06	0.000839712466212626	-0.182518127088468	4.16894333541936	0.893276494278711	0.365907988160519	0.556218036830665
Prkaa2	1.39386555584029	6.01294792038125	77.273758103136	3.74463465372811e-06	0.000442771781202456	0.494080283412227	6.01294792038125	9.93796062761654	0.00975406343129468	0.0582268583180336	-0.899785272428067	6.01294792038125	33.0238925993022	0.000156437099903903	0.0064788327557712
Col17a1	-2.34284220856301	4.70815418123171	77.2003020519169	3.76268824772664e-06	0.000442771781202456	-1.58187303585883	4.70815418123171	38.0444006310484	8.72047224072744e-05	0.00268080910689967	0.760969172704176	4.70815418123171	8.41571249322762	0.0151269373337032	0.0788594861802347
Atxn1	1.78921863832685	5.31485606941552	77.1616988663797	3.7707245168028e-06	0.000442771781202456	-0.205590093827996	5.31485606941552	1.03768851531411	0.331337666000126	0.563492754907543	-1.99480873215484	5.31485606941552	94.1703927971359	1.47733976338485e-06	0.000426568464715782
Pld1	-1.53746206412854	5.23102901498878	76.5108204745598	3.92212583875654e-06	0.000452008392274065	-0.646342204043474	5.23102901498878	14.3372580022185	0.00328988444300463	0.0283560765333585	0.891119860085061	5.23102901498878	26.0997548123413	0.000397373860340546	0.0106617970431693
Ppp1r1b	-2.25363749743196	7.42842880660045	76.4340261043289	3.93995893476041e-06	0.000452008392274065	-2.26918099729425	7.42842880660045	77.5215620601327	3.68919288080757e-06	0.000464933654877453	-0.0155434998622882	7.42842880660045	0.00393355293779786	0.951173110551727	0.975409310224677
Clec2d	1.96405580115881	3.91270817264019	75.9520029717757	4.06039646506837e-06	0.000457998898661725	1.5980144013682	3.91270817264019	50.819887585137	2.50988822365262e-05	0.00139076137886181	-0.366041399790603	3.91270817264019	2.99397713492678	0.112916643867672	0.270074532097587
Pdk2	-1.96606491855688	6.26377823138545	75.8467528943057	4.08394970252415e-06	0.000457998898661725	-0.669420978478475	6.26377823138545	9.5040009634406	0.0110104866931634	0.0629774599910967	1.29664394007841	6.26377823138545	34.020007727562	0.000138564345008262	0.00614434910492773
Nptx1	-2.47321724250566	4.08799558785265	75.1876249786275	4.25905955008117e-06	0.000472329704104002	-3.26916553341246	4.08799558785265	121.18619533317	4.40909962674867e-07	0.000166077247593367	-0.7959482909068	4.08799558785265	7.11056329306084	0.022801870898278	0.100835389205012
Myo1d	1.60236786703584	8.10399513383149	74.5415672859508	4.42652520985732e-06	0.000480826387773784	0.248380090237649	8.10399513383149	1.87120225170088	0.199998227071773	0.418750221188036	-1.35398777679819	8.10399513383149	53.9643277906513	1.92291469858074e-05	0.00186336035014897
Rimbp2	-1.76961243753468	5.91310822819606	74.2867821269646	4.49754579413318e-06	0.000480826387773784	-1.27515328609683	5.91310822819606	40.0355082248283	7.03313507012953e-05	0.00238767758962459	0.494459151437856	5.91310822819606	6.01012709581429	0.0331855347730901	0.125988901700347
Cdr2	2.07703156081939	5.83244417464281	74.2260739302232	4.51474771318584e-06	0.000480826387773784	0.839393458836934	5.83244417464281	12.7166495937843	0.00478053284951341	0.0363400596884945	-1.23763810198245	5.83244417464281	27.931439398931	0.00030537137211035	0.00949505191599192
Cyr61	2.02915989339529	6.29827277145188	74.1778741868736	4.52837195178196e-06	0.000480826387773784	-0.88126965869168	6.29827277145188	14.3676762816034	0.00326766881152706	0.0281889389869072	-2.91042955208697	6.29827277145188	141.452539777624	2.07103028775201e-07	0.000199951086714686
Areg	4.013052827764	0.444165321434387	69.0779273245688	4.66398341349218e-06	0.000490012825790163	1.22918736578392	0.444165321434387	3.58878051943888	0.0848623476367422	0.242379500840738	-2.78386546198008	0.444165321434387	45.2638782110468	3.32122069061703e-05	0.00256969796225182
Ankrd6	-1.36764199307679	5.29791956806431	73.3050644050533	4.78376636886622e-06	0.000497362209663059	-0.556320117186417	5.29791956806431	12.7378738590685	0.00475636558674126	0.0362668334005077	0.81132187589037	5.29791956806431	26.1051889934303	0.000397049843396711	0.0106617970431693
