genes	logFC_TgvDMSO_6h_PCCL3	FDR_TgvDMSO_6h_PCCL3	logFC_TgvDMSO_24h_PCCL3	FDR_TgvDMSO_24h_PCCL3	logFC_Tg_24hv6h_PCCL3	FDR_Tg_24hv6h_PCCL3
Esd	-1.02818996334716	0.0135397971453897	-0.162429198063833	0.7290546337991	0.865760765283329	0.0456055056756033
Ddhd1	0.682325212055257	0.0135397971453897	0.394788674470169	0.14480471259227	-0.287536537585088	0.269074660813804
Zbtb38	1.29017568939455	0.0135819582302878	0.391943395565269	0.462632157426689	-0.89823229382928	0.0814385224781106
Sh3rf1	1.03442373410339	0.0136627861031809	0.256788099685989	0.5626580860741	-0.777635634417405	0.0658634350126085
Nfkbib	1.1045616195968	0.0137058147296941	0.683129248609917	0.120686896622191	-0.421432370986887	0.312380308411682
Cdkn1a	0.724882070712732	0.0137058147296941	0.641887812608186	0.0341668191745113	-0.0829942581045461	0.78305366182669
Apc2	-2.5773150040351	0.013735737282484	-1.92493435343574	0.0447291233232556	0.652380650599362	0.584061466621182
Pon2	-1.00051274587656	0.0137392729524945	-0.197723975516436	0.656132188226236	0.802788770360124	0.0535170193401822
Tmem98	-1.09011097838229	0.013788549023832	-0.886558320038846	0.0468127257248978	0.203552658343447	0.637637100309028
Nop58	0.827451522844642	0.013815206029066	0.163547752947783	0.659250866530096	-0.66390376989686	0.0536191094300492
Btg1	0.799797035114167	0.0138225285994006	0.56792646368701	0.0775728107023425	-0.231870571427156	0.450413185658819
Myof	0.742452618955623	0.0138225285994006	0.137151295753334	0.683496239954149	-0.605301323202288	0.050978462808778
Pars2	-1.14295236307199	0.0138412467110572	-0.44568778454619	0.319611410092719	0.6972645785258	0.122853340575487
Slc39a7	1.06040276005001	0.0138437465646978	1.01460324183389	0.0250638095885682	-0.0457995182161187	0.924123613385399
Stk17b	1.3096700788902	0.0138546314946696	-0.0117139590143873	0.987300479463261	-1.32138403790459	0.0242247036473567
LOC500475	-2.12142774249648	0.0140004240192329	-2.08122341933937	0.0200794518618523	0.0402043231571104	0.973716689454932
Nab1	0.824962816422706	0.0140103105209001	0.366626115795413	0.26645597008047	-0.458336700627292	0.153229613256448
Ptcd1	-0.924065037176169	0.0140103105209001	-0.283991846598671	0.455769478326681	0.640073190577498	0.0870260258669733
Nrip1	0.954086510388374	0.0140103105209001	0.839366580395982	0.0356825346182311	-0.114719929992392	0.771140951394374
Nup98	0.697866807038107	0.0140124625378886	0.176570467296056	0.556723158577062	-0.52129633974205	0.0689409103211183
Patl1	1.04595205830475	0.0140124625378886	0.369247873055683	0.387836223543979	-0.676704185249069	0.102901829013285
Phf10	1.21618531799926	0.0140158985618755	0.490365492252307	0.314020021011128	-0.725819825746954	0.126365094141653
Papss1	0.669041870602177	0.0140158985618755	0.488244315267644	0.0711768039088204	-0.180797555334534	0.485705941124107
Sp7	1.55032097764249	0.0140158985618755	-0.579060212513586	0.44451245585082	-2.12938119015608	0.00953338239630561
Chic2	0.804350462809201	0.0140158985618755	0.184171538612304	0.602289681954177	-0.620178924196897	0.0619208917173241
Nfia	-0.983414423248043	0.0140506201828426	-0.724339741974992	0.0678312683899555	0.259074681273052	0.498340099541807
Fzd3	-1.05775473150547	0.014056033185565	-0.562048919262464	0.177445389441298	0.495705812243005	0.226102019991708
Zfp951	-2.37137556335741	0.0141135934511955	-0.549985002301629	0.473541337299611	1.82139056105579	0.0772649066914453
Sema6b	-1.02421948562647	0.0141257154797222	-1.2346805205998	0.00924641638938402	-0.210461034973334	0.611422576767834
Neurod4	1.65403986520197	0.0141257154797222	0.391279804897644	0.626100903065569	-1.26276006030433	0.0567041798205515
Il17rb	-1.75276855949852	0.0141509729199445	-2.66214798970861	0.00338240798908251	-0.909379430210097	0.203455372689034
Jmjd6	0.699031133135837	0.0141509729199445	0.583081768047752	0.0439830902345491	-0.115949365088085	0.683546651596238
Exoc5	0.920333941828666	0.0141734312260233	0.658669132022606	0.0769058193687941	-0.261664809806061	0.461886768834155
Plaa	0.892679301062172	0.0141939498667159	0.571925099296056	0.110932103689733	-0.320754201766117	0.349578566364468
Fam110d	-3.26063660274446	0.0142207547282576	-1.44559136051099	0.147474748574397	1.81504524223347	0.239114196682504
Trim69	-1.01103180158792	0.0142207547282576	0.314828423265926	0.417392756568923	1.32586022485385	0.00914342241180118
Nme1	-0.985880031279917	0.014243297113366	-0.350656196329492	0.383462698218113	0.635223834950425	0.106224843716379
Baz1a	0.913561237405365	0.014243297113366	0.13290570522114	0.759899239912534	-0.780655532184225	0.0449127763694025
Camk1d	0.958458735046409	0.0143124508025128	-0.283316982800629	0.491485418643214	-1.24177571784704	0.0100931534603593
Cyb5r1	-1.01589775180808	0.0143124508025128	-1.16882526137071	0.011767003470586	-0.152927509562628	0.716897184207798
Tpo	-1.08295815910716	0.0143553145131804	-5.13141100491284	6.67110110232897e-05	-4.04845284580569	0.000139851173879812
Lgr5	1.68369837500805	0.0143553145131804	0.497170282931408	0.478236882625094	-1.18652809207665	0.080091071585021
Pptc7	0.78631908630508	0.0143570377176454	0.240387405429245	0.469535807190731	-0.545931680875835	0.086849489793527
Rab31	-0.72454117422305	0.0144859071482315	-0.154069159765891	0.632418042456812	0.570472014457159	0.0596207701497492
Arl8b	1.02788730560951	0.0144859071482315	0.784295262382552	0.0622797901677296	-0.243592043226959	0.54593195085284
Lmna	0.860013226648093	0.0144859071482315	0.661698250885012	0.06084390751782	-0.198314975763081	0.559770565938882
Atp23	-0.959075818751059	0.0144859071482315	-0.237465360925102	0.552632159681182	0.721610457825956	0.0703630612198242
Kcmf1	0.687398540650478	0.0144859071482315	0.161652435764481	0.59145814897467	-0.525746104885997	0.0657827073405389
Cars	0.789631112731808	0.0144859071482315	-0.103038009456449	0.789863711691748	-0.892669122188257	0.0172699856060397
Tmem186	-0.96522294897361	0.014511322004219	-0.309612214508064	0.438076855683143	0.655610734465546	0.0939892378897962
LOC100910558	-1.74117695191003	0.014511322004219	-0.0245996831952517	0.977201051418275	1.71657726871478	0.027726800453024
Ireb2	0.560618086743054	0.014511322004219	-0.072526021767315	0.792886978648933	-0.633144108510369	0.0172699856060397
Tbc1d9	0.646234671407597	0.0145195464296892	0.0137795361229292	0.970185980637853	-0.632455135284667	0.0281234586288682
Sf1	0.746111573949012	0.0145195464296892	-0.248342975192869	0.426651639436392	-0.994454549141881	0.00914463741881116
Pbdc1	1.33069911544309	0.0145219534174733	0.985666911814682	0.0685021046111612	-0.345032203628405	0.502131619628188
Asnsd1	0.621342909133063	0.0145246197665128	0.213822464738807	0.409212400715378	-0.407520444394256	0.102791701482986
Tdrd3	0.882940495333116	0.0145246197665128	1.60296669174193	0.00130775055845606	0.72002619640881	0.0511684520156268
Cntnap1	-0.95147551662023	0.0145246197665128	-0.418664930513546	0.27162316013304	0.532810586106685	0.155083219430329
Srsf12	0.783887474926973	0.0145787927895872	0.322205601835139	0.316075009670317	-0.461681873091835	0.133953800990568
Zfp131	1.16603711236786	0.0146863626672966	0.329882193320825	0.508934092708982	-0.83615491904703	0.0786819244566528
Hcn3	-2.1506840880738	0.014686446593987	-0.0314903693449109	0.974271396880002	2.11919371872889	0.0279095056395277
Stk4	0.638333640962207	0.014686446593987	0.638040558040333	0.022075856982629	-0.00029308292187384	0.999154672854739
Nfyb	1.0129855781225	0.0147209355862049	-0.187526284101102	0.688105545176995	-1.2005118622236	0.0148918140418318
Stt3b	0.713142360727518	0.0147209355862049	0.762096235675276	0.0166199783768583	0.0489538749477577	0.878159072219757
Txndc15	-0.732242919359961	0.0147209355862049	-0.265501490534676	0.377271736097184	0.466741428825285	0.112996684949954
Mccc1	-0.796039734076864	0.0147365948932794	-0.122317573188553	0.743627885722104	0.673722160888311	0.0478419364240628
C2cd2l	0.765659778662303	0.0147611243775226	0.72181504023177	0.0281889389869072	-0.0438447384305333	0.899949307803986
P3h1	0.731616341757364	0.0147611243775226	0.992354762984793	0.00524082061502524	0.260738421227429	0.357902287715354
Man2b2	-0.779065724391613	0.0147671678450932	-0.882206011481169	0.0130800615387719	-0.103140287089556	0.75241195227033
Fam126b	0.699961036348348	0.0148274844244774	-0.0911238930129822	0.793649522736824	-0.79108492936133	0.0176786580701238
Rfc5	-1.45841370265503	0.0148274844244774	-2.17582534116577	0.00359153427953646	-0.71741163851074	0.21971726730116
Rnf111	0.887132282808716	0.0148274844244774	0.310868847371689	0.400662439499649	-0.576263435437027	0.106224843716379
Desi2	0.64535699668989	0.0148274844244774	-0.0566365036179554	0.86902378168055	-0.701993500307845	0.0200911643258498
Micalcl	1.33466207002783	0.0148661185351034	0.224809054776791	0.744016266068915	-1.10985301525104	0.0479302602846916
LOC102547290	-1.25660725662681	0.0148661185351034	-1.08240777400202	0.0365736034260928	0.174199482624787	0.758032001075307
Srp72	0.778996930705815	0.0148661185351034	0.514311842926013	0.105229898617347	-0.264685087779802	0.381104506810819
Lgals5	-1.90074795417326	0.0148661185351034	-2.55654103655675	0.00650933092431461	-0.655793082383482	0.568012969505366
Pou2f3	2.83230715985088	0.0148718083476905	1.69734064650248	0.168086282991384	-1.1349665133484	0.222917198021247
Pls3	0.776947901307656	0.0148718083476905	0.974904325401815	0.00803692595423234	0.19795642409416	0.517780021220612
LOC691921	-1.83371507170311	0.0149161981939792	-0.169459480129756	0.827906923079788	1.66425559157336	0.0399983933764912
Sec14l1	-0.70626113848606	0.0149323052617192	-0.444514126052288	0.121579602150704	0.261747012433772	0.343395432011922
Mtmr9	-0.902889250935635	0.0149513936295645	-0.526759735473171	0.147474748574397	0.376129515462464	0.286854358947717
Cdk2ap2	0.952579367393987	0.0149692802725573	1.06241589973267	0.0142451901492954	0.109836532338686	0.783478262297714
Pop5	-1.02276786360321	0.014977781460776	-0.0591780638891905	0.913608310748423	0.963589799714016	0.0334444940950515
Strn3	0.833213226250584	0.014977781460776	0.0702158193153008	0.873556760377753	-0.762997406935283	0.0369843786607011
Hint3	-1.321042174477	0.0150256592142361	0.0233843399535209	0.974798095813331	1.34442651443052	0.0253372509160765
Rab23	0.958948976763508	0.0150763175621786	0.338881996291346	0.397208096985452	-0.620066980472162	0.108540173838946
Pstpip2	1.57085189909562	0.0151476933503426	1.99899569433619	0.00627200455201479	0.428143795240569	0.421893024705912
Pip4k2a	-0.952998010030938	0.0152151170901706	-0.435216881786925	0.259212503024981	0.517781128244013	0.170008978004327
Tom1	0.862767355344788	0.015247433863725	0.48776887369573	0.164336262384727	-0.374998481649058	0.266028827979298
Fhl1	1.22875437244464	0.015247433863725	1.87818986798574	0.00310490169966241	0.649435495541104	0.176274151870328
Tacc2	1.2855976897385	0.015247433863725	0.253741767100065	0.666163544359074	-1.03185592263844	0.0574860939517937
Tgfb3	-0.671012428512305	0.0152591108225757	0.764554652706385	0.012544515072073	1.43556708121869	0.000869537188782893
Ddo	-1.83016517860469	0.0153772901359072	-0.600663183238206	0.393696661379784	1.22950199536649	0.103776833572615
Atoh8	-1.54933161908196	0.0153887000094221	-2.40738586611837	0.00338240798908251	-0.858054247036412	0.208826015831239
Map7	-1.61460704442669	0.0153887000094221	-0.755317503183746	0.24113024032058	0.859289541242942	0.175909333542392
Fermt1	-3.42966713764375	0.0153887000094221	-2.56328776043101	0.0429939825543419	0.866379377212735	0.642037575176225
Cyfip2	-0.55686603866589	0.0153887000094221	-0.228429390265404	0.320671552617395	0.328436648400486	0.140882173277671
Ucp2	-0.817548841129511	0.0153887000094221	-0.566437741634952	0.0917100266579099	0.251111099494559	0.435426972730376
Nap1l3	-0.787501241553413	0.0155033808010666	-0.531423206381636	0.0971788815533786	0.256078035171776	0.411914604633129
Dennd6a	-0.96598781734545	0.0155393635200733	-0.644255704536235	0.102603157175745	0.321732112809215	0.397623203628345
Zfp799	-0.880132693065573	0.0155830489892848	-0.511371845813829	0.147815345135166	0.368760847251744	0.29344118596305
Dolk	-0.82406718468268	0.0156762958625352	-0.115968361315556	0.77090008091341	0.708098823367124	0.0474361187448527
Fhod1	-1.1325752032629	0.0157774596177511	-0.365855842291666	0.441058756927084	0.766719360971237	0.0995497290148141
Gpr137	-1.37991697342581	0.0158024073986354	-0.076257477112618	0.917496202847417	1.30365949631319	0.0345390060497275
Entpd4	-0.851193759526035	0.0158619484357493	0.253943314822646	0.48597539979967	1.10513707434868	0.010578125046524
Bmper	-1.79563311549079	0.0159070631915448	0.0113736160349683	0.988933243534826	1.80700673152576	0.0270956179521965
Fancc	-1.30877777744315	0.0159098308158932	-1.16011764037162	0.0361999004757672	0.148660137071531	0.799782623790026
Duox1	-0.914712042419324	0.0159588582774342	-0.68616900135084	0.0693851618713476	0.228543041068484	0.537128777075563
Akap11	0.763047478106588	0.0159683788026651	0.483161873787939	0.123850030068909	-0.279885604318648	0.352357110365544
Wdr6	-1.18776451326376	0.0159689494693487	-1.05048932805383	0.0385898117362666	0.137275185209928	0.786992888169915
Dync1i2	0.821192213905785	0.0159757797881035	0.430157836987871	0.201364398353101	-0.391034376917914	0.228849204393863
Sept11	1.58361939144728	0.0159903427021721	1.15928694935479	0.0760346207809944	-0.42433244209249	0.494615816422835
Sf3b1	0.633504296291137	0.0160434551604835	-0.0158788627042855	0.964523096399618	-0.649383158995422	0.0259628224462277
Ldlrad4	-1.1633312931915	0.0160517943822838	-1.86935335077097	0.0026660396551902	-0.706022057579475	0.140109944820849
Lats1	0.81092936202917	0.0160615810966107	0.244729729309099	0.488063094385662	-0.566199632720071	0.0916921126590818
Sh3glb2	-1.14387831255036	0.0161284197936146	-0.585317916184075	0.203035986760167	0.558560396366282	0.222807228165469
Npepps	0.640129317302242	0.0161284197936146	0.936018692406862	0.0039097743864331	0.29588937510462	0.244032613967204
Rras	0.819232809061486	0.0161284197936146	0.460238021096771	0.173051370119736	-0.358994787964715	0.266533666240567
Nus1	0.686086191754075	0.0161496332804777	0.0731167184993863	0.837542518027935	-0.612969473254688	0.0427508693033641
Tp53inp1	0.751543501159431	0.0161542064905681	0.660905331035159	0.040117501382119	-0.0906381701242721	0.779329069817644
Chuk	0.689640827633629	0.0162164842969954	0.106346835502539	0.752683341808693	-0.58329399213109	0.0508376761141498
Pcnx1	0.655078458019305	0.0162194427981622	-0.13324918231949	0.663149640004712	-0.788327640338796	0.0149757466076658
Nt5c	-1.38614266123428	0.01630954888392	-0.869520668069994	0.113524981604058	0.51662199316429	0.362564569679811
Tlk2	1.15570560370727	0.0163309571034695	0.0176290056298781	0.978823071921555	-1.13807659807739	0.0302029367777736
Zfr	1.09988432690873	0.0163408992753284	0.511629805757011	0.258854904053882	-0.588254521151715	0.179822743326292
Pafah1b1	0.633192641739775	0.0164488234649483	0.2641793090881	0.318487370368891	-0.369013332651675	0.149127456057121
Paqr7	-1.51383683526455	0.0164568843155856	-0.5667484896137	0.336322412370138	0.947088345650852	0.131970907616125
Med15	0.741741702451147	0.0164568843155856	0.394327301892389	0.198368518772458	-0.347414400558758	0.239491985446329
Nudt6	-1.73543633440083	0.016496477812404	-0.265429097477923	0.70564701075423	1.47000723692291	0.0551408821543151
Pxmp2	-1.46920585192453	0.016496477812404	-0.391108670965946	0.48933742201891	1.07809718095858	0.0887632360570451
Copb2	0.837939150954798	0.016496477812404	0.757237614717072	0.03691100541293	-0.0807015362377256	0.82646825334247
Apold1	-2.21488525108019	0.016496477812404	-3.07719079912418	0.00658459329724586	-0.862305548043995	0.38511678195686
Zfp189	0.685883959422864	0.0165244052944584	0.00394946264391757	0.9918486909319	-0.681934496778946	0.0295076730427317
Fn3krp	-0.846389064629006	0.0165599775349125	-0.16659186065085	0.67137444364534	0.679797203978155	0.0616682293619875
Wnt9a	-1.03161523369199	0.0165718023748138	-0.281029481971785	0.523950688939925	0.750585751720204	0.0842982134363258
Atg10	-1.00404163334958	0.0166087815953587	-0.104088457225032	0.832700238870802	0.899953176124546	0.0439207648759375
Hectd2	0.889207708879632	0.0166087815953587	-0.418725126423408	0.260406532931288	-1.30793283530304	0.00680583726098313
Tcirg1	-0.910250157928026	0.0166194974977624	-0.429870809394871	0.249593580893983	0.480379348533156	0.190425383052099
Xkr5	-2.6807283165245	0.0166265196264434	-4.35896042188322	0.00417003391155001	-1.67823210535873	0.196039493639769
Ogdhl	-1.10251158116306	0.0166888004598696	-1.38421947091569	0.00914469194980634	-0.281707889752633	0.536566112780985
Pycr3	-0.76456759340206	0.0166888004598696	-0.347121151713437	0.271903851651103	0.417446441688622	0.177051323499558
Ada	-0.781450183796139	0.0167670177522471	-0.546568062431826	0.0910319236399846	0.234882121364313	0.460374508587403
Serpinf2	2.13331916563543	0.0167936099970922	2.1911658816316	0.0198562664583217	0.0578467159961669	0.945598234126374
Kcnrg	-2.53414262499659	0.0167936099970922	-0.58981558704648	0.482571457237676	1.94432703795011	0.0935423860142524
Trerf1	-2.07514378608432	0.0168193412968219	-0.591166412484197	0.483140050093682	1.48397737360012	0.0890250604094488
Yipf6	0.636565248678292	0.0168317236447107	0.378458773454105	0.153286218894578	-0.258106475224187	0.311238363656143
Cbx3	-0.868318566635696	0.0168614594033181	-0.738497884194911	0.047024173946212	0.129820682440785	0.727398539602736
Bcap31	-0.596928092209814	0.0168648527655807	-0.0698003102243603	0.819150456015538	0.527127781985454	0.0456397295926933
Dync2li1	-0.825195762945838	0.01691114634458	0.0680014003241637	0.879025840815311	0.893197163270002	0.0222667609746651
Fbxo21	-0.91167716651486	0.0169548596325673	-0.751544663268542	0.0530403471173576	0.160132503246318	0.679012599725829
Mrc2	-1.1539778414247	0.0169548596325673	-2.05991894826843	0.00171123353556744	-0.905941106843733	0.0675528394879931
Baalc	1.82629914956444	0.0169758537738127	1.53213700313518	0.0496833170341316	-0.294162146429261	0.690320892125301
Papd7	0.621478728499163	0.0169916282508902	-0.206917890012592	0.447957278763229	-0.828396618511756	0.0102270597131754
Rtn4rl2	-1.66875459545546	0.0169916282508902	-1.40204173954805	0.0392792419987633	0.266712855907407	0.743016266884271
Hk3	-2.40760677719799	0.0169916282508902	-0.723266384502501	0.363332542222534	1.68434039269549	0.125642002163626
Park7	-0.878298339159698	0.0169916282508902	-0.521804031519972	0.15269404314084	0.356494307639726	0.311771887963523
Cnot8	-0.876002845792244	0.0170092158130282	-0.531814946506933	0.143209651149037	0.344187899285311	0.328688651236634
Diaph3	1.40764396570684	0.0170121617569693	-1.64760673238648	0.0142996946629049	-3.05525069809332	0.00128131454283947
Dguok	-1.13598211084563	0.0170224009849033	-0.348143689406499	0.462632157426689	0.787838421439136	0.0997898292710127
Mlec	1.06892797654579	0.0170224009849033	1.03859987954525	0.0283704717121958	-0.0303280970005479	0.956812231524958
Mbtps1	-0.668003848255361	0.0170224009849033	-0.457300993601583	0.102603157175745	0.210702854653777	0.434322759810812
Mdp1	-1.10191892193143	0.0170305766811118	-0.619712069451118	0.166964564423432	0.482206852480312	0.281136940890927
Rab6a	0.996028098364044	0.0170756032959535	0.893506901716783	0.0389990295805494	-0.102521196647261	0.814478531892329
Suco	0.861345244662622	0.0170840478849265	0.50154287659676	0.162344952257541	-0.359802368065862	0.297830334506574
Pafah2	-0.947530917220579	0.0170924913211079	0.353039608206616	0.356163305055297	1.3005705254272	0.00914342241180118
Txnrd1	1.08122433014565	0.0171144526054763	1.22197933556271	0.0153732345924947	0.140755005417058	0.763031654121157
Aqp1	-1.93655256501963	0.0171144526054763	-0.166985086136467	0.845200505271639	1.76956747888316	0.0425176760574195
Rgs12	-1.10228856695172	0.0171702627045948	-0.971617973433037	0.0405661012809871	0.130670593518683	0.788627461224831
Dhx40	0.808902216135891	0.0172529015452394	0.738714950655288	0.03691100541293	-0.0701872654806031	0.847739926801358
Fam173a	-1.37910700645754	0.0172821528001982	-1.35707414260198	0.0266977240743613	0.0220328638555609	0.975943466658176
Tnfrsf26	1.15384577733883	0.0173268725893282	1.98301650196749	0.00205769568603024	0.829170724628662	0.0862840824567721
Bok	-1.39175064835861	0.0173268725893282	-1.93076219256639	0.00616754385142227	-0.539011544207785	0.349846967928522
Slc46a3	-2.85186144390634	0.0174140085855776	-0.846612157348543	0.352506319428909	2.00524928655779	0.123493603931948
RGD1563941	-2.01277321262774	0.0174140085855776	-0.51238869456076	0.496653645655026	1.50038451806699	0.0889653053779165
Stn1	-0.806121108938579	0.0174616317750289	-0.64126687879165	0.0605858512880986	0.164854230146928	0.629049486636587
Sfmbt1	-2.08394807088225	0.0174712170676858	-0.691026396183428	0.363332542222534	1.39292167469883	0.123068928810334
Nudt5	-1.15317650389451	0.0174749862578813	-0.291953435241155	0.56249356939797	0.86122306865336	0.0802145486965722
LOC100911360	-1.58630114696727	0.0174841150630297	-4.18814068456994	0.000897749161021745	-2.60183953760267	0.0247810930167061
Fgfbp3	-1.5582340447253	0.0174977147895344	0.0747539384056618	0.921829053946841	1.63298798313096	0.0251751280815893
Cfap52	-2.04879123877891	0.0176090985370591	-0.660616859657768	0.391205116141107	1.38817437912114	0.116365877923408
Ppp2r2d	0.757029601399929	0.0176270829616072	0.110011596871647	0.773362565133263	-0.647018004528282	0.0519186665034652
RT1-DOa	-6.49791906005232	0.0176270829616072	-0.75666274165123	0.511480210183171	5.74125631840109	0.0665625347237867
Pet100	-1.00825180442578	0.0176270829616072	0.168238565178883	0.723784942432886	1.17649036960467	0.0178465509095008
Prss8	-1.83372089450435	0.0176270829616072	-1.07197422588689	0.111377318772309	0.761746668617459	0.375747952927458
Whamm	1.06515393972093	0.0176270829616072	0.77567647765968	0.0853875713919902	-0.289477462061245	0.50235476247591
Tspan3	-0.72028165042997	0.0176270829616072	-0.505262958822054	0.0966302883651531	0.215018691607916	0.465129511844693
Crb2	-2.5818308779772	0.0176270829616072	-0.906652716384421	0.282031178963522	1.67517816159278	0.165693441464507
Dnajc21	1.65880091517748	0.0176270829616072	0.941540295872819	0.172100816178017	-0.717260619304659	0.275697335344358
Acss2	0.760065977668052	0.0176270829616072	1.20864589928087	0.00286305498491289	0.448579921612822	0.149193525926699
Csrp1	1.0390922196797	0.0176355222472971	-0.569597211882068	0.190043036437284	-1.60868943156177	0.00598701021437094
Rasa2	0.807433598984043	0.0176355222472971	0.60091435375735	0.0797547789820724	-0.206519245226693	0.531180644151182
Spcs1	-0.779743887356864	0.017641800265077	-0.112654306389592	0.772927880137803	0.667089580967272	0.0521627637969152
Myc	1.98037275312732	0.017641800265077	1.92094911690549	0.0293679072594247	-0.0594236362218305	0.953617038445031
RGD1309730	-1.13187333632274	0.017641800265077	0.372815586264512	0.430436463642993	1.50468892258726	0.0105741212173524
Pot1	-0.750098824787536	0.0176977028856021	-0.47362265445166	0.131288530125934	0.276476170335876	0.365040582708904
Ntpcr	-1.48880149383088	0.0176979934536898	-0.149082485921006	0.843610130767624	1.33971900790987	0.044791913328825
Tyw1	-0.652804154618225	0.0177348353142611	0.180826307542609	0.537665720285687	0.833630462160834	0.0127022877196481
Sumf1	-0.686205457745919	0.0177829332320041	0.259212873263504	0.376022470446747	0.945418331009423	0.00942691294521217
Slain2	1.18144624117344	0.0178038036349441	0.918309752274514	0.0681037867168951	-0.263136488898928	0.590792551497344
Carmil3	-1.28724909627771	0.0178038036349441	-0.347376314362906	0.519255622880896	0.9398727819148	0.0911676753021719
Ifih1	1.00588772117701	0.0178140902832301	0.677524887378223	0.111137260231654	-0.328362833798787	0.417073713468776
Spr	-1.52796169364033	0.0178205085052211	-0.396369620898188	0.524636098036537	1.13159207274214	0.0881513775649669
Slc35d2	-1.23324709761989	0.0178248038375181	0.0474809158998732	0.942199979852694	1.28072801351977	0.0265941543314554
Stard4	1.1573237156494	0.0178310235655911	0.504599646783436	0.305799978836663	-0.652724068865964	0.164895173883487
Wwtr1	0.651882024322838	0.0178310235655911	-0.193892418589279	0.511054965649706	-0.845774442912117	0.0119886918325997
Aptr	-1.71614124285531	0.0178310235655911	-0.885683381535914	0.158079693553735	0.830457861319393	0.284899419354498
Foxo3	-0.686059627203431	0.0179699450964518	-0.981774889588294	0.00503041082906522	-0.295715262384863	0.290325120989236
Tpd52	0.68281483118307	0.0180109698524393	0.636766513606737	0.0355617133822645	-0.046048317576333	0.886438480645334
Sgms2	1.62382708477541	0.0180109698524393	2.27210205672822	0.00616064273910586	0.648274971952802	0.316281429045972
Tmem231	-1.37192540805903	0.0180313496863702	0.26616833918456	0.652279506934402	1.63809374724359	0.0164363721953126
Nudt2	-0.961232611821072	0.0180372471087161	-0.425458705651408	0.290040274334185	0.535773906169664	0.176761392586305
Akt1	-0.749790384059985	0.0180651436403247	-0.530369083018242	0.0963132545075915	0.219421301041742	0.475460930103899
Ube4b	0.935321275904911	0.0180756183832874	0.761492022742012	0.0595012461418036	-0.1738292531629	0.661821133530621
Naa50	0.597109418125561	0.0180756183832874	0.276729984374977	0.27630112691074	-0.320379433750583	0.190425383052099
Numb	0.72841630139367	0.0180822549061969	0.0884577769467831	0.816379048485118	-0.639958524446887	0.0488662659760091
Itga6	-0.918027903621333	0.0180845893911756	-0.994036577739754	0.0194965036223692	-0.0760086741184213	0.85805625948494
Coasy	-0.765893178826591	0.0180845893911756	-0.0904673314065117	0.81878541018911	0.675425847420079	0.0484201738268833
Tm6sf1	1.14138270962951	0.0181357673836168	0.710930110871864	0.143797764155551	-0.430452598757646	0.343296219439658
Luc7l	0.703517319584041	0.0181624948846728	-0.311157324372503	0.301641041638947	-1.01467464395654	0.00802611854809081
Tsga10	-1.18611673497837	0.0181967729861431	-1.05234820114239	0.0379174636441576	0.133768533835972	0.814679327330403
Hs6st1	-0.824276581221784	0.0182643646898294	-0.109415251652855	0.796030671521542	0.714861329568929	0.0512745549691769
Col8a1	1.19307412506263	0.0182884755069394	-1.06766933658004	0.0429939825543419	-2.26074346164268	0.00235447947735618
Abcb11	5.29654504499543	0.0182963042067967	5.7154902985568	0.0141962637859811	0.418945253561377	0.747203909367083
Armt1	-0.633123122709294	0.0183115980095104	-0.332337339989925	0.213714646585098	0.300785782719369	0.247003463268599
Rnpepl1	-0.8775669810137	0.0183115980095104	-0.00851274016425634	0.986852687182348	0.869054240849443	0.0327340346587448
RGD1565784	-0.841144745950059	0.0183672713814195	-0.00883056775953152	0.986038470998797	0.832314178190528	0.0329375165983211
Rela	0.855533057316522	0.0183979757528684	0.426016103413635	0.240499817999759	-0.429516953902887	0.219772064987012
Mettl15	-1.49144981370825	0.0183979757528684	-0.853083350696927	0.140276384787937	0.638366463011323	0.328494314464034
Cds2	-0.873275043885059	0.0183979757528684	-0.145166319088175	0.735724567224115	0.728108724796884	0.0590131133629027
Adal	-1.39335880987288	0.0183979757528684	-1.27700741263171	0.0350812489625245	0.116351397241174	0.866655200231127
Tox4	0.604270348408733	0.0183979757528684	0.452085352757759	0.0815918264959483	-0.152184995650975	0.545830085250273
LOC102549471	-1.49022437908498	0.0184247853802732	-1.33479622261789	0.0385898117362666	0.155428156467092	0.824990012951476
RGD1563049	1.53192034176095	0.0184247853802732	0.758780889849419	0.259920249500661	-0.773139451911533	0.195295408283998
Ahcyl1	0.865739817980353	0.018443967266426	0.513620529964746	0.162175690009276	-0.352119288015607	0.32003858724821
Defb29	-1.36123033905084	0.0184775661023308	-0.632502219657295	0.259181827559212	0.728728119393542	0.197102231580602
Cdc42ep4	-1.1118828945497	0.0185035078107534	-0.651052278919879	0.16480268354966	0.460830615629819	0.311083266388861
Asb8	-0.633188218941449	0.0185983873600182	-0.122686008559768	0.688003431039147	0.510502210381681	0.0668538916021293
Lrrc75b	-1.56381799989187	0.0187287795795004	-1.20775351326153	0.065175543497209	0.356064486630332	0.605889136897062
Sars	1.13614002006984	0.0187287795795004	0.821879734367128	0.0912400374080279	-0.31426028570271	0.502279686410106
Tmem17	-1.11290973981908	0.0187804835847534	0.142792532912823	0.799527612072816	1.2557022727319	0.0210085778215255
Pdxdc1	0.692904075198174	0.0188662780823747	0.734228591478975	0.021815805441472	0.0413245162808012	0.902691048290294
