Geneid	KRS7_37_PCCL3_1_DMSO	KRS7_38_PCCL3_1_Tg6h	KRS7_39_PCCL3_1_Tg24h	KRS7_40_PCCL3_2_DMSO	KRS7_41_PCCL3_2_Tg6h	KRS7_42_PCCL3_2_Tg24h	KRS7_43_PCCL3_3_DMSO	KRS7_44_PCCL3_3_Tg6h	KRS7_45_PCCL3_3_Tg24h	KRS7_46_PTH-C1_1_DMSO	KRS7_47_PTH-C1_1_Tg6h	KRS7_48_PTH-C1_1_Tg24h	KRS7_49_PTH-C1_2_DMSO	KRS7_50_PTH-C1_2_Tg6h	KRS7_51_PTH-C1_2_Tg24h	KRS7_52_PTH-C1_3_DMSO	KRS7_53_PTH-C1_3_Tg6h	KRS7_54_PTH-C1_3_Tg24h
Plk1	128.5345305957	117.674240190546	10.2890171921419	241.511927475284	228.981832114975	17.5303578169421	59.5079404916138	75.508661925235	54.4844852651047	298.35079543655	185.862833577701	56.0695241882291	84.4480492195558	128.017045164999	70.1528433711276	83.1173775284385	106.094675053122	74.9726542202138
Aco1	354.848080327729	206.987120304145	248.321569131176	354.899003850339	187.492619971942	295.635802329849	258.189696012902	200.797038360523	229.45389035922	325.503819355253	109.977957078294	194.58748463336	205.128207702362	126.684573742537	117.529989997063	256.954151384626	132.635109725861	120.423361636351
Tacr3	0	0	0	0	0	0	0	0	0	0	0	0.0594434928077818	0	0	0	0	0	0.178892816397488
Add1	274.096324225301	166.386082191956	288.727529649875	273.300924549606	178.72547419639	335.515614719375	182.024006999142	146.833963366521	211.769861798063	286.772645457851	169.608072112743	222.202797159966	206.680759196636	187.282818647482	174.002677124347	232.459656514213	166.970220849253	164.877673956494
Ddx54	213.499969720645	146.999080907244	222.55324512279	236.771415506211	114.99445855778	216.467628916515	243.42044571414	210.178011934754	228.25609407045	283.80528660006	204.963920257659	320.437818108453	251.935782895449	258.430531757121	269.824510556511	259.196398651665	221.170990738313	249.31455064596
Rab43	33.348164568391	51.7892163398348	35.7560485402268	38.1520049818607	20.6311574071023	20.7898713209115	28.8199891170147	59.4708926412906	32.7686525191438	7.90820316015985	7.91582547355694	10.0413777081453	8.45764287410205	14.23545460384	12.0008031954833	9.37191713006264	10.2586638799894	12.2765195252776
Tpcn1	217.936146451248	99.8954082486069	153.46275041894	210.790287096627	61.5865175423071	115.12587943807	174.513666819158	111.309800765874	153.89980670654	285.184464273562	350.236664368606	217.696863052012	167.719077123237	267.839009706975	147.401570431773	200.292537183465	273.712886867042	104.498136501902
Hgd	0	0.359431331287476	0	0	0	0	0	0.383727811683693	0.167847804567676	0.0987931686074027	2.08296822121889	0.156802294541608	1.24709948981	0.645373704794839	0.605445926979336	2.08139741133457	1.42200805504185	1.41567072003201
Tfg	196.129844584875	506.908960744848	310.515014369947	242.380850140003	642.712366640249	497.01697623237	204.064824006625	688.664388792562	296.410408940706	301.274053216684	391.507668520195	311.939907189111	229.725762611361	457.732036853714	316.952720012216	270.881636559317	370.048557347363	429.821440588714
Cntf	8.56023751913029	12.7622886576729	7.02733048475639	9.04611091081589	9.99207101597521	5.49115201059041	5.84342299026085	9.64229432311485	6.64741735855499	5.66650777617753	15.1022651185905	6.59541934767287	5.87569819909864	8.74303511101986	9.92192390177749	5.6849191106825	12.9032768314698	12.4376287053993
Rpl29	1473.28955403992	1063.76064953983	1300.54455305708	1190.80701211971	485.136339133844	685.423987876826	1691.13350850013	961.443093331402	1282.67440408643	844.333728323547	753.593543354938	1300.47626975069	982.495204133894	680.266303782715	1073.49907770551	737.689872136627	566.14576564888	781.496207985746
Cfl1	1142.70916446406	1212.4164830392	1064.03237701811	1132.46712326059	1219.74448612661	1234.34842216593	1293.72793251594	1159.18617954475	1023.67083297698	2225.73918453678	1028.82683960013	1590.32788425207	1422.36470399394	925.561617962157	1020.16397180105	1431.18790631379	834.668077304946	859.734909104607
Tnni3	3.1643248179414	1.01985883877581	5.68999897665045	7.04819684462342	1.5043928976958	2.61170321562168	3.53619498368279	1.30655788640767	4.66730168222695	0.224254431808214	0	0	0.0884637291467979	0	0	0	0	0.267790473625687
Pnlip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfb3	97.2428863837093	50.8847374034572	151.519461934597	88.386850313041	56.0209007261469	137.712864293808	96.6133510508053	42.4927855692211	159.803391495104	61.9625934326671	52.4764046788784	90.0912045142721	51.9339627476516	67.4625399138183	74.6066193236819	52.6324909426141	37.1912269318872	42.5852167814507
Rbp4	0	0	0.0894349104683895	0	0	0	0	0	0	0	0	0	0	0	0	0.122995694558207	0.0746937791546685	0.111541347191619
Gmeb2	27.8442602538575	33.2473981440916	16.909562360544	28.6855452103275	30.1239183080181	19.9720903896763	39.5060524974808	54.2392794492232	25.2368918141174	36.2112114073537	66.9801587444553	34.3863908282678	36.7780499119176	77.3602450260629	38.8939888832391	44.3466274296986	68.9153154681797	36.2931313805959
Ugcg	82.2056190700242	80.6527792299255	103.991832881374	87.3399363377604	122.021379912628	133.040332804231	88.1606684632124	105.550393463784	106.155705393621	532.211562041916	378.728290009203	521.110668652855	384.982297646788	283.346847617103	416.334084701997	538.552243770985	381.530582253333	388.462754994429
Axl	0	0.143928130493903	0	0.0921000549682232	0	0.0969942183062962	0	0	0.0672117832143293	423.767095438662	854.031316210912	297.681689411313	505.309799364774	516.3408712193	339.762999560435	475.384748854202	499.50683381259	293.833387002315
Hrk	51.27483644857	51.9794688057627	33.5476893184769	50.6451463241848	40.7895953329882	25.4659503019502	56.0466780226822	46.4895603069713	34.2327644340222	0	0	0	0	0	0	0	0	0
Cct6b	1.65769517077827	0.581022491838493	1.7839225588088	1.42522599625098	0.571377185998638	0.978888251741698	1.678834317496	0.361840424366784	0.994864899888993	1.0646642442157	6.63222229306898	1.56307530019997	1.42795918523754	3.68614903427965	3.44877451054665	2.31315495076411	3.32031977900548	4.19547075038612
Syndig1l	0.689749664203101	1.10517666960969	0.145424632811481	1.06080894337361	0.271707526121236	0.124131104868446	1.49023027751877	1.27820690733973	0.430080939681719	0	0	0	0	0	0	0	0	0.0604568520789294
Myl6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nme4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo21	85.5325451677193	40.5545186153204	46.4047406432994	73.2939322056734	22.7869028341301	30.0075862885104	55.5418196856753	33.2763961694453	42.962870484748	39.6539901316587	31.1460063085698	51.0137849637025	37.4354684591402	38.8686951740793	47.3108587514245	37.6364291096166	44.7486532064509	36.3349002799424
Stard3	42.208106811015	29.6098656832951	41.7137595008282	36.388089159422	15.8379494566827	26.6925833099432	35.8878934247815	26.6398774126074	38.4209124953446	51.4298855645745	42.1047425035833	58.8754492824306	38.1067332212687	42.2801642226852	37.4485951723749	36.8624337387289	37.2792756525109	26.577496815823
Smurf2	48.5734807588529	45.3582538987157	46.4061152320207	55.402639517659	54.5341164926334	56.2769841150386	47.4256042109902	52.9968779546558	42.5190413102004	59.8721988505375	45.1398696989981	29.2757832412593	49.2664217504165	44.6264966871897	33.3629367428685	45.0824564590691	44.0656685482753	28.9383674887147
RGD1307235	36.4140610913087	42.9702017431796	32.3357853998828	39.5328576703923	31.1848327436729	33.6190421394113	36.3166226212523	34.1137877517451	33.7750915245567	24.2409048902246	68.227800256284	30.8561528151144	22.5727404418828	59.476036818473	32.1427223334312	26.8903630692274	70.3560088272431	32.9325565091852
Acad10	8.49093941906836	4.38078384202861	4.32751678651836	7.17070157441804	1.80282959188224	2.50298797405882	6.71426862942545	3.43990244297766	5.35155106367867	10.7496526045508	10.1850709439685	11.0928141390746	13.6852994816892	16.9401354409754	12.0542759022741	12.1326523197303	15.3360687306829	10.6485066453076
Vwa5b2	5.94621462657147	1.56974104380866	0.893207868055206	6.37981899270523	0.688398927835449	0.657588619984711	2.99110052937116	0.97380521329555	0.772663915326958	0.0699662380822312	0.134107037172942	0.0740325593114358	0.0184001546375093	0.0304706428040098	0.0408364209118955	0.0307096863911815	0.0745984659528548	0.0835492609121402
Ccdc64	6.9095477666882	3.06597981577299	4.18887617938735	8.8078131704503	1.78018186383323	6.72609546945604	4.90071757385469	3.62144690817246	3.96017629154933	16.4239604501737	26.3940892625109	18.1278937870397	12.9578245305266	20.0057406711321	14.1278258678024	16.810108752922	21.0766890434179	15.5443700463946
Hmgn1	2.68068623788669	3.4384668844905	1.9921853359653	0.57992022853054	6.01572225691645	3.95182750480437	2.77263390756956	0.853696962123664	1.74262084646024	3.66316198403985	4.60599017286196	4.39545074450615	6.98244072311109	5.09227792831973	5.90098286469514	1.96799685087603	4.75712742803283	7.06889561833194
Daglb	29.0332337206884	11.3900322122388	25.5087244454963	32.1740102852686	10.3753830464835	23.119220620753	25.699353352752	10.7550281341101	21.9962333333468	24.9953908072169	15.6351843671069	30.4073748978231	33.9299856073703	26.2036992314425	28.4350241319731	31.2049813787008	16.6763547006955	13.0472928166735
Edf1	34.343281745601	32.5451785244762	40.2870730541492	30.5041217801537	26.2745702539321	39.7513981416731	32.1054522684534	23.8890824599061	33.3346967028384	19.0190894089563	19.7071313965664	21.7739920625041	16.8560413627015	16.9731711557538	17.8858437010398	20.6839924512853	17.1201863364705	18.5449797612642
Irf2	10.3340610811372	8.20208921802018	11.7643232369624	8.19845279225537	10.9508244591456	10.032788513716	9.13382608270334	7.30775759015269	9.46838935970603	20.9754619446641	34.5691342792488	19.1532214521112	19.8896836023006	28.9240534467055	21.2067014450797	24.5573036413836	30.6513200846505	24.156758174856
Ivns1abp	220.301022179208	146.575458315449	154.929922691268	203.261022771992	181.998226336846	173.629682530697	200.276980209102	172.125115211496	196.684664456163	138.188825170225	114.664480866069	111.791031815491	152.174229147612	123.272929633122	118.119580690569	106.144582017152	98.1232176263252	122.266656388805
Rgs18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a39	413.563718926192	392.713169715924	782.169681165796	423.093051295791	166.097556194656	363.018604856126	552.500279170086	435.213521469093	804.724221457485	162.580165502158	123.221392959863	295.415932678484	248.850935977863	183.334478972372	293.538809868616	210.557915172975	132.987068643483	258.705191947313
Pip5k1a	45.8557646779049	60.2558285435399	57.5256350384908	48.8963470312958	46.3752099603754	49.330808846194	41.9968545568234	68.1040636191614	52.9551615694414	61.6895704488167	118.949453586415	54.6124373042839	83.2034897999764	120.912104834509	82.9199751355397	89.5861244452968	122.262850266266	98.5590070662874
Myt1	0.0635203134636018	0	0.0624979671963627	0	0	0	0	0	0	0	0.187670026424754	0	0	0	0.171440045649761	0	0.0521967242426075	0.233838467148145
Sstr2	0	0	0.0492017736128816	0	0	0	0	0	0	0.411098096173259	0.0492479919390171	0.0815607061580062	0	0.0671382204613188	0	0	0	0
Fam133b	44.9024818492921	53.262207382425	32.2587760812667	51.2434249068395	125.606295915519	64.9945973759877	48.7584594418864	55.4011516512886	36.3498346694824	95.294423640564	203.240901979646	57.6277777847998	82.6854968969003	165.170576814917	92.173355547592	99.2672700207685	162.060571775083	106.401608195793
Tmem215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adat1	1.81163836620523	1.2498011428458	1.92394712274656	2.27026263224823	2.65634192978752	1.70261314171618	2.31429715895187	2.02294663859522	2.62321558755424	6.2793960240558	10.1385305571638	6.55444999596621	7.93835030435085	17.1610972286311	9.9343754827606	8.79377786660248	14.5087483133211	9.70388680701004
Phospho1	27.2591526062975	4.87482957778754	9.45560239158478	17.9980268581139	2.45676109946037	6.22986767043416	16.5241813774103	3.94571902046706	11.9022358302769	1.04928354125048	0.532377260702117	2.08174903705451	3.69282127889621	2.55364567244337	3.53944889742958	3.22387176434314	1.36553681583287	1.51095624926493
Myh14	19.0528469943029	11.9286990785351	16.3477110872224	21.1663581279591	16.7107290184658	23.9518700251158	17.1139786279525	16.6304016979737	16.5626368368246	77.1126447784125	33.2745552283328	47.1363728297588	50.5883368022497	54.2499486733086	31.3631214501767	48.1707594782757	27.7546492304973	16.2466683671405
Rarres2	0.117423114677433	0.0439006137465998	0	0	0	0	0	0	0	0	0.0925133933079773	0.0957584435195783	0	0.031530141387424	0.0845126985597414	0	0.0578942540014837	0.230544967610847
Atp5j2	130.135798565067	70.5535695681112	78.4974467986317	74.3800043923372	39.2345667719065	45.5096872293142	125.75995251061	29.5482873691628	76.8230682139784	130.975364038305	66.4238154133676	141.387814430794	111.910983113177	37.3378023392215	81.9587321263828	101.577937789359	69.507056064156	72.6174730707329
LOC691807	27.9251920124097	24.5212508118806	37.5065682265026	22.20299923276	22.0770829382418	31.5494091021713	22.4754016893853	14.2366305522445	26.4569448336854	154.014241122615	70.8274085190163	153.084956655435	231.566901468954	84.6917278119321	228.07757018041	136.374892888483	85.8693026107047	170.723935080496
Oasl2	3.02469976722221	6.86124649597812	3.41071708877984	2.82538917035797	5.01365283988135	6.65747927134645	2.95542563556647	1.74648091997598	4.07926292550025	8.64361568333396	5.74007303752656	2.89622327314552	3.26507228089486	3.94685071757175	2.00268180714434	2.96611559841756	2.52738533561976	1.02174005390845
Zswim2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0773933461010408
Rnf146	24.5553267133343	31.3549424365818	27.7932136473237	20.9585625779366	36.7569513961718	32.3990559334826	36.0798341264218	34.5245488838978	30.8960473966627	16.4111177921103	39.7107178405764	19.196751500866	26.4342479011132	32.8189277340722	29.5327724312377	24.582455758608	48.5332005244862	39.4434518911341
Ctsa	101.569201021772	60.0293852996088	104.718047236779	74.8825073912087	39.8794255683306	89.2350164619251	129.015157740435	76.3568553579482	155.463366295362	30.0396183092578	17.7946684340556	50.6191988595384	41.2529938932434	25.2669388244695	38.7126255791552	33.3928345501416	21.351169387765	28.3648488039632
Raly	126.385322427548	162.975378877208	109.149930811167	122.702192694572	130.09642245471	106.178742031835	102.237999367638	129.791985734326	110.425663040637	154.42685327097	124.052263036717	116.03369796079	124.140787178639	109.419435468634	101.070055604154	126.918517683539	102.051203074582	83.570118849991
Btbd6	40.9183386349709	11.1526082382079	27.41208308043	33.5958266966207	8.92400154028728	13.4008562564386	23.8342526031008	8.64905486935793	22.1096989402833	19.4334916475827	12.5271722280152	20.4252355983195	17.1118526711963	17.0778953148559	14.9883449192534	16.6026023732443	16.2800922194665	12.5700509344614
Spesp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104354810395507	0	0	0
Tex47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luc7l2	73.2931110694822	99.760978273034	65.9244094205067	80.8454282511064	182.318820168887	102.610347943211	87.8385506346075	107.828057071552	74.0682964484038	147.101911749432	196.949620047745	116.492588291709	146.558409852088	201.769343372729	144.533967223643	124.355410803397	195.990737318819	180.912587043187
Terf2	22.6932514741325	18.5533767949664	16.3339121117954	29.301356450868	32.9676753381921	27.9484548678374	21.7726654223689	26.2918357555731	18.5247441397027	32.9711625316199	47.6228316341408	29.9123501819711	33.6274118198142	53.5058399308262	36.1965234345214	44.2052494634607	54.3998133838084	39.7147158762548
Slc22a14	0.0208588988699865	0.058488386101803	0.225754971420794	0	0	0.13138583519598	0.0450664411524858	0.020814008550083	0.0546259958180573	0	0.0616273738064088	0.0170104131099673	0.118378164530684	0.112019517173146	0.131361411052983	0	0.205685293340689	0.127980396406334
Glb1	420.149613042656	181.583729668254	265.351006086948	375.374998197673	178.98031245634	269.806757967487	388.264825450732	217.876739165307	348.552610310652	108.052268578631	55.4098374108841	90.9146711676023	78.4820305238362	62.631895602478	57.1211414667695	58.2831246143519	43.9677211245831	33.1031662432067
Ccrl2	2.61437726683155	1.33285783205712	0.779484668818779	1.89533297974696	2.12993889769537	0.748518856194469	1.66886351234384	1.22532238307683	1.21026117436047	0	0.117032533182475	0	0	0	0	0.107198920127198	0	0
Abcc10	8.76224137124078	3.62880480411146	6.97407222733245	10.1830813112296	1.52236928812888	5.29479653389791	7.34928961461923	5.15362076856562	5.41023447500016	7.35705735914471	12.4879494219089	13.9135867798444	9.93392167033231	17.7895667679496	12.2090948397306	13.687827936188	16.3614778607202	12.194566791464
Idua	251.120857593902	161.966682701951	232.630048173471	211.1896508153	120.133363854347	197.745405325337	307.060679154982	249.9291406488	277.472439495868	71.9332094176743	74.7236618975627	72.7871935602663	81.6228046240608	102.525606167224	74.4269996343733	66.4579213590398	82.9975802360435	64.4736275170541
Nubpl	10.5033589191783	5.49760126792065	9.67291372607644	6.33227763757112	1.62190138230322	3.06975244929391	6.71709982569792	2.01230490221527	8.43534340671806	19.1689863056977	33.0181029168087	24.7371052936094	30.9964368764045	27.4136455739074	21.5447490438597	23.7629618826529	27.8261969930827	22.5810626858649
Crhr1	0.0463974463560222	0	0.0456506890825606	0.0555002939938944	0.127938804690999	0	0.200486880814015	0	0	0	0	0	0	0	0.0834838483164053	0	0	0.11386916661127
Icam5	1.53788372280243	0.455763981588601	1.14407526593553	2.01907923668474	0.258575791554744	0.472527193576543	1.31690635684074	1.06671610919276	1.57169262343863	0.0385449620928706	0	0	0.106436325085937	0	0.0843641700912707	0.0761319571588765	0.0462340053045241	0.115069895960423
Hs3st3a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eno4	4.23774510038759	1.44032049721696	4.77601794083973	3.45624574510715	1.69969242333169	5.48413013815722	3.45423696276133	1.80677616746735	3.69931713677135	2.45449309153843	1.89702553786755	1.97927517279687	1.34305186481568	1.49996964312967	1.14375886050815	1.45960811246115	1.42457485658525	0.850935649405521
Fem1a	54.8306761050829	52.7979395153583	68.8700269128158	60.3733347668913	34.6237150669802	55.5371705173038	65.533139810381	67.7628431086886	77.6653424593224	27.1311734040927	46.6216401663704	46.7673218766016	29.9675208961751	51.1100326397939	45.2412327599576	44.3659199365093	50.6566505837117	45.1316314270274
Iqcg	2.65168435840782	1.05787175913018	2.51355460797008	2.59169554680581	3.16551618273337	3.17753059171427	0.803466363262228	0.258144164223576	1.63727903910106	2.39259091972837	7.38851207063759	1.34493604454552	1.913872569305	5.94799874473645	3.72388559762875	2.14407585610771	5.26142980365484	5.59511677758106
Svop	0.0710243771173719	0.0165960390070341	0.0174703136256056	0.233636844932701	0	0.0447367675782119	0.402808500137976	0.17717881487891	0	0.364926512992402	2.09840695103885	0.738484017803699	0.690988569229167	1.64489757238725	0.814696789310679	1.10520124607678	2.48043002390828	1.72130013088751
RGD1562608	4.27863243518979	1.88192819683537	3.75577406642293	4.26505797004968	3.12303450130152	4.54454514356811	4.21424369163894	2.76256873859546	3.80824499986096	18.3629472121448	23.0928557672976	11.3570718522943	19.2147809805999	30.1301237887119	16.265239551111	16.233304397658	26.0244988322812	14.7730025314661
Spata31d1d	0.188274747033965	0.193571654685078	0.333440107272055	0.202691617091323	0.674906538507566	0.332052895556699	0.223726097591505	0.319378255401874	0.0821767215376326	0.0386945720374794	0.0556255547624535	0.0460613656336941	0.152642073227891	0	0.101629949432462	0.178330737099391	0.0464134598064117	0.184826452509472
RGD1561145	0	0	0	0	0	0	0	0	0	0.290106923688405	0.308921854197126	0.319757765544506	0.343323520260193	0.31585750102393	0.380977879221692	0.382002501088189	0.335090081557481	0.481149109358323
Slc26a10	34.6009077914219	16.7458038920923	11.8988784555174	36.0761617202706	10.2923837282021	6.91213572093788	37.4790904291922	24.2094802491942	16.5360028870385	0.0191781072322869	0	0	0.0605229290700025	0	0	0.0252530509638573	0.0153358686127283	0.0229012839459533
Cytl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044165106780088
Tex26	0	0	0	0	0	0	0.0310225932368296	0	0	0.0295103383084545	0	0	0.0232824346355136	0	0	0	0	0
Mcemp1	0	0	0	0	0	0	0	0	0	0	0.0788214110983967	0.0108781591838241	0.0432587635527843	0	0.0840056223683829	0.0180496181764169	0.0657678725456855	0.0654747708014804
RGD1565533	0.00634296996070206	0	0	0.0227622461101922	0.0174904452442522	0.00799060785618918	0	0	0	0.0195542826594538	0.0374804617681391	0.00517268625003524	0	0	0.0285325801128941	0	0.015636679159697	0.0700514666206997
Zfp879	0	0	0	0	0	0	0	0	0	0.0123756254547135	0	0	0.0146457838458812	0.129351506569872	0.0162520751998419	0.0325915687645492	0.0544292666743813	0.044334570004388
RGD1311447	0.0943433542878563	0.303117509878169	0.145038933707992	0.0634797262500619	0.219499385879961	0.0891373543413812	0.114655719771525	0.270653415633901	0.102945664200531	0.0121185122283365	0.127754156567188	0.0528941324000729	0.0669270294771775	0.118747620563975	0.212192342941466	0.207443948540984	0.276182910458178	0.361779040786167
Zfp846	15.4107753440753	9.00613343844362	15.6259623394953	12.9527892012222	10.8183548084301	16.1716177965187	15.4271706449902	9.45832625239763	17.8913417918807	8.32129047817293	6.36753360245872	7.85787028102116	7.7356847764979	8.25926489500973	7.70875122909866	6.79515037229814	6.11254344836372	6.85559364862561
Smco4	4.03063991262987	2.57859358543284	2.65667926564077	2.78519077120076	0.836270331359393	1.10919130835418	2.8746010413744	1.03477755598422	1.9642255457521	3.71968778392558	7.16821047026123	4.21244448042472	3.99750950322759	2.23289362109986	3.13332301986948	2.59459124501483	2.87799760070351	2.9772173008374
Hypm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGD1566265	11.2785792443717	10.3353549747926	14.1383332412075	9.15563470575144	8.7770431700946	12.0063456973395	12.4621608112884	10.2078213904615	14.1018201185833	20.5707817006531	28.3213484015619	22.2364578074859	24.209990774541	18.8231029996404	23.8691837350164	19.2197313547502	23.8276246280461	34.9951361180327
RGD1309170	0	0	0	0	0	0	0	0	0	0.0194226739557593	0	0	0	0	0	0	0	0
Slc39a1	21.8359754365949	21.9565841975845	24.450260483944	18.2763424137331	13.0601728042944	16.3778393532283	19.7560251383722	18.5149646403063	21.6583591330588	15.2131232540301	16.1321836013574	16.5983099382002	13.260465582489	11.4440572444519	12.0519271950195	12.4164256171907	14.9263875704106	11.2297902874923
RGD1306739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGD1308106	24.8639991708445	36.4865748015122	22.147717125211	26.6329995351217	22.4480862274925	16.9278089709891	21.0322347048802	38.8550861154994	21.2339814528446	26.8607547533077	56.5079969271594	18.4368800872901	19.4425876629701	39.1103583198005	20.471958392295	16.656081478973	31.7958648520502	29.0664653466131
Ntpcr	5.27693765175824	1.75086688253075	5.67386318071798	4.10075600413815	0.86090074519586	1.78916274006575	5.01274707450599	1.69818047454902	4.75610504051192	4.15189739110734	4.22020711097427	6.45999907474455	6.86899136726174	4.88206400320594	6.4107090039204	5.88124318735935	5.11091926773875	5.21334223683197
RGD1308117	3.11184051112409	0.616962027416132	2.69063413414444	2.78237114514311	0.49837722887731	1.10873390987651	2.86926548499292	0.564571552094271	1.60518368035377	10.0616259038405	8.28069807317472	8.31802687517152	5.7593405378081	8.92554685161476	6.05165686912147	8.52771356552954	11.6361027321871	5.97855050028246
RGD1561157	32.589344057254	19.8961787546416	26.7599829004546	23.026806108395	4.73545949997748	12.024596852857	22.0895724968736	11.1585520089158	21.197067055882	5.62255881367054	6.01780234433868	6.4487290969975	4.14455219667394	3.75340844779634	5.24586007946275	4.8096287955123	4.95556325069787	3.52858046235523
Nupr2	1.83738452500345	0.531558565572385	1.59259646389419	1.378027250436	0.281472363422395	0.385776676417471	0.976681784779945	0.276469648415178	0.916534335955773	0.674326150852658	0.818588035457522	0.83243634093215	0.981272854572586	0.411141324371896	0.774033767186131	0.513025496132102	0.659056753213575	0.447354268936051
Scara5	0	0	0	0.0312562870190885	0	0.0658344694282697	0.282272175484963	0.052147143850257	0	0	0.0772002067565102	0.149161830140585	0	0.175407642586257	0.117539698290728	0.141426978855373	0.0214717181017583	0.256512324393655
Naa10	13.068115654366	10.4588369471622	12.233117228123	14.6193882989371	6.96622668576549	8.93116222147673	15.5459336436847	9.21246386763422	12.0081498260365	12.8308668559222	12.3227656418912	17.99183888807	12.975484357677	11.0811017077119	10.0671090762309	8.30443513520819	9.2820629902521	8.53736475993524
March1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l3	63.6910399978124	31.5828380262055	39.2411478881405	74.8693359887336	39.2539514392839	38.9958928990575	60.9561122474936	30.7481499958335	40.9524317376353	18.878736725715	15.6004315334552	25.8935541398009	41.6819179775181	30.0137035992731	30.1469452253686	30.3125779124367	20.5073296036173	17.6267169527042
Tdrd6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428217776823668	0	0.0391126211987425	0
Lyzl6	0	0	0	0	0	0	0	0	0	0	0	0.0144897225225762	0	0	0.0319701716829392	0	0	0.152621843360094
Ccdc22	14.8616820359134	14.4328039497789	16.1025672818564	16.389930570072	13.393593616089	13.1054871420907	21.9674101829419	23.4562422998753	21.0106226016576	7.63600051515436	6.81833764483415	9.08976616583126	6.479998208824	7.49457752021942	9.31040573997412	7.92123188992211	7.52100897544637	7.62834456009096
Med31	3.31172987836015	1.4762511470043	2.19317287607193	2.33117133641102	1.80882685791942	2.45504893120035	2.91708650885992	0.927830764524041	2.45731349597139	2.12043298865876	3.47474033170301	2.56567707653812	3.0154115439038	2.97559029229113	3.33467054656064	2.48187635942138	4.51117260558454	3.21981446290403
Bmper	0.627654807865048	0.0897931170618247	0.516727881465067	0.490315885001878	0.247246999822961	0.330800231033105	0.484311424364669	0.0766902900556175	0.654134989173093	0	0	0	0	0.0257963562233444	0.00576199889352216	0	0.010525806833223	0.00785917306463576
Adck5	39.840988362119	30.7746535103999	46.3129266193253	29.8916900052537	18.6349746449777	37.4197694583322	38.0305011028647	31.9923879520087	43.4908740745421	19.3803388195965	44.8860269387041	25.1847809086472	22.2983317282393	45.471757601016	34.1466152778699	24.3497058167864	44.1681146993116	26.3249078480179
H2afy2	0.133392658273564	0	0	0.0398908363081117	0	0	0	0	0.0291111036047064	0.102806641082078	0.032842254624332	0.0271953979595602	0.0270367272204902	0.0895456015402841	0.0300020079887082	0.0451240454410423	0.0822098406821068	0.122765195252776
Pdzd4	1.94289306615843	1.19256971603807	2.08281268939183	1.59563345232447	0.959541035182495	0.584495593793595	1.22171692996041	0.462975946705326	1.18975814732278	0	0	0	0	0	0.0260887025988766	0.039238300383515	0.0953157573125878	0.106752343698066
